sequence,factor,metric,scope,group,unit,weighting,n,bin,lower,upper,fraction
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,105,104.5,105.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,106,105.5,106.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,107,106.5,107.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,108,107.5,108.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,109,108.5,109.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,110,109.5,110.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,111,110.5,111.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,112,111.5,112.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,113,112.5,113.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,114,113.5,114.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,115,114.5,115.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,116,115.5,116.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,117,116.5,117.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,118,117.5,118.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,119,118.5,119.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,120,119.5,120.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,121,120.5,121.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,122,121.5,122.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,123,122.5,123.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,124,123.5,124.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,125,124.5,125.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,126,125.5,126.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,127,126.5,127.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,128,127.5,128.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,129,128.5,129.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,130,129.5,130.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,131,130.5,131.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,132,131.5,132.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,133,132.5,133.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,134,133.5,134.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,135,134.5,135.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,136,135.5,136.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,137,136.5,137.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,138,137.5,138.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,139,138.5,139.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,140,139.5,140.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,141,140.5,141.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,142,141.5,142.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,143,142.5,143.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,144,143.5,144.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,145,144.5,145.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,146,145.5,146.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,147,146.5,147.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,148,147.5,148.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,149,148.5,149.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,150,149.5,150.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,151,150.5,151.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,152,151.5,152.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,153,152.5,153.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,154,153.5,154.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,155,154.5,155.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,156,155.5,156.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,157,156.5,157.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,158,157.5,158.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,159,158.5,159.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,160,159.5,160.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,161,160.5,161.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,162,161.5,162.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,163,162.5,163.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,164,163.5,164.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,165,164.5,165.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,166,165.5,166.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,167,166.5,167.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,168,167.5,168.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,169,168.5,169.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,170,169.5,170.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,171,170.5,171.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,172,171.5,172.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,173,172.5,173.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,174,173.5,174.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,175,174.5,175.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,176,175.5,176.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,177,176.5,177.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,178,177.5,178.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,179,178.5,179.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,180,179.5,180.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,181,180.5,181.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,182,181.5,182.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,183,182.5,183.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,184,183.5,184.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,185,184.5,185.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,186,185.5,186.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,187,186.5,187.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,188,187.5,188.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,189,188.5,189.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,190,189.5,190.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,191,190.5,191.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,192,191.5,192.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,193,192.5,193.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,194,193.5,194.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,195,194.5,195.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,196,195.5,196.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,197,196.5,197.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,198,197.5,198.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,199,198.5,199.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,200,199.5,200.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,201,200.5,201.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,202,201.5,202.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,203,202.5,203.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,204,203.5,204.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,205,204.5,205.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,206,205.5,206.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,207,206.5,207.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,208,207.5,208.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,209,208.5,209.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,210,209.5,210.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,211,210.5,211.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,212,211.5,212.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,213,212.5,213.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,214,213.5,214.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,215,214.5,215.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,216,215.5,216.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,217,216.5,217.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,218,217.5,218.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,219,218.5,219.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,220,219.5,220.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,221,220.5,221.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,222,221.5,222.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,223,222.5,223.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,224,223.5,224.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,225,224.5,225.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,226,225.5,226.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,227,226.5,227.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,228,227.5,228.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,229,228.5,229.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,230,229.5,230.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,231,230.5,231.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,232,231.5,232.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,233,232.5,233.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,234,233.5,234.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,235,234.5,235.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,236,235.5,236.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,237,236.5,237.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,238,237.5,238.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,239,238.5,239.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,240,239.5,240.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,241,240.5,241.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,242,241.5,242.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,243,242.5,243.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,244,243.5,244.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,245,244.5,245.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,246,245.5,246.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,247,246.5,247.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,248,247.5,248.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,249,248.5,249.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,250,249.5,250.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,251,250.5,251.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,252,251.5,252.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,253,252.5,253.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,254,253.5,254.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,255,254.5,255.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,256,255.5,256.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,257,256.5,257.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,258,257.5,258.5,0.0
all,D01,raw_semantic,all_frames,all,point,frame_equal,987807187,259,258.5,259.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,0,-0.5,0.5,0.23753999941422566
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,1,0.5,1.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,2,1.5,2.5,0.00010594909042767854
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,3,2.5,3.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,4,3.5,4.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,5,4.5,5.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,6,5.5,6.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,7,6.5,7.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,8,7.5,8.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,9,8.5,9.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,10,9.5,10.5,0.0038062383154355388
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,11,10.5,11.5,1.6243507398656328e-05
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,12,11.5,12.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,13,12.5,13.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,14,13.5,14.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,15,14.5,15.5,4.840577873479151e-07
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,16,15.5,16.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,17,16.5,17.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,18,17.5,18.5,2.5258848303306212e-05
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,19,18.5,19.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,20,19.5,20.5,0.0001295226495880992
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,21,20.5,21.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,22,21.5,22.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,23,22.5,23.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,24,23.5,24.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,25,24.5,25.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,26,25.5,26.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,27,26.5,27.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,28,27.5,28.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,29,28.5,29.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,30,29.5,30.5,7.174234618021777e-05
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,31,30.5,31.5,7.94614221250389e-08
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,32,31.5,32.5,1.3017564237274257e-06
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,33,32.5,33.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,34,33.5,34.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,35,34.5,35.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,36,35.5,36.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,37,36.5,37.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,38,37.5,38.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,39,38.5,39.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,40,39.5,40.5,0.7054487872766779
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,41,40.5,41.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,42,41.5,42.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,43,42.5,43.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,44,43.5,44.5,3.3934736296061415e-08
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,45,44.5,45.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,46,45.5,46.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,47,46.5,47.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,48,47.5,48.5,0.0017352001082511675
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,49,48.5,49.5,1.5334871336924848e-06
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,50,49.5,50.5,0.032431122218965415
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,51,50.5,51.5,0.004069996169470385
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,52,51.5,52.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,53,52.5,53.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,54,53.5,54.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,55,54.5,55.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,56,55.5,56.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,57,56.5,57.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,58,57.5,58.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,59,58.5,59.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,60,59.5,60.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,61,60.5,61.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,62,61.5,62.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,63,62.5,63.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,64,63.5,64.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,65,64.5,65.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,66,65.5,66.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,67,66.5,67.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,68,67.5,68.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,69,68.5,69.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,70,69.5,70.5,0.01419224184337873
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,71,70.5,71.5,2.9656001521832792e-05
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,72,71.5,72.5,3.890484137627762e-06
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,73,72.5,73.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,74,73.5,74.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,75,74.5,75.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,76,75.5,76.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,77,76.5,77.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,78,77.5,78.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,79,78.5,79.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,80,79.5,80.5,3.414576812373808e-05
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,81,80.5,81.5,0.00035657326041073356
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,82,81.5,82.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,83,82.5,83.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,84,83.5,84.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,85,84.5,85.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,86,85.5,86.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,87,86.5,87.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,88,87.5,88.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,89,88.5,89.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,90,89.5,90.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,91,90.5,91.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,92,91.5,92.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,93,92.5,93.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,94,93.5,94.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,95,94.5,95.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,96,95.5,96.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,97,96.5,97.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,98,97.5,98.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,99,98.5,99.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,100,99.5,100.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,101,100.5,101.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,102,101.5,102.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,103,102.5,103.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,104,103.5,104.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,105,104.5,105.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,106,105.5,106.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,107,106.5,107.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,108,107.5,108.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,109,108.5,109.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,110,109.5,110.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,111,110.5,111.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,112,111.5,112.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,113,112.5,113.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,114,113.5,114.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,115,114.5,115.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,116,115.5,116.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,117,116.5,117.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,118,117.5,118.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,119,118.5,119.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,120,119.5,120.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,121,120.5,121.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,122,121.5,122.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,123,122.5,123.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,124,123.5,124.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,125,124.5,125.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,126,125.5,126.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,127,126.5,127.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,128,127.5,128.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,129,128.5,129.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,130,129.5,130.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,131,130.5,131.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,132,131.5,132.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,133,132.5,133.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,134,133.5,134.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,135,134.5,135.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,136,135.5,136.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,137,136.5,137.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,138,137.5,138.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,139,138.5,139.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,140,139.5,140.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,141,140.5,141.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,142,141.5,142.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,143,142.5,143.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,144,143.5,144.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,145,144.5,145.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,146,145.5,146.5,0.0
all,D01,raw_semantic,all_frames,all,point,sequence_equal,987807187,147,146.5,147.5,0.0
