sequence,factor,metric,scope,group,unit,weighting,n,denominator,frames,valid_frames,sequence_count,missing_fraction,empty_frame_fraction,minimum,maximum,mean,p05_value,p05_lower,p05_upper,p25_value,p25_lower,p25_upper,p50_value,p50_lower,p50_upper,p75_value,p75_lower,p75_upper,p95_value,p95_lower,p95_upper
all,C03,intensity,all_frames,normal:r12,point,observation_equal,3315980,3315980,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.635428547859192,0.08117017200703423,0.018571428954601288,0.018571428954601288,0.018571428954601288,0.03799999877810478,0.03799999877810478,0.03799999877810478,0.06485714018344879,0.06485714018344879,0.06485714018344879,0.1071428582072258,0.1071428582072258,0.1071428582072258,0.1891428530216217,0.1891428530216217,0.1891428530216217
all,C03,intensity,all_frames,normal:r12,point,frame_equal,3315980,3315980,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.635428547859192,0.07908343841767904,0.017999999225139618,0.017999999225139618,0.017999999225139618,0.03514285758137703,0.03514285758137703,0.03514285758137703,0.06142857298254967,0.06142857298254967,0.06142857298254967,0.10657142847776413,0.10657142847776413,0.10657142847776413,0.1891428530216217,0.1891428530216217,0.1891428530216217
all,C03,intensity,all_frames,normal:r12,point,sequence_equal,3315980,3315980,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.635428547859192,0.08636834122850505,0.019428571686148643,0.019428571686148643,0.019428571686148643,0.03885714337229729,0.03885714337229729,0.03885714337229729,0.06857142597436905,0.06857142597436905,0.06857142597436905,0.11514285951852798,0.11514285951852798,0.11514285951852798,0.2054285705089569,0.2054285705089569,0.2054285705089569
all,C03,intensity,all_frames,normal:r13,point,observation_equal,2559954,2559954,8659,8196,19,0.0,0.05347037764176002,0.0008571428479626775,1.6371428966522217,0.06993129946996962,0.01657142862677574,0.01657142862677574,0.01657142862677574,0.03285714238882065,0.03285714238882065,0.03285714238882065,0.056285712867975235,0.056285712867975235,0.056285712867975235,0.09114285558462143,0.09114285558462143,0.09114285558462143,0.16257143020629883,0.16257143020629883,0.16257143020629883
all,C03,intensity,all_frames,normal:r13,point,frame_equal,2559954,2559954,8659,8196,19,0.0,0.05347037764176002,0.0008571428479626775,1.6371428966522217,0.06831004845015053,0.016285713762044907,0.016285713762044907,0.016285713762044907,0.02971428632736206,0.02971428632736206,0.02971428632736206,0.05314285680651665,0.05314285680651665,0.05314285680651665,0.09114285558462143,0.09114285558462143,0.09114285558462143,0.16171428561210632,0.16171428561210632,0.16171428561210632
all,C03,intensity,all_frames,normal:r13,point,sequence_equal,2559954,2559954,8659,8196,19,0.0,0.05347037764176002,0.0008571428479626775,1.6371428966522217,0.07340153796169377,0.016857143491506577,0.016857143491506577,0.016857143491506577,0.03285714238882065,0.03285714238882065,0.03285714238882065,0.05828571319580078,0.05828571319580078,0.05828571319580078,0.09714286029338837,0.09714286029338837,0.09714286029338837,0.17399999499320984,0.17399999499320984,0.17399999499320984
all,C03,intensity,all_frames,normal:r14,point,observation_equal,1978709,1978709,8659,8116,19,0.0,0.06270931978288485,0.0008571428479626775,1.638285756111145,0.062146264661848596,0.01514285709708929,0.01514285709708929,0.01514285709708929,0.029428571462631226,0.029428571462631226,0.029428571462631226,0.04942857101559639,0.04942857101559639,0.04942857101559639,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.14542856812477112,0.14542856812477112,0.14542856812477112
all,C03,intensity,all_frames,normal:r14,point,frame_equal,1978709,1978709,8659,8116,19,0.0,0.06270931978288485,0.0008571428479626775,1.638285756111145,0.060965279738845864,0.01514285709708929,0.01514285709708929,0.01514285709708929,0.027142856270074844,0.027142856270074844,0.027142856270074844,0.04800000041723251,0.04800000041723251,0.04800000041723251,0.08057142794132233,0.08057142794132233,0.08057142794132233,0.1437142789363861,0.1437142789363861,0.1437142789363861
all,C03,intensity,all_frames,normal:r14,point,sequence_equal,1978709,1978709,8659,8116,19,0.0,0.06270931978288485,0.0008571428479626775,1.638285756111145,0.06575283018791798,0.015428571030497551,0.015428571030497551,0.015428571030497551,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.05228571593761444,0.05228571593761444,0.05228571593761444,0.08571428805589676,0.08571428805589676,0.08571428805589676,0.1565714329481125,0.1565714329481125,0.1565714329481125
all,C03,intensity,all_frames,normal:r15,point,observation_equal,1522787,1522787,8659,8047,19,0.0,0.07067790737960504,0.0011428571306169033,1.6337143182754517,0.056609688332503065,0.014000000432133675,0.014000000432133675,0.014000000432133675,0.02685714326798916,0.02685714326798916,0.02685714326798916,0.04457142949104309,0.04457142949104309,0.04457142949104309,0.07257142663002014,0.07257142663002014,0.07257142663002014,0.1331428587436676,0.1331428587436676,0.1331428587436676
all,C03,intensity,all_frames,normal:r15,point,frame_equal,1522787,1522787,8659,8047,19,0.0,0.07067790737960504,0.0011428571306169033,1.6337143182754517,0.05618425927488795,0.014000000432133675,0.014000000432133675,0.014000000432133675,0.025142857804894447,0.025142857804894447,0.025142857804894447,0.043714284896850586,0.043714284896850586,0.043714284896850586,0.07371428608894348,0.07371428608894348,0.07371428608894348,0.13114285469055176,0.13114285469055176,0.13114285469055176
all,C03,intensity,all_frames,normal:r15,point,sequence_equal,1522787,1522787,8659,8047,19,0.0,0.07067790737960504,0.0011428571306169033,1.6337143182754517,0.06014100172571335,0.014285714365541935,0.014285714365541935,0.014285714365541935,0.02742857113480568,0.02742857113480568,0.02742857113480568,0.047428570687770844,0.047428570687770844,0.047428570687770844,0.07828571647405624,0.07828571647405624,0.07828571647405624,0.14314286410808563,0.14314286410808563,0.14314286410808563
all,C03,intensity,all_frames,normal:r16,point,observation_equal,1211109,1211109,8659,7992,19,0.0,0.07702968010162836,0.0014285714132711291,1.6297142505645752,0.051129621833607086,0.013142856769263744,0.013142856769263744,0.013142856769263744,0.024857142940163612,0.024857142940163612,0.024857142940163612,0.04028571397066116,0.04028571397066116,0.04028571397066116,0.06514285504817963,0.06514285504817963,0.06514285504817963,0.11857143044471741,0.11857143044471741,0.11857143044471741
all,C03,intensity,all_frames,normal:r16,point,frame_equal,1211109,1211109,8659,7992,19,0.0,0.07702968010162836,0.0014285714132711291,1.6297142505645752,0.0506234401769991,0.013142856769263744,0.013142856769263744,0.013142856769263744,0.023428572341799736,0.023428572341799736,0.023428572341799736,0.03942857310175896,0.03942857310175896,0.03942857310175896,0.0657142847776413,0.0657142847776413,0.0657142847776413,0.11628571152687073,0.11628571152687073,0.11628571152687073
all,C03,intensity,all_frames,normal:r16,point,sequence_equal,1211109,1211109,8659,7992,19,0.0,0.07702968010162836,0.0014285714132711291,1.6297142505645752,0.05538422228875685,0.01371428556740284,0.01371428556740284,0.01371428556740284,0.02628571353852749,0.02628571353852749,0.02628571353852749,0.043714284896850586,0.043714284896850586,0.043714284896850586,0.07114285975694656,0.07114285975694656,0.07114285975694656,0.12999999523162842,0.12999999523162842,0.12999999523162842
all,C03,intensity,all_frames,normal:r17,point,observation_equal,975571,975571,8659,7900,19,0.0,0.08765446356392192,0.0014285714132711291,1.6345714330673218,0.04721849989589502,0.012285714037716389,0.012285714037716389,0.012285714037716389,0.0231428574770689,0.0231428574770689,0.0231428574770689,0.03685714304447174,0.03685714304447174,0.03685714304447174,0.05942857265472412,0.05942857265472412,0.05942857265472412,0.1071428582072258,0.1071428582072258,0.1071428582072258
all,C03,intensity,all_frames,normal:r17,point,frame_equal,975571,975571,8659,7900,19,0.0,0.08765446356392192,0.0014285714132711291,1.6345714330673218,0.047071653007086496,0.012857142835855484,0.012857142835855484,0.012857142835855484,0.02257142774760723,0.02257142774760723,0.02257142774760723,0.036571428179740906,0.036571428179740906,0.036571428179740906,0.05999999865889549,0.05999999865889549,0.05999999865889549,0.10485713928937912,0.10485713928937912,0.10485713928937912
all,C03,intensity,all_frames,normal:r17,point,sequence_equal,975571,975571,8659,7900,19,0.0,0.08765446356392192,0.0014285714132711291,1.6345714330673218,0.05121045435789288,0.012571428902447224,0.012571428902447224,0.012571428902447224,0.024571428075432777,0.024571428075432777,0.024571428075432777,0.04028571397066116,0.04028571397066116,0.04028571397066116,0.06457142531871796,0.06457142531871796,0.06457142531871796,0.11914286017417908,0.11914286017417908,0.11914286017417908
all,C03,intensity,all_frames,normal:r18,point,observation_equal,830286,830286,8659,7832,19,0.0,0.09550756438387804,0.0011428571306169033,1.6325714588165283,0.043510122696484334,0.011428571306169033,0.011428571306169033,0.011428571306169033,0.021714285016059875,0.021714285016059875,0.021714285016059875,0.034285712987184525,0.034285712987184525,0.034285712987184525,0.05428571254014969,0.05428571254014969,0.05428571254014969,0.09571428596973419,0.09571428596973419,0.09571428596973419
all,C03,intensity,all_frames,normal:r18,point,frame_equal,830286,830286,8659,7832,19,0.0,0.09550756438387804,0.0011428571306169033,1.6325714588165283,0.04406517741535415,0.012285714037716389,0.012285714037716389,0.012285714037716389,0.021714285016059875,0.021714285016059875,0.021714285016059875,0.034857142716646194,0.034857142716646194,0.034857142716646194,0.056285712867975235,0.056285712867975235,0.056285712867975235,0.09399999678134918,0.09399999678134918,0.09399999678134918
all,C03,intensity,all_frames,normal:r18,point,sequence_equal,830286,830286,8659,7832,19,0.0,0.09550756438387804,0.0011428571306169033,1.6325714588165283,0.04857263610675797,0.011714286170899868,0.011714286170899868,0.011714286170899868,0.0231428574770689,0.0231428574770689,0.0231428574770689,0.03799999877810478,0.03799999877810478,0.03799999877810478,0.06028571352362633,0.06028571352362633,0.06028571352362633,0.11114285886287689,0.11114285886287689,0.11114285886287689
all,C03,intensity,all_frames,normal:r19,point,observation_equal,696773,696773,8659,7813,19,0.0,0.09770181314239519,0.0008571428479626775,1.6357142925262451,0.04023466591752888,0.010857142508029938,0.010857142508029938,0.010857142508029938,0.020285714417696,0.020285714417696,0.020285714417696,0.03171428665518761,0.03171428665518761,0.03171428665518761,0.04942857101559639,0.04942857101559639,0.04942857101559639,0.08571428805589676,0.08571428805589676,0.08571428805589676
all,C03,intensity,all_frames,normal:r19,point,frame_equal,696773,696773,8659,7813,19,0.0,0.09770181314239519,0.0008571428479626775,1.6357142925262451,0.04129911819494363,0.012000000104308128,0.012000000104308128,0.012000000104308128,0.02085714228451252,0.02085714228451252,0.02085714228451252,0.03228571265935898,0.03228571265935898,0.03228571265935898,0.05171428620815277,0.05171428620815277,0.05171428620815277,0.08371428400278091,0.08371428400278091,0.08371428400278091
all,C03,intensity,all_frames,normal:r19,point,sequence_equal,696773,696773,8659,7813,19,0.0,0.09770181314239519,0.0008571428479626775,1.6357142925262451,0.04432341882164688,0.010857142508029938,0.010857142508029938,0.010857142508029938,0.021714285016059875,0.021714285016059875,0.021714285016059875,0.03457142785191536,0.03457142785191536,0.03457142785191536,0.05400000140070915,0.05400000140070915,0.05400000140070915,0.10028571635484695,0.10028571635484695,0.10028571635484695
all,C03,intensity,all_frames,normal:r2,point,observation_equal,220863041,220863041,8659,7597,19,0.0,0.12264695692343226,0.0002857142826542258,8.640000343322754,0.2881646464103075,0.030857142060995102,0.030857142060995102,0.030857142060995102,0.10199999809265137,0.10199999809265137,0.10199999809265137,0.2168571501970291,0.2168571501970291,0.2168571501970291,0.4228571355342865,0.4228571355342865,0.4228571355342865,0.767714262008667,0.767714262008667,0.767714262008667
all,C03,intensity,all_frames,normal:r2,point,frame_equal,220863041,220863041,8659,7597,19,0.0,0.12264695692343226,0.0002857142826542258,8.640000343322754,0.2766085528789512,0.026571428403258324,0.026571428403258324,0.026571428403258324,0.09457142651081085,0.09457142651081085,0.09457142651081085,0.2028571367263794,0.2028571367263794,0.2028571367263794,0.4048571288585663,0.4048571288585663,0.4048571288585663,0.7554285526275635,0.7554285526275635,0.7554285526275635
all,C03,intensity,all_frames,normal:r2,point,sequence_equal,220863041,220863041,8659,7597,19,0.0,0.12264695692343226,0.0002857142826542258,8.640000343322754,0.2863486664558066,0.03200000151991844,0.03200000151991844,0.03200000151991844,0.10028571635484695,0.10028571635484695,0.10028571635484695,0.21314285695552826,0.21314285695552826,0.21314285695552826,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.7685714364051819,0.7685714364051819,0.7685714364051819
all,C03,intensity,all_frames,normal:r20,point,observation_equal,3961655,3961655,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.6365714073181152,0.029434168166476916,0.0077142855152487755,0.0077142855152487755,0.0077142855152487755,0.01485714316368103,0.01485714316368103,0.01485714316368103,0.02199999988079071,0.02199999988079071,0.02199999988079071,0.03371428698301315,0.03371428698301315,0.03371428698301315,0.06371428817510605,0.06371428817510605,0.06371428817510605
all,C03,intensity,all_frames,normal:r20,point,frame_equal,3961655,3961655,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.6365714073181152,0.031133340112417713,0.00828571431338787,0.00828571431338787,0.00828571431338787,0.015714285895228386,0.015714285895228386,0.015714285895228386,0.022857142612338066,0.022857142612338066,0.022857142612338066,0.034857142716646194,0.034857142716646194,0.034857142716646194,0.06514285504817963,0.06514285504817963,0.06514285504817963
all,C03,intensity,all_frames,normal:r20,point,sequence_equal,3961655,3961655,8659,8217,19,0.0,0.05104515532971475,0.0011428571306169033,1.6365714073181152,0.03377392012422336,0.00828571431338787,0.00828571431338787,0.00828571431338787,0.01600000075995922,0.01600000075995922,0.01600000075995922,0.02428571507334709,0.02428571507334709,0.02428571507334709,0.03799999877810478,0.03799999877810478,0.03799999877810478,0.0754285678267479,0.0754285678267479,0.0754285678267479
all,C03,intensity,all_frames,normal:r3,point,observation_equal,108353332,108353332,8659,7677,19,0.0,0.11340801478230743,0.0002857142826542258,4.993714332580566,0.3960567480917898,0.05714285746216774,0.05714285746216774,0.05714285746216774,0.18400000035762787,0.18400000035762787,0.18400000035762787,0.3354285657405853,0.3354285657405853,0.3354285657405853,0.5794285535812378,0.5794285535812378,0.5794285535812378,0.8911428451538086,0.8911428451538086,0.8911428451538086
all,C03,intensity,all_frames,normal:r3,point,frame_equal,108353332,108353332,8659,7677,19,0.0,0.11340801478230743,0.0002857142826542258,4.993714332580566,0.38153199688082967,0.05285714194178581,0.05285714194178581,0.05285714194178581,0.1745714247226715,0.1745714247226715,0.1745714247226715,0.3162856996059418,0.3162856996059418,0.3162856996059418,0.5594285726547241,0.5594285726547241,0.5594285726547241,0.8759999871253967,0.8759999871253967,0.8759999871253967
all,C03,intensity,all_frames,normal:r3,point,sequence_equal,108353332,108353332,8659,7677,19,0.0,0.11340801478230743,0.0002857142826542258,4.993714332580566,0.39691855404695603,0.06114285811781883,0.06114285811781883,0.06114285811781883,0.18371428549289703,0.18371428549289703,0.18371428549289703,0.33142855763435364,0.33142855763435364,0.33142855763435364,0.583142876625061,0.583142876625061,0.583142876625061,0.8971428275108337,0.8971428275108337,0.8971428275108337
all,C03,intensity,all_frames,normal:r4,point,observation_equal,62561706,62561706,8659,7782,19,0.0,0.10128190322208107,0.0008571428479626775,1.8462857007980347,0.3655149737224499,0.06914285570383072,0.06914285570383072,0.06914285570383072,0.1794285774230957,0.1794285774230957,0.1794285774230957,0.313142865896225,0.313142865896225,0.313142865896225,0.5248571634292603,0.5248571634292603,0.5248571634292603,0.8008571267127991,0.8008571267127991,0.8008571267127991
all,C03,intensity,all_frames,normal:r4,point,frame_equal,62561706,62561706,8659,7782,19,0.0,0.10128190322208107,0.0008571428479626775,1.8462857007980347,0.35155422031854033,0.0657142847776413,0.0657142847776413,0.0657142847776413,0.17142857611179352,0.17142857611179352,0.17142857611179352,0.2937142848968506,0.2937142848968506,0.2937142848968506,0.5031428337097168,0.5031428337097168,0.5031428337097168,0.7905714511871338,0.7905714511871338,0.7905714511871338
all,C03,intensity,all_frames,normal:r4,point,sequence_equal,62561706,62561706,8659,7782,19,0.0,0.10128190322208107,0.0008571428479626775,1.8462857007980347,0.37021142949900493,0.07371428608894348,0.07371428608894348,0.07371428608894348,0.18085713684558868,0.18085713684558868,0.18085713684558868,0.31485715508461,0.31485715508461,0.31485715508461,0.5342857241630554,0.5342857241630554,0.5342857241630554,0.8100000023841858,0.8100000023841858,0.8100000023841858
all,C03,intensity,all_frames,normal:r5,point,observation_equal,34890334,34890334,8659,7908,19,0.0,0.08673056934980945,0.0005714285653084517,1.6374285221099854,0.2906405151740094,0.05228571593761444,0.05228571593761444,0.05228571593761444,0.1420000046491623,0.1420000046491623,0.1420000046491623,0.24257142841815948,0.24257142841815948,0.24257142841815948,0.4114285707473755,0.4114285707473755,0.4114285707473755,0.6537142992019653,0.6537142992019653,0.6537142992019653
all,C03,intensity,all_frames,normal:r5,point,frame_equal,34890334,34890334,8659,7908,19,0.0,0.08673056934980945,0.0005714285653084517,1.6374285221099854,0.2814978915674555,0.049142856150865555,0.049142856150865555,0.049142856150865555,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.2297142893075943,0.2297142893075943,0.2297142893075943,0.39742857217788696,0.39742857217788696,0.39742857217788696,0.6437143087387085,0.6437143087387085,0.6437143087387085
all,C03,intensity,all_frames,normal:r5,point,sequence_equal,34890334,34890334,8659,7908,19,0.0,0.08673056934980945,0.0005714285653084517,1.6374285221099854,0.29536966016622485,0.056285712867975235,0.056285712867975235,0.056285712867975235,0.14399999380111694,0.14399999380111694,0.14399999380111694,0.24485714733600616,0.24485714733600616,0.24485714733600616,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.6639999747276306,0.6639999747276306,0.6639999747276306
all,C03,intensity,all_frames,normal:r6,point,observation_equal,21701986,21701986,8659,7998,19,0.0,0.076336759441044,0.0008571428479626775,1.6374285221099854,0.2308878901347778,0.042571429163217545,0.042571429163217545,0.042571429163217545,0.11428571492433548,0.11428571492433548,0.11428571492433548,0.19142857193946838,0.19142857193946838,0.19142857193946838,0.3205714225769043,0.3205714225769043,0.3205714225769043,0.5234285593032837,0.5234285593032837,0.5234285593032837
all,C03,intensity,all_frames,normal:r6,point,frame_equal,21701986,21701986,8659,7998,19,0.0,0.076336759441044,0.0008571428479626775,1.6374285221099854,0.22489248793984537,0.041999999433755875,0.041999999433755875,0.041999999433755875,0.11142857372760773,0.11142857372760773,0.11142857372760773,0.18228571116924286,0.18228571116924286,0.18228571116924286,0.31200000643730164,0.31200000643730164,0.31200000643730164,0.5168571472167969,0.5168571472167969,0.5168571472167969
all,C03,intensity,all_frames,normal:r6,point,sequence_equal,21701986,21701986,8659,7998,19,0.0,0.076336759441044,0.0008571428479626775,1.6374285221099854,0.23592850753733363,0.0462857149541378,0.0462857149541378,0.0462857149541378,0.11657142639160156,0.11657142639160156,0.11657142639160156,0.19514285027980804,0.19514285027980804,0.19514285027980804,0.3285714387893677,0.3285714387893677,0.3285714387893677,0.5331428647041321,0.5331428647041321,0.5331428647041321
all,C03,intensity,all_frames,normal:r7,point,observation_equal,14702592,14702592,8659,8096,19,0.0,0.06501905531816607,0.0011428571306169033,1.636285662651062,0.1904581593472754,0.03685714304447174,0.03685714304447174,0.03685714304447174,0.09314285963773727,0.09314285963773727,0.09314285963773727,0.15714286267757416,0.15714286267757416,0.15714286267757416,0.2605714201927185,0.2605714201927185,0.2605714201927185,0.4374285638332367,0.4374285638332367,0.4374285638332367
all,C03,intensity,all_frames,normal:r7,point,frame_equal,14702592,14702592,8659,8096,19,0.0,0.06501905531816607,0.0011428571306169033,1.636285662651062,0.18396932259433407,0.03685714304447174,0.03685714304447174,0.03685714304447174,0.09114285558462143,0.09114285558462143,0.09114285558462143,0.14914286136627197,0.14914286136627197,0.14914286136627197,0.2522857189178467,0.2522857189178467,0.2522857189178467,0.42399999499320984,0.42399999499320984,0.42399999499320984
all,C03,intensity,all_frames,normal:r7,point,sequence_equal,14702592,14702592,8659,8096,19,0.0,0.06501905531816607,0.0011428571306169033,1.636285662651062,0.19462873488708912,0.03999999910593033,0.03999999910593033,0.03999999910593033,0.09542857110500336,0.09542857110500336,0.09542857110500336,0.16085714101791382,0.16085714101791382,0.16085714101791382,0.26742857694625854,0.26742857694625854,0.26742857694625854,0.4440000057220459,0.4440000057220459,0.4440000057220459
all,C03,intensity,all_frames,normal:r8,point,observation_equal,10243382,10243382,8659,8137,19,0.0,0.06028409747083959,0.0005714285653084517,1.6360000371932983,0.15639208924238698,0.030571429058909416,0.030571429058909416,0.030571429058909416,0.0754285678267479,0.0754285678267479,0.0754285678267479,0.12771429121494293,0.12771429121494293,0.12771429121494293,0.2134285718202591,0.2134285718202591,0.2134285718202591,0.3628571331501007,0.3628571331501007,0.3628571331501007
all,C03,intensity,all_frames,normal:r8,point,frame_equal,10243382,10243382,8659,8137,19,0.0,0.06028409747083959,0.0005714285653084517,1.6360000371932983,0.15143803167991227,0.030857142060995102,0.030857142060995102,0.030857142060995102,0.07371428608894348,0.07371428608894348,0.07371428608894348,0.12085714191198349,0.12085714191198349,0.12085714191198349,0.20714285969734192,0.20714285969734192,0.20714285969734192,0.35514286160469055,0.35514286160469055,0.35514286160469055
all,C03,intensity,all_frames,normal:r8,point,sequence_equal,10243382,10243382,8659,8137,19,0.0,0.06028409747083959,0.0005714285653084517,1.6360000371932983,0.16116382241121727,0.03314285725355148,0.03314285725355148,0.03314285725355148,0.07771428674459457,0.07771428674459457,0.07771428674459457,0.13171428442001343,0.13171428442001343,0.13171428442001343,0.22057142853736877,0.22057142853736877,0.22057142853736877,0.37142857909202576,0.37142857909202576,0.37142857909202576
all,C03,intensity,all_frames,normal:r9,point,observation_equal,7536331,7536331,8659,8176,19,0.0,0.05578011317704123,0.0011428571306169033,1.6357142925262451,0.12966511636519326,0.02628571353852749,0.02628571353852749,0.02628571353852749,0.061714284121990204,0.061714284121990204,0.061714284121990204,0.10485713928937912,0.10485713928937912,0.10485713928937912,0.175428569316864,0.175428569316864,0.175428569316864,0.3025714159011841,0.3025714159011841,0.3025714159011841
all,C03,intensity,all_frames,normal:r9,point,frame_equal,7536331,7536331,8659,8176,19,0.0,0.05578011317704123,0.0011428571306169033,1.6357142925262451,0.12564556021386244,0.02628571353852749,0.02628571353852749,0.02628571353852749,0.059714287519454956,0.059714287519454956,0.059714287519454956,0.09885714203119278,0.09885714203119278,0.09885714203119278,0.17114286124706268,0.17114286124706268,0.17114286124706268,0.29742857813835144,0.29742857813835144,0.29742857813835144
all,C03,intensity,all_frames,normal:r9,point,sequence_equal,7536331,7536331,8659,8176,19,0.0,0.05578011317704123,0.0011428571306169033,1.6357142925262451,0.13471729419595438,0.028285713866353035,0.028285713866353035,0.028285713866353035,0.06371428817510605,0.06371428817510605,0.06371428817510605,0.10914285480976105,0.10914285480976105,0.10914285480976105,0.18314285576343536,0.18314285576343536,0.18314285576343536,0.313142865896225,0.313142865896225,0.313142865896225
all,C04,background_intensity_std,all_frames,all,anomaly_point,observation_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,0.0003563490447104154,0.7063575007008674,0.04865003599613473,0.007514364976529574,0.007514364976529574,0.007514364976529574,0.018545229920967656,0.018545229920967656,0.018545229920967656,0.036240641525952896,0.036240641525952896,0.036240641525952896,0.06518852534667854,0.06518852534667854,0.06518852534667854,0.13745126046720776,0.13745126046720776,0.13745126046720776
all,C04,background_intensity_std,all_frames,all,anomaly_point,frame_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,0.0003563490447104154,0.7063575007008674,0.04224156669923557,0.004149147210787756,0.004149147210787756,0.004149147210787756,0.011846011407422615,0.011846011407422615,0.011846011407422615,0.030263157596173287,0.030263157596173287,0.030263157596173287,0.05686517653792088,0.05686517653792088,0.05686517653792088,0.12528080818345635,0.12528080818345635,0.12528080818345635
all,C04,background_intensity_std,all_frames,all,anomaly_point,sequence_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,0.0003563490447104154,0.7063575007008674,0.04739063660279126,0.00839908940107171,0.00839908940107171,0.00839908940107171,0.021020341878176727,0.021020341878176727,0.021020341878176727,0.03721551964405728,0.03721551964405728,0.03721551964405728,0.061431389730770315,0.061431389730770315,0.061431389730770315,0.12822942410904759,0.12822942410904759,0.12822942410904759
all,C04,background_intensity_variance,all_frames,all,anomaly_point,observation_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,1.2698464166602562e-07,0.498940918796376,0.004128972392013402,5.6465681000494307e-05,5.6465681000494307e-05,5.6465681000494307e-05,0.000343925552821554,0.000343925552821554,0.000343925552821554,0.0013133840982126215,0.0013133840982126215,0.0013133840982126215,0.004249543836874551,0.004249543836874551,0.004249543836874551,0.01889284900402419,0.01889284900402419,0.01889284900402419
all,C04,background_intensity_variance,all_frames,all,anomaly_point,frame_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,1.2698464166602562e-07,0.498940918796376,0.0036075806008685997,1.7215422576787815e-05,1.7215422576787815e-05,1.7215422576787815e-05,0.00014032798626478673,0.00014032798626478673,0.00014032798626478673,0.000915858707690821,0.000915858707690821,0.000915858707690821,0.003233648302688907,0.003233648302688907,0.003233648302688907,0.015695280899099984,0.015695280899099984,0.015695280899099984
all,C04,background_intensity_variance,all_frames,all,anomaly_point,sequence_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,1.2698464166602562e-07,0.498940918796376,0.003768527272391305,7.054470276719515e-05,7.054470276719515e-05,7.054470276719515e-05,0.0004418547726754303,0.0004418547726754303,0.0004418547726754303,0.0013849949023772134,0.0013849949023772134,0.0013849949023772134,0.0037738156442537925,0.0037738156442537925,0.0037738156442537925,0.016442785207337995,0.016442785207337995,0.016442785207337995
all,C04,intensity_contrast,all_frames,all,anomaly_point,observation_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,-0.5459999839464823,1.022914257645607,0.14396245607519056,-0.059239999391138554,-0.059239999391138554,-0.059239999391138554,0.005996051720828503,0.005996051720828503,0.005996051720828503,0.10242106010647196,0.10242106010647196,0.10242106010647196,0.24402381852269173,0.24402381852269173,0.24402381852269173,0.49596032976276344,0.49596032976276344,0.49596032976276344
all,C04,intensity_contrast,all_frames,all,anomaly_point,frame_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,-0.5459999839464823,1.022914257645607,0.13078055818334802,-0.06336263567209244,-0.06336263567209244,-0.06336263567209244,0.006736850267962419,0.006736850267962419,0.006736850267962419,0.09371427943309149,0.09371427943309149,0.09371427943309149,0.21944699364323772,0.21944699364323772,0.21944699364323772,0.45774910580821154,0.45774910580821154,0.45774910580821154
all,C04,intensity_contrast,all_frames,all,anomaly_point,sequence_equal,68155,90739,8659,2029,19,0.2488896725773923,0.7656773299457212,-0.5459999839464823,1.022914257645607,0.16992432996893217,-0.045640558485061905,-0.045640558485061905,-0.045640558485061905,0.03991427421569824,0.03991427421569824,0.03991427421569824,0.13314286172389983,0.13314286172389983,0.13314286172389983,0.2664617127671406,0.2664617127671406,0.2664617127671406,0.5156547405446569,0.5156547405446569,0.5156547405446569
all,D02,ground_height_median,all_frames,all,instance_frame,observation_equal,2202,4729,8659,1515,16,0.5343624444914358,0.8250375332024483,0.016927860330410383,0.421880119536562,0.16220308712461495,0.06094027398757218,0.06094027398757218,0.06094027398757218,0.09825411970381293,0.09825411970381293,0.09825411970381293,0.155762147279769,0.155762147279769,0.155762147279769,0.20321891269267933,0.20321891269267933,0.20321891269267933,0.3306700925778767,0.3306700925778767,0.3306700925778767
all,D02,ground_height_median,all_frames,all,instance_frame,frame_equal,2202,4729,8659,1515,16,0.5343624444914358,0.8250375332024483,0.016927860330410383,0.421880119536562,0.15614219870325124,0.06042768026841905,0.06042768026841905,0.06042768026841905,0.09811529343594105,0.09811529343594105,0.09811529343594105,0.15022900462833366,0.15022900462833366,0.15022900462833366,0.18994524919650146,0.18994524919650146,0.18994524919650146,0.3140653859768845,0.3140653859768845,0.3140653859768845
