structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_min_m,range_median_m,range_max_m,range_2p5_50m_median_m,centroid_world_x_m,centroid_world_y_m,centroid_world_z_m,azimuth_lidar_deg,elevation_lidar_deg,azimuth_world_deg,elevation_world_deg,previous_observed_frame,gap_frames,centroid_displacement_m,nn_world_median_m,nn_world_p95_m
206:10:70,10,70,202,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,203,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,204,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,205,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,206,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,207,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,208,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,209,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,210,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,211,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,212,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,213,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,214,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,215,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,216,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,217,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,218,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,219,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,220,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,221,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,222,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,223,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,224,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,225,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,226,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,227,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,228,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,229,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,230,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,231,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,232,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,233,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,234,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,235,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,236,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,237,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,238,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,239,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,240,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,241,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,242,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,243,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,244,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,245,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,246,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,247,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,248,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,249,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,250,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,251,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,252,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,253,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,254,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,255,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,256,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,257,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,258,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,259,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,260,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,261,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,262,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,263,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,264,169,169,9.51631165,9.70726585,10.67047977,9.70726585,53.76653439,-33.73733287,-0.51538957,70.99003215,-11.52299976,25.43032779,-10.55030591,,,,,
206:10:70,10,70,265,482,482,9.23034763,9.48880768,10.76325798,9.48880768,53.43445893,-33.35657887,-0.46443263,75.53083086,-11.52972415,30.24828323,-10.66034158,264,1,0.50778374,0.26006936,0.88445945
206:10:70,10,70,266,797,797,9.16231537,9.35611057,10.74325752,9.35611057,53.1952958,-33.07543198,-0.43163133,79.41915856,-11.35451574,34.39116118,-10.55241779,265,1,0.37056511,0.0496147,0.62375256
206:10:70,10,70,267,900,900,9.11161518,9.2990036,10.78451538,9.2990036,53.11288402,-32.98442294,-0.45128908,81.80578348,-11.5603532,37.07744934,-10.58477989,266,1,0.12434136,0.0362326,0.18000645
206:10:70,10,70,268,988,988,9.09084415,9.26754951,10.74279594,9.26754951,53.07496224,-32.94018442,-0.4621763,83.90294955,-11.7713031,39.50971497,-10.67049436,267,1,0.05927596,0.03540275,0.15031282
206:10:70,10,70,269,1053,1053,9.06684399,9.25594711,10.81251621,9.25594711,53.01139953,-32.8794739,-0.47898733,86.15292203,-12.02430335,42.08414589,-10.79250541,268,1,0.08949076,0.03423008,0.16362917
206:10:70,10,70,270,1118,1118,9.03084469,9.24120331,10.85351467,9.24120331,52.97379539,-32.83073745,-0.47474258,88.20943918,-12.01806236,44.41895796,-10.92810191,269,1,0.06170357,0.03126191,0.14356756
206:10:70,10,70,271,1180,1180,9.03631687,9.23768044,10.945755,9.23768044,52.95172872,-32.7694164,-0.45772699,90.25734638,-11.74339988,46.66945901,-10.83394912,270,1,0.06735533,0.03392646,0.14611345
206:10:70,10,70,272,1246,1246,9.00761795,9.25098324,10.91575527,9.25098324,52.90810485,-32.73324565,-0.47907979,92.44519182,-11.78314317,49.06146599,-10.96052771,271,1,0.0605583,0.03297945,0.12672515
206:10:70,10,70,273,1246,1246,8.99701977,9.27768707,11.07396126,9.27768707,52.87314614,-32.68580357,-0.50584867,94.46894088,-11.6911438,51.30448117,-11.0201821,272,1,0.06472585,0.03658872,0.11692647
206:10:70,10,70,274,1221,1221,8.98431778,9.29676723,11.05196095,9.29676723,52.8823117,-32.69954809,-0.51526295,96.11485075,-11.69691753,53.23608265,-11.04855313,273,1,0.01901441,0.02811522,0.09189612
206:10:70,10,70,275,1194,1194,8.97631741,9.32929325,11.17096043,9.32929325,52.90757945,-32.72455524,-0.51491823,97.54700359,-11.73845888,54.94581327,-11.00171865,274,1,0.03555188,0.03100691,0.09766479
206:10:70,10,70,276,1172,1172,9.00056934,9.38763428,11.19825554,9.38763428,52.91650863,-32.73945639,-0.52935618,99.09362101,-12.09687,56.71381668,-11.01665838,275,1,0.02258825,0.03429192,0.095713
206:10:70,10,70,277,1166,1166,9.00106239,9.47079372,11.37251186,9.47079372,52.90832304,-32.720683,-0.49910309,100.79989692,-12.20144198,58.62141463,-10.91940667,276,1,0.03653345,0.03521353,0.10229272
206:10:70,10,70,278,1078,1078,8.99606228,9.49790668,11.39451122,9.49790668,52.95805321,-32.76689134,-0.51030545,102.03306565,-12.17652883,59.97171549,-10.93530848,277,1,0.06880256,0.03889936,0.10431868
206:10:70,10,70,279,1051,1051,9.02211475,9.52922535,11.43575191,9.52922535,53.0041608,-32.81860296,-0.512027,103.32298353,-11.93843072,61.357124,-10.94744411,278,1,0.06930343,0.03487008,0.1123356
206:10:70,10,70,280,1048,1048,9.06056881,9.60748863,11.58375168,9.60748863,53.04374079,-32.84150661,-0.50307869,104.68490178,-11.6250175,62.77301152,-10.77143248,279,1,0.04659641,0.03774852,0.12501774
206:10:70,10,70,281,1019,1019,9.04356956,9.65948772,11.72695732,9.65948772,53.05525558,-32.84755985,-0.50170257,106.31137617,-11.5545533,64.35833617,-10.6578623,280,1,0.01308151,0.03594058,0.09469203
206:10:70,10,70,282,981,981,9.13734913,9.72065353,11.7197504,9.72065353,53.08149048,-32.87389296,-0.50471951,107.84154922,-11.59660266,65.71979681,-10.58204766,281,1,0.03729349,0.03406828,0.10935753
206:10:70,10,70,283,940,940,9.24031448,9.77843475,11.9349556,9.77843475,53.1014233,-32.91122771,-0.51171054,109.38739965,-11.69889383,67.04364071,-10.60708701,282,1,0.0428961,0.0393022,0.10180994
206:10:70,10,70,284,898,898,9.29334736,9.85216427,11.87278938,9.85216427,53.14900148,-32.9640225,-0.51208393,110.68201044,-11.66936914,68.06642294,-10.52415173,283,1,0.07107118,0.03709461,0.10390522
206:10:70,10,70,285,863,863,9.33256626,9.93994141,12.04474831,9.93994141,53.18667072,-32.98900485,-0.4988311,112.10874059,-11.46379689,69.17912465,-10.37920697,284,1,0.04710337,0.04423442,0.10800714
206:10:70,10,70,286,836,836,9.34661388,10.03666115,12.08774757,10.03666115,53.20106648,-32.98360104,-0.49343707,113.68906283,-11.33802978,70.40946918,-10.21434618,285,1,0.01629524,0.04185144,0.10623764
206:10:70,10,70,287,793,793,9.50756454,10.1395216,12.48895264,10.1395216,53.18814067,-32.99215588,-0.49397087,115.31131422,-11.32808955,71.67084651,-10.1503882,286,1,0.01550958,0.04600295,0.1055599
206:10:70,10,70,288,787,787,9.61156464,10.20710278,12.11050797,10.20710278,53.24548119,-33.04106655,-0.49355281,116.50166814,-11.26081964,72.50280911,-10.04935361,287,1,0.07536819,0.04657366,0.1140418
206:10:70,10,70,289,745,745,9.70805645,10.29905033,12.53595257,10.29905033,53.27581291,-33.04514049,-0.49507092,117.78947477,-11.34954607,73.43629763,-9.99866414,288,1,0.03064172,0.05084116,0.12226396
206:10:70,10,70,290,702,702,9.77656269,10.38948822,12.85795116,10.38948822,53.27447575,-33.03718049,-0.50026498,119.13399845,-11.35955169,74.48792205,-9.84663956,289,1,0.00959832,0.04983309,0.12414933
206:10:70,10,70,291,672,672,9.87783623,10.49315548,12.72074509,10.49315548,53.28193289,-33.06064784,-0.50487891,120.32632908,-11.45300432,75.36556764,-9.84866027,290,1,0.02505222,0.05263104,0.13289979
206:10:70,10,70,292,634,634,9.93456078,10.57506752,12.61950493,10.57506752,53.25458767,-33.06736821,-0.4943615,121.59064668,-11.40107886,76.3409378,-9.78979722,291,1,0.03005895,0.05471745,0.12924043
206:10:70,10,70,293,585,585,10.03556061,10.69882965,13.13595009,10.69882965,53.23782736,-33.05736611,-0.50148659,122.83781342,-11.2946318,77.33344279,-9.66744253,292,1,0.0207778,0.05312146,0.13582999
206:10:70,10,70,294,555,555,10.13479996,10.77979565,12.93899155,10.77979565,53.23171942,-33.06323532,-0.50250576,123.85024702,-11.20315131,78.1180506,-9.58712755,293,1,0.00853189,0.05778998,0.1450586
206:10:70,10,70,295,518,518,10.17987823,10.89125729,13.15874195,10.89125729,53.21618679,-33.04470924,-0.49586067,124.81677665,-11.14163116,78.90274956,-9.47275663,294,1,0.02507261,0.05621888,0.13336969
206:10:70,10,70,296,488,488,10.25205135,10.96504021,13.34774208,10.96504021,53.19784121,-33.04087739,-0.52310244,125.76386076,-11.18198873,79.65075801,-9.51338189,295,1,0.03306595,0.0579685,0.12401577
206:10:70,10,70,297,483,483,10.4078331,11.08382797,13.4829483,11.08382797,53.13784544,-32.99417218,-0.54720599,126.86395716,-11.22256476,80.63868218,-9.59695247,296,1,0.0797612,0.06399666,0.12298475
206:10:70,10,70,298,463,463,10.34279919,11.16860008,13.54294777,11.16860008,53.1684979,-33.00158018,-0.50526099,127.51587073,-10.86637324,81.17027619,-9.3241845,297,1,0.05247699,0.06298168,0.13085051
206:10:70,10,70,299,445,445,10.54333591,11.20214462,13.70519924,11.20214462,53.18001569,-33.0538254,-0.55578636,128.12907495,-10.99549187,81.64473783,-9.53568129,298,1,0.07358693,0.07248675,0.1555802
206:10:70,10,70,300,433,433,10.6166029,11.34495926,13.86550045,11.34495926,53.15458201,-32.98852325,-0.52800441,129.06949314,-10.62683168,82.40729482,-9.29868334,299,1,0.0753862,0.06838578,0.14122945
206:10:70,10,70,301,421,421,10.68683147,11.42986965,13.52503204,11.42986965,53.10850679,-32.96275315,-0.5374383,129.94651281,-10.27925596,83.07783881,-9.40764505,300,1,0.05362856,0.06419579,0.1253877
206:10:70,10,70,302,387,387,10.77579594,11.50771999,13.73270798,11.50771999,53.11922691,-32.98936804,-0.53671548,130.52746532,-9.91551778,83.40709976,-9.36974921,301,1,0.02870184,0.06027637,0.14576773
206:10:70,10,70,303,394,394,10.8105154,11.54468918,13.75992107,11.54468918,53.12301388,-33.01895556,-0.56179338,131.11555942,-9.79404402,83.78103979,-9.42455639,302,1,0.03897004,0.05417842,0.1287889
206:10:70,10,70,304,374,374,10.90300369,11.64977074,13.8325386,11.64977074,53.10116702,-32.99708618,-0.53984036,131.66385275,-9.70245733,84.24819148,-9.26388966,303,1,0.03791425,0.05944788,0.11976899
206:10:70,10,70,305,355,355,10.96351624,11.71693039,14.03270721,11.71693039,53.11943814,-33.02643446,-0.56966201,132.02349412,-9.85084439,84.55632608,-9.29247842,304,1,0.04565618,0.0634885,0.12214741
206:10:70,10,70,306,352,352,11.04951477,11.83408165,14.09570694,11.83408165,53.07832883,-32.97919037,-0.56204327,132.73436162,-9.82884224,85.23174198,-9.11852302,305,1,0.06308743,0.0661228,0.12639075
206:10:70,10,70,307,332,332,11.12255192,11.89468765,14.11670685,11.89468765,53.07119336,-32.97917259,-0.58119903,133.23657373,-9.9732473,85.7064704,-9.11272174,306,1,0.02044158,0.06823271,0.1230246
206:10:70,10,70,308,291,291,11.1855526,11.86275005,14.14549828,11.86275005,53.18253525,-33.09771058,-0.56659613,133.1072883,-10.13617681,85.56991029,-9.03888177,307,1,0.16328354,0.06666743,0.19507221
206:10:70,10,70,309,278,278,11.30229759,11.98459148,14.40946007,11.98459148,53.14571002,-33.07059999,-0.57973835,133.83943051,-10.2745678,86.25329733,-8.88241412,308,1,0.0475794,0.06618417,0.16020081
206:10:70,10,70,310,279,279,11.34525394,12.10586548,14.38328266,12.10586548,53.11682531,-33.0409293,-0.56736437,134.50194794,-10.44251938,86.88924552,-8.71170129,309,1,0.04321796,0.07091598,0.17011579
206:10:70,10,70,311,264,264,11.4635973,12.24739742,14.49919605,12.24739742,53.12712766,-33.04982212,-0.54132314,134.95133252,-10.54080339,87.32390786,-8.62360303,310,1,0.0293831,0.07235746,0.1561403
206:10:70,10,70,312,244,244,11.5752964,12.24970722,14.59553432,12.24970722,53.14453524,-33.07411547,-0.5594919,135.37408378,-10.58676895,87.664525,-8.71249189,311,1,0.03497563,0.07181436,0.15654867
206:10:70,10,70,313,239,239,11.61082458,12.47720432,14.82080841,12.47720432,53.07105368,-33.01510878,-0.58667779,136.28197077,-10.51897207,88.4859751,-8.68957652,312,1,0.09808365,0.06781672,0.16800477
206:10:70,10,70,314,237,237,11.76654816,12.56246853,14.81728077,12.56246853,53.08691381,-33.02580324,-0.59368266,136.74433486,-10.43905863,88.88259483,-8.66946159,313,1,0.02037114,0.06990158,0.16252363
206:10:70,10,70,315,219,219,11.85629463,12.60682011,14.99977493,12.60682011,53.14396859,-33.07981468,-0.61267806,136.9941452,-10.49411202,89.07780989,-8.69394706,314,1,0.08082888,0.0714402,0.15457399
206:10:70,10,70,316,200,200,11.9578228,12.6949749,15.00198269,12.6949749,53.14635423,-33.08376742,-0.5999175,137.5222354,-10.4469465,89.52939129,-8.55546618,315,1,0.01357009,0.0733922,0.17942791
206:10:70,10,70,317,183,183,12.05854607,12.74574471,15.1251936,12.74574471,53.19065617,-33.1358948,-0.58778435,137.85599465,-10.39103293,89.80138227,-8.46583272,316,1,0.06947761,0.0755244,0.16792643
206:10:70,10,70,318,181,181,12.14203835,12.97308636,15.33953094,12.97308636,53.10451344,-33.06806517,-0.62331477,138.71139295,-10.41711264,90.60381177,-8.53828049,317,1,0.11525554,0.07790134,0.16151022
206:10:70,10,70,319,168,168,12.27003765,12.96064186,15.37949371,12.96064186,53.19793163,-33.17336099,-0.62661432,138.81709271,-10.33953377,90.64775218,-8.56000016,318,1,0.14080147,0.07045103,0.14731683
206:10:70,10,70,320,159,159,12.38978577,13.19831944,15.60253048,13.19831944,53.06453004,-33.02503506,-0.61333124,139.86257773,-10.21788428,91.65207105,-8.32397501,319,1,0.1999325,0.07595915,0.17340656
206:10:70,10,70,321,156,156,12.42303658,13.42739105,15.64823437,13.42739105,53.0046211,-32.95492234,-0.61805305,140.51580496,-10.48160191,92.32892955,-8.24454652,320,1,0.09234268,0.09532253,0.17906724
206:10:70,10,70,322,159,159,12.61203671,13.45003128,15.87680531,13.45003128,53.06990329,-33.01555608,-0.6345922,140.53136104,-11.20134854,92.40773145,-8.41195536,321,1,0.09061876,0.09153871,0.18008038
206:10:70,10,70,323,147,147,12.6640873,13.64624214,15.84527779,13.64624214,53.00385655,-32.95570095,-0.608492,141.09196856,-11.58124577,93.0307276,-8.30583843,322,1,0.09287642,0.08353854,0.22421088
206:10:70,10,70,324,141,141,12.82032204,13.80062771,16.07207489,13.80062771,52.98020724,-32.89613525,-0.61433058,141.49503992,-11.88368103,93.39569282,-8.31382523,323,1,0.06435411,0.08318309,0.15963167
206:10:70,10,70,325,126,126,12.89686108,13.72749424,16.20607376,13.72749424,53.13019969,-33.08199588,-0.6427083,141.21853655,-12.07853812,93.09162778,-8.51644268,324,1,0.24051446,0.08963618,0.2303654
206:10:70,10,70,326,111,111,13.04508591,13.94524097,16.2092762,13.94524097,52.93473701,-32.88877452,-0.71228498,142.34596233,-12.01125989,94.1494784,-8.59762063,325,1,0.28351555,0.07824803,0.25771984
206:10:70,10,70,327,103,103,13.12531948,13.9269886,16.2445755,13.9269886,53.11480197,-33.02774129,-0.63737686,141.98531271,-11.44101389,93.73503563,-8.28097721,326,1,0.23947105,0.09169776,0.25466064
206:10:70,10,70,328,105,105,13.38828754,14.0660305,16.25680351,14.0660305,52.97143824,-32.96425817,-0.67170661,142.88575434,-11.18526625,94.5686051,-8.2697992,327,1,0.16050483,0.09217668,0.31681469
206:10:70,10,70,329,94,94,13.41658688,14.23373985,16.41327477,14.23373985,52.99708893,-32.91551122,-0.68745432,143.16774581,-10.74015782,94.75600774,-8.16669699,328,1,0.0572906,0.10737679,0.32028231
206:10:70,10,70,330,87,87,13.3912878,14.31902695,16.59823227,14.31902695,53.09812093,-32.95140521,-0.64777547,143.14958364,-10.16137868,94.68133614,-7.88963499,329,1,0.11432522,0.11301662,0.29953907
206:10:70,10,70,331,93,93,13.60928631,14.40494442,16.78576851,14.40494442,53.0760817,-32.99233742,-0.69536744,143.55122176,-10.21354668,95.06439363,-8.01037611,330,1,0.06652946,0.10324056,0.28028966
206:10:70,10,70,332,104,104,13.77981377,14.52000999,16.97376823,14.52000999,53.018374,-32.85397425,-0.67263617,144.05323651,-10.10136439,95.55862443,-7.79205664,331,1,0.15162868,0.10710813,0.2876822
206:10:70,10,70,333,83,83,14.00177765,14.65577507,17.04052734,14.65577507,53.05155795,-32.88536684,-0.66151497,144.21245614,-10.1932556,95.75347854,-7.75561816,332,1,0.04701436,0.1054974,0.24781135
206:10:70,10,70,334,79,79,14.06977749,14.71394348,17.19552612,14.71394348,53.14868528,-32.91358203,-0.64108481,144.1267833,-10.10453832,95.70554374,-7.63961309,333,1,0.1031853,0.0921391,0.27503462
206:10:70,10,70,335,84,84,14.05528355,14.82989597,17.23548698,14.82989597,53.14783881,-32.99851203,-0.70065025,144.43377632,-10.23441896,96.05677366,-7.84587322,334,1,0.1037394,0.10838662,0.31108705
206:10:70,10,70,336,62,62,14.32377625,14.92036533,17.1209774,14.92036533,53.17796525,-32.93587873,-0.66891618,144.53191553,-9.87346043,96.22579286,-7.60768563,335,1,0.07640408,0.1051541,0.33208486
206:10:70,10,70,337,76,76,14.41102695,15.0297718,17.38497543,15.0297718,53.10799983,-32.87357045,-0.6647906,144.97268239,-9.74151897,96.7781817,-7.51688664,336,1,0.09377901,0.11548131,0.2828911
206:10:70,10,70,338,61,61,14.4435358,15.16777325,17.60372543,15.16777325,53.27992994,-33.02943279,-0.67126311,144.59450832,-9.78564793,96.53322993,-7.54638298,337,1,0.23215281,0.09430473,0.33518245
206:10:70,10,70,339,63,63,14.56677532,15.15177345,17.7792263,15.15177345,53.20879145,-32.96351249,-0.69227602,145.01226665,-9.81148333,97.0741046,-7.53314909,338,1,0.09923564,0.10478466,0.30978206
206:10:70,10,70,340,58,58,14.74994183,15.35240555,17.79897499,15.35240555,53.17788298,-32.95076547,-0.71059112,145.30159362,-9.89622904,97.51472951,-7.55287156,339,1,0.03812169,0.10265903,0.37138985
206:10:70,10,70,341,57,57,14.92594147,15.62077141,17.96772575,15.62077141,53.14335668,-32.80580731,-0.64777961,145.49044358,-9.62627167,97.84864511,-7.21219202,340,1,0.16171029,0.10999098,0.34563635
206:10:70,10,70,342,46,46,14.98094177,15.57540512,17.98697281,15.57540512,53.31737058,-32.99436367,-0.63962187,145.07333468,-9.65860957,97.61194256,-7.22290881,341,1,0.25671168,0.09692177,0.35786233
206:10:70,10,70,343,46,46,15.07194233,15.54315186,18.1079731,15.54315186,53.46053393,-33.00378105,-0.65448261,144.7061696,-9.72680595,97.42465956,-7.24127883,342,1,0.14424033,0.10723844,0.43101271
206:10:70,10,70,344,29,29,15.18294144,15.74553013,18.21176338,15.74553013,53.29498066,-32.96681839,-0.68925036,145.39592812,-9.79991906,98.28093411,-7.29957959,343,1,0.17315577,0.11956987,0.44722109
206:10:70,10,70,345,46,46,15.26094055,15.79002476,18.3872261,15.79002476,53.56149895,-33.07989994,-0.64923768,144.63816781,-9.62083671,97.69807233,-7.14410827,344,1,0.29226777,0.11356466,0.61131404
206:10:70,10,70,346,30,30,15.42894077,15.97177505,18.6107254,15.97177505,53.44077692,-33.14024483,-0.67600641,145.22437385,-9.68757803,98.47862309,-7.21648476,345,1,0.13759316,0.11388133,0.64978389
206:10:70,10,70,347,40,40,15.53245449,15.90748024,18.62922478,15.90748024,53.82589941,-33.25192283,-0.60754459,143.99717766,-9.4563804,97.43816429,-6.99802561,346,1,0.40679028,0.10745969,0.61065874
206:10:70,10,70,348,37,37,15.65645599,15.99302197,18.58148384,15.99302197,53.63177485,-33.21891249,-0.60963795,144.77389679,-9.31108293,98.39664549,-6.89171815,347,1,0.19692234,0.08817435,0.44939818
206:10:70,10,70,349,35,35,15.69845581,16.09418869,18.73597145,16.09418869,53.7566013,-33.32015026,-0.65541803,144.51227262,-9.5011826,98.32136968,-7.0730285,348,1,0.16711237,0.08751051,0.313601
206:10:70,10,70,350,34,34,15.76819134,16.32944489,19.10492897,16.32944489,53.64779834,-33.0729397,-0.61684222,144.92689905,-9.19096276,98.89191496,-6.76553338,349,1,0.27283555,0.08919036,0.35372909
206:10:70,10,70,351,21,21,15.94519138,16.37597847,18.88222504,16.37597847,53.83188063,-33.32626739,-0.63730949,144.52307607,-9.31158638,98.67287083,-6.88928298,350,1,0.31381542,0.13577311,0.38744778
206:10:70,10,70,352,34,34,15.99919128,16.5802536,19.22348213,16.5802536,53.61614617,-33.12458955,-0.64173495,145.2861782,-9.21385606,99.60834609,-6.78573112,351,1,0.29535554,0.11424328,0.84316841
206:10:70,10,70,353,34,34,16.15870094,16.68437386,19.49617958,16.68437386,53.77478911,-33.21373677,-0.61686352,144.94118159,-9.08788577,99.44802591,-6.68088662,352,1,0.18366654,0.09386928,0.82647283
206:10:70,10,70,354,31,31,16.24269867,16.58193779,19.54748154,16.58193779,53.97453291,-33.32069405,-0.58966373,144.44133754,-9.00132599,99.17580362,-6.59941729,353,1,0.22820445,0.09271454,0.32240018
206:10:70,10,70,355,30,30,16.41769791,16.78897095,19.82272148,16.78897095,53.7018182,-33.06371267,-0.59927481,145.34916475,-8.89637192,100.2811931,-6.45385413,354,1,0.37484011,0.0905533,0.21641159
206:10:70,10,70,356,27,27,16.52569962,16.91452599,19.6922226,16.91452599,53.84812253,-33.24898268,-0.62913843,145.11002911,-9.00619148,100.27063066,-6.55178514,355,1,0.23795329,0.09877777,0.3137706
206:10:70,10,70,357,27,27,16.66969872,17.22252464,19.90892792,17.22252464,53.64223173,-33.17020533,-0.61839182,145.8791808,-8.88302619,101.257535,-6.4570602,356,1,0.22070881,0.09585602,0.79199591
206:10:70,10,70,358,20,20,16.87745285,17.21196365,19.92292786,17.21196365,54.12918395,-33.47199385,-0.51791199,144.62074304,-8.66555183,100.21035255,-6.20599919,357,1,0.5816313,0.13036519,0.78543394
206:10:70,10,70,359,22,22,16.94545174,17.47107315,20.33872032,17.47107315,53.77557125,-33.16568594,-0.5769508,145.75387962,-8.66232301,101.53791817,-6.21739324,358,1,0.47154221,0.09895363,0.26289787
206:10:70,10,70,360,17,17,17.2004509,17.50290871,20.52972031,17.50290871,54.01664981,-33.13782467,-0.50609287,145.14848333,-8.34612808,101.14330885,-5.94425806,359,1,0.25281607,0.10714342,0.25630781
206:10:70,10,70,361,18,18,17.40293503,17.69067764,20.60017967,17.69067764,53.76141606,-33.10080707,-0.54304789,146.15082865,-8.27738189,102.30781424,-5.9573945,360,1,0.26053837,0.12548313,0.4408868
206:10:70,10,70,362,20,20,17.51190758,17.88580132,20.88092613,17.88580132,53.99973695,-33.21728889,-0.55857016,145.74247449,-8.2557229,102.05391257,-6.00046907,361,1,0.26571752,0.1105785,0.50688473
206:10:70,10,70,363,16,16,17.72369576,18.03891754,21.05692673,18.03891754,54.10235177,-33.11639134,-0.47678023,145.65432897,-7.8716666,102.12821238,-5.65768934,362,1,0.16552858,0.13565856,0.27845434
206:10:70,10,70,364,20,20,17.99269485,18.21665764,21.33317757,18.21665764,53.99755065,-33.19968552,-0.53985655,146.32672276,-7.95600483,102.91829997,-5.82879356,363,1,0.14798586,0.10352171,0.17158129
206:10:70,10,70,365,17,17,18.17790604,18.50941086,21.3539257,18.50941086,54.13028624,-33.34761759,-0.50052172,146.34296148,-7.77051356,103.04359489,-5.70017113,364,1,0.20260766,0.08461631,0.20322538
206:10:70,10,70,366,14,14,18.30344963,18.53602219,21.67792702,18.53602219,54.30929206,-33.27546065,-0.42400114,146.10046087,-7.42470322,102.91200081,-5.39677268,365,1,0.2076177,0.07867025,1.59309241
206:10:70,10,70,367,20,20,18.61044693,18.73552322,22.04017639,18.73552322,54.22932255,-33.27669485,-0.40604956,146.71126447,-7.28036884,103.59916179,-5.28975347,366,1,0.08196893,0.08875449,0.25364552
206:10:70,10,70,368,10,10,18.87641144,19.00112343,22.13117599,19.00112343,54.13047152,-33.11722789,-0.39275932,147.23162498,-7.0771159,104.2139869,-5.13670981,367,1,0.18809005,0.110355,0.23801502
206:10:70,10,70,369,5,5,19.11414146,19.49040794,22.4701767,19.49040794,54.17181197,-33.02817048,-0.38610375,147.40566685,-6.98128623,104.47031107,-5.04524671,368,1,0.09841011,0.14772283,0.26365235
206:10:70,10,70,370,1,1,19.36466026,19.36466026,19.36466026,19.36466026,54.74542392,-33.69803199,-0.08960896,146.60902849,-6.30216812,103.75690409,-4.33667181,369,1,0.93040542,0.51161548,3.48037672
206:10:70,10,70,371,1,1,22.92417336,22.92417336,22.92417336,22.92417336,51.59888916,-31.30599907,-1.16180627,153.27939214,-8.37943484,110.44539463,-6.35044826,370,1,4.0953766,4.0953766,4.0953766
206:10:70,10,70,372,0,0,,,,,,,,,,,,,,,,
206:10:70,10,70,373,2,2,23.32117653,23.42830658,23.53543663,23.42830658,51.58370796,-31.32949504,-1.08789219,153.81998809,-8.22097833,111.12809211,-6.03447723,371,2,0.07903051,0.16505879,0.18562823
