aspect,azimuth_gap,azimuth_span,elevation_span,frame,ground_height_median,ground_height_p05,ground_rmse,ground_status,ground_support,height,instance,length,linearity,planarity,points,scattering,segment,sequence,shape_status,source_frame,source_sequence,unique_points,version,width
1.2559460459619098,0.018731697274512404,0.04928501376095884,0.018531535609639438,370,,,0.003298398381378603,plane_fit_or_spatial_support_unreliable,57,0.3086206912994385,60001,0.6262979507446289,0.9045576654710316,0.06438606796608816,12,0.031056266562880196,0,000_00,reliable_visible_extent,370,206,12,synthetic/pilot_v2_r2/train/000,0.49866628646850586
1.329495418908063,0.011796478456381543,0.03713943966336686,0.01848114997762798,371,,,0.0030182275392918326,plane_fit_or_spatial_support_unreliable,46,0.27244818210601807,60001,0.49873828887939453,0.9144630855013727,0.08122753097618553,10,0.004309383522441812,0,000_00,reliable_visible_extent,371,206,10,synthetic/pilot_v2_r2/train/000,0.3751335144042969
,,,,372,,,0.002957309145957595,plane_fit_or_spatial_support_unreliable,44,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,372,206,9,synthetic/pilot_v2_r2/train/000,
,,,,373,,,0.003682342826081657,plane_fit_or_spatial_support_unreliable,38,,60001,,,,9,,0,000_00,fewer_than_10_distinct_returns,373,206,9,synthetic/pilot_v2_r2/train/000,
1.3082914496690827,0.012074231388259138,0.03681556581156897,0.012058798506551657,374,,,0.0027646595185132237,plane_fit_or_spatial_support_unreliable,37,0.18958771228790283,60001,0.47327709197998047,0.8469579143994881,0.12556066698206156,12,0.027481418618450333,0,000_00,reliable_visible_extent,374,206,12,synthetic/pilot_v2_r2/train/000,0.3617520332336426
1.3239967430499011,0.011465654741323217,0.042449800679513316,0.01802045968452129,375,,,0.0030784786010267435,plane_fit_or_spatial_support_unreliable,30,0.2937488555908203,60001,0.542755126953125,0.8501143520671842,0.12577468140168876,16,0.024110966531127022,0,000_00,reliable_visible_extent,375,206,16,synthetic/pilot_v2_r2/train/000,0.40993690490722656
1.3661205286963627,0.006135944301660201,0.04325601279942237,0.018029422329874062,376,,,0.0034109367315150684,plane_fit_or_spatial_support_unreliable,27,0.297210693359375,60001,0.5739212036132812,0.8833652375027307,0.0891832037421669,18,0.027451558755102405,0,000_00,reliable_visible_extent,376,206,18,synthetic/pilot_v2_r2/train/000,0.42011022567749023
1.4887265833921972,0.012576404303231037,0.036815536648146185,0.011739194520598822,377,,,0.005868788312412312,plane_fit_or_spatial_support_unreliable,23,0.19912445545196533,60001,0.5115318298339844,0.921226757876537,0.07675470198992286,10,0.002018540133540193,0,000_00,reliable_visible_extent,377,206,10,synthetic/pilot_v2_r2/train/000,0.34360361099243164
1.3890687867766998,0.011791851878693693,0.031005815660257063,0.017927455580445048,378,,,0.005480569515752604,plane_fit_or_spatial_support_unreliable,22,0.230260968208313,60001,0.4385509490966797,0.8690662999625192,0.11585683116870434,10,0.015076868868776587,0,000_00,reliable_visible_extent,378,206,10,synthetic/pilot_v2_r2/train/000,0.3157157897949219
,,,,379,,,,fewer_than_20_ground_returns,14,,60001,,,,7,,0,000_00,fewer_than_10_distinct_returns,379,206,7,synthetic/pilot_v2_r2/train/000,
,,,,380,,,,fewer_than_20_ground_returns,1,,60001,,,,1,,0,000_00,fewer_than_10_distinct_returns,380,206,1,synthetic/pilot_v2_r2/train/000,
,,,,388,,,,fewer_than_20_ground_returns,13,,60001,,,,1,,0,000_00,fewer_than_10_distinct_returns,388,206,1,synthetic/pilot_v2_r2/train/000,
,,,,389,,,0.005849957264673034,plane_fit_or_spatial_support_unreliable,31,,60001,,,,2,,0,000_00,fewer_than_10_distinct_returns,389,206,2,synthetic/pilot_v2_r2/train/000,
,,,,390,,,0.004231535800906785,plane_fit_or_spatial_support_unreliable,39,,60001,,,,5,,0,000_00,fewer_than_10_distinct_returns,390,206,5,synthetic/pilot_v2_r2/train/000,
,,,,391,,,0.004385460795466422,plane_fit_or_spatial_support_unreliable,63,,60001,,,,1,,0,000_00,fewer_than_10_distinct_returns,391,206,1,synthetic/pilot_v2_r2/train/000,
,,,,394,,,0.005490878260905638,plane_fit_or_spatial_support_unreliable,97,,60001,,,,4,,0,000_00,fewer_than_10_distinct_returns,394,206,4,synthetic/pilot_v2_r2/train/000,
,,,,395,,,0.005219010368123339,plane_fit_or_spatial_support_unreliable,115,,60001,,,,6,,0,000_00,fewer_than_10_distinct_returns,395,206,6,synthetic/pilot_v2_r2/train/000,
1.1568431698883799,0.012271864338410765,0.02535521600753121,0.02386678408474481,396,,,0.005481755188660014,plane_fit_or_spatial_support_unreliable,141,0.30133581161499023,60001,0.4435558319091797,0.7365020967788022,0.23780912224621617,13,0.025688780974981652,0,000_00,reliable_visible_extent,396,206,13,synthetic/pilot_v2_r2/train/000,0.3834191560745239
1.0069185801569296,0.00563050671859977,0.03149115022165638,0.023956897883485956,397,0.17926277010531422,0.07095957382077289,0.004964326427040892,local_plane_proxy,136,0.3582082986831665,60001,0.48549163341522217,0.6767143303770488,0.23453719404330137,23,0.08874847557964978,0,000_00,reliable_visible_extent,397,206,23,synthetic/pilot_v2_r2/train/000,0.48215579986572266
1.0446647199584667,0.011766413405074783,0.03118507163761297,0.023949574739213428,398,0.1914992072259647,0.07594138130344641,0.0049087189035768785,local_plane_proxy,141,0.3570675849914551,60001,0.5008537769317627,0.6954039775329233,0.23288804729704365,19,0.07170797517003306,0,000_00,reliable_visible_extent,398,206,19,synthetic/pilot_v2_r2/train/000,0.47943973541259766
1.0080676132373596,0.006135930839441084,0.03149114040672352,0.0239588305539256,399,0.19727610014175334,0.06694414889654784,0.006041845064573219,local_plane_proxy,144,0.3630795478820801,60001,0.5256915092468262,0.7461500413183638,0.17448301927719756,18,0.07936693940443863,0,000_00,reliable_visible_extent,399,206,18,synthetic/pilot_v2_r2/train/000,0.521484375
1.1077066068014876,0.005630497536872836,0.025355226754552262,0.023934311490526383,400,0.19740545737279436,0.06659484443125378,0.005258233358589306,local_plane_proxy,147,0.3505542278289795,60001,0.5103273391723633,0.7630988933025321,0.1843065745578148,18,0.05259453213965314,0,000_00,reliable_visible_extent,400,206,18,synthetic/pilot_v2_r2/train/000,0.4607062339782715
1.001107358210186,0.0061359341883786556,0.03149117189820316,0.023896347490310013,401,0.1626841711209277,0.061827142141997006,0.005387364983730206,local_plane_proxy,153,0.32803094387054443,60001,0.5673074722290039,0.8390638881339477,0.1079884514821903,17,0.05294766038386199,0,000_00,reliable_visible_extent,401,206,17,synthetic/pilot_v2_r2/train/000,0.5666799545288086
1.112667644747376,0.006135938037564959,0.031185064012598573,0.02392238984752748,402,0.18136970513754136,0.06014757283174075,0.005778352099816121,local_plane_proxy,153,0.34663259983062744,60001,0.5778915882110596,0.7424509337618165,0.14175384612511494,18,0.1157952201130686,0,000_00,reliable_visible_extent,402,206,18,synthetic/pilot_v2_r2/train/000,0.5193748474121094
1.074068183455609,0.011766389843878455,0.02535523798869832,0.0296727490026142,403,0.20100071179183443,0.045517844280730115,0.0048607900653509966,local_plane_proxy,155,0.4223381280899048,60001,0.5651378631591797,0.6704892298479133,0.2954812424299629,17,0.03402952772212381,0,000_00,reliable_visible_extent,403,206,17,synthetic/pilot_v2_r2/train/000,0.5261657238006592
1.0925656555570935,0.005809778525644793,0.019219340498949578,0.02966439147851367,404,0.21269726637852981,0.04735844808087593,0.0056209707972590004,local_plane_proxy,149,0.4186767339706421,60001,0.45915794372558594,0.5534038165275852,0.410535557887686,18,0.03606062558472886,0,000_00,reliable_visible_extent,404,206,18,synthetic/pilot_v2_r2/train/000,0.4202566146850586
1.017978456164015,0.005630470081579242,0.019219302358168378,0.023940596900718883,405,0.22180972759453566,0.059957639042907095,0.005431115848569686,local_plane_proxy,139,0.3603097200393677,60001,0.38433837890625,0.48019044984888487,0.41607528057677023,18,0.10373426957434487,0,000_00,reliable_visible_extent,405,206,18,synthetic/pilot_v2_r2/train/000,0.3775506019592285
1.1278117015652218,0.006135925228848205,0.025355263179735132,0.02393340348765434,406,0.21724734072729923,0.0812930504509894,0.005240627443210189,local_plane_proxy,135,0.360090970993042,60001,0.5106320381164551,0.7167866174865504,0.1290302973430457,17,0.15418308517040388,0,000_00,reliable_visible_extent,406,206,17,synthetic/pilot_v2_r2/train/000,0.45276355743408203
1.0274119167033027,0.00532439055645062,0.01891323508892384,0.030148022983395945,407,0.2114306693104504,0.032768415385470616,0.005259462663679712,local_plane_proxy,138,0.4028369188308716,60001,0.4368295669555664,0.5772679577013476,0.3299518464885363,18,0.09278019581011601,0,000_00,reliable_visible_extent,407,206,18,synthetic/pilot_v2_r2/train/000,0.4251747131347656
1.1235977057601239,0.006130540917790528,0.025049122879235775,0.030137785919287383,408,0.20580214938344454,0.04555402983206802,0.006082938752672596,local_plane_proxy,140,0.3953263759613037,60001,0.5636472702026367,0.772867746229953,0.17486205227941415,16,0.05227020149063282,0,000_00,reliable_visible_extent,408,206,16,synthetic/pilot_v2_r2/train/000,0.5016450881958008
1.2005808888230631,0.006135908967563886,0.025049168344906114,0.02428030938537684,409,0.19666976365654332,0.03187170837065052,0.005744368645388419,local_plane_proxy,128,0.3643440008163452,60001,0.5256800651550293,0.6707767205161149,0.25225453980121887,19,0.07696873968266622,0,000_00,reliable_visible_extent,409,206,19,synthetic/pilot_v2_r2/train/000,0.4378547668457031
1.1761350311274092,0.005317735402755597,0.018427860876084168,0.02428268669568978,410,0.20528396962935602,0.027541036934733754,0.005737427927932999,local_plane_proxy,136,0.366870641708374,60001,0.42087888717651367,0.4829611494711391,0.4071005422571281,16,0.10993830827173282,0,000_00,reliable_visible_extent,410,206,16,synthetic/pilot_v2_r2/train/000,0.35784912109375
1.2055225758200845,0.011766395079893854,0.025049135804795952,0.03016975458794187,411,0.20196861299855406,0.07128854282864364,0.006376671071649566,local_plane_proxy,132,0.420589804649353,60001,0.5657014846801758,0.6689428597340663,0.2936074352447636,14,0.03744970502117008,0,000_00,reliable_visible_extent,411,206,14,synthetic/pilot_v2_r2/train/000,0.46925830841064453
1.184166581433955,0.017589589485634383,0.025049152949755182,0.02428579895121344,412,0.17103138098823178,0.04421399234230643,0.00610527200150785,local_plane_proxy,130,0.36965012550354004,60001,0.5741543769836426,0.7892588233715555,0.19407664542832884,10,0.016664531200115625,0,000_00,reliable_visible_extent,412,206,10,synthetic/pilot_v2_r2/train/000,0.4848594665527344
1.2548921240455309,0.011939077676881071,0.025049160882018917,0.02429366688288334,413,0.17787525841357654,0.043460672089082,0.006405789096262469,local_plane_proxy,133,0.3753795623779297,60001,0.5570216178894043,0.787993815358538,0.20422459929690182,11,0.007781585344560292,0,000_00,reliable_visible_extent,413,206,11,synthetic/pilot_v2_r2/train/000,0.4438800811767578
1.1611787744184936,0.011453674813694414,0.025049154906630733,0.030162809364433538,414,0.19324812264202507,0.03691155333063212,0.006143032908276168,local_plane_proxy,131,0.4156557321548462,60001,0.5796337127685547,0.7083602111386385,0.25538510120417734,16,0.036254687657184204,0,000_00,reliable_visible_extent,414,206,16,synthetic/pilot_v2_r2/train/000,0.4991769790649414
1.2929948551435073,0.011766421805434524,0.02504916525808909,0.0239282935666668,415,0.19064137416685956,0.08031453513345192,0.004729553842929784,local_plane_proxy,127,0.36080002784729004,60001,0.548377513885498,0.7371771540446436,0.22364486917742407,14,0.03917797677793238,0,000_00,reliable_visible_extent,415,206,14,synthetic/pilot_v2_r2/train/000,0.4241142272949219
1.302902191706075,0.011766352430843119,0.025049176328977296,0.02392905559704822,416,0.1927400993917039,0.0811329785030566,0.004598275735412837,local_plane_proxy,127,0.3613438606262207,60001,0.5465207099914551,0.73927874127524,0.22365516692033838,14,0.0370660918044217,0,000_00,reliable_visible_extent,416,206,14,synthetic/pilot_v2_r2/train/000,0.419464111328125
1.2933837173993725,0.01176640196115697,0.025049157803382904,0.023929609035527155,417,0.20104244793155823,0.08957747545488995,0.005172686433217484,local_plane_proxy,127,0.36170947551727295,60001,0.5483808517456055,0.7420048447427775,0.2215502474776917,14,0.03644490777953071,0,000_00,reliable_visible_extent,417,206,14,synthetic/pilot_v2_r2/train/000,0.42398929595947266
1.2925084837180034,0.011766399682085815,0.025049137425461332,0.023928927496462693,418,0.20190607056805265,0.09100275402376687,0.004919678532337809,local_plane_proxy,126,0.36121833324432373,60001,0.5484843254089355,0.7405868759911771,0.2220035394334501,14,0.03740958457537268,0,000_00,reliable_visible_extent,418,206,14,synthetic/pilot_v2_r2/train/000,0.42435646057128906
1.273035502789552,0.011766386048500221,0.02504915214958814,0.02393081087876199,419,0.1983356082670087,0.08607201240939315,0.005312101453379996,local_plane_proxy,126,0.36252784729003906,60001,0.5525083541870117,0.7473982698329016,0.21712517725698854,14,0.03547655291010984,0,000_00,reliable_visible_extent,419,206,14,synthetic/pilot_v2_r2/train/000,0.4340085983276367
1.246973109502278,0.011766386929208172,0.025049136709000663,0.02393253328190427,420,0.20710617505513307,0.08612928409740465,0.00557025047452216,local_plane_proxy,129,0.36387526988983154,60001,0.5565152168273926,0.7486361356100825,0.21722675965160912,13,0.0341371047383085,0,000_00,reliable_visible_extent,420,206,13,synthetic/pilot_v2_r2/train/000,0.4462928771972656
1.2165578900497225,0.011766408730639277,0.025049131386341905,0.023934317371566968,421,0.19941294992406422,0.08605910843653927,0.005141298960212904,local_plane_proxy,128,0.36506056785583496,60001,0.5628037452697754,0.7597087954390901,0.20674159138198966,14,0.033549613178920294,0,000_00,reliable_visible_extent,421,206,14,synthetic/pilot_v2_r2/train/000,0.4626197814941406
1.27858889925827,0.01176641462777206,0.025049146852003545,0.02392950879166325,422,0.19876056048223445,0.08748637412297096,0.005015717619895692,local_plane_proxy,127,0.3616691827774048,60001,0.5513763427734375,0.7440556797407138,0.2189705188362826,14,0.03697380142300357,0,000_00,reliable_visible_extent,422,206,14,synthetic/pilot_v2_r2/train/000,0.43123817443847656
1.2980978230138536,0.012271842317962633,0.02504916296564108,0.02392785113510927,423,0.19668976943306715,0.09018717800811524,0.004355669455834505,local_plane_proxy,127,0.3604719638824463,60001,0.5473341941833496,0.6641782800959519,0.29065856886804853,13,0.0451631510359995,0,000_00,reliable_visible_extent,423,206,13,synthetic/pilot_v2_r2/train/000,0.4216432571411133
1.2290243024151677,0.01176639053462547,0.025049149690334005,0.023933646220365923,424,0.20024031499061157,0.08681367931628592,0.004774001526099531,local_plane_proxy,130,0.3646240234375,60001,0.5598459243774414,0.7565333862467006,0.20972815859038324,14,0.0337384551629161,0,000_00,reliable_visible_extent,424,206,14,synthetic/pilot_v2_r2/train/000,0.4555206298828125
1.295239501253178,0.011766428787011174,0.025049169736606203,0.023928506582434395,425,0.1955804565566659,0.08467328022049325,0.004953014026373378,local_plane_proxy,128,0.36100196838378906,60001,0.5480399131774902,0.7384861858504556,0.22322787779047687,14,0.038285936359067615,0,000_00,reliable_visible_extent,425,206,14,synthetic/pilot_v2_r2/train/000,0.42311859130859375
1.2692813759623938,0.011766405885416775,0.02504917149817043,0.023931491650904607,426,0.19692936404188588,0.08428386111076736,0.005139687301004884,local_plane_proxy,128,0.362973690032959,60001,0.5510654449462891,0.7470794656535644,0.21840890639099345,14,0.034511627955442124,0,000_00,reliable_visible_extent,426,206,14,synthetic/pilot_v2_r2/train/000,0.4341554641723633
1.326610926139521,0.011766410059615096,0.025049149065189624,0.023946862343457234,427,0.20048060828656178,0.08653211070540526,0.005963534695272827,local_plane_proxy,128,0.3720191717147827,60001,0.5418581962585449,0.6520380103219882,0.30544835524739733,15,0.04251363443061454,0,000_00,reliable_visible_extent,427,206,15,synthetic/pilot_v2_r2/train/000,0.40845298767089844
1.281519150834319,0.011766404355408655,0.025049137213920325,0.02393053090496161,428,0.19559809841009868,0.08342485766407153,0.005331880600896534,local_plane_proxy,128,0.3622993230819702,60001,0.5507102012634277,0.7455568915022174,0.21888670031712024,14,0.03555640818066234,0,000_00,reliable_visible_extent,428,206,14,synthetic/pilot_v2_r2/train/000,0.4297323226928711
1.3269810787385203,0.012271885848546882,0.025049185942551233,0.023946512719316637,429,0.21363110264271645,0.08669744898910484,0.005177119548434787,local_plane_proxy,127,0.3717132806777954,60001,0.5416841506958008,0.556777900101356,0.39309537510365683,14,0.050126724794987254,0,000_00,reliable_visible_extent,429,206,14,synthetic/pilot_v2_r2/train/000,0.40820789337158203
1.3240983717253472,0.012271862144409562,0.025049181058529157,0.02394589419623616,430,0.21377562099010006,0.0869265629232681,0.004924650530923519,local_plane_proxy,128,0.37140536308288574,60001,0.542320728302002,0.557895272893458,0.39190191467384117,14,0.05020281243270083,0,000_00,reliable_visible_extent,430,206,14,synthetic/pilot_v2_r2/train/000,0.4095773696899414
1.306107641796357,0.011766393841133649,0.02504917564429121,0.02392882338272377,431,0.1963860709357481,0.08528252980944995,0.005005915142152819,local_plane_proxy,126,0.3612031936645508,60001,0.5459308624267578,0.7382680526112617,0.22446875517404083,14,0.03726319221469756,0,000_00,reliable_visible_extent,431,206,14,synthetic/pilot_v2_r2/train/000,0.4179830551147461
1.2820259207973168,0.011766372359689692,0.02504916072170449,0.023930703796081157,432,0.19928607193127523,0.08695470380880807,0.005473564158809578,local_plane_proxy,125,0.362499475479126,60001,0.550074577331543,0.7451079540150306,0.21957263703901334,14,0.035319408945956136,0,000_00,reliable_visible_extent,432,206,14,synthetic/pilot_v2_r2/train/000,0.42906665802001953
1.2387881853996685,0.011766376440946358,0.024543709360743904,0.02393215620217594,433,0.21069124112160065,0.08974958652568583,0.004880689825722559,local_plane_proxy,127,0.36342525482177734,60001,0.5487723350524902,0.7127720513092721,0.2483759992400447,13,0.038851949450683244,0,000_00,reliable_visible_extent,433,206,13,synthetic/pilot_v2_r2/train/000,0.4429912567138672
1.0779790919055483,0.005324345216578319,0.012777345769316995,0.030173163189038565,434,0.19628031221177045,0.05056453221305182,0.005016161109339504,local_plane_proxy,129,0.4230482578277588,60001,0.36296939849853516,0.5409026177713974,0.4095773522391979,13,0.04952002998940474,0,000_00,reliable_visible_extent,434,206,13,synthetic/pilot_v2_r2/train/000,0.3367128372192383
1.0761438927726517,0.005324351338353628,0.012777315344127516,0.023947019643411782,435,0.192105692776678,0.08312978348980171,0.0050804964368472575,local_plane_proxy,130,0.3738534450531006,60001,0.33728790283203125,0.6844200345855364,0.2777089770928811,11,0.037870988321582595,0,000_00,reliable_visible_extent,435,206,11,synthetic/pilot_v2_r2/train/000,0.31342267990112305
1.0035657710320656,0.005829836080654127,0.018913224066209544,0.030189837391157895,436,0.1984163242052659,0.017758665728955902,0.005233925172006024,local_plane_proxy,125,0.4346050024032593,60001,0.47185802459716797,0.4882880832334198,0.4478201198387422,16,0.06389179692783796,0,000_00,reliable_visible_extent,436,206,16,synthetic/pilot_v2_r2/train/000,0.4701814651489258
1.2371188382255787,0.005324363058640591,0.018407757501481825,0.030167907944939815,437,0.2602253621263202,0.07057190885305342,0.005358562378998418,local_plane_proxy,129,0.41735875606536865,60001,0.3893108367919922,0.134244881487257,0.5867285915741114,16,0.2790265269386316,0,000_00,reliable_visible_extent,437,206,16,synthetic/pilot_v2_r2/train/000,0.31469154357910156
1.037368194817271,0.00532433942368038,0.01891321346189656,0.030160650537941106,438,0.2087725052713747,0.0278670511266379,0.006718773219470934,local_plane_proxy,132,0.4139319658279419,60001,0.45110225677490234,0.5821894211296542,0.336792299326354,18,0.08101827954399174,0,000_00,reliable_visible_extent,438,206,18,synthetic/pilot_v2_r2/train/000,0.43485260009765625
1.1495971609624556,0.005324373599825849,0.025049140645502455,0.030155534843810117,439,0.18954683915250925,0.027344833578755744,0.005489734460743692,local_plane_proxy,125,0.40849781036376953,60001,0.5634942054748535,0.6823994317629625,0.2715691651785185,19,0.04603140305851901,0,000_00,reliable_visible_extent,439,206,19,synthetic/pilot_v2_r2/train/000,0.49016666412353516
1.2611507011706384,0.005630456623728852,0.025049128377556684,0.030167137231596752,440,0.1981769803119755,0.019742827665155074,0.006309037779300502,local_plane_proxy,133,0.4180610179901123,60001,0.5356922149658203,0.6771928434593881,0.2517008509256363,20,0.07110630561497558,0,000_00,reliable_visible_extent,440,206,20,synthetic/pilot_v2_r2/train/000,0.42476463317871094
1.1571295251237343,0.005630443424578857,0.025049169715103403,0.03015841499436428,441,0.188628764860304,0.05301397124851941,0.004903140532640938,local_plane_proxy,129,0.4097456932067871,60001,0.5533933639526367,0.7021980783116534,0.2510078871485714,18,0.046794034539775146,0,000_00,reliable_visible_extent,441,206,18,synthetic/pilot_v2_r2/train/000,0.47824668884277344
1.175035530250848,0.011460301119195382,0.025355226566415645,0.030133991346691216,442,0.19980502247326992,0.052011161506965706,0.006536649465039876,local_plane_proxy,140,0.3930981159210205,60001,0.5140914916992188,0.7109304887876212,0.15787121905101256,15,0.1311982921613662,0,000_00,reliable_visible_extent,442,206,15,synthetic/pilot_v2_r2/train/000,0.4375114440917969
1.061052912465231,0.005635858680081096,0.02504912889782318,0.023928708672612778,443,0.20879074720853907,0.07475050263522531,0.004705412968356482,local_plane_proxy,133,0.36071550846099854,60001,0.5726113319396973,0.7860017654603557,0.15363394992573573,16,0.06036428461390849,0,000_00,reliable_visible_extent,443,206,16,synthetic/pilot_v2_r2/train/000,0.5396633148193359
1.2280837180043769,0.006448654385070807,0.02504915906310856,0.030139673322028812,444,0.18756158213776164,0.05520114823700713,0.005699503533197783,local_plane_proxy,138,0.39563918113708496,60001,0.5287556648254395,0.6861390274197322,0.27521722133315485,15,0.03864375124711296,0,000_00,reliable_visible_extent,444,206,15,synthetic/pilot_v2_r2/train/000,0.4305534362792969
1.3007023826265143,0.0061359133267935295,0.025355228060948143,0.030174261704636343,445,0.19906166975139628,0.01784791234526324,0.00585481118740075,local_plane_proxy,141,0.4180973768234253,60001,0.49396562576293945,0.5349872858257553,0.3746522463221339,20,0.0903604678521109,0,000_00,reliable_visible_extent,445,206,20,synthetic/pilot_v2_r2/train/000,0.37976837158203125
1.0684064308349726,0.011460262001076194,0.025049150276775123,0.030156452366364148,446,0.19373396623263917,0.0452646643761721,0.006022080620688874,local_plane_proxy,138,0.40546715259552,60001,0.5527076721191406,0.7688810688529231,0.20554522237545406,15,0.025573708771622877,0,000_00,reliable_visible_extent,446,206,15,synthetic/pilot_v2_r2/train/000,0.5173196792602539
1.1378713650514083,0.005630503650314811,0.025049156549799,0.023965017776330533,447,0.1813466016777503,0.06542255754820862,0.005535427432933695,local_plane_proxy,142,0.37895500659942627,60001,0.5273990631103516,0.7336500308207257,0.17963582445741444,17,0.08671414472185991,0,000_00,reliable_visible_extent,447,206,17,synthetic/pilot_v2_r2/train/000,0.46349620819091797
1.0035972042241814,0.0053243660252644265,0.018913199851184892,0.023969208043279178,448,0.21384208377992753,0.055856119737127875,0.00560201541106979,local_plane_proxy,138,0.3813728094100952,60001,0.4202561378479004,0.6108521696082666,0.3065420564104487,18,0.08260577398128476,0,000_00,reliable_visible_extent,448,206,18,synthetic/pilot_v2_r2/train/000,0.4187498092651367
,,,,39,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,39,206,1,synthetic/pilot_v2_r2/train/001,
,,,,45,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,45,206,1,synthetic/pilot_v2_r2/train/001,
,,,,46,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,46,206,2,synthetic/pilot_v2_r2/train/001,
,,,,48,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,48,206,1,synthetic/pilot_v2_r2/train/001,
,,,,162,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,162,206,1,synthetic/pilot_v2_r2/train/001,
,,,,165,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,165,206,2,synthetic/pilot_v2_r2/train/001,
,,,,166,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,166,206,1,synthetic/pilot_v2_r2/train/001,
,,,,167,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,167,206,1,synthetic/pilot_v2_r2/train/001,
,,,,168,,,,fewer_than_20_ground_returns,0,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,168,206,3,synthetic/pilot_v2_r2/train/001,
,,,,169,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,169,206,1,synthetic/pilot_v2_r2/train/001,
,,,,170,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,170,206,2,synthetic/pilot_v2_r2/train/001,
,,,,171,,,,fewer_than_20_ground_returns,0,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,171,206,3,synthetic/pilot_v2_r2/train/001,
,,,,172,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,172,206,2,synthetic/pilot_v2_r2/train/001,
,,,,173,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,173,206,2,synthetic/pilot_v2_r2/train/001,
,,,,174,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,174,206,2,synthetic/pilot_v2_r2/train/001,
,,,,176,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,176,206,2,synthetic/pilot_v2_r2/train/001,
,,,,177,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,177,206,2,synthetic/pilot_v2_r2/train/001,
,,,,178,,,,fewer_than_20_ground_returns,0,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,178,206,3,synthetic/pilot_v2_r2/train/001,
,,,,179,,,,fewer_than_20_ground_returns,0,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,179,206,3,synthetic/pilot_v2_r2/train/001,
,,,,180,,,,fewer_than_20_ground_returns,0,,60001,,,,4,,0,001_00,fewer_than_10_distinct_returns,180,206,4,synthetic/pilot_v2_r2/train/001,
,,,,181,,,,fewer_than_20_ground_returns,0,,60001,,,,3,,0,001_00,fewer_than_10_distinct_returns,181,206,3,synthetic/pilot_v2_r2/train/001,
,,,,182,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,182,206,2,synthetic/pilot_v2_r2/train/001,
,,,,183,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,183,206,1,synthetic/pilot_v2_r2/train/001,
,,,,184,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,184,206,1,synthetic/pilot_v2_r2/train/001,
,,,,185,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,185,206,1,synthetic/pilot_v2_r2/train/001,
,,,,186,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,186,206,2,synthetic/pilot_v2_r2/train/001,
,,,,187,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,187,206,2,synthetic/pilot_v2_r2/train/001,
,,,,188,,,,fewer_than_20_ground_returns,0,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,188,206,1,synthetic/pilot_v2_r2/train/001,
,,,,189,,,,fewer_than_20_ground_returns,0,,60001,,,,2,,0,001_00,fewer_than_10_distinct_returns,189,206,2,synthetic/pilot_v2_r2/train/001,
,,,,229,,,,fewer_than_20_ground_returns,2,,60001,,,,1,,0,001_00,fewer_than_10_distinct_returns,229,206,1,synthetic/pilot_v2_r2/train/001,
