世界,因素,统计量,范围,分组,统计单位,权重,有效数量,适用候选数量,总帧或阶段组数,有有效观测的帧或组数,有覆盖世界数,左边界,右边界,原始数量,对应权重比例,来源
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,-inf,-0.5,0,0.0,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,-0.5,-0.2,59,0.004034906159735801,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,-0.2,-0.05,1933,0.09320367447245642,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,-0.05,0,1655,0.1122517461402444,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,0,0.05,2419,0.22143731551599363,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,0.05,0.2,4949,0.29546989783136474,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,0.2,0.5,1771,0.2736024598802049,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,有适用观测的帧等权,12786,16682,1796,351,4,0.5,inf,0,0.0,summary.json:全部:C04|intensity_contrast|all_frames|all:frame_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,-inf,-0.5,0,0.0,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,-0.5,-0.2,59,0.0013455573800401387,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,-0.2,-0.05,1933,0.044084108739281154,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,-0.05,0,1655,0.30804650204302897,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,0,0.05,2419,0.1655740432284714,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,0.05,0.2,4949,0.220468244463531,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,0.2,0.5,1771,0.26048154414564734,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,C04,异常强度减邻域正常均值,全部原始帧,全部,原始异常点,世界等权（同一背景）,12786,16682,1796,351,4,0.5,inf,0,0.0,summary.json:全部:C04|intensity_contrast|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0,0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.05,0.1,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.1,0.25,99,0.24444444444444444,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.25,0.5,149,0.36790123456790125,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.5,1,157,0.38765432098765434,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:observation_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0,0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.05,0.1,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.1,0.25,99,0.24444444444444444,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.25,0.5,149,0.36790123456790125,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.5,1,157,0.38765432098765434,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:frame_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0,0.05,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.05,0.1,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.1,0.25,99,0.24750000000000005,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.25,0.5,149,0.3752283053157657,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.5,1,157,0.37727169468423455,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度中位数,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_median|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0,0.05,24,0.05925925925925926,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.05,0.1,105,0.25925925925925924,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.1,0.25,236,0.582716049382716,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.25,0.5,35,0.08641975308641975,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,0.5,1,5,0.012345679012345678,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,统计单位等权,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:observation_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0,0.05,24,0.05925925925925926,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.05,0.1,105,0.25925925925925924,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.1,0.25,236,0.582716049382716,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.25,0.5,35,0.08641975308641975,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,0.5,1,5,0.012345679012345678,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,有适用观测的帧等权,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:frame_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-inf,-0.2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-0.2,-0.05,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,-0.05,0,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0,0.05,24,0.060000000000000005,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.05,0.1,105,0.24973765368358739,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.1,0.25,236,0.5553331474674047,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.25,0.5,35,0.11982242919884903,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,0.5,1,5,0.015106769650159021,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,1,2,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,2,5,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,可见点离地高度的第5百分位,全部原始帧,全部,实例×帧,世界等权（同一背景）,405,652,1796,405,4,5,inf,0,0.0,summary.json:全部:D02|ground_height_p05|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0,0.01,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0.01,0.05,81,0.004855532909723055,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0.05,0.1,716,0.04292051312792231,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0.1,0.25,4762,0.28545737921112574,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0.25,0.5,7760,0.46517204172161614,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0.5,1,2305,0.13817288094952643,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,1,2,812,0.04867521879870519,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,2,5,105,0.006294209327418775,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,5,10,60,0.0035966910442392997,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,10,50,81,0.004855532909723055,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,50,inf,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:observation_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0,0.01,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0.01,0.05,81,0.0010139266487320376,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0.05,0.1,716,0.015638276326879613,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0.1,0.25,4762,0.1493233762513883,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0.25,0.5,7760,0.2771531286764128,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0.5,1,2305,0.24731761009895434,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,1,2,812,0.10067258354598245,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,2,5,105,0.06624306164183465,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,5,10,60,0.0651840490797546,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,10,50,81,0.07745398773006135,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,50,inf,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:frame_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0,0.01,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0.01,0.05,81,0.0017998400142209582,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0.05,0.1,716,0.020658264719903688,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0.1,0.25,4762,0.19143718808897667,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0.25,0.5,7760,0.3372221337614165,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0.5,1,2305,0.3335296044718733,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,1,2,812,0.07212141343189674,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,2,5,105,0.02292871454883412,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,5,10,60,0.006262974357503514,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,10,50,81,0.014039866605374452,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,最近正常点距离,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,50,inf,0,0.0,summary.json:全部:D02|nearest_normal_distance|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,0,1,3363,0.20159453302961275,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,1,5,1284,0.07696918834672102,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,5,20,3003,0.18001438676417697,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,20,100,6469,0.38778323941973386,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,100,500,2563,0.1536386524397554,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,统计单位等权,16682,16682,1796,652,4,500,inf,0,0.0,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:observation_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,0,1,3363,0.5568712920965873,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,1,5,1284,0.11885405634384469,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,5,20,3003,0.17202084629534567,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,20,100,6469,0.12229041846397026,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,100,500,2563,0.02996338680025217,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,有适用观测的帧等权,16682,16682,1796,652,4,500,inf,0,0.0,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:frame_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,0,1,3363,0.4488825734154822,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,1,5,1284,0.1555581284192105,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,5,20,3003,0.194866026456126,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,20,100,6469,0.14374277841969604,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,100,500,2563,0.056950493289485385,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
全部,D02,0.5米正常邻居数,全部原始帧,全部,原始异常点,世界等权（同一背景）,16682,16682,1796,652,4,500,inf,0,0.0,summary.json:全部:D02|normal_neighbors_r0.5|all_frames|all:sequence_equal
