structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_all_m_min,range_all_m_median,range_all_m_max,range_valid_m_min,range_valid_m_median,range_valid_m_max,intensity_valid_min,intensity_valid_median,intensity_valid_max,azimuth_deg,observed_centroid_world_x_m,observed_centroid_world_y_m,observed_centroid_world_z_m,previous_observed_frame,gap_frames,nn_world_median_m,nn_world_p95_m
206:10:70,10,70,432,3,3,29.23035430908203,29.257091522216797,29.288089752197266,29.23035430908203,29.257091522216797,29.288089752197266,0.08428571373224258,0.2174285650253296,0.5282857418060303,167.8093364574049,54.64067919015181,-33.60626600907406,-0.20668049068083802,431,1,0.005749773384339745,0.006133573845525817
206:10:70,10,70,433,1,1,29.29909324645996,29.29909324645996,29.29909324645996,29.29909324645996,29.29909324645996,29.29909324645996,0.30799999833106995,0.30799999833106995,0.30799999833106995,167.68415037617686,54.68206436603897,-33.54242728932174,-0.25496366844675,432,1,0.17168493333322435,0.18313824548843077
206:10:70,10,70,434,1,1,29.326091766357422,29.326091766357422,29.326091766357422,29.326091766357422,29.326091766357422,29.326091766357422,0.16914285719394684,0.16914285719394684,0.16914285719394684,167.68415264845953,54.66327795453134,-33.51133420260609,-0.24746330332819366,433,1,0.037093999187910995,0.037093999187910995
206:10:70,10,70,435,1,1,29.305091857910156,29.305091857910156,29.305091857910156,29.305091857910156,29.305091857910156,29.305091857910156,0.21571429073810577,0.21571429073810577,0.21571429073810577,167.68415088149038,54.6583932381737,-33.53115960608594,-0.2444070343962017,434,1,0.020645770918472715,0.020645770918472715
206:10:70,10,70,436,1,1,29.293092727661133,29.293092727661133,29.293092727661133,29.293092727661133,29.293092727661133,29.293092727661133,0.20999999344348907,0.20999999344348907,0.20999999344348907,167.6841498706564,54.6460449054984,-33.53494049174627,-0.22963950847879233,435,1,0.019617753132245907,0.019617753132245907
206:10:70,10,70,437,1,1,29.259090423583984,29.259090423583984,29.259090423583984,29.259090423583984,29.259090423583984,29.259090423583984,0.07428571581840515,0.07428571581840515,0.07428571581840515,167.68414685141792,54.642548407801954,-33.55950897234428,-0.22674634396277438,436,1,0.024984117674093555,0.024984117674093555
206:10:70,10,70,438,0,0,,,,,,,,,,,,,,,,,
206:10:70,10,70,439,0,0,,,,,,,,,,,,,,,,,
206:10:70,10,70,440,1,1,29.15584373474121,29.15584373474121,29.15584373474121,29.15584373474121,29.15584373474121,29.15584373474121,0.055142857134342194,0.055142857134342194,0.055142857134342194,167.71648186868924,54.561093009661384,-33.63718182074925,-0.3874142223661443,437,3,0.1961688568968569,0.1961688568968569
206:10:70,10,70,441,1,1,29.134841918945312,29.134841918945312,29.134841918945312,29.134841918945312,29.134841918945312,29.134841918945312,0.08942857384681702,0.08942857384681702,0.08942857384681702,167.71648426423084,54.53894610971132,-33.635934059200366,-0.3894119110644294,440,1,0.022271794862928063,0.022271794862928063
206:10:70,10,70,442,1,1,29.110843658447266,29.110843658447266,29.110843658447266,29.110843658447266,29.110843658447266,29.110843658447266,0.1022857129573822,0.1022857129573822,0.1022857129573822,167.71648605442843,54.51630850035215,-33.636642682042634,-0.38193359089244927,441,1,0.02385138940241009,0.02385138940241009
206:10:70,10,70,443,1,1,29.06584358215332,29.06584358215332,29.06584358215332,29.06584358215332,29.06584358215332,29.06584358215332,0.14085714519023895,0.14085714519023895,0.14085714519023895,167.71648932962245,54.503578679201496,-33.63715716269453,-0.3889406701873743,442,1,0.014540020533488102,0.014540020533488102
206:10:70,10,70,444,0,0,,,,,,,,,,,,,,,,,
206:10:70,10,70,445,1,1,28.993844985961914,28.993844985961914,28.993844985961914,28.993844985961914,28.993844985961914,28.993844985961914,0.13342857360839844,0.13342857360839844,0.13342857360839844,167.36493380221577,54.61603482746157,-33.53990197379491,-0.37567155757982107,443,2,0.14926830339621147,0.14926830339621147
206:10:70,10,70,446,1,1,28.88384437561035,28.88384437561035,28.88384437561035,28.88384437561035,28.88384437561035,28.88384437561035,0.27714285254478455,0.27714285254478455,0.27714285254478455,167.36494286588163,54.619943194927096,-33.60218564484493,-0.3690809129502022,445,1,0.06275322790380092,0.06275322790380092
206:10:70,10,70,447,1,1,28.85084342956543,28.85084342956543,28.85084342956543,28.85084342956543,28.85084342956543,28.85084342956543,0.15942856669425964,0.15942856669425964,0.15942856669425964,167.36494528440747,54.563338757186884,-33.59627340374198,-0.387525823182278,446,1,0.059826680337574115,0.059826680337574115
206:10:70,10,70,448,1,1,28.78684425354004,28.78684425354004,28.78684425354004,28.78684425354004,28.78684425354004,28.78684425354004,0.08942857384681702,0.08942857384681702,0.08942857384681702,167.3649508013975,54.51529519675006,-33.61268379116075,-0.37193176550980134,447,1,0.05310987807718327,0.05310987807718327
206:10:71,10,71,0,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,1,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,2,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,3,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,4,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,5,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,6,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,7,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,8,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,9,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,10,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,11,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,12,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,13,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,14,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,15,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,16,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,17,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,18,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,19,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,20,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,21,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,22,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,23,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,24,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,25,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,26,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,27,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,28,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,29,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,30,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,31,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,32,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,33,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,34,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,35,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,36,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,37,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,38,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,39,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,40,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,41,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,42,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,43,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,44,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,45,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,46,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,47,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,48,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,49,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,50,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,51,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,52,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,53,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,54,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,55,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,56,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,57,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,58,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,59,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,60,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,61,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,62,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,63,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,64,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,65,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,66,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,67,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,68,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,69,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,70,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,71,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,72,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,73,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,74,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,75,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,76,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,77,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,78,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,79,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,80,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,81,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,82,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,83,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,84,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,85,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,86,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,87,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,88,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,89,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,90,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,91,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,92,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,93,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,94,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,95,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,96,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,97,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,98,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,99,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,100,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,101,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,102,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,103,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,104,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,105,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,106,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,107,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,108,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,109,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,110,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,111,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,112,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,113,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,114,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,115,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,116,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,117,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,118,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,119,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,120,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,121,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,122,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,123,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,124,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,125,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,126,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,127,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,128,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,129,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,130,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,131,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,132,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,133,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,134,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,135,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,136,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,137,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,138,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,139,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,140,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,141,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,142,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,143,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,144,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,145,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,146,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,147,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,148,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,149,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,150,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,151,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,152,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,153,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,154,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,155,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,156,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,157,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,158,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,159,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,160,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,161,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,162,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,163,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,164,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,165,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,166,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,167,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,168,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,169,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,170,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,171,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,172,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,173,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,174,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,175,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,176,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,177,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,178,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,179,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,180,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,181,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,182,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,183,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,184,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,185,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,186,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,187,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,188,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,189,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,190,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,191,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,192,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,193,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,194,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,195,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,196,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,197,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,198,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,199,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,200,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,201,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,202,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,203,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,204,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,205,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,206,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,207,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,208,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,209,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,210,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,211,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,212,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,213,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,214,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,215,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,216,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,217,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,218,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,219,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,220,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,221,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,222,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,223,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,224,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,225,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,226,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,227,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,228,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,229,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,230,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,231,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,232,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,233,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,234,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,235,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,236,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,237,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,238,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,239,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,240,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,241,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,242,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,243,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,244,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,245,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,246,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,247,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,248,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,249,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,250,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,251,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,252,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,253,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,254,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,255,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,256,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,257,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,258,0,0,,,,,,,,,,,,,,,,,
206:10:71,10,71,259,3,3,13.187429428100586,13.200679779052734,13.233678817749023,13.187429428100586,13.200679779052734,13.233678817749023,0.005428571254014969,0.009428570978343487,0.014285714365541935,44.778541125060705,57.124126714719125,-37.197925920111565,-0.18729861628991173,,,,
206:10:71,10,71,260,25,25,12.354433059692383,12.702681541442871,13.353341102600098,12.354433059692383,12.702681541442871,13.353341102600098,0.0028571428265422583,0.006571428384631872,0.037142857909202576,47.59805100543624,56.89240676932927,-36.74208590032623,0.0035781037359612,259,1,0.6639813012371786,0.9540256172715711
206:10:71,10,71,261,39,39,12.065433502197266,12.463838577270508,13.264124870300293,12.065433502197266,12.463838577270508,13.264124870300293,0.0028571428265422583,0.009714285843074322,0.040571428835392,48.59766640544005,56.85766371878921,-36.714579564995695,-0.034577413527445054,260,1,0.09383671726650536,0.2964590775546198
206:10:71,10,71,262,226,226,10.85225772857666,11.275543212890625,13.11412525177002,10.85225772857666,11.275543212890625,13.11412525177002,0.0020000000949949026,0.014000000432133675,0.3985714316368103,55.26953997581191,55.943793884492315,-35.598488426177376,-0.3507169344705682,261,1,1.4626926751744946,2.0855431110700966
206:10:71,10,71,263,357,357,10.662554740905762,11.078871726989746,12.850875854492188,10.662554740905762,11.078871726989746,12.850875854492188,0.0022857142612338066,0.012571428902447224,0.7057142853736877,58.74875921879954,55.72803984740472,-35.15618107724971,-0.39898681140409,262,1,0.07219202247642915,0.8059292143737942
206:10:71,10,71,264,343,343,10.429556846618652,10.898479461669922,12.681879043579102,10.429556846618652,10.898479461669922,12.681879043579102,0.0020000000949949026,0.01371428556740284,0.9520000219345093,59.833707102469326,55.699979992342506,-35.17082319795855,-0.4178767344649728,263,1,0.05177176635825577,0.15571164545944538
206:10:71,10,71,265,335,335,10.26979923248291,10.725873947143555,12.621877670288086,10.26979923248291,10.725873947143555,12.621877670288086,0.001714285695925355,0.014285714365541935,0.9428571462631226,60.67146795699845,55.752609004282306,-35.218565653399054,-0.3897858438769019,264,1,0.04992788602396911,0.16853959026308546
206:10:71,10,71,266,356,356,10.246559143066406,10.641782760620117,12.497127532958984,10.246559143066406,10.641782760620117,12.497127532958984,0.0022857142612338066,0.014285714365541935,0.335999995470047,60.811258817441455,55.85624786335161,-35.39144819188537,-0.3699684910921415,265,1,0.05310775196401759,0.15861230116674352
206:10:71,10,71,267,369,369,10.116559982299805,10.607555389404297,12.306879997253418,10.116559982299805,10.607555389404297,12.306879997253418,0.0020000000949949026,0.01342857163399458,0.41428571939468384,62.40926236437657,55.84404000575098,-35.31450830796499,-0.37807526709558914,266,1,0.05593826108633192,0.1829827128349869
206:10:71,10,71,268,384,384,9.981560707092285,10.596590042114258,12.184433937072754,9.981560707092285,10.596590042114258,12.184433937072754,0.0022857142612338066,0.012857142835855484,0.62028568983078,62.67851021165704,55.95033307660526,-35.47887692552557,-0.3470104658639674,267,1,0.058889995585815216,0.1739133843446251
206:10:71,10,71,269,445,445,9.862309455871582,10.424604415893555,12.005685806274414,9.862309455871582,10.424604415893555,12.005685806274414,0.0020000000949949026,0.014285714365541935,0.7671428322792053,63.81942137591321,55.92664269884324,-35.51477365735431,-0.3643643725052772,268,1,0.04900238606971341,0.13981317190735987
206:10:71,10,71,270,457,457,9.736310005187988,10.268696784973145,11.882930755615234,9.736310005187988,10.268696784973145,11.882930755615234,0.001714285695925355,0.01371428556740284,0.9637143015861511,65.0885589383365,55.946031859365505,-35.504786661407095,-0.3394423598760293,269,1,0.04227047102034705,0.1501811013683323
206:10:71,10,71,271,465,465,9.670056343078613,10.1912202835083,11.687167167663574,9.670056343078613,10.1912202835083,11.687167167663574,0.001714285695925355,0.013142856769263744,0.4474285840988159,66.2089438350841,56.00432529123298,-35.51716580069555,-0.325579640313914,270,1,0.04205932041266359,0.13365525876530646
206:10:71,10,71,272,521,521,9.559310913085938,10.054560661315918,11.567474365234375,9.559310913085938,10.054560661315918,11.567474365234375,0.0022857142612338066,0.012571428902447224,0.42742857336997986,67.35633737761012,56.03736732641285,-35.57105829816313,-0.2904886607942122,271,1,0.04806454594730716,0.16203297866296873
206:10:71,10,71,273,478,478,9.488312721252441,9.92428207397461,11.511168479919434,9.488312721252441,9.92428207397461,11.511168479919434,0.0020000000949949026,0.013000000268220901,0.44857141375541687,68.31333286565925,56.077020819582806,-35.63048423917325,-0.28815098359983865,272,1,0.043949243073840405,0.13315602564760773
206:10:71,10,71,274,521,521,9.413565635681152,9.812180519104004,11.2604398727417,9.413565635681152,9.812180519104004,11.2604398727417,0.001714285695925355,0.011714286170899868,0.8174285888671875,69.63082234391823,56.115846447121214,-35.646927478818625,-0.2769476674493932,273,1,0.04273765440900478,0.14119095472953766
206:10:71,10,71,275,524,524,9.334314346313477,9.707395553588867,11.215439796447754,9.334314346313477,9.707395553588867,11.215439796447754,0.001714285695925355,0.012857142835855484,0.7074285745620728,70.9186712692754,56.124374948648544,-35.67714505301351,-0.27835222261440346,274,1,0.04414547008236399,0.11933067129045191
206:10:71,10,71,276,518,518,9.301058769226074,9.607906341552734,11.063441276550293,9.301058769226074,9.607906341552734,11.063441276550293,0.0020000000949949026,0.013142856769263744,0.8374285697937012,71.8074094004097,56.17472242022737,-35.76678181050469,-0.2686287565478392,275,1,0.04188423361105055,0.13257339082574468
206:10:71,10,71,277,540,540,9.209112167358398,9.562482833862305,10.958934783935547,9.209112167358398,9.562482833862305,10.958934783935547,0.0014285714132711291,0.012857142835855484,0.6200000047683716,72.82544162743108,56.22675822633044,-35.83156536331401,-0.21404388389860834,276,1,0.04307560511760699,0.11657317053972802
206:10:71,10,71,278,563,563,9.222314834594727,9.471700668334961,10.829215049743652,9.222314834594727,9.471700668334961,10.829215049743652,0.001714285695925355,0.01342857163399458,0.43542855978012085,73.77690597185538,56.28977599277083,-35.911852438804694,-0.19210330967523562,277,1,0.04516405454743003,0.1357520414392982
