structure_id,semantic,start_frame,end_frame,frames,count_min,count_max,frames_1_to_4,distance_min_m,distance_max_m
206:30:20,30,0,108,109,2,55,1,10.334176063537598,17.03192138671875
206:30:20,30,110,110,1,1,1,1,17.710186004638672,17.710186004638672
206:30:20,30,194,194,1,1,1,1,41.635345458984375,41.635345458984375
206:30:20,30,197,197,1,1,1,1,42.09135055541992,42.09135055541992
206:30:20,30,199,199,1,1,1,1,42.341346740722656,42.341346740722656
206:30:20,30,201,202,2,1,1,2,42.70234680175781,42.821346282958984
206:30:20,30,222,222,1,1,1,1,46.934303283691406,46.934303283691406
206:30:20,30,229,229,1,1,1,1,49.08029556274414,49.08029556274414
206:30:21,30,254,267,14,2,7,4,45.38125991821289,49.08637237548828
206:30:21,30,269,269,1,2,2,1,44.92975997924805,44.92975997924805
206:30:21,30,272,292,21,1,9,11,39.52994155883789,44.093971252441406
206:30:21,30,299,369,71,1,17,6,30.591222763061523,38.6072998046875
206:30:21,30,372,373,2,9,12,0,29.83688735961914,30.044158935546875
206:30:21,30,375,448,74,2,23,1,24.877273559570312,29.447021484375
206:30:22,30,0,5,6,12,18,0,38.164466857910156,38.45234680175781
206:30:23,30,188,216,29,5,18,0,21.78251838684082,24.062952041625977
206:30:23,30,276,297,22,1,6,21,22.916763305664062,24.80156135559082
206:30:23,30,302,304,3,4,6,1,25.30573272705078,25.359952926635742
206:30:23,30,306,306,1,1,1,1,25.38128089904785,25.38128089904785
206:30:23,30,314,344,31,1,8,18,26.208757400512695,28.92693328857422
206:30:23,30,347,364,18,1,4,18,29.2265567779541,31.41355323791504
206:30:23,30,369,369,1,3,3,1,32.44475173950195,32.44475173950195
206:30:23,30,371,375,5,1,4,5,32.94930648803711,34.15974807739258
206:30:23,30,434,438,5,1,3,5,41.83330154418945,42.01954650878906
206:30:23,30,440,448,9,1,4,9,41.17729949951172,41.931549072265625
