structure_id,semantic,category,instance_id,moving_label,observed_frames_all,observed_frames_in_range,first_frame_all,last_frame_all,first_frame_in_range,last_frame_in_range,unobserved_frames_inside_span,maximum_gap_frames,returns_all,returns_2p5_50m,frames_1_to_4,spearman_count_distance,count_min,count_median,count_p95,count_max,distance_min,distance_median,distance_p95,distance_max,adjacent_nn_median_min,adjacent_nn_median_median,adjacent_nn_median_p95,adjacent_nn_median_max,adjacent_nn_p95_min,adjacent_nn_p95_median,adjacent_nn_p95_p95,adjacent_nn_p95_max,world_x_min_m,world_x_max_m,world_y_min_m,world_y_max_m,world_z_min_m,world_z_max_m,temporal_thirds_nn_median_max_m,temporal_thirds_nn_p95_max_m,contiguous_visible_segments,longest_contiguous_visible_frames
206:20:2,20,其他车辆,2,False,190,190,256,448,256,448,3,4,24875,24875,2,-0.8251888420582014,2.0,34.5,350.0,361.0,7.837218284606934,11.903075218200684,22.762472724914552,22.93889808654785,0.010396308255785018,0.04192159832575418,0.12515358790737774,2.4110697334149114,0.05537229207606895,0.16795757451597954,1.1694392544856271,2.7128888141711713,56.85953077366415,59.4277647965203,-39.63850184313835,-37.39043651696095,-1.0648508058034194,-0.053982503204708765,0.08967042095844972,0.5001508625017594,2,108
206:254:12,254,运动行人,12,True,124,124,132,378,132,378,123,124,2411,2411,1,-0.9203952319058588,3.0,15.0,38.849999999999994,43.0,19.504322052001953,35.78886604309082,47.63488655090332,49.816368103027344,0.03874145324929866,0.13383115550662644,0.16837172613491663,14.337928754876458,0.06306888745402177,0.23853631044626855,0.35234354196464984,14.405839680309592,36.7386025951993,55.16217957746936,-67.17297114090096,-47.95053337505467,-1.7124269853143026,0.984025053118266,16.456913214763595,17.773862577711125,2,71
206:254:13,254,运动行人,13,True,115,115,154,379,154,379,111,112,2502,2502,2,-0.9169056622167755,3.0,20.0,40.0,43.0,19.942790985107422,32.646331787109375,39.968058776855464,41.741432189941406,0.06904400564362005,0.1360146795672279,0.17140734852793502,15.146405060344247,0.1494281946303811,0.24853667225981035,0.5878539767691684,15.319364319074447,35.663121292353836,54.88794608339484,-67.13791460546427,-47.72199426148404,-1.7484722812592228,1.0180516738144867,17.490370363895735,19.115709777398955,2,63
206:254:14,254,运动行人,14,True,34,34,0,38,0,38,5,6,272,272,8,0.4790938359996002,1.0,9.5,13.0,15.0,37.89164733886719,39.46970558166504,41.16874771118164,41.230690002441406,0.1321028096523963,0.21823345589128904,0.5269917973242834,0.8847403745799637,0.23900215519737217,0.40930041759544034,0.8432026276218265,0.9617204733320621,30.956478118896484,34.64366465046447,26.87662124633789,30.20585204450972,-1.4194587334071824,0.31732354549455044,1.4827371991405343,1.9157224260540249,2,18
206:254:5,254,运动行人,5,True,1,1,340,340,340,340,0,0,1,1,1,,1.0,1.0,1.0,1.0,21.62928581237793,21.62928581237793,21.62928581237793,21.62928581237793,,,,,,,,,40.073719148825866,40.073719148825866,-63.73139295284122,-63.73139295284122,-0.3426685792948303,-0.3426685792948303,,,1,1
206:254:6,254,运动行人,6,True,49,49,0,105,0,105,57,55,299,299,14,-0.4589962029732826,1.0,7.0,11.0,13.0,21.68380355834961,26.937110900878906,32.20966796875,39.50389099121094,0.05204454050268175,0.1172652904104529,0.3760401099557076,2.2305701317845887,0.05204454050268175,0.2366893528789632,0.543071428968045,2.2305701317845887,-21.587797327874938,-19.84777624932958,6.099052521454501,7.923197594798422,4.290065705755219,5.3201487096853,0.3751498975255624,0.952186710818254,4,43
206:254:7,254,运动行人,7,True,130,130,0,146,0,146,17,8,2057,2057,36,-0.598651191771124,1.0,11.5,48.0,83.0,12.410161972045898,23.0231351852417,46.78656311035156,49.73147201538086,0.04989429130757534,0.14314524236510937,0.43043744078144286,1.3387513857876905,0.08476115879640717,0.24726060219481424,0.8593950252142237,1.4526648993459197,-2.1116284935590706,2.041474668371654,12.042810440063477,27.136034082874872,-2.7671950567506327,-0.8988670706748962,3.5326837861303177,6.5147506477327255,6,66
206:254:8,254,运动行人,8,True,114,114,26,226,26,226,87,50,1452,1452,24,-0.5644413585976211,1.0,13.5,26.0,37.0,14.606025695800781,19.500398635864258,41.989851188659664,43.33549880981445,0.043446338147829326,0.12127859197918683,0.518260954013262,1.160603260527085,0.1126018956345199,0.23709178970119651,0.7557216643207929,1.270091780118774,45.91938339122993,47.81229599493279,-16.727032593761734,-13.631953401931742,-1.2292763348513387,0.45657243835689976,1.372967284430642,2.3322785259813217,9,65
206:254:9,254,运动行人,9,True,136,136,25,206,25,206,46,27,2239,2239,34,-0.6705350080135534,1.0,15.5,40.5,56.0,15.799062728881836,21.04645347595215,40.3226318359375,42.22050094604492,0.021034314657373234,0.09621814982325715,0.4601480196560153,1.0491015749653114,0.04742821701521967,0.23551715076834975,0.934399450155231,1.2554333190441547,45.77867649843309,47.46532244517316,-13.723921765721649,-12.038947152453376,-1.3374160397894557,0.4506739888606396,0.35197302949279813,0.717530272716349,10,60
206:255:6,255,运动骑摩托车者,6,True,71,71,3,75,3,75,2,2,1705,1705,5,-0.4489875506709515,1.0,19.0,47.0,55.0,21.308530807495117,26.36824607849121,46.406639099121094,49.313743591308594,0.12593270844613869,0.3108786001458836,0.8076554629494457,1.465607889087924,0.232886917829346,0.6420899162627522,1.320836519275543,1.529741613747202,-9.473357589060477,6.876394853204536,20.606180940756165,46.16752389052537,-3.1139609251730653,-0.7972277299452539,6.380001566791645,14.313623811878715,3,41
206:30:19,30,行人,19,False,152,148,0,263,0,233,112,63,7305,7301,31,-0.89891256968274,1.0,54.0,98.65,105.0,10.006522178649902,13.274526596069336,44.429006576538086,49.33803939819336,0.019248102789783936,0.044026901788299724,0.38505685036504045,0.7787555358119906,0.049258843051310605,0.099809380674335,0.4589100340296358,0.7787555358119906,11.702042579650879,12.525165650304,12.036779302893349,12.707044189094713,-2.1368813964669338,-0.7522051239038613,0.05421852888391,0.20279625797072573,10,122
206:30:20,30,行人,20,False,122,117,0,269,0,229,148,84,3624,3619,9,-0.8325749609726707,1.0,33.0,48.0,55.0,10.334176063537598,12.188505172729492,41.72654647827148,49.08029556274414,0.018044174379422004,0.0459146414361057,0.16519235911896404,0.49662715636032445,0.056878066388410156,0.09244504605532715,0.23580675942526502,0.49662715636032445,10.774855944353812,11.457896756040757,12.319611967861155,13.05779850458989,-1.8192344515053294,-0.7072670858790564,0.03604800686375762,0.1936128986962849,8,109
206:30:21,30,行人,21,False,183,183,254,448,254,448,12,7,1915,1915,23,-0.7896945399400821,1.0,11.0,19.0,23.0,24.877273559570312,33.08365249633789,46.5576057434082,49.08637237548828,0.007853251533149528,0.1090964101104487,0.38030377003241317,0.7692971060993647,0.031005638517161364,0.32626661229969434,0.6129854020645445,0.9952964844989887,89.17646111807139,90.00882967522712,-51.206859647725146,-50.302932190273765,0.8337935963330092,1.9667996403595756,0.04825731742301999,0.1817354891013257,6,74
206:30:22,30,行人,22,False,6,6,0,5,0,5,0,1,86,86,0,-0.3188740696088466,12.0,14.0,17.25,18.0,38.164466857910156,38.35050964355469,38.44571495056152,38.45234680175781,0.13897114390491622,0.17522427296451204,0.20032535833118553,0.20280446171702188,0.33761580519434037,0.4108789658260978,0.5848174176519387,0.6173427186193801,-30.208631051496795,-28.654200411366165,-24.42825698852539,-23.54959460515406,-2.428305717893062,-0.9468751704491997,0.21977893110757166,0.4028456478881467,1,6
206:30:23,30,行人,23,False,124,124,188,448,188,448,137,60,654,654,79,-0.6345190836161366,1.0,4.0,13.849999999999994,18.0,21.78251838684082,26.823719024658203,41.73545513153076,42.01954650878906,0.0165721509288768,0.12267369023423921,0.4775802172511209,1.1000196616306113,0.02671828119118931,0.24947783950645824,0.5784273075488389,1.1000196616306113,55.638716467169615,57.274344587029496,-20.16127054212851,-19.180721394234762,0.32302444617539416,1.0934194285306804,0.14059663119925253,0.3893905517940776,10,31
