frame,slots,returns_all,empty_slots,empty_nonzero_label,empty_nonzero_intensity,returns_2p5_50m,valid_normal,valid_anomaly,ignored_in_range,returns_below_2p5m,returns_above_50m,native_anomaly_all,normal_without_instance,normal_with_instance,coincident_xyz_extra_records,identical_xyzi_extra_records,range_all_min,range_all_p05,range_all_p25,range_all_median,range_all_p75,range_all_p95,range_all_p99,range_all_max,range_normal_min,range_normal_p05,range_normal_p25,range_normal_median,range_normal_p75,range_normal_p95,range_normal_p99,range_normal_max,intensity_all_min,intensity_all_p05,intensity_all_p25,intensity_all_median,intensity_all_p75,intensity_all_p95,intensity_all_p99,intensity_all_max,intensity_normal_min,intensity_normal_p05,intensity_normal_p25,intensity_normal_median,intensity_normal_p75,intensity_normal_p95,intensity_normal_p99,intensity_normal_max,negative_intensity,zero_intensity,empty_intensity_min,empty_intensity_max,intensity_quantization_residual_max,rays_behind_origin,ray_residual_m_min,ray_residual_m_p05,ray_residual_m_p25,ray_residual_m_median,ray_residual_m_p75,ray_residual_m_p95,ray_residual_m_p99,ray_residual_m_max,horizontal_pairs,horizontal_spacing_m_min,horizontal_spacing_m_p05,horizontal_spacing_m_p25,horizontal_spacing_m_median,horizontal_spacing_m_p75,horizontal_spacing_m_p95,horizontal_spacing_m_p99,horizontal_spacing_m_max,vertical_pairs,vertical_spacing_m_min,vertical_spacing_m_p05,vertical_spacing_m_p25,vertical_spacing_m_median,vertical_spacing_m_p75,vertical_spacing_m_p95,vertical_spacing_m_p99,vertical_spacing_m_max,reused_numeric_instance_ids,sensor_world_x_m,sensor_world_y_m,sensor_world_z_m,travel_from_previous_m
95,131072,121236,9836,0,9836,118516,118388,0,128,1383,1337,0,112453,5935,0,0,1.1475518941879272,2.839484214782715,4.631829500198364,8.024801254272461,15.126943826675415,31.539152145385742,51.9061782836909,147.56028747558594,2.5005948543548584,2.8670650482177735,4.688696503639221,8.021175384521484,14.944849491119385,29.542844295501702,41.49061809539796,49.977500915527344,0.0020000000949949026,0.026000000536441803,0.09714286029338837,0.20228570699691772,0.3505714237689972,0.6174286007881165,0.9585714340209961,1.624571442604065,0.0020000000949949026,0.02914285659790039,0.09971428662538528,0.20314285159111023,0.34857141971588135,0.6005714535713196,0.8557142615318298,1.624571442604065,0,0,0.0014285714132711291,0.8105714321136475,0.00020837783813476562,0,1.497821108447049e-08,3.8492074660971636e-05,0.0001873679930231781,0.0003928171348325581,0.0007938906654108235,0.002403453871450857,0.004762754496475989,0.014590706048943332,116888,0.014395254664123058,0.01755478624254465,0.03843981306999922,0.08344826102256775,0.22933494299650192,7.125232481956481,21.366781558990557,44.76410675048828,116068,0.011000578291714191,0.017528530675917864,0.03252606187015772,0.09764939546585083,0.25710712373256683,3.9455648899078275,17.6139016723633,44.185062408447266,5;7,16.385229490581004,-0.08240210122835642,0.7866922185588837,0.2414755449764315
96,131072,121661,9411,0,9411,118941,118795,0,146,1412,1308,0,112815,5980,0,0,1.1488946676254272,2.867424249649048,4.451133728027344,7.869362831115723,15.029046058654785,31.361717224121094,51.24481506347641,147.33230590820312,2.501035451889038,2.8862209796905516,4.538447618484497,7.867372989654541,14.855061054229736,29.448917579650857,41.500921478271486,49.993282318115234,0.0014285714132711291,0.02628571353852749,0.09828571230173111,0.20399999618530273,0.35114285349845886,0.6122857332229614,0.9530857086181608,1.6325714588165283,0.0014285714132711291,0.02914285659790039,0.10085714608430862,0.20485714077949524,0.34928570687770844,0.5971428751945496,0.8474457049369806,1.6325714588165283,0,0,0.0014285714132711291,0.8277142643928528,0.00020837783813476562,0,2.0320254488885094e-08,3.766777491773264e-05,0.00018697051629999875,0.0003886178754237622,0.000788922340569677,0.002382159217457384,0.00473368565003168,0.015285622651691292,117307,0.014494851231575012,0.017701760120689868,0.036593543365597725,0.08028996735811234,0.22561076283454895,6.9815978050231875,21.15199287414551,45.25209426879883,116467,0.011074939742684364,0.01750072743743658,0.030408787541091442,0.09327013045549393,0.2551460564136505,3.840615415573119,17.127426910400388,44.15810012817383,5;6;7,16.583909696908464,-0.2551703635805163,0.774905167467476,0.2635557463534766
97,131072,122012,9060,0,9060,119305,119165,0,140,1369,1338,0,113202,5963,0,0,1.1179156303405762,2.901329052448273,4.226030588150024,7.708347797393799,14.831003427505493,31.229508590698238,51.59684089660643,154.16297912597656,2.5005226135253906,2.918194627761841,4.327835559844971,7.70313024520874,14.656133651733398,29.37045555114743,41.4656233215332,49.984771728515625,0.001714285695925355,0.025714285671710968,0.09914285689592361,0.20514285564422607,0.3531428575515747,0.6118428617715828,0.9190485596656794,1.6242856979370117,0.001714285695925355,0.028857143595814705,0.10171428322792053,0.20600000023841858,0.35114285349845886,0.5962285637855497,0.8403885650634767,1.6200000047683716,0,0,0.0014285714132711291,0.8551428318023682,0.00020837783813476562,0,4.996650498068621e-08,3.706737088646253e-05,0.00018614418759114345,0.0003832219910755491,0.0007815620545210334,0.002366396350971982,0.004748393790722041,0.014622502349556376,117672,0.014721952378749847,0.017919859755784272,0.03485208470374346,0.0767027884721756,0.21764444559812546,6.715910601615902,21.025357074737542,45.14908981323242,116841,0.010842960327863693,0.01755310781300068,0.028827322646975517,0.08851207792758942,0.2481890469789505,3.7784526348114014,16.813403320312542,43.23613357543945,5;6;7,16.76568060575897,-0.4054293903461813,0.7821728135692724,0.2359475727969347
98,131072,122505,8567,0,8567,120087,119955,0,132,1102,1316,0,113914,6041,0,0,1.1585447788238525,2.9374991416931153,4.073773384094238,7.590295791625977,14.737735748291016,30.99735908508301,51.10256515502927,153.84146118164062,2.5000557899475098,2.951987314224243,4.137718439102173,7.5718488693237305,14.552633285522461,29.26542720794675,41.50727554321283,49.99664306640625,0.001714285695925355,0.026000000536441803,0.09942857176065445,0.20314285159111023,0.349142849445343,0.6034285426139832,0.8808457398414589,1.6214286088943481,0.001714285695925355,0.028857143595814705,0.10171428322792053,0.2045714259147644,0.3479999899864197,0.5903714239597287,0.8360000252723694,1.6180000305175781,0,0,0.001714285695925355,0.547428548336029,0.00020837783813476562,0,5.204219520523748e-08,3.812108637552493e-05,0.00018477866738189806,0.00037298457686827936,0.0007742574026033436,0.0023276059271344247,0.004699863058492048,0.019575265459678796,118509,0.014502192847430706,0.018204957246780396,0.033451881259679794,0.07442746311426163,0.21716833114624023,6.822760486602774,20.9218859863281,43.842105865478516,117605,0.01123710535466671,0.01765788458287716,0.027576951310038567,0.08494602143764496,0.24204786121845245,3.7085373878478913,16.908992004394516,43.14613342285156,5;6;7,16.9580971460129,-0.5696743785965216,0.7804445928036805,0.2529891852938805
99,131072,123039,8033,0,8033,121305,121159,0,146,418,1316,0,115096,6063,0,0,1.144553780555725,2.9733016014099123,3.9322855472564697,7.453725814819336,14.574063777923584,30.73833389282226,50.51614837646483,153.7004852294922,2.5008840560913086,2.978871393203735,3.9270381927490234,7.388380527496338,14.276315689086914,29.052854537963857,41.51222564697264,49.995548248291016,0.001714285695925355,0.026571428403258324,0.09971428662538528,0.20257142186164856,0.3442857265472412,0.5920000076293945,0.8782857060432434,1.6174285411834717,0.001714285695925355,0.029428571462631226,0.10285714268684387,0.20514285564422607,0.34542858600616455,0.5928571224212646,0.8772628593444819,1.6037142276763916,0,0,0.0014285714132711291,0.7522857189178467,0.00020837783813476562,0,6.814399447012766e-08,3.6537138868238976e-05,0.0001816038010570226,0.0003627885818209471,0.0007626913070944426,0.0022892508641781505,0.0047016194500328744,0.01907401538451599,119815,0.015037178061902523,0.01842506807297468,0.03187077306210995,0.07169826328754425,0.21255909651517868,6.638139915466308,20.592752418518067,46.17706298828125,118872,0.011308055371046066,0.017750731855630874,0.02634548908099532,0.0813475027680397,0.23277533054351807,3.7418585538864124,16.715378780364972,44.86402893066406,5;6;7,17.164011109593748,-0.7340108802187583,0.7865322979815103,0.26352249679551515
100,131072,123500,7572,0,7572,121789,121638,0,151,396,1315,0,115524,6114,0,0,1.1345605850219727,2.999074101448059,3.7992743253707886,7.304720878601074,14.27064561843872,30.42935209274289,50.48806293487538,153.29507446289062,2.52362322807312,3.0037922501564025,3.7915314435958862,7.245134353637695,14.019963264465332,28.824751567840565,41.46647483825685,49.993995666503906,0.0014285714132711291,0.02628571353852749,0.10057143121957779,0.20228570699691772,0.34057143330574036,0.5842857360839844,0.8822885710000977,1.610285758972168,0.0014285714132711291,0.029428571462631226,0.10371428728103638,0.20485714077949524,0.34200000762939453,0.5851428508758545,0.8825713992118835,1.6062856912612915,0,0,0.001714285695925355,0.7754285931587219,0.0002079010009765625,0,5.599951230833978e-08,3.452884168525615e-05,0.00017820143825936148,0.00035205369491935054,0.0007507076071635711,0.0022295721202661837,0.004727240936632904,0.014263438111989938,120355,0.015405068174004555,0.018652549386024474,0.03076583705842495,0.06930019706487656,0.20754966139793396,6.692469787597645,20.99500736236569,45.12305450439453,119400,0.011849167756736279,0.017930278461426495,0.025639279279857874,0.07730051875114441,0.22387759760022163,3.6212615728378275,16.691168613433817,44.85505294799805,5;6;7,17.377789718484767,-0.9060062487229784,0.7747935043332064,0.27462975017757857
101,131072,123835,7237,0,7237,122095,121962,0,133,492,1248,0,115921,6041,0,0,1.1804230213165283,3.012096810340881,3.732512354850769,7.22348165512085,14.115139961242676,29.924483108520484,50.08514442443859,179.5419158935547,2.5000267028808594,3.0186468362808228,3.734947919845581,7.164793014526367,13.838884353637695,28.341213798522947,40.82406986236572,49.98721694946289,0.001714285695925355,0.02685714326798916,0.10314285755157471,0.2028571367263794,0.335999995470047,0.5777142643928528,0.87971431016922,1.6231428384780884,0.001714285695925355,0.029999999329447746,0.10571428388357162,0.20485714077949524,0.3368571400642395,0.5777142643928528,0.8766828572750089,1.6194285154342651,0,0,0.0014285714132711291,0.7174285650253296,0.00020837783813476562,0,7.80881539090626e-08,3.357636523055475e-05,0.00017727873937853098,0.0003484480488312337,0.0007427163216954487,0.0021580153580469694,0.004628248952339843,0.02587731671178601,120583,0.014953400939702988,0.018764300830662252,0.029869617894291878,0.0672546774148941,0.20058462768793106,6.6726344108581515,21.228102340698182,46.23808288574219,119686,0.011387350969016552,0.01802448509261012,0.02506565349176526,0.07423815131187439,0.21619122102856636,3.646014451980591,16.831061077117905,47.179054260253906,6;7,17.57200875044747,-1.113316619567389,0.7556864680943143,0.2847168787936726
102,131072,124164,6908,0,6908,122198,121808,0,390,700,1266,0,115743,6065,0,0,1.1765332221984863,3.026947855949402,3.7301218509674072,7.136810302734375,13.86046314239502,29.31102180480956,50.37370536804198,152.87728881835938,2.5001449584960938,3.0398526549339295,3.7479373812675476,7.110274791717529,13.626113176345825,28.002407646179194,39.10523456573484,49.987213134765625,0.0014285714132711291,0.027142856270074844,0.10428571701049805,0.20342856645584106,0.3319999873638153,0.567714273929596,0.8434285521507263,1.6165714263916016,0.0014285714132711291,0.03028571419417858,0.10685714334249496,0.2045714259147644,0.3317142724990845,0.5591428279876709,0.7960000038146973,1.6154285669326782,0,0,0.001714285695925355,0.7148571610450745,0.0002079010009765625,0,4.00086930755836e-08,3.425401746973644e-05,0.00017600302434304417,0.0003460493928193905,0.0007356474376627703,0.002120803400638866,0.004464041489122264,0.01791892346982716,120385,0.014757960103452206,0.018886858969926833,0.02952169068157673,0.06539332866668701,0.19518490135669708,6.423671627044644,20.549963607788147,45.79905700683594,119515,0.01194407232105732,0.018253145553171635,0.024887501262128353,0.07178220897912979,0.2101736217737198,3.482958102226255,16.50413623809815,44.294029235839844,5;7,17.762272561662083,-1.3262852625097739,0.7599911560720619,0.2856124840990269
103,131072,124469,6603,0,6603,122595,122073,0,522,626,1248,0,115895,6178,0,0,1.1595439910888672,3.04140625,3.775560140609741,7.095731735229492,13.76411247253418,29.03238143920898,50.041448974609196,180.11766052246094,2.500034809112549,3.0571734428405763,3.7993175983428955,7.068642616271973,13.509662628173828,27.790104675292948,38.54071411132812,49.99972915649414,0.001714285695925355,0.02742857113480568,0.1062857136130333,0.20342856645584106,0.3302857279777527,0.5657142996788025,0.836571455001831,1.6157143115997314,0.001714285695925355,0.030571429058909416,0.10885713994503021,0.20485714077949524,0.329714298248291,0.5565714240074158,0.7837942862510677,1.6119999885559082,0,0,0.001714285695925355,0.5834285616874695,0.00020837783813476562,0,5.949866683680619e-08,3.4502965582897495e-05,0.0001751855429801892,0.0003455643354096991,0.0007289951875385184,0.0020923607948026644,0.0043500926315286695,0.02369094292013276,120670,0.014905842021107674,0.018938222620636224,0.029479811899363995,0.06387379765510559,0.19129467010498047,6.517703509330738,20.301741504669156,44.35306167602539,119775,0.012017820961773396,0.018308667279779912,0.02482607588171959,0.06989071518182755,0.20438417047262192,3.3889324426650993,16.681516304016068,44.6700553894043,7,17.954500962438555,-1.5404522653846817,0.7785639716190073,0.28838206023059315
104,131072,124742,6330,0,6330,123133,122908,0,225,291,1318,0,116682,6226,0,0,1.17887544631958,3.052954912185669,3.7865850925445557,7.0190110206604,13.776103019714355,28.81024770736694,51.07654666900634,152.3154754638672,2.5000925064086914,3.0575119256973267,3.7812739610671997,6.954829216003418,13.465871572494507,27.311255741119382,37.86881576538085,49.94277572631836,0.001714285695925355,0.027142856270074844,0.10742857307195663,0.20114286243915558,0.3257142901420593,0.5562857389450073,0.8327400010824193,1.621999979019165,0.001714285695925355,0.030571429058909416,0.11057142913341522,0.2028571367263794,0.32685714960098267,0.5537142753601074,0.8097142577171326,1.6168571710586548,0,0,0.0014285714132711291,0.6734285950660706,0.00020742416381835938,0,6.713868806006203e-08,3.4118574548239776e-05,0.00017384935279198885,0.0003443598562400384,0.0007248066621600234,0.002074673990224507,0.004286385086182982,0.02046835977866199,121510,0.014938609674572945,0.018962262943387032,0.029482258018106222,0.0627971887588501,0.18934731930494308,6.323893070220942,19.963610076904313,44.86205291748047,120588,0.01198254618793726,0.018347104359418154,0.024807497393339872,0.06755127012729645,0.20153040438890457,3.371636986732482,16.60223691940312,44.89710235595703,5;6;7,18.156166306877587,-1.7658883622711818,0.7995838447112884,0.303203199178288
105,131072,125092,5980,0,5980,123716,123556,0,160,94,1282,0,117381,6175,0,0,1.1694300174713135,3.0714612007141113,3.8144498467445374,6.944099426269531,13.71142864227295,28.636677837371824,50.645152740478366,151.97572326660156,2.5007307529449463,3.071858525276184,3.797349691390991,6.8538665771484375,13.358829975128174,26.943678855895996,37.73132820129394,49.992645263671875,0.001714285695925355,0.027142856270074844,0.10885713994503021,0.20085714757442474,0.3240000009536743,0.5580000281333923,0.8317399895191183,1.6165714263916016,0.001714285695925355,0.030571429058909416,0.1120000034570694,0.20314285159111023,0.32600000500679016,0.5591428279876709,0.8322857022285461,1.6165714263916016,0,0,0.0014285714132711291,1.3300000429153442,0.00020837783813476562,0,2.1114326796637638e-08,3.401976341549751e-05,0.00017165667487725026,0.00034334247727552743,0.0007188676708885538,0.0020599309976509087,0.004208941048257123,0.020426315901720397,122232,0.015287543646991253,0.018993094377219678,0.029698911122977734,0.0618797242641449,0.18648747727274895,6.263607883453367,19.77844903945925,44.78506851196289,121347,0.012243702076375484,0.018362865224480628,0.02494764793664217,0.06563961505889893,0.2000487670302391,3.3438194751739476,16.57689094543453,45.56209945678711,5;6;7,18.3711981684758,-1.9707852930678558,0.7880766940226178,0.29724378592203027
106,131072,125338,5734,0,5734,123983,123808,0,175,87,1268,0,117622,6186,0,0,1.1345605850219727,3.0841757893562316,3.862969994544983,6.860057353973389,13.556130647659302,28.475607204437253,50.457482337952044,151.63345336914062,2.5552055835723877,3.0845764517784118,3.847186028957367,6.770465850830078,13.215791940689087,26.730492687225336,37.800451812744136,49.9860954284668,0.001714285695925355,0.027142856270074844,0.10971428453922272,0.20028571784496307,0.32199999690055847,0.5600000023841858,0.8311428427696228,1.6311428546905518,0.001714285695925355,0.030857142060995102,0.1128571406006813,0.20257142186164856,0.3237142860889435,0.5614285469055176,0.8311428427696228,1.6157143115997314,0,0,0.0014285714132711291,0.5431428551673889,0.00020742416381835938,0,6.919853531391346e-08,3.4838000022072467e-05,0.00017064234437657393,0.0003428773960043811,0.0007134895680458642,0.0020477925696575066,0.004237415883153756,0.02037139055449607,122447,0.015706486999988556,0.019063447788357734,0.030026345513761044,0.06116703525185585,0.18258295953273773,6.234112119674682,20.195460968017528,44.27206802368164,121558,0.012773308902978897,0.01843827636912465,0.025135102216154337,0.06403473019599915,0.19549734517931938,3.293291795253753,16.666280422210683,42.37416076660156,5;7,18.569321469762063,-2.2166107869929492,0.79733208299213,0.3158618023773376
107,131072,125670,5402,0,5402,124332,124141,0,191,96,1242,0,117927,6214,0,0,1.1735351085662842,3.0947375655174256,3.8876858949661255,6.78624153137207,13.44979739189148,28.08486766815184,49.54685855865478,144.3440704345703,2.5882458686828613,3.0953047275543213,3.8710386753082275,6.706331253051758,13.059529304504395,26.456523895263672,37.75372467041016,49.99710464477539,0.001714285695925355,0.02742857113480568,0.11028571426868439,0.1997142881155014,0.31857141852378845,0.5597142577171326,0.8203742998838418,1.6160000562667847,0.001714285695925355,0.030857142060995102,0.11314285546541214,0.20200000703334808,0.32028570771217346,0.5611428618431091,0.8204571485519426,1.6142857074737549,0,0,0.0011428571306169033,0.9037142992019653,0.00020742416381835938,0,8.139618808847817e-08,3.4425837130778356e-05,0.0001686831853041302,0.00033976771577881506,0.0007084785602661976,0.0020418303490958405,0.004206892894261353,0.01920928280516197,122740,0.016114072874188423,0.019149477407336236,0.030288723297417164,0.061010852456092834,0.18217676877975464,6.323138332366938,20.83035385131836,44.58306884765625,121876,0.01266445778310299,0.018507066182792187,0.025374552700668573,0.0632295161485672,0.19445210695266724,3.4059388637542725,16.956844329833984,44.414066314697266,5;7,18.785072366178962,-2.4373391544110117,0.8126087420400715,0.309035334224755
108,131072,125991,5081,0,5081,124703,124501,0,202,93,1195,0,118363,6138,0,0,1.1402113437652588,3.1091161966323853,3.925837993621826,6.727788925170898,13.288614749908447,27.724453926086426,48.533861923217785,150.97271728515625,2.594322443008423,3.1095409393310547,3.91048002243042,6.658094882965088,12.925481796264648,26.201688766479492,37.82052993774414,49.945396423339844,0.0014285714132711291,0.027142856270074844,0.10971428453922272,0.19828571379184723,0.3174285590648651,0.5625714063644409,0.8091428279876709,1.6217142343521118,0.0014285714132711291,0.030571429058909416,0.11257142573595047,0.20028571784496307,0.3188571333885193,0.5640000104904175,0.8088571429252625,1.6217142343521118,0,0,0.0011428571306169033,0.6797142624855042,0.0002079010009765625,0,7.34389360539667e-08,3.377500967078679e-05,0.0001673294867934305,0.0003368212332119591,0.0007037974795664646,0.0020149456260328625,0.004211331915137797,0.020281370520220155,123176,0.01602260395884514,0.01926032453775406,0.030504062306135893,0.06078173220157623,0.18093569204211235,6.255449295043945,20.759416580200195,44.28411102294922,122236,0.01250936184078455,0.018608716316521168,0.02554514305666089,0.061760738492012024,0.19139550253748894,3.2077401280403137,16.85100955963131,44.26911544799805,5;7,18.99726133090614,-2.6554072108700257,0.8209794204706278,0.30438117920987107
109,131072,126161,4911,0,4911,124883,124678,0,205,93,1185,0,118728,5950,0,0,1.1435545682907104,3.1254565715789795,3.959578514099121,6.6513991355896,13.146711349487305,27.284648895263672,47.649825286865024,150.67471313476562,2.5574116706848145,3.125973665714264,3.941468060016632,6.593228340148926,12.76807689666748,25.757453632354732,37.00316440582272,49.9637336730957,0.001714285695925355,0.027142856270074844,0.11057142913341522,0.19771428406238556,0.31857141852378845,0.569428563117981,0.8222857117652893,1.6265714168548584,0.001714285695925355,0.030857142060995102,0.11342857033014297,0.1997142881155014,0.32028570771217346,0.571142852306366,0.8231428861618042,1.6265714168548584,0,0,0.0014285714132711291,0.9351428747177124,0.0002079010009765625,0,2.890253375279991e-08,3.4154718308050354e-05,0.0001662631533416558,0.0003315166890523614,0.0006985484922699731,0.0020151937630602827,0.004143354899116013,0.020238037018924446,123333,0.015925167128443718,0.019366472214460372,0.030622713267803192,0.06016157940030098,0.1758478283882141,6.288776874542204,21.02580291748044,44.88605499267578,122328,0.01250298973172903,0.01869762884452939,0.02573367301374674,0.06007479503750801,0.1890953928232193,3.358814334869376,16.81679582595825,45.032066345214844,5;7,19.215966545118945,-2.884072008452748,0.8331337980989316,0.316650105436501
110,131072,126208,4864,0,4864,124955,124779,0,176,93,1160,0,119039,5740,0,0,1.1648844480514526,3.1431711435317995,3.988959014415741,6.651451110839844,13.138774394989014,26.905817699432372,47.23554889678952,182.21925354003906,2.5579729080200195,3.1434547901153564,3.9718523025512695,6.583940505981445,12.71690559387207,25.42670726776123,36.713780899047855,49.99054718017578,0.0011428571306169033,0.02800000086426735,0.11085714399814606,0.19685713946819305,0.3188571333885193,0.5757142901420593,0.843999981880188,1.615142822265625,0.0011428571306169033,0.03140000030398384,0.11342857033014297,0.1988571435213089,0.32028570771217346,0.5774285793304443,0.845777134895325,1.615142822265625,0,0,0.001714285695925355,0.943142831325531,0.0002079010009765625,0,6.012974312901544e-08,3.4776666633604025e-05,0.00016453364667511853,0.0003258989539346131,0.0006956653957496869,0.0020107928552705956,0.0041110439587595075,0.02020487340481144,123526,0.01586432009935379,0.019451278261840343,0.03097176505252719,0.05984697490930557,0.17550057172775269,6.355609655380249,20.496639728546143,43.133052825927734,122488,0.012049034237861633,0.018778492137789725,0.026043322402983904,0.05954588204622269,0.1865788996219635,3.4253352284431444,16.512243633270305,43.10808181762695,5;7,19.43122648578709,-3.123223289278925,0.8353711055849854,0.3217688342926347
111,131072,126170,4902,0,4902,124903,124721,0,182,90,1177,0,119119,5602,0,0,1.1595441102981567,3.155396807193756,4.013281345367432,6.599244117736816,13.137877702713013,26.724020576477034,47.53108501434325,150.1562042236328,2.520416259765625,3.1556334495544434,3.996281862258911,6.536947727203369,12.659088134765625,25.20700454711914,36.95080413818362,49.977081298828125,0.001714285695925355,0.027714285999536514,0.10914285480976105,0.19514285027980804,0.3174285590648651,0.5820000171661377,0.8625714182853699,1.6297142505645752,0.001714285695925355,0.030857142060995102,0.1120000034570694,0.1971428543329239,0.3191428482532501,0.5839999914169312,0.8639428734779366,1.6297142505645752,0,0,0.0014285714132711291,1.0048571825027466,0.00020742416381835938,0,3.551433888954097e-08,3.449090105351328e-05,0.00016266562360182563,0.00032188396851406086,0.0006941312887730232,0.0020241410372184984,0.004159104942784256,0.020152203295003973,123469,0.015630092471837997,0.019525324925780296,0.03144511952996254,0.0598750077188015,0.17510724067687988,6.157230281829832,20.506714706420883,39.60413360595703,122445,0.011723602190613747,0.01887153796851635,0.026197277009487152,0.058966442942619324,0.1843419075012207,3.446241283416721,16.78561729431152,40.211219787597656,5;7,19.647815011445903,-3.3493156904644996,0.8443220042708015,0.3132227352990221
112,131072,126353,4719,0,4719,125092,124922,0,170,86,1175,0,119273,5649,0,0,1.170191764831543,3.1688756942749023,4.041815757751465,6.582179069519043,13.091320991516113,26.36283493041992,47.27300704956048,149.7981719970703,2.516085386276245,3.1691439270973207,4.0234614610672,6.523246765136719,12.634807348251343,24.969847488403317,37.04276981353755,49.90754699707031,0.0014285714132711291,0.027714285999536514,0.10885713994503021,0.1948571354150772,0.31685712933540344,0.5894285440444946,0.8774285912513733,1.6057143211364746,0.001714285695925355,0.031142856925725937,0.11171428859233856,0.19685713946819305,0.3182857036590576,0.5917142629623413,0.8785714507102966,1.6057143211364746,0,0,0.0014285714132711291,1.0014286041259766,0.00020837783813476562,0,5.34818067122058e-08,3.373020600456239e-05,0.0001596867335259363,0.0003163623401126351,0.0006912536709358306,0.00203959681604833,0.004141706698884702,0.01218980243725871,123697,0.01516130194067955,0.01961471475660801,0.0319514125585556,0.05980297178030014,0.17308583855628967,6.298105525970459,20.314777908325155,42.28112030029297,122717,0.011655817739665508,0.018960721045732497,0.026614394038915634,0.05770726874470711,0.18246471881866455,3.4760935306549072,16.548989181518508,42.33613586425781,5;7,19.865341868087135,-3.5853769228867733,0.8454783911516035,0.32100494707022187
113,131072,126458,4614,0,4614,125132,124963,0,169,90,1236,0,119391,5572,0,0,1.0944807529449463,3.174490416049957,4.106370568275452,6.583956718444824,13.047165632247925,26.155824089050284,48.87503917694087,149.48272705078125,2.510590076446533,3.174839735031128,4.079622507095337,6.536160945892334,12.601758003234863,24.817849922180173,37.309295425415044,49.9975700378418,0.001714285695925355,0.028285713866353035,0.1071428582072258,0.1940000057220459,0.3165714144706726,0.5920000076293945,0.8908571600914001,1.6225714683532715,0.001714285695925355,0.03200000151991844,0.10999999940395355,0.19657142460346222,0.31857141852378845,0.5937142968177795,0.8922857046127319,1.6225714683532715,0,0,0.0014285714132711291,0.9874285459518433,0.00020837783813476562,0,3.0608709483495674e-08,3.2620268733699535e-05,0.00015799064691622084,0.00031369009783084167,0.0006892290492468958,0.0020428288707651583,0.004191544994645709,0.020071223267751404,123683,0.015464408323168755,0.019650787487626074,0.03267664276063442,0.05967472866177559,0.16966728121042252,6.361889791488642,20.78726341247558,43.61313247680664,122668,0.011561117134988308,0.018978091701865197,0.02717264136299491,0.057104215025901794,0.1807379573583603,3.517243242263791,16.391989917755147,43.61114501953125,5;7,20.087565277831466,-3.828159663654523,0.8521611351281697,0.32919805910751265
114,131072,126476,4596,0,4596,125159,124997,0,162,88,1229,0,119479,5518,0,0,1.1625421047210693,3.1753474473953247,4.245978951454163,6.632915496826172,12.957156896591187,25.844088077545166,48.424254417419434,149.0819854736328,2.521415948867798,3.175560235977173,4.220300674438477,6.587754726409912,12.572236061096191,24.58694038391113,37.38044326782226,49.954620361328125,0.001714285695925355,0.02857142873108387,0.10514285415410995,0.19285714626312256,0.3160000145435333,0.5877143144607544,0.8877857029438019,1.6097142696380615,0.001714285695925355,0.03228571265935898,0.10771428793668747,0.19514285027980804,0.31771427392959595,0.5897142887115479,0.8891542983055096,1.6097142696380615,0,0,0.0011428571306169033,1.0648571252822876,0.00020742416381835938,0,5.6065356896132966e-08,3.1751463551958776e-05,0.00015508052142364928,0.0003087455978731038,0.0006866284661898847,0.0020357630458904966,0.004164703991524382,0.020013238229623545,123674,0.015447035431861877,0.01965399580076337,0.0330918300896883,0.059400156140327454,0.16655365750193596,6.407235240936279,20.256174011230485,42.7801513671875,122718,0.012128498405218124,0.018972238060086966,0.02745850058272481,0.05612575262784958,0.17837649583816528,3.5044286847114448,16.22472257614136,42.520198822021484,7,20.307666341371924,-4.071594316389621,0.8438170783146762,0.32829031604359776
115,131072,126508,4564,0,4564,125244,125078,0,166,91,1173,0,119593,5485,0,0,1.1444461345672607,3.1801742792129515,4.276055216789246,6.6613874435424805,12.910719871520996,25.586467170715316,47.43492923736518,148.8302001953125,2.5033798217773438,3.1803512573242188,4.257018566131592,6.616635799407959,12.594159841537476,24.468138504028317,37.83204673767087,49.95762634277344,0.001714285695925355,0.02857142873108387,0.10199999809265137,0.18971428275108337,0.3151428699493408,0.5857142806053162,0.8945714235305786,1.603428602218628,0.001714285695925355,0.03200000151991844,0.10428571701049805,0.19200000166893005,0.31685712933540344,0.5877143144607544,0.8962857127189636,1.603428602218628,0,0,0.0014285714132711291,1.0437142848968506,0.00020837783813476562,0,5.21624597976015e-08,3.142781041794815e-05,0.00015204911222711266,0.0003059070398865585,0.0006834393323784209,0.002019518990648854,0.004178675761414245,0.011643989128197443,123742,0.015325834974646568,0.019685939140617847,0.033307657577097416,0.05935002118349075,0.16471104323863983,6.380187988281244,20.154647979736325,41.301055908203125,122774,0.01192825473845005,0.01905792374163866,0.02763402182608843,0.05573560297489166,0.17839574813842773,3.562369441986077,16.37472940444952,41.21102523803711,7,20.518780575940923,-4.3235784882790815,0.8585776616633901,0.3290640024999176
