案例,视角,固定排序失分百分点,该视角累计失分比例,有效点次,观测次数,各召回区间失分,同帧错序概率,跨帧错序概率,对应训练素材,训练素材学习表现,训练素材池内错序概率,验证观测池内错序概率,原因类别,原因证据,修改方案,区分原因的小实验,尚未核对素材的失分百分点,尚未确认原因的失分百分点,主要对侧案例
N152:465,正常结构候选,1.9650680617570604e-06,99.99317262750613,9,6,,,,stu 记录5134 / 素材41098 / BCE=0.018083 / 错序率=0.0023854 / 访问1次；nuscenes 记录4775 / 素材38226 / BCE=0.22429 / 错序率=0.0067865 / 访问1次；nuscenes 记录4680 / 素材37435 / BCE=3.2375 / 错序率=0.021591 / 访问2次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次,近邻训练 BCE=0.018083123490214348; 验证观测 BCE=0.04299908131361008; 均仅为分类诊断,0.0023853961488370093,0.017663059006388645,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,7.876873966616082e-07,1.9650680617570604e-06,P125:1:9.73278e-07；P169:1:4.55164e-07；P142:3:2.9519e-07；P143:3:7.80794e-08；P142:2:7.33122e-08
N150:1393,正常结构候选,1.9635287791544033e-06,99.99318089830156,2,2,,,,stu 记录5825 / 素材46527 / BCE=0.10672 / 错序率=0.0056797 / 访问1次；nuscenes 记录4799 / 素材38422 / BCE=0.30877 / 错序率=0.0081412 / 访问1次；nuscenes 记录4805 / 素材38477 / BCE=0.5374 / 错序率=0.010041 / 访问1次；nuscenes 记录3075 / 素材24351 / BCE=0.00042855 / 错序率=0.0002115 / 访问1次,近邻训练 BCE=0.1067219004034996; 验证观测 BCE=0.06387312710285187; 均仅为分类诊断,0.005679664484218564,0.023051692019337364,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,2.1388617263927017e-08,1.9635287791544033e-06,P125:1:9.9791e-07；P169:1:5.35751e-07；P142:3:1.8804e-07；P143:3:7.98795e-08；P142:2:7.23024e-08
N140:1190,正常结构候选,1.963101181938022e-06,99.99318916729587,171377,75,,,,stu 记录5272 / 素材42201 / BCE=0.4538 / 错序率=0.0094406 / 访问1次；nuscenes 记录4773 / 素材38209 / BCE=0.014427 / 错序率=0.0018865 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次；nuscenes 记录537 / 素材4221 / BCE=0.21236 / 错序率=0.0073096 / 访问1次,近邻训练 BCE=0.453795075416565; 验证观测 BCE=0.021187109872698784; 均仅为分类诊断,0.00944058141540439,0.010622978548326266,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.5277867169702475e-06,1.963101181938022e-06,P142:3:7.06723e-07；P169:1:5.91798e-07；P125:1:5.24802e-07；P142:2:5.07599e-08；P143:3:4.19203e-08
N153:130,正常结构候选,1.9622182134299365e-06,99.99319743257094,12,10,,,,stu 记录5046 / 素材40394 / BCE=0.24812 / 错序率=0.0076158 / 访问1次；nuscenes 记录2215 / 素材17593 / BCE=1.7504 / 错序率=0.015909 / 访问1次；nuscenes 记录2364 / 素材18746 / BCE=0.021649 / 错序率=0.0026197 / 访问1次；nuscenes 记录1811 / 素材14424 / BCE=0.55177 / 错序率=0.010157 / 访问1次,近邻训练 BCE=0.24812099337577823; 验证观测 BCE=0.04299908131361008; 均仅为分类诊断,0.007615787830841595,0.017663059006388645,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,7.848375483344843e-07,1.9622182134299365e-06,P125:1:9.25538e-07；P169:1:4.81808e-07；P142:3:3.25606e-07；P143:3:7.20329e-08；P142:2:7.13166e-08
N137:394,正常结构候选,1.959029193295089e-06,99.99320568441318,86,25,,,,stu 记录6101 / 素材48457 / BCE=0.13763 / 错序率=0.0058858 / 访问1次；nuscenes 记录2588 / 素材20535 / BCE=0.00041837 / 错序率=0.00020892 / 访问1次；nuscenes 记录3709 / 素材29486 / BCE=0.00012605 / 错序率=2.1957e-05 / 访问1次；nuscenes 记录2808 / 素材22253 / BCE=0.00015546 / 错序率=6.1352e-05 / 访问1次,近邻训练 BCE=0.13762524724006653; 验证观测 BCE=0.006841353140771389; 均仅为分类诊断,0.005885793627729111,0.005274345992525629,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.7461639999442997e-06,1.959029193295089e-06,P142:3:7.59981e-07；P169:1:6.63288e-07；P125:1:4.18394e-07；P142:2:5.17013e-08；P143:3:2.93041e-08
N142:743,正常结构候选,1.9590202201588694e-06,99.99321393621764,7,7,,,,stu 记录5996 / 素材47721 / BCE=0.44054 / 错序率=0.0093389 / 访问2次；nuscenes 记录4773 / 素材38209 / BCE=0.014427 / 错序率=0.0018865 / 访问1次；nuscenes 记录3075 / 素材24351 / BCE=0.00042855 / 错序率=0.0002115 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次,近邻训练 BCE=0.4405357539653778; 验证观测 BCE=0.025501251220703125; 均仅为分类诊断,0.009338866797560737,0.012125852866889907,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.3905827192530561e-06,1.9590202201588694e-06,P125:1:9.18107e-07；P169:1:4.50346e-07；P142:3:3.47241e-07；P142:2:7.70257e-08；P143:3:7.34892e-08
N169:2612,正常结构候选,1.955731066706183e-06,99.99322217416747,41,13,,,,stu 记录6000 / 素材47749 / BCE=0.045686 / 错序率=0.0039875 / 访问1次；nuscenes 记录4686 / 素材37481 / BCE=0.23961 / 错序率=0.0072734 / 访问1次；nuscenes 记录895 / 素材7072 / BCE=0.052163 / 错序率=0.0041305 / 访问1次；nuscenes 记录4913 / 素材39335 / BCE=0.038337 / 错序率=0.0035607 / 访问2次,近邻训练 BCE=0.04568645358085632; 验证观测 BCE=0.01865052431821823; 均仅为分类诊断,0.003987489793941407,0.009611538417581916,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.1613907263596007e-06,1.955731066706183e-06,P125:1:7.07011e-07；P169:1:5.41247e-07；P142:3:5.13361e-07；P142:2:6.45376e-08；P143:3:6.36632e-08
N143:151,正常结构候选,1.9542333188423576e-06,99.99323040580849,80,34,,,,stu 记录6093 / 素材48400 / BCE=0.11813 / 错序率=0.0057295 / 访问1次；nuscenes 记录1758 / 素材14008 / BCE=0.13954 / 错序率=0.0062661 / 访问1次；nuscenes 记录615 / 素材4824 / BCE=1.187 / 错序率=0.013334 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次,近邻训练 BCE=0.11813154816627502; 验证观测 BCE=0.019916145130991936; 均仅为分类诊断,0.0057294885405484485,0.010234402678887759,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.5500064253867433e-06,1.9542333188423576e-06,P125:1:6.22101e-07；P142:3:6.01409e-07；P169:1:5.66256e-07；P142:2:5.94645e-08；P143:3:5.63468e-08
N139:1416,正常结构候选,1.9537986696326264e-06,99.99323863561867,217,8,,,,stu 记录5308 / 素材42490 / BCE=1.7939 / 错序率=0.013885 / 访问1次；nuscenes 记录3709 / 素材29486 / BCE=0.00012605 / 错序率=2.1957e-05 / 访问1次；nuscenes 记录2627 / 素材20839 / BCE=0.00040952 / 错序率=0.00020537 / 访问1次；nuscenes 记录1340 / 素材10694 / BCE=0.30332 / 错序率=0.0066035 / 访问1次,近邻训练 BCE=1.7939465045928955; 验证观测 BCE=0.01334092766046524; 均仅为分类诊断,0.013884974774251145,0.007756279119380412,证据不足,同传感器近邻训练候选也有较大分类损失；是否为可信相关素材、是否训练不足尚未区分；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,确认近邻素材关系后，固定这些训练样本做可拟合性短探针并跟踪独立检查；不直接扩大总体步数,1.2159970947125624e-06,1.9537986696326264e-06,P125:1:8.62504e-07；P169:1:4.70803e-07；P142:3:3.94321e-07；P142:2:7.58923e-08；P143:3:6.64613e-08
N147:251,正常结构候选,1.953630553033305e-06,99.99324686472069,738,53,,,,stu 记录5845 / 素材46668 / BCE=0.050984 / 错序率=0.004059 / 访问1次；nuscenes 记录445 / 素材3500 / BCE=0.046224 / 错序率=0.0040606 / 访问1次；nuscenes 记录4254 / 素材33949 / BCE=0.061609 / 错序率=0.0046723 / 访问1次；nuscenes 记录3153 / 素材24976 / BCE=0.48994 / 错序率=0.0096703 / 访问1次,近邻训练 BCE=0.050984371453523636; 验证观测 BCE=0.0024398858658969402; 均仅为分类诊断,0.004059029704190995,0.0027120309946399384,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.6403251013763373e-06,1.953630553033305e-06,P142:3:8.29482e-07；P169:1:6.82055e-07；P125:1:3.46241e-07；P142:2:4.51827e-08；P143:3:2.45417e-08
N150:1170,正常结构候选,1.9536146209037807e-06,99.99325509375562,19,5,,,,stu 记录5046 / 素材40394 / BCE=0.24812 / 错序率=0.0076158 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次；nuscenes 记录1787 / 素材14239 / BCE=1.3284 / 错序率=0.014242 / 访问1次；nuscenes 记录1475 / 素材11752 / BCE=0.04874 / 错序率=0.0042122 / 访问1次,近邻训练 BCE=0.2481209933757782; 验证观测 BCE=0.023421049118041992; 均仅为分类诊断,0.007615787830841595,0.011388701585160973,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,9.447013828375078e-07,1.9536146209037807e-06,P125:1:9.47988e-07；P169:1:4.23279e-07；P142:3:3.31071e-07；P143:3:9.13602e-08；P142:2:8.09915e-08
N139:1272,正常结构候选,1.9535484770039726e-06,99.99326332251194,4,2,,,,stu 记录5823 / 素材46513 / BCE=0.050206 / 错序率=0.0038923 / 访问2次；nuscenes 记录1616 / 素材12880 / BCE=0.063684 / 错序率=0.0045773 / 访问1次；nuscenes 记录380 / 素材2989 / BCE=0.027573 / 错序率=0.0030997 / 访问2次；nuscenes 记录196 / 素材1551 / BCE=0.0058737 / 错序率=0.0010591 / 访问2次,近邻训练 BCE=0.05020636320114136; 验证观测 BCE=0.03983112424612045; 均仅为分类诊断,0.0038922928304648734,0.016703048034834685,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,8.994884845063489e-07,1.9535484770039726e-06,P125:1:1.03034e-06；P169:1:4.32922e-07；P142:3:2.49845e-07；P143:3:8.06979e-08；P142:2:6.74498e-08
N137:815,正常结构候选,1.9529715570102112e-06,99.99327154883814,1057,45,,,,stu 记录6093 / 素材48400 / BCE=0.11813 / 错序率=0.0057295 / 访问1次；nuscenes 记录1758 / 素材14008 / BCE=0.13954 / 错序率=0.0062661 / 访问1次；nuscenes 记录2215 / 素材17593 / BCE=1.7504 / 错序率=0.015909 / 访问1次；nuscenes 记录615 / 素材4824 / BCE=1.187 / 错序率=0.013334 / 访问1次,近邻训练 BCE=0.11813154816627502; 验证观测 BCE=0.05009168013930321; 均仅为分类诊断,0.005729488540548449,0.019617367055623492,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,5.223551086029844e-07,1.9529715570102112e-06,P125:1:9.64886e-07；P169:1:4.9211e-07；P142:3:2.64575e-07；P143:3:7.44093e-08；P142:2:6.83589e-08
N141:1819,正常结构候选,1.951528811335243e-06,99.99327976908721,3,1,,,,stu 记录5326 / 素材42633 / BCE=0.021646 / 错序率=0.0026271 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次；nuscenes 记录3900 / 素材31076 / BCE=0.0028643 / 错序率=0.00070005 / 访问1次；nuscenes 记录2627 / 素材20839 / BCE=0.00040952 / 错序率=0.00020537 / 访问1次,近邻训练 BCE=0.021645642817020416; 验证观测 BCE=0.02765142358839512; 均仅为分类诊断,0.0026271432723045628,0.01283062282616563,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.0,1.951528811335243e-06,P125:1:1.00842e-06；P169:1:4.22459e-07；P142:3:2.73452e-07；P143:3:8.80449e-08；P142:2:7.77148e-08
N152:470,正常结构候选,1.9451432158180237e-06,99.99328796243879,736,59,,,,stu 记录5952 / 素材47414 / BCE=0.20099 / 错序率=0.007115 / 访问2次；nuscenes 记录3900 / 素材31076 / BCE=0.0028643 / 错序率=0.00070005 / 访问1次；nuscenes 记录2627 / 素材20839 / BCE=0.00040952 / 错序率=0.00020537 / 访问1次；nuscenes 记录1453 / 素材11591 / BCE=0.00015224 / 错序率=5.8768e-05 / 访问1次,近邻训练 BCE=0.20099441707134247; 验证观测 BCE=0.01681366190314293; 均仅为分类诊断,0.00711495176390812,0.00906296071955108,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.266736930315414e-06,1.9451432158180237e-06,P142:3:6.71135e-07；P169:1:6.00859e-07；P125:1:5.31168e-07；P142:2:5.05585e-08；P143:3:4.66893e-08
N149:104,正常结构候选,1.944569575691172e-06,99.99329615337409,8,7,,,,stu 记录5037 / 素材40322 / BCE=0.11801 / 错序率=0.0057243 / 访问1次；nuscenes 记录4775 / 素材38226 / BCE=0.22429 / 错序率=0.0067865 / 访问1次；nuscenes 记录3897 / 素材31054 / BCE=0.00083073 / 错序率=0.00033453 / 访问2次；nuscenes 记录1758 / 素材14008 / BCE=0.13954 / 错序率=0.0062661 / 访问1次,近邻训练 BCE=0.11801072210073471; 验证观测 BCE=0.05086078122258187; 均仅为分类诊断,0.005724269364822361,0.019834512394427364,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,4.872944827579158e-07,1.944569575691172e-06,P125:1:9.698e-07；P169:1:4.8453e-07；P142:3:2.58328e-07；P143:3:7.58835e-08；P142:2:6.62958e-08
N153:500,正常结构候选,1.9431619643811517e-06,99.99330433838024,76,31,,,,stu 记录5996 / 素材47721 / BCE=0.44054 / 错序率=0.0093389 / 访问2次；nuscenes 记录4773 / 素材38209 / BCE=0.014427 / 错序率=0.0018865 / 访问1次；nuscenes 记录3075 / 素材24351 / BCE=0.00042855 / 错序率=0.0002115 / 访问1次；nuscenes 记录3567 / 素材28331 / BCE=0.00016526 / 错序率=7.2007e-05 / 访问2次,近邻训练 BCE=0.4405357539653778; 验证观测 BCE=0.06103559955954552; 均仅为分类诊断,0.009338866797560737,0.022371684247819976,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.1055076238487648e-07,1.9431619643811517e-06,P125:1:9.59915e-07；P169:1:5.25199e-07；P142:3:2.32213e-07；P143:3:7.49679e-08；P142:2:6.41844e-08
N148:1121,正常结构候选,1.9421401618904763e-06,99.99331251908232,1,1,,,,stu 记录5031 / 素材40274 / BCE=0.036911 / 错序率=0.0035436 / 访问2次；nuscenes 记录3566 / 素材28324 / BCE=0.00020782 / 错序率=0.00010559 / 访问1次；nuscenes 记录2610 / 素材20709 / BCE=0.0018839 / 错序率=0.0005625 / 访问1次；nuscenes 记录3065 / 素材24273 / BCE=0.00017519 / 错序率=7.9434e-05 / 访问1次,近邻训练 BCE=0.03691130876541138; 验证观测 BCE=0.06387312710285187; 均仅为分类诊断,0.003543565559694592,0.023051692019337364,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,0.0,1.9421401618904763e-06,P125:1:9.94818e-07；P169:1:5.2748e-07；P142:3:1.78997e-07；P143:3:7.93317e-08；P142:2:7.20009e-08
N169:3038,正常结构候选,1.940735970001545e-06,99.99332069386969,715,54,,,,stu 记录5037 / 素材40322 / BCE=0.11801 / 错序率=0.0057243 / 访问1次；nuscenes 记录895 / 素材7072 / BCE=0.052163 / 错序率=0.0041305 / 访问1次；nuscenes 记录2569 / 素材20376 / BCE=0.78213 / 错序率=0.011132 / 访问1次；nuscenes 记录615 / 素材4824 / BCE=1.187 / 错序率=0.013334 / 访问1次,近邻训练 BCE=0.11801072210073472; 验证观测 BCE=0.0014483309350907803; 均仅为分类诊断,0.005724269364822361,0.0018655451300395815,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.4285038520608809e-06,1.940735970001545e-06,P142:3:9.34282e-07；P169:1:6.94658e-07；P125:1:2.48065e-07；P143:3:2.91977e-08；P142:2:2.07191e-08
N169:1826,正常结构候选,1.9388241291855097e-06,99.99332886060397,529,30,,,,stu 记录6000 / 素材47750 / BCE=0.039321 / 错序率=0.0036891 / 访问1次；nuscenes 记录3909 / 素材31150 / BCE=0.0016361 / 错序率=0.00052214 / 访问2次；nuscenes 记录4155 / 素材33166 / BCE=9.6107e-05 / 错序率=4.8436e-06 / 访问2次；nuscenes 记录2200 / 素材17483 / BCE=0.00020057 / 错序率=0.00010171 / 访问1次,近邻训练 BCE=0.03932110592722893; 验证观测 BCE=0.014322996139526367; 均仅为分类诊断,0.0036891350553589644,0.006032068937930719,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,5.5105930065163755e-08,1.9388241291855097e-06,P125:1:9.95924e-07；P169:1:4.74298e-07；P142:3:2.32276e-07；P143:3:8.11347e-08；P142:2:6.61887e-08
N152:63,正常结构候选,1.930102228365231e-06,99.99333699059974,47,4,,,,stu 记录5835 / 素材46597 / BCE=0.036487 / 错序率=0.0035591 / 访问2次；nuscenes 记录4238 / 素材33832 / BCE=0.002637 / 错序率=0.00068488 / 访问1次；nuscenes 记录4138 / 素材33034 / BCE=0.041791 / 错序率=0.0039136 / 访问1次；nuscenes 记录2113 / 素材16809 / BCE=0.00029181 / 错序率=0.0001734 / 访问2次,近邻训练 BCE=0.036487333476543427; 验证观测 BCE=0.012474864721298218; 均仅为分类诊断,0.003559100575229608,0.0074880855781208925,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,8.348732978641704e-07,1.930102228365231e-06,P125:1:7.91148e-07；P169:1:4.92874e-07；P142:3:4.31822e-07；P142:2:6.9777e-08；P143:3:5.55137e-08
N169:1748,正常结构候选,1.9286905065447353e-06,99.99334511464907,248,11,,,,stu 记录5648 / 素材45203 / BCE=0.028745 / 错序率=0.003074 / 访问1次；nuscenes 记录1089 / 素材8649 / BCE=5.817 / 错序率=0.033217 / 访问2次；nuscenes 记录2487 / 素材19717 / BCE=0.00022355 / 错序率=0.00011964 / 访问1次；nuscenes 记录1280 / 素材10215 / BCE=0.15932 / 错序率=0.0065438 / 访问1次,近邻训练 BCE=0.02874523028731346; 验证观测 BCE=0.012233014218509197; 均仅为分类诊断,0.0030740206097160092,0.007290559511156319,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,5.38552589289549e-07,1.9286905065447353e-06,P125:1:7.23727e-07；P169:1:5.19393e-07；P142:3:4.97241e-07；P142:2:6.70525e-08；P143:3:5.9924e-08
N150:721,正常结构候选,1.928444905702051e-06,99.99335323766387,1971,49,,,,stu 记录6000 / 素材47749 / BCE=0.045686 / 错序率=0.0039875 / 访问1次；nuscenes 记录1758 / 素材14008 / BCE=0.13954 / 错序率=0.0062661 / 访问1次；nuscenes 记录615 / 素材4824 / BCE=1.187 / 错序率=0.013334 / 访问1次；nuscenes 记录4680 / 素材37435 / BCE=3.2375 / 错序率=0.021591 / 访问2次,近邻训练 BCE=0.04568645358085632; 验证观测 BCE=0.06291337311267853; 均仅为分类诊断,0.003987489793941407,0.022840261031554645,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,3.9706483150537796e-08,1.928444905702051e-06,P125:1:9.73457e-07；P169:1:5.30716e-07；P142:3:1.94107e-07；P143:3:7.57716e-08；P142:2:6.66607e-08
N147:353,正常结构候选,1.927876742158057e-06,99.99336135828545,6030,108,,,,stu 记录6093 / 素材48400 / BCE=0.11813 / 错序率=0.0057295 / 访问1次；nuscenes 记录4863 / 素材38946 / BCE=0.016071 / 错序率=0.0022416 / 访问1次；nuscenes 记录380 / 素材2989 / BCE=0.027573 / 错序率=0.0030997 / 访问2次；nuscenes 记录4657 / 素材37243 / BCE=0.11686 / 错序率=0.00589 / 访问1次,近邻训练 BCE=0.11813154816627502; 验证观测 BCE=0.02253827638924122; 均仅为分类诊断,0.0057294885405484485,0.011131555789209019,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.4468720126886484e-06,1.927876742158057e-06,P142:3:6.11535e-07；P125:1:5.80989e-07；P169:1:5.71873e-07；P142:2:5.83817e-08；P143:3:4.63759e-08
N140:959,正常结构候选,1.921155273805646e-06,99.9933694505948,26477,75,,,,stu 记录5243 / 素材41975 / BCE=9.9261e-05 / 错序率=8.58e-06 / 访问1次；nuscenes 记录2077 / 素材16532 / BCE=0.00021289 / 错序率=0.00011208 / 访问1次；nuscenes 记录1140 / 素材9065 / BCE=0.099962 / 错序率=0.0056753 / 访问2次；nuscenes 记录1315 / 素材10494 / BCE=0.23183 / 错序率=0.0075654 / 访问2次,近邻训练 BCE=9.926142229232937e-05; 验证观测 BCE=0.004315980244427919; 均仅为分类诊断,8.58000858000858e-06,0.0036833074010641756,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,1.0536646230360767e-06,1.921155273805646e-06,P142:3:6.57936e-07；P169:1:6.00644e-07；P125:1:5.16988e-07；P142:2:6.06704e-08；P146:2:3.30866e-08
N125:351,正常结构候选,1.9170844911507e-06,99.99337752575714,501,84,,,,stu 记录6145 / 素材48764 / BCE=0.082361 / 错序率=0.0051486 / 访问2次；nuscenes 记录1497 / 素材11942 / BCE=0.062238 / 错序率=0.0047061 / 访问1次；nuscenes 记录1483 / 素材11817 / BCE=0.1647 / 错序率=0.0067742 / 访问2次；nuscenes 记录1489 / 素材11870 / BCE=0.17748 / 错序率=0.0069136 / 访问1次,近邻训练 BCE=0.08236122131347656; 验证观测 BCE=0.011787589639425276; 均仅为分类诊断,0.005148616358293778,0.0047486256985794124,证据不足,已检索到分类损失较低的训练近邻；几何、响应和背景等价尚未证实，泛化差异不能认定为学错；结构身份为几何候选，代表局部之外的错误尚未完成素材核对,待原因证据，不改变数据、模型或训练设置,先复查三维形态、表面响应和背景关系；素材可信后比较浅层与融合表示的同容量读出，区分信息不足与读出损失,6.268766512769715e-07,1.9170844911507e-06,P125:1:7.27028e-07；P169:1:5.10365e-07；P142:3:5.09843e-07；P143:3:5.69279e-08；P142:2:4.38605e-08
