world,source_sequence,world_identity,historical_combination,historical_shape_family,geometry_parent,length_local_m,width_local_m,height_local_m,primitives,continuous_deformation,vertical_exponent_min,vertical_exponent_max,horizontal_exponent_min,horizontal_exponent_max,yaw_rad,intensity_quantile,material_roughness,support_frame,support_semantic,support_plane_rmse_m,contact_residual_m,local_z_support_angle_deg,historical_reference_frame,historical_reference_points,stored_frames,source_binding_verified,historical_eligible_frames,historical_one_to_four_frames,compared_files,verified_frames,eligible_frames,one_to_four_frames,anomaly_points,main_v3_equal,surface_level_abs_max,background_interior_points,historical_collision_unresolved,eligible_segments
train/contacts_low_rough_8,206,c9f464ad3102f7eb61545d61e7d22abee316d34c58b774ac482eb7938b2decf3,contacts/low/rough,elbow,,1.5045129155360586,1.3481967684957201,0.17109868398472908,3,False,0.4202375317262192,0.9198784120147115,0.43660725593211336,1.0314408495202634,0.7989758776434935,0.36697163192891735,0.01932023800918914,402,40,0.006218467446001254,2.140963031860288e-09,0.0,,0,449,True,212,7,449,449,212,7,42668,True,7.32283390290691e-07,0,0,9
train/contacts_low_smooth_1,206,bdb8730119d959739a79fd9b74f708a9f434750fb174964db713d7694dc8a593,contacts/low/smooth,bridge,train/2599,0.9413630749166331,0.7966295314907664,0.12657198452276813,3,False,0.45015746358676645,0.8806473529881601,0.42323368984741516,1.1520215044251494,0.47426958118634976,0.7518142343718435,0.3352004246219113,256,40,0.01390186259546553,-6.6452834485142284e-09,0.0,223,166,449,True,134,160,449,449,134,160,4618,True,2.607639107802149e-07,118,0,11
train/contacts_low_smooth_2,206,5be94a7ddb2da9f0fe059760a5e3de5f774dc1ea52f5a01f5cad15211c4f90ff,contacts/low/smooth,elbow,train/36,0.9553050516084759,0.3857048721437786,0.13665007224231954,3,False,0.7135692251828087,0.8196266289039377,0.5117418286124832,1.1612322407500661,-2.1489679635004855,0.3891819587182543,0.20733937795798457,240,40,0.01011142100241529,-1.4426050215510244e-09,0.0,240,24,449,True,170,66,449,449,170,66,5275,True,1.0995741134583474e-06,0,0,17
train/contacts_low_smooth_3,206,5dfc548feda625015a3b28fb25296c98ea749fadfe1706a56dc0cfaf9d663b1e,contacts/low/smooth,bridge,train/2616,0.898943882738509,0.596140056694233,0.16842022554172287,3,False,0.48274703188238005,0.9519045390982226,0.5533317507644667,1.193041520733936,-1.2013871971824377,0.9342751447589706,0.22744255144937348,134,40,0.007716834116746907,2.585713074210183e-09,0.0,134,8,449,True,55,54,449,449,55,54,1773,True,2.981168484224208e-07,0,0,3
train/contacts_low_smooth_4,206,6da122256d4238fbbdccc8668802c40f2dc409ba76d412b80a2806cbd7cd9ef7,contacts/low/smooth,elbow,,1.4671877132702842,1.01447851779107,0.18361880473865236,3,False,0.5211080119185721,0.9498152481904257,0.5805179864989071,1.0974851553461606,0.3386230008974314,0.6756227819919464,0.27259973838782015,390,40,0.005249829881344785,1.109771399776527e-09,0.0,,0,449,True,243,52,449,449,243,52,26541,True,5.928462226434839e-07,0,0,12
train/contacts_low_smooth_5,206,954cf110ee76852860141e0333d12d98de358f132cb74371c9fbad20d55049a6,contacts/low/smooth,bridge,train/2595,1.1801814816874,0.6061122055917002,0.11818009961386011,3,False,0.5067322099421424,0.8764172063112835,0.42606062979034126,0.992662138777149,3.0363316373915374,0.8719121975831953,0.38083531615543503,124,40,0.012184423032454386,1.574322255892824e-09,0.0,124,8,449,True,36,68,449,449,36,68,925,True,1.4469854343676362e-07,0,0,5
train/contacts_low_smooth_6,206,9b8c71e05b58caa4feeb9becb098e6e93df64931a9bca881f9df52d83519e9d6,contacts/low/smooth,elbow,train/28,0.8911161407412643,0.369610371568423,0.10697838990850092,3,False,0.4356928892744189,0.7204243042715283,0.8395234769080678,1.0890869706847415,1.1973941193938638,0.7848517927420385,0.27934978801345717,52,40,0.02804250253278451,2.322728051562528e-09,0.0,,0,449,True,135,53,449,449,135,53,3110,True,1.8408459226109644e-06,0,0,4
train/contacts_low_smooth_7,206,b0e8a20d13cb6cac5152b65b982554c54fa6a2907fe2ec87435167fb68ff9923,contacts/low/smooth,bridge,train/2612,1.5577655898009115,0.5530081835237414,0.14553315481687973,3,False,0.9365258075859,1.0400838459795303,0.433719559664241,1.1828268738776424,-2.2021268033924195,0.216086263978359,0.03231417479066756,89,40,0.009818956242385997,4.990232060908539e-09,0.0,89,8,449,True,49,71,449,449,49,71,802,True,2.755182760494613e-07,0,0,9
train/contacts_low_smooth_8,206,d76464e42670fe4bc8ceb53b7e6e6cf486d7ee10e4497d58e03a3191a873f0cd,contacts/low/smooth,bridge,train/48,1.040799438534994,0.4116189140791631,0.1756238783475207,3,False,0.6423801536905696,1.0225830018240907,0.6939112838069991,0.9865700948069142,2.173104081119826,0.1271785416309538,0.34506206011627494,240,40,0.006782080006901553,-4.283941715255146e-09,0.0,240,19,449,True,170,145,449,449,170,145,4357,True,5.868776606574821e-07,0,0,13
train/contacts_low_sparse_1,206,46756445f6f935a4991e08ce95080005253b59abb73022fbacd97b3f624e806a,contacts/low/sparse,bridge,train/36674,1.761842440510296,0.9135228887616172,0.18847858988372773,3,False,0.46065529373847874,1.1553986068468483,0.622471449125903,0.9092528541906969,0.895256936643001,0.37593575736323537,0.32647336737743254,224,40,0.011834141713863553,-3.1522617710555423e-09,0.0,38,5,449,True,190,10,449,449,190,10,17613,True,2.5285172900430787e-07,0,0,2
train/contacts_low_sparse_2,206,68690728f7cec54b2222d815e0e3248aff5f976f023f4b51b79514034f035915,contacts/low/sparse,bridge,train/36688,1.5343279190573564,0.9146455531868631,0.1928964104736861,3,False,0.53180120784374,0.950798221898752,0.5302919353862341,1.1797216525273473,1.11124582101387,0.6958343021782316,0.24355968118463978,361,40,0.006111090895449262,-7.544818020344122e-09,0.0,149,7,449,True,264,16,449,449,264,16,16790,True,4.5364747768069505e-07,0,0,13
train/contacts_low_sparse_3,206,741a7a8a8b7518ee925a39bbbf05d6fa98a6290e6e58518e6ae643ecc60c0de1,contacts/low/sparse,bridge,train/36666,1.7980584458667526,1.0009827744665074,0.19194576545288938,3,False,0.4230503580220142,0.9957966860129066,0.4103661160065574,1.1810616214215228,3.167226512987558,0.8673540965901005,0.4461218815255393,33,40,0.008384927019018244,-1.575147401400301e-09,0.0,239,7,449,True,220,17,449,449,220,17,36719,True,6.267147270395683e-07,0,0,16
train/contacts_low_sparse_4,206,7eeb736805906da5e56821c9f339ecf9e18d33c2eb7ee7a0d25c5a61f173068d,contacts/low/sparse,elbow,,1.715026708960917,1.11559532008421,0.16351340330244385,3,False,0.5487603425756586,0.7689448342952871,0.52487712278321,0.6450906303864331,4.330889404570697,0.5933970327513016,0.4004785316106214,76,48,0.03619299195390769,-5.300408667530122e-09,0.0,,0,449,True,234,8,449,449,234,8,43633,True,8.204893929472449e-07,0,0,7
train/contacts_low_sparse_5,206,b0cf1778dfb4d805f0d6e1458f8173fa07dfa8e5a83b0dfabd1f6911f3eb1330,contacts/low/sparse,bridge,train/26682,1.5575175522438678,0.7655202827855692,0.10850045222674265,3,False,0.7025210684333681,1.1048770463500097,0.6411652867282518,1.0375572411972032,3.608360527781477,0.4600160314407902,0.17105166783013148,191,40,0.009533381051493428,-9.6637006730127e-10,0.0,387,6,449,True,164,44,449,449,164,44,12177,True,3.851561871305973e-07,0,0,27
train/contacts_low_sparse_6,206,e1b7f05154ba969aa7c7304aff4721b5638c797355e00a43d6bd6faa029eeb75,contacts/low/sparse,bridge,train/36661,1.5659645396949216,0.9960556130630749,0.19041240271956084,3,False,0.6800605039157275,0.9493797055492106,0.5205719001291234,0.94803064772993,0.2814759667257382,0.2729507844830187,0.2572794218629476,441,40,0.006243376702419264,-1.9197466255560514e-09,0.0,238,5,449,True,209,8,449,449,209,8,31197,True,6.745385175463973e-07,0,0,11
train/contacts_low_sparse_7,206,f67e11ffde30196df8aef2dcf9b05fb35b7e0a1ccf987ad61ed22d32f43f6c07,contacts/low/sparse,bridge,train/36656,1.5986285013401162,1.013405346322178,0.1921790443937843,3,False,0.45559447216665766,0.9995329643303136,0.453511466152112,0.8792997760866647,0.0979959740521621,0.12018047652567035,0.3265733787513399,358,40,0.039376045068890954,7.3904005970515385e-09,0.0,233,6,449,True,164,14,449,449,164,14,9508,True,6.016373565968152e-07,0,0,12
train/contacts_low_sparse_8,206,f861c119dbf22ddc242eef106b047c984ca421023527b3dd77e6d24a643edfcb,contacts/low/sparse,bridge,train/36689,1.6591444448129802,0.92471438401004,0.18848611327888676,3,False,0.5564245414145905,1.014942181263839,0.557420333780824,0.8441748564693516,0.02716811616099657,0.5646857322762048,0.04172038984823878,283,40,0.030023333203151495,-1.795044196617468e-09,0.0,143,8,449,True,232,22,449,449,232,22,16936,True,3.368663615874754e-07,0,0,22
train/contacts_raised_rough_1,206,0cac6a09482475f1d5c5a585336ec27426aef40b37ad614a25838ff30400c726,contacts/raised/rough,bridge,train/17446,1.0759500558087787,0.6334474815205271,0.36386380403926355,3,False,0.42080566857745566,0.5749890222149869,0.5326516886362184,1.164492268334337,0.020627718255558758,0.08976270019882232,0.3526173660829811,233,40,0.006544499275661206,-9.080957930063249e-10,0.0,179,6,449,True,71,38,449,449,71,38,6490,True,7.897494307281088e-07,0,0,3
train/contacts_raised_rough_2,206,2e87f9872ac7d07f46d19b3ab931cf324bbcc3b9497f2629dfa0817b0b56ecb8,contacts/raised/rough,bridge,train/2677,1.7731477783367904,0.588945140492495,0.4359513279316412,3,False,0.7808318290476159,1.052648630431945,0.5109559542926028,0.8130442612882385,-2.217291297181486,0.6784537254005508,0.2850824510005722,224,40,0.009131658219592663,-3.4109543523008767e-09,0.0,224,8,449,True,239,20,449,449,239,20,24243,True,1.2110721836438828e-06,0,0,9
train/contacts_raised_rough_3,206,51bc60a249556b5fe4db423a479b08800c4232c66d063d6fe1181da886d9d821,contacts/raised/rough,bridge,train/47427,1.7649908090390016,0.7862677791529833,1.173239414764547,3,False,0.5307013528135692,1.1191350848110102,0.5741947994364465,1.0575591495937542,1.003018530559138,0.7376976688532441,0.4183241530988038,448,40,0.005841940722484884,-8.322498246116084e-10,0.0,238,5,449,True,225,0,449,449,225,0,78067,True,3.6248581281859847e-06,0,0,1
train/contacts_raised_rough_4,206,5b7f5afca1c66603b6d5aa3dbacf589c3a934a3bc16220294a8ec88ea8a9eae9,contacts/raised/rough,bridge,train/2681,1.8046459564771635,0.6555648165114467,0.4260717133173404,3,False,0.7253948322365498,0.8724510952085849,0.48865995851197513,0.7552537425193153,-0.08602383328263308,0.12047217685154504,0.0026705813876681805,82,40,0.0103646570081783,3.877654169981426e-09,0.0,82,8,449,True,72,64,449,449,72,64,1242,True,8.683537007029095e-07,0,0,13
train/contacts_raised_rough_5,206,7e42343dc7defb724b60424d97dd2f4fbe52193be577418da3797427dbc24569,contacts/raised/rough,bridge,train/2660,1.716737399375666,0.6116382189910412,0.2538370728869966,3,False,0.4964406195487559,0.5367179175262539,0.43396861657790214,0.47000256280045616,2.7208369295147605,0.7847638129206919,0.2945786346442816,170,40,0.012651585606506706,-5.99288624281158e-09,0.0,170,8,449,True,200,88,449,449,200,88,17520,True,5.279441365933885e-07,0,0,12
train/contacts_raised_rough_6,206,9dd44a4cccf9bc47aed65ecc4626b2afe139248e071e509adb83c4b78a92f089,contacts/raised/rough,bridge,train/47433,1.546932550464675,0.8730376696659041,1.1629848471734276,3,False,0.7790004912786745,1.0143248191000962,0.5192974122751021,0.9498201225805512,0.7879788207775436,0.4487299881930123,0.042255770273010806,367,40,0.023796123659938967,-3.998183673026291e-09,0.0,129,7,449,True,328,0,449,449,328,0,114030,True,1.9165359931839732e-06,0,0,1
train/contacts_raised_rough_7,206,e1b069d964b04176281d29f58301f13368550a7ef974c7d3f0a7fb6339ce9223,contacts/raised/rough,bridge,train/27427,1.6272761930320816,0.6852396646711642,0.5300534152590872,3,False,0.6162322893637218,1.0206579603707673,0.5065426885502224,1.1315700874647887,3.995756325568852,0.6687424347742006,0.29101261377548476,26,40,0.007425621395395133,7.23701659710585e-09,0.0,239,5,449,True,252,0,449,449,252,0,35298,True,2.988064030885373e-06,0,0,1
train/contacts_raised_rough_8,206,c9fdc457f798353c9b3f00957fc88d79043eb5aa7f70d20a9fae0bca03c542b1,contacts/raised/rough,bridge,train/43,0.8122979730298351,0.8440073892329374,0.2669150896484646,3,False,0.9438224531694464,1.1238439961185023,0.6686235079164478,1.1927103073783023,2.1107285954068544,0.46943574750237316,0.37635166958383126,177,40,0.01178919508125557,-2.1593008492359904e-09,0.0,179,864,449,True,63,15,449,449,63,15,1823,True,5.232479248586715e-07,2,0,3
train/contacts_raised_smooth_1,206,22269136d1a55943630015db520a57cb78848f276210bd463c0aeb3d3d1005f2,contacts/raised/smooth,bridge,train/2658,1.0132831754349154,0.9195648931982529,0.5416765923786455,3,False,0.6376656264942075,0.9406646229616437,0.5658332443250966,0.6507558139568695,-0.02551894044561731,0.5978759454345705,0.24122273476562545,151,40,0.008171624599202232,-1.6540375735729642e-09,0.0,151,8,449,True,101,69,449,449,101,69,5126,True,8.053035885596663e-07,0,0,15
train/contacts_raised_smooth_2,206,5336147f28143f1b3e1abf5c8ae04976d0f89b572bd77faae1eaaf791da71da4,contacts/raised/smooth,bridge,train/2669,1.093664794078053,0.5494058650034728,0.3402340028512638,3,False,0.6105041661565889,1.199749718559906,0.5348883441359016,1.1831364915352296,-2.3080027140300605,0.3764497021180323,0.12582567810352635,176,40,0.007412554209482798,-2.598953635635226e-09,0.0,176,8,449,True,316,14,449,449,316,14,12139,True,1.1786581385373738e-06,0,0,4
train/contacts_raised_smooth_3,206,58267b907b41c58234b5e66516f35430c433e67ff2acc1232a04e83b71290fc6,contacts/raised/smooth,bridge,,1.2625360439473292,1.0722800074014283,0.6166536606974025,3,False,0.7299734955978449,0.9581227052376158,0.5427713715490834,0.6962146113185356,3.586020113646148,0.5583108360331632,0.1981184190643318,53,48,0.044344730543761986,-1.1481455230999418e-09,0.0,,0,449,True,240,1,449,449,240,1,45297,True,1.75565566167912e-06,0,0,2
train/contacts_raised_smooth_4,206,5e3006d750ed61e2f1b2bb11149f3a97d91ee69d83fd42220ccf1abbe9cd843c,contacts/raised/smooth,elbow,train/35,0.4492067273459042,0.6628717754331956,0.2339221530307817,3,False,0.6210980615735207,0.8638411915086519,0.7349222493064447,0.88164050748251,0.8161622752448978,0.12080208777206632,0.04639210117098125,128,40,0.005730097930307626,1.6417322085127142e-09,0.0,128,10,449,True,170,119,449,449,170,119,3997,True,1.1782224083735027e-06,0,0,11
train/contacts_raised_smooth_5,206,60031d9b5e2cb711a62c701dc2a3488d444a427b493d164349f96ebad8d2f17c,contacts/raised/smooth,bridge,train/2671,1.7559729371583699,0.7351893063787696,0.9787158351334612,3,False,0.46476902576184326,0.5923366074838606,0.5109110503984226,0.975459231400218,2.0275496174932766,0.7658326917712933,0.26927649829671246,332,48,0.04809654059352043,-1.8479285879280383e-09,0.0,332,6,449,True,134,2,449,449,134,2,33334,True,1.470642342319042e-06,0,0,1
train/contacts_raised_smooth_6,206,79a532d854a13ee881dba4176372fa1efec0f809a4810003da329d5d6a6f1682,contacts/raised/smooth,bridge,train/47424,1.6175914867107166,0.8470270710477457,0.8798176836987375,3,False,0.6794588516007686,0.791294152040247,0.6723850095718917,1.0798611877215825,0.33883767527382475,0.39640024520280487,0.458862974332738,395,40,0.007530565908042707,5.0517287020213075e-09,0.0,220,5,449,True,239,1,449,449,239,1,56317,True,3.434694981005399e-06,0,0,1
train/contacts_raised_smooth_7,206,b8fa7ff18f2b4ac769117240ffdcf8d4fe86ce10b7a08c3035c8ac03fcf80401,contacts/raised/smooth,step,train/23,0.7838580897242382,0.7933589197620412,0.23344146046905917,2,False,0.865448325796779,0.9542935944491909,0.7701273229653126,0.8446026427637405,3.14030849923814,0.8805159493953069,0.3813553190095427,184,40,0.012342889418358401,4.617956170238636e-09,0.0,184,33,449,True,151,118,449,449,151,118,7936,True,6.213114402930413e-07,0,0,14
train/contacts_raised_smooth_8,206,e14efe7a38e0cd23984dadc316faf024f76d67776ab45afa2df56d5d7099fc37,contacts/raised/smooth,bridge,train/17442,1.805722943289518,0.6834561409437825,0.5588276405323999,3,False,0.7232569366642385,1.1968606152971497,0.6080467358788073,0.7175477756656768,0.8764059245343789,0.3469497746452839,0.4617224355011421,111,40,0.01200647428469332,7.198441953626401e-09,0.0,220,6,449,True,91,75,449,449,91,75,3194,True,1.1329066134167772e-06,0,0,14
train/contacts_raised_sparse_1,206,0705bb1284efe5416e635c903865c56e0014221f26ae2d39d5a6fa7fd6b1cace,contacts/raised/sparse,bridge,train/47432,1.673281619470179,0.8376155828620258,1.1558792415331847,3,False,0.7184110120968085,1.007734089653097,0.4669120503379999,1.1192310806392203,1.3264820843000666,0.806959094374994,0.34644526152384986,282,40,0.02038567103801296,8.372202930928552e-11,0.0,143,8,449,True,328,0,449,449,328,0,114634,True,1.7826655496620773e-06,0,0,1
train/contacts_raised_sparse_2,206,50704a6b03513e4153f58215bfb8aae402585573975d2375384e0af49f5857b0,contacts/raised/sparse,bridge,train/47431,1.0583994743130907,0.7769407940441942,0.8559581557668721,3,False,0.6376300514594628,0.9342729198963241,0.6091808292908292,0.964922879658318,4.443416397316293,0.8614321624813162,0.3649454144208065,233,40,0.010906349572991346,-6.093891613545566e-09,0.0,436,5,449,True,308,8,449,449,308,8,48802,True,1.348801487977127e-06,0,0,5
train/contacts_raised_sparse_3,206,5861d3137450603c561fb9e0000dffa188fc53a47635263bf2c118914b6ddd46,contacts/raised/sparse,bridge,train/47429,1.4382658343458288,0.6853661500436328,0.80294626276675,3,False,0.6890739455165669,1.0616315615521592,0.48236293991136253,0.9697469958858376,4.682292788178554,0.6316615362969102,0.11270113259692088,161,40,0.014831240246966474,7.568338067365234e-09,0.0,441,8,449,True,302,5,449,449,302,5,35065,True,1.5835139219494817e-06,0,0,3
train/contacts_raised_sparse_4,206,9670166f950fe19b8e4c444d6d73c222fc414208384fdc2a199ccdaf8c344a93,contacts/raised/sparse,bridge,train/47426,1.645657600513137,0.8704929151435502,0.9947870859735677,3,False,0.8176501274334814,0.9934900960650814,0.6727426332324568,1.1800961033722812,0.4924198994795891,0.05651747808739101,0.10864696780174138,395,40,0.00758426910933715,-1.890400835868889e-09,0.0,220,5,449,True,237,1,449,449,237,1,90028,True,3.3023239856770874e-06,0,0,1
train/contacts_raised_sparse_5,206,ab8f782cb74ca47b5202431fc7c7660c7e77801468e9827ca0dfde3fd97aa3db,contacts/raised/sparse,bridge,train/17440,1.0160748689134718,0.5457002622129323,1.1855131268252275,3,False,0.7455585756669261,0.9382469097248374,0.46634995739614893,0.7906055455865273,-1.587168779226421,0.6936542022038378,0.042841797190252884,245,40,0.011701277690154993,-1.5865649904966972e-09,0.0,442,5,449,True,318,4,449,449,318,4,56282,True,1.6511326370339852e-06,0,0,3
train/contacts_raised_sparse_6,206,bcb6e86e611a59fa512698ca60b50b08e20ca860158c159ae3f3924cbcfe5a66,contacts/raised/sparse,bridge,train/47428,0.9820703393206658,0.5463356026700148,0.8362122691105366,3,False,0.4966560744750112,1.189379102835174,0.8053042887850139,0.982290425958433,3.202954289432615,0.866924490716436,0.12775144062710392,243,40,0.012604190399218469,-1.3752457284077481e-08,0.0,441,8,449,True,310,6,449,449,310,6,36375,True,1.7417889383528632e-06,0,0,3
train/contacts_raised_sparse_7,206,ed7c724cd81434737d30a6fa9bb21706cbf0e0987dd22eb05b4bad6116d5fdff,contacts/raised/sparse,bridge,train/2659,1.3190607640640946,0.5748279754361216,0.9863440307389856,3,False,0.704237301699553,0.9962143250540468,0.6023027964848995,0.9724803419194238,0.28621791622467185,0.8682956843201853,0.007026823147886885,221,40,0.012082255093930102,-4.913964568586949e-09,0.0,221,8,449,True,217,10,449,449,217,10,60420,True,1.5884515114883832e-06,21,0,1
train/contacts_raised_sparse_8,206,fb612496c56979c6a67615194afccdb1fa6904c21352eb2826f8aef44975a365,contacts/raised/sparse,bridge,train/47434,1.8017889394143378,1.0100431105919632,0.8959371755058078,3,False,0.8458126663476997,1.041830117485415,0.4328305561670033,0.89624028147158,0.6245225506937998,0.8175324657828553,0.34617014125379614,265,40,0.020109313096813852,-2.9470584861357456e-09,0.0,157,6,449,True,316,0,449,449,316,0,93838,True,1.4467021814556845e-06,0,0,2
train/elongated_low_rough_1,206,1174965753be385dd3b40e1c0a8ae40626e30bbf16547c25ee22b92565fa0ea9,elongated/low/rough,single,train/12053,1.8127742904947886,0.18570743868526732,0.18421756935666622,1,False,1.2630052299981633,1.2630052299981633,1.4048958365003412,1.4048958365003412,1.5402487337175028,0.8561409772537063,0.24036709057633632,170,40,0.015778326135603753,5.0502067250324245e-09,0.0,436,5,449,True,168,70,449,449,168,70,4721,True,1.2902910042408861e-06,0,0,17
train/elongated_low_rough_2,206,25fb399a85a18f69f29b4eee6300d67b2879d2b34287d4285b0089a567d195e0,elongated/low/rough,single,train/2184,1.3061555046637738,0.08020987668442697,0.11165567632868012,1,False,0.4713031187877032,0.4713031187877032,1.6899647636965462,1.6899647636965462,-1.9516974460699077,0.6950898576727444,0.1655835510662535,18,40,0.0071798211621356975,2.0786801446792684e-09,0.0,18,8,449,True,66,5,449,449,66,5,3185,True,4.3677066056959887e-07,0,0,2
train/elongated_low_rough_3,206,3d974b057033eb97bea61d79222a4781abab883663381dbf92999b82e3706e55,elongated/low/rough,single,train/2153,1.4432552693963245,0.08506732661004213,0.15024073875833788,1,False,1.6350363983706935,1.6350363983706935,1.078271045698766,1.078271045698766,2.2508743899898773,0.26379020136270687,0.434258870148086,2,40,0.009247315163020743,-4.228597444422277e-09,0.0,2,8,449,True,94,1,449,449,94,1,1488,True,8.721454094515217e-07,0,0,1
train/elongated_low_rough_4,206,41ce07ac01c33401843828573669865838565a6d23b633574aab533c15cfa2ee,elongated/low/rough,single,train/2166,1.989088831821172,0.1445979590859756,0.14462255326581472,1,False,1.6893029175286758,1.6893029175286758,1.6523069186600376,1.6523069186600376,0.1321853892211533,0.7180128014826345,0.39848139569577845,115,40,0.008555034345576381,8.354214417471972e-09,0.0,115,8,449,True,41,37,449,449,41,37,720,True,8.399075047095766e-07,0,0,2
train/elongated_low_rough_5,206,711d851936fdf2d956eeb80e0f8fb3fc2b2a459e4a09461a4a624e181f75f856,elongated/low/rough,single,train/2169,1.996440111414566,0.1078414007521698,0.1298843498981886,1,False,1.5382255158643,1.5382255158643,0.7024097839033759,0.7024097839033759,-1.43796938975394,0.155651700043439,0.0753413099960778,29,40,0.01285447281529686,-1.1312620284975596e-09,0.0,29,8,449,True,88,7,449,449,88,7,1168,True,1.1317298162045617e-06,0,0,11
train/elongated_low_rough_6,206,a214ff76540a63964cc72a57b280cc7c3c708a1c7a47c054b5ec6c509a689041,elongated/low/rough,single,train/2163,1.7702351812452206,0.17274522787186208,0.11158425580619573,1,False,0.45073479044522924,0.45073479044522924,1.7855653095796213,1.7855653095796213,-2.3289709853235183,0.4715605627811644,0.3972811618972803,93,40,0.01127082037220405,-6.176456505968542e-09,0.0,93,5,449,True,50,33,449,449,50,33,624,True,1.6601674106579523e-06,0,0,4
train/elongated_low_rough_7,206,a2e2d8d8bf51eb081cf98c854f13d7968c003910fd0902a49b0e389a1e52859e,elongated/low/rough,single,train/2162,2.390963350008294,0.08583283272090025,0.18423737763989065,1,False,0.7344234648662447,0.7344234648662447,1.3953125610058703,1.3953125610058703,0.18559970724075647,0.8833468187301001,0.4030043450861505,87,40,0.01469219158744118,-7.712027030870594e-09,0.0,87,8,449,True,197,4,449,449,197,4,12087,True,3.2288800295845205e-06,0,0,14
train/elongated_low_rough_8,206,b5f3c378b532639c33b7891302531d5f08c56769f3d42ba7b6ae3472318ce8d6,elongated/low/rough,single,train/12054,1.9888868197869278,0.1218858235034643,0.16823804003146073,1,False,0.9882621418203545,0.9882621418203545,0.5156999802408766,0.5156999802408766,2.5773654608424126,0.7932888533340142,0.008751039251974124,190,40,0.008750535504063354,-4.084412849603147e-09,0.0,87,5,449,True,140,168,449,449,140,168,3766,True,1.4757053252243276e-06,0,0,9
train/elongated_low_smooth_1,206,0742d7de2d63891b66cd596ea9b26148a3ab2526f00342f71479cf10d3474eae,elongated/low/smooth,single,train/2156,1.8713510247224423,0.06922378250750774,0.10725771945543763,1,False,1.1388077985044494,1.1388077985044494,1.1783440776881795,1.1783440776881795,2.0753878587860966,0.23545701157352006,0.12992576333849165,91,40,0.015185147640727266,3.2361265472902194e-09,0.0,91,8,449,True,77,57,449,449,77,57,2835,True,6.707154652039752e-07,0,0,3
train/elongated_low_smooth_2,206,0a3b2eb5a2f7fbe8d71f6cdaffecf7a0d4aa7bcf34f01d0d327a3681643227d5,elongated/low/smooth,single,train/12079,1.3669768410644885,0.12996787500240148,0.14184212744773098,1,False,1.5882740434283356,1.5882740434283356,0.5891387521663551,0.5891387521663551,1.7861632141268462,0.7305980738793421,0.026762154419621875,175,40,0.003391481414253847,-5.29379816371911e-09,0.0,301,5,449,True,97,115,449,449,97,115,1302,True,1.035539730371625e-06,0,0,17
train/elongated_low_smooth_3,206,1b4d83da095175275b977174c832276ec457f220c38cae8465d33ccc45913e9d,elongated/low/smooth,single,train/2175,1.3333666302314424,0.11766298593653758,0.14066682225501492,1,False,1.4745561706727466,1.4745561706727466,1.2511229743013748,1.2511229743013748,-1.073338990858999,0.6485007033719672,0.08505187432297795,12,40,0.008919750205076182,2.9073509988375434e-09,0.0,12,6,449,True,97,1,449,449,97,1,2802,True,5.491119434029253e-07,0,0,1
train/elongated_low_smooth_4,206,1b74c0ce44d430ab532873485f252f62d87a1bdc4dac5eb503e421da8494aceb,elongated/low/smooth,single,train/12058,1.514898516489466,0.1174035477613352,0.10044371750987836,1,False,1.4699510264286817,1.4699510264286817,0.8753953712589995,0.8753953712589995,1.2074040196929987,0.7041715840090695,0.028573502250045568,253,40,0.012374086173936255,9.94855885172452e-10,0.0,70,5,449,True,57,33,449,449,57,33,962,True,1.2712531822560833e-06,0,0,5
train/elongated_low_smooth_5,206,6d207316d1c2d509d23ced5c056baeaee72c55816806665081e8846a0ed5e842,elongated/low/smooth,single,train/12060,1.9438453642097027,0.18617282033964244,0.15965199583402986,1,False,1.1335600879538363,1.1335600879538363,1.519229845739811,1.519229845739811,-2.106607154498869,0.3806309821706891,0.22960784429506298,330,40,0.006734991489519667,7.709231572561316e-09,0.0,112,5,449,True,284,15,449,449,284,15,10048,True,1.5162462441736685e-06,0,0,20
train/elongated_low_smooth_6,206,85b9fbbb7ba5896fef809e85840b2ba10b4f6411682a432f00f8180a41c60538,elongated/low/smooth,single,train/12062,2.1243228824838156,0.16342104895520237,0.10506032287256786,1,False,1.3844636420885257,1.3844636420885257,1.4985268272134942,1.4985268272134942,-0.38389342477240174,0.8360208219450134,0.3175983859056338,293,40,0.01234425978360699,2.6351150289594116e-09,0.0,182,5,449,True,145,63,449,449,145,63,3159,True,6.242254669297934e-07,0,0,5
train/elongated_low_smooth_7,206,f6d84f8597270713c000bebcee4efa807a3cd08f0537dc4d8295b34043179ddb,elongated/low/smooth,single,train/12067,2.0882131866925437,0.15698448732951184,0.10595111019048477,1,False,0.3224900740096179,0.3224900740096179,1.7976712093449718,1.7976712093449718,0.47819102326207563,0.3630861661203302,0.1463421112408359,383,40,0.04579405048384342,-4.78607910248119e-10,0.0,206,5,449,True,139,39,449,449,139,39,4417,True,2.3651237870604625e-06,0,0,17
