structure,frame,points,range_m,preserved_world,spread_m,axis1_span_m,axis2_span_m,axis3_span_m,linearity,planarity,scattering,neighbor_m,intensity
206:10:91,52,22,33.33738708496094,train/branched_low_rough_4,0.6684912512218416,1.5311542496959505,1.267509237055183,0.7721337344969925,0.506236811774006,0.22814674518939512,0.2656164430365988,0.2123033281379036,0.03500000014901161
206:10:92,52,18,38.104576110839844,train/branched_low_rough_4,0.9531974797107194,2.7682471370755435,1.703390446113008,0.1855403281065905,0.6010250652257167,0.3945890707759097,0.004385863998373594,0.33333746133903763,0.062142856419086456
206:10:93,52,329,11.515596389770508,train/branched_low_rough_4,0.9272769408795457,3.58773729556882,1.7058078588605272,1.9946219152436018,0.7262143094638687,0.11292496072510622,0.16086072981102514,0.073337431684401,0.02428571507334709
206:10:95,52,27,32.86760711669922,train/branched_low_rough_4,1.3828286138166228,3.576907945604328,1.0582959158461152,1.017145388851127,0.9573213680796864,0.015264215160189101,0.02741441676012453,0.21577152523542525,0.055714286863803864
206:10:96,52,15,36.914302825927734,train/branched_low_rough_4,1.4142754180711228,4.475923789050617,1.3249548000149498,0.5551457474677461,0.9136303858725487,0.07233151562617927,0.014038098501271926,0.23527403157433693,0.022285714745521545
206:10:97,52,5,47.618743896484375,train/branched_low_rough_4,0.3095506397503202,0.602799476575428,0.3471030042631862,0.028211969278763425,0.614814204341435,0.3830790097422649,0.0021067859163001685,0.293134975165083,0.06057142838835716
206:10:99,52,13,29.634607315063477,train/branched_low_rough_4,0.440020225088174,1.4739431837213313,0.45935248132996787,0.3411336268617876,0.8539850317379595,0.08760555117490194,0.05840941708713863,0.18112509121989998,0.023428572341799736
206:10:100,52,38,31.45730209350586,train/branched_low_rough_4,0.9599603532345371,3.808414085738952,1.143939378518755,0.6429111590175599,0.8821259786068876,0.08243463176749444,0.03543938962561792,0.1987115216936109,0.0231428574770689
206:10:101,52,13,33.41779708862305,train/branched_low_rough_4,0.416129267634274,1.14029100423888,0.5462075322170103,0.19785273224118494,0.7541229414763054,0.22209892776370135,0.0237781307599933,0.21742669468401313,0.006571428384631872
206:10:102,52,26,36.2545280456543,train/branched_low_rough_4,0.6386702706182863,1.8661583662063324,0.8766115490443955,0.5770499521448547,0.81978812296868,0.11844817458803424,0.0617637024432858,0.22996698979813274,0.018714286386966705
206:10:103,52,26,38.289649963378906,train/branched_low_rough_4,0.8154087928395702,2.87842672373952,1.7044150178485415,0.5913585183674447,0.6631285454639216,0.28249936067960846,0.054372093856469884,0.23894418343381452,0.014000000432133675
206:10:105,52,270,23.588899612426758,train/branched_low_rough_4,1.361572504847373,4.52542246087925,2.265354050771575,2.1023099905926435,0.851070155389653,0.0390791644809361,0.10985068012941085,0.1447681720399578,0.05471428483724594
206:10:106,52,5,26.342845916748047,train/branched_low_rough_4,1.2853555171717013,2.753839640680351,1.6417506776294748,0.22097534575626754,0.7996023797655389,0.19630219027999574,0.004095429954465316,0.23501178030133163,0.05400000140070915
206:10:114,52,55,24.965848922729492,train/branched_low_rough_4,0.689675956899002,2.668135873641485,1.997607811562557,1.3645635881295293,0.6356949931367306,0.1271612643506366,0.2371437425126328,0.1550629654068795,0.02085714228451252
206:15:5,52,12,31.173015594482422,train/branched_low_rough_4,0.6473036823005318,1.960072372371306,0.9140190180766155,0.38296375290206075,0.8160126338332636,0.15705794468318787,0.026929421483548488,0.20114038108715415,0.027142856270074844
206:15:6,52,20,28.9466552734375,train/branched_low_rough_4,0.5230251686942888,1.3536034073606729,0.5424372740244909,0.29265333354119205,0.8367745422877919,0.14832393290152238,0.014901524810685716,0.1783304759867355,0.04857143014669418
206:15:7,52,19,29.716508865356445,train/branched_low_rough_4,0.5602380470343944,1.5075684086821792,1.0745380835776794,0.2215778824588543,0.5606937548949132,0.425245009133071,0.01406123597201572,0.18581861902085206,0.02800000086426735
206:18:5,52,1090,9.501614570617676,train/branched_low_rough_4,1.3875325247611703,5.005839302377183,1.886690736541093,1.1197924764457978,0.8639069272947792,0.11391970634747636,0.02217336635774431,0.058140057470301765,0.10885713994503021
206:18:6,52,112,27.612777709960938,train/branched_low_rough_4,1.2417522453309888,5.6999352251599955,1.9869697067409273,1.478471219846275,0.7927343195779839,0.11786584383256733,0.08939983658944879,0.18076036394077813,0.054571427404880524
206:30:19,52,87,10.030800819396973,train/branched_low_rough_4,0.2619873069560131,0.8601777964118427,0.5716111395566134,0.2813787566537096,0.46931182513371267,0.4380286938049022,0.09265948106138512,0.06083621223750172,0.43942856788635254
206:30:20,52,44,10.344983100891113,train/branched_low_rough_4,0.22140436886042403,0.6302108771237731,0.37163517954875336,0.21456552766845807,0.7337427259744741,0.19807120347084325,0.06818607055468262,0.06365214906137909,0.300428569316864
206:255:6,52,16,32.250553131103516,train/branched_low_rough_4,0.5489593685605091,1.5655404277413145,1.1899709055196754,0.4149275203976528,0.6279752395017447,0.306433759404311,0.06559100109394425,0.20502602170064949,0.14014285802841187
206:10:64,53,95,18.23337173461914,train/branched_low_rough_4,1.2714950817489101,4.202481408076612,1.9268735520301705,1.0523659584820633,0.7838364155810191,0.17880932414158338,0.037354260277397605,0.11813004302395085,0.050285715609788895
206:10:65,53,16,24.209083557128906,train/branched_low_rough_4,0.9817325057187472,3.9785820276626653,0.7819213875314546,0.4901088313344697,0.9477778396201033,0.030273172963376227,0.021948987416520422,0.15144585173777125,0.05342857167124748
206:10:78,53,546,12.955497741699219,train/branched_low_rough_4,1.2953886216888628,4.5637765771762835,2.2695045035061843,1.6998984505768877,0.7675078907153357,0.1584744502385391,0.0740176590461252,0.08156251379475808,0.1794285774230957
206:10:79,53,723,9.567525863647461,train/branched_low_rough_4,1.0177269633068906,3.452925401156815,1.6674689458930494,1.195760520936283,0.728568354494632,0.1680830692387352,0.10334857626663274,0.05891207378275123,0.1508571356534958
206:10:91,53,21,33.210506439208984,train/branched_low_rough_4,0.5356920453992843,1.3749040658750287,1.1700615207537506,0.7293616541564049,0.5289767798811797,0.3111780818551114,0.15984513826370883,0.20603015443908523,0.017428571358323097
206:10:92,53,31,38.33088302612305,train/branched_low_rough_4,1.0974507627281507,3.514906643001077,1.7983369254909307,0.7826663842216004,0.7663451151450418,0.2053130432329307,0.028341841622027606,0.23739872814262428,0.07857143133878708
206:10:93,53,364,11.491741180419922,train/branched_low_rough_4,0.9099183431296255,3.7315799257786635,1.6861138013943626,2.0970254741133187,0.7104886393556202,0.10737503175586305,0.1821363288885167,0.0718437478751359,0.02385714277625084
206:10:95,53,27,32.5348014831543,train/branched_low_rough_4,1.4643008408043732,3.8330626036685116,1.4897260474941878,1.0553674533049904,0.9056197077725349,0.055718447116607873,0.03866184511085718,0.22052841463225778,0.06142857298254967
206:10:96,53,11,36.96855163574219,train/branched_low_rough_4,0.7361063034250905,2.356120350127593,0.9444932393003839,0.4968823341238169,0.7146118579369157,0.21765758195394505,0.06773056010913919,0.23267753151890866,0.014000000432133675
206:10:97,53,6,47.79174041748047,train/branched_low_rough_4,0.4134227876000866,0.8270665024179251,0.8550663646444776,0.20223707910334618,0.1035915801097549,0.8470031521563957,0.049405267733849366,0.3368814980646213,0.007285714149475098
206:10:99,53,13,29.828609466552734,train/branched_low_rough_4,0.3585118745152313,1.1795577625907718,0.596685755341702,0.23978880847698475,0.6605300984155001,0.30579145724309414,0.03367844434140569,0.1903265027571789,0.022285714745521545
206:10:100,53,42,31.59567642211914,train/branched_low_rough_4,0.9598046752619448,3.7697015477451687,1.3519767998487175,0.7075163663153412,0.8644135356777888,0.09795727516264273,0.03762918915956853,0.19541212996456825,0.019857142120599747
206:10:101,53,8,33.41967010498047,train/branched_low_rough_4,0.37522322755915033,0.9954406345459541,0.41923198801215417,0.2147650013671609,0.8493387017271685,0.11027461304709778,0.040386685225733736,0.23908746063433853,0.011428571306169033
206:10:102,53,32,36.37737274169922,train/branched_low_rough_4,0.8788636846927216,2.872909971955183,1.4746988200520434,0.5872070058728698,0.8316365683636929,0.12272180574907501,0.04564162588723211,0.22373956053071317,0.017571428790688515
206:10:103,53,27,38.39855194091797,train/branched_low_rough_4,0.9312607439576399,3.089254101824294,1.6049631366664878,0.5612626098207469,0.7775370139824115,0.18737364271086038,0.035089343306728055,0.24055107356793803,0.01342857163399458
206:10:105,53,270,23.678115844726562,train/branched_low_rough_4,1.379889744738812,4.522736175187008,2.047048380055723,1.8884956076734167,0.8544324905334894,0.027912320528386485,0.1176551889381242,0.1461663853600828,0.05900000035762787
206:10:106,53,5,26.38584327697754,train/branched_low_rough_4,1.3891097362227205,2.829684353250559,1.7769891975523615,0.6516350390090629,0.7890780461763146,0.17685493350242704,0.03406702032125833,1.036595697040207,0.06771428883075714
206:10:114,53,39,25.035846710205078,train/branched_low_rough_4,0.5938469865963889,1.931972180972136,1.1035263341285697,1.04668581052172,0.744014162154516,0.09821810114966405,0.15776773669581992,0.1557604736260436,0.024000000208616257
206:15:5,53,12,31.04865264892578,train/branched_low_rough_4,0.413798559181272,1.1419651669493853,0.821244412093924,0.21051342630879136,0.621793660086121,0.34208359558616536,0.03612274432771372,0.1935049339403815,0.02971428632736206
206:15:6,53,19,28.86130714416504,train/branched_low_rough_4,0.5179297669561151,1.3119627964166911,0.9265646077693763,0.28056767856135195,0.6577611802927781,0.3162335023773747,0.02600531732984724,0.17696237824738884,0.05771428719162941
206:15:7,53,16,29.735916137695312,train/branched_low_rough_4,0.534375586440743,1.570372788183545,0.8896974097649795,0.3383689060316384,0.7759933893574,0.1983904723995837,0.02561613824301617,0.18791578526352876,0.02085714414715767
206:18:5,53,1105,9.427885055541992,train/branched_low_rough_4,1.3810994507213599,4.962489040465325,1.9196981377183677,1.05198344571169,0.8600335104342073,0.11739376986249281,0.022572719703299993,0.05720324567033216,0.10742857307195663
206:18:6,53,107,27.664804458618164,train/branched_low_rough_4,1.275792774018904,5.557875673986702,2.157949332358835,1.4107489077908038,0.7852509562147095,0.1144406191617927,0.10030842462349782,0.17906428407840205,0.04800000041723251
206:30:19,53,89,10.017308235168457,train/branched_low_rough_4,0.26768888439521205,0.9124485350558116,0.6029350166617128,0.2417789493233566,0.5954765330370498,0.3411399629518269,0.06338350401112333,0.06073193329372923,0.4545714259147644
206:30:20,53,45,10.35175895690918,train/branched_low_rough_4,0.23324195772320197,0.7042213670636095,0.3785937618133883,0.23408875472170593,0.7715382973089326,0.1603165975045562,0.06814510518651126,0.06329919073492093,0.29257142543792725
206:255:6,53,17,32.662750244140625,train/branched_low_rough_4,0.5054168240906072,1.4614212706710212,1.1410547272852676,0.4294788581767577,0.47800501096906717,0.4260134448445395,0.09598154418639337,0.20203264035970353,0.09771428257226944
206:10:64,54,109,18.207368850708008,train/branched_low_rough_6,1.0017984748817457,4.044498848054978,1.8695540049839732,1.2777144139307666,0.5528878385232616,0.3530969425517785,0.09401521892495994,0.11655703798478576,0.04600000008940697
206:10:65,54,11,24.05936050415039,train/branched_low_rough_6,1.1245699645919134,4.0326730875791945,0.762555660086552,0.29108205123933445,0.9553352071813962,0.0383214680872474,0.006343324731356465,0.14949159777137622,0.07857143133878708
206:10:78,54,563,12.882084846496582,train/branched_low_rough_6,1.28839183051779,4.651885139607252,2.326118189885851,1.662691378163308,0.7697406390070554,0.15548039961289492,0.07477896138004962,0.08094766529339083,0.1631428599357605
206:10:79,54,741,9.53476619720459,train/branched_low_rough_6,1.0227322930850582,3.5288183496927683,1.6503785034576368,1.211999184349121,0.7296384699261173,0.1663994091419402,0.10396212093194265,0.058536561309272754,0.14742857217788696
206:10:90,54,6,44.089324951171875,train/branched_low_rough_6,0.3046631007339616,0.7881883495485664,0.3879448473752474,0.10112470793871908,0.7749002345839585,0.20697097843356846,0.01812878698247296,0.2653516245460826,0.0949999988079071
206:10:91,54,21,33.34499740600586,train/branched_low_rough_6,0.6192270462645866,1.7651383985620501,1.2622747407406814,0.44143839743138213,0.5515227334486603,0.3921870270126333,0.05629023953870637,0.20499012560882954,0.03371428698301315
206:10:92,54,36,38.04169464111328,train/branched_low_rough_6,1.1485590659197675,3.2472270559236716,1.7187971105605921,0.21726824913427734,0.7955878562184343,0.20172137275592958,0.002690771025636213,0.2413033766697913,0.06342856585979462
206:10:93,54,361,11.467957496643066,train/branched_low_rough_6,0.9683007665806505,3.714873886070132,1.5787009079840715,1.868446401606011,0.7512975622800501,0.09208324687350156,0.15661919084644835,0.07165453460662753,0.025428570806980133
206:10:95,54,31,32.57830810546875,train/branched_low_rough_6,1.3160634963929063,3.6944647769429864,1.6066175006839778,0.9287354889612336,0.8686024080629513,0.09227292744497217,0.03912466449207654,0.20610338051042074,0.051428571343421936
206:10:96,54,10,37.25852966308594,train/branched_low_rough_6,0.6505393789745464,1.2468357952467644,1.3827589828811835,0.6361274797950054,0.3727587490939306,0.47498784980464764,0.1522534011014218,0.3470213354946531,0.01657142862677574
206:10:99,54,17,29.807605743408203,train/branched_low_rough_6,0.4903317914873104,1.5556203231940422,0.9151795566221971,0.516092634075249,0.6936775905126983,0.1563505124565171,0.14997189703078467,0.20346770172171968,0.017428571358323097
206:10:100,54,36,31.577547073364258,train/branched_low_rough_6,0.9560033537012119,3.726710386959093,1.0698797542447829,0.6839978931670634,0.8904795133493805,0.0754343303180262,0.03408615633259344,0.2000419423456536,0.023000000044703484
206:10:101,54,10,33.52104949951172,train/branched_low_rough_6,0.32254148762108553,0.9487730094834486,0.42888907243147456,0.16762785771792044,0.7424954814814264,0.22642057302823554,0.03108394549033807,0.20666506183479347,0.009142857044935226
206:10:102,54,33,36.4799919128418,train/branched_low_rough_6,0.9667204137399047,2.77817027683178,1.484008007291997,0.6960908195972468,0.8518944116290323,0.1041837192209577,0.043921869150009896,0.22680034899071352,0.012857142835855484
206:10:103,54,24,38.28375244140625,train/branched_low_rough_6,0.7822341736893882,2.7937610923102607,1.6339874261269118,0.5547153911159788,0.6688339992010822,0.27886199889979857,0.052304001899119164,0.2448345772230574,0.014428570866584778
206:10:105,54,259,23.74835968017578,train/branched_low_rough_6,1.3560975721267647,4.425667804497324,2.2361934843463063,2.1340842659225983,0.852924977779809,0.036156215578766616,0.1109188066414243,0.14596360128286204,0.058571428060531616
206:10:114,54,44,25.006710052490234,train/branched_low_rough_6,0.6982659680273084,2.9113624485720124,1.5697433637043838,1.380271364827386,0.5659106121342353,0.15581918726938343,0.2782702005963812,0.15714859835646144,0.027142856270074844
206:15:5,54,12,31.0364990234375,train/branched_low_rough_6,0.4414836306924626,1.338505531259059,0.6207806369534588,0.14369144013133492,0.6727800155175473,0.31808399724729886,0.00913598723515382,0.19345484253788925,0.02557142823934555
206:15:6,54,21,28.865999221801758,train/branched_low_rough_6,0.5497454231769873,1.490232518959842,0.6429089474968381,0.2912185434001555,0.8609322107652531,0.12066292415252634,0.01840486508222053,0.18176704557987208,0.04657142981886864
206:15:7,54,18,29.71139144897461,train/branched_low_rough_6,0.6935962378170786,1.8189673585062027,0.9930660549901775,0.21428548095168598,0.7874820736860966,0.20625641212883075,0.006261514185072722,0.18882309944209835,0.027285713702440262
206:18:5,54,1185,9.356613159179688,train/branched_low_rough_6,1.398532740130328,4.970228220425177,1.9114171293948745,1.1211781485352246,0.8626741796994946,0.11490358938971561,0.022422230910789816,0.05699856182026912,0.1071428582072258
206:18:6,54,93,27.660310745239258,train/branched_low_rough_6,1.163528280316397,5.616494753388401,2.024988142703263,1.3598324023989252,0.6828249645954197,0.199489138663245,0.11768589674133521,0.17777298052830537,0.057428572326898575
206:30:19,54,95,10.006522178649902,train/branched_low_rough_6,0.26784455648566163,0.9130211809049462,0.6247731376021266,0.3000980062592391,0.4522995814501494,0.45724933963251635,0.09045107891733425,0.06068866536577397,0.3799999952316284
206:30:20,54,47,10.350175857543945,train/branched_low_rough_6,0.2283240215339807,0.6955728568586781,0.3778639841104416,0.24006727476784084,0.6668550082296372,0.2311882486769966,0.10195674309336628,0.0636440097302519,0.3125714361667633
206:255:6,54,17,33.32599639892578,train/branched_low_rough_6,0.5058883832676475,1.3250961667593206,0.8620027394126281,0.43803317841836276,0.7019664322338176,0.2184472343471278,0.0795863334190546,0.21228786502515112,0.16085714101791382
206:10:64,55,100,18.040285110473633,train/branched_low_rough_6,1.1876650484986724,4.132591838680818,1.876966128618091,1.2430006929925987,0.7398115378690285,0.20711933749301484,0.053069124637956606,0.11756309485954584,0.05185714364051819
206:10:65,55,11,23.994098663330078,train/branched_low_rough_6,0.3056593052441984,0.9319533138370272,0.4207440507187793,0.14074114727498144,0.7324887254283134,0.23961132776468272,0.02789994680700388,0.1488253993783724,0.1071428582072258
206:10:78,55,565,12.806952476501465,train/branched_low_rough_6,1.2819593373399374,4.645678035887179,2.3367120975514504,1.6886946632541067,0.7729564055673757,0.1457418327105026,0.08130176172212172,0.08086349975671717,0.16771428287029266
206:10:79,55,756,9.497169494628906,train/branched_low_rough_6,1.0208801773484355,3.5446834397217475,1.6501532623520907,1.2458496171118285,0.7114362753946456,0.17998801136283454,0.10857571324251983,0.05861984693100986,0.1494285762310028
206:10:91,55,18,33.24913787841797,train/branched_low_rough_6,0.571521007164172,1.414693817432617,1.3157833656554427,0.8704772290850582,0.46073079805184136,0.11456311817923585,0.42470608376892277,0.20830361064037078,0.01514285709708929
206:10:92,55,37,37.77250289916992,train/branched_low_rough_6,1.1566079408967918,3.514441212627019,1.7252468754243289,0.8439969605105342,0.7806343424096093,0.19053048020483473,0.02883517738555594,0.2481393764592194,0.05542857199907303
206:10:93,55,363,11.455297470092773,train/branched_low_rough_6,0.9556945655970447,3.8279362068484697,1.578143967959969,1.9365251785268875,0.737487177292886,0.08970040739340439,0.17281241531370964,0.07163054355089943,0.024571428075432777
206:10:95,55,21,32.4610481262207,train/branched_low_rough_6,1.0303180998196018,3.215521200031731,1.4368781114427018,0.777299413339672,0.827314646950867,0.11704161707190676,0.05564373597722619,0.22971009914546658,0.043142858892679214
206:10:96,55,12,37.23427200317383,train/branched_low_rough_6,1.4492968096682153,4.372582081593298,1.2634881468215755,0.7339458281001446,0.9247593346257278,0.049969218752357505,0.025271446621914755,0.37831131467218265,0.015285714529454708
206:10:99,55,14,29.869827270507812,train/branched_low_rough_6,0.40731900912705166,1.2668443437004093,0.5319673921291328,0.27772296589271267,0.8162206022338722,0.14618880191376324,0.037590595852364656,0.18496390056843354,0.026285715401172638
206:10:100,55,35,31.641555786132812,train/branched_low_rough_6,0.748465239092816,2.4647744986927536,2.0274736074871895,0.6629819345743742,0.6435563273307763,0.2941193525149874,0.06232432015423636,0.19731368793534465,0.023714285343885422
206:10:101,55,5,33.56504440307617,train/branched_low_rough_6,0.3537562702798157,1.0082244705907804,0.2800353500880862,0.1955839680708291,0.882422406121778,0.07868887198723674,0.038888721890985245,0.21119254849461552,0.00800000037997961
206:10:102,55,29,36.576751708984375,train/branched_low_rough_6,0.9429584881066937,2.847261899994296,1.039399621879933,0.5713673790829292,0.9107587795967858,0.06628002317898357,0.022961197224230644,0.23408091781333284,0.016285713762044907
206:10:103,55,24,38.447998046875,train/branched_low_rough_6,0.7921940544463328,2.421130905789046,1.478809922075343,0.6584943770677278,0.6011445852399916,0.3326689647757233,0.0661864499842851,0.23960783029094074,0.02071428671479225
206:10:105,55,261,23.84161376953125,train/branched_low_rough_6,1.3565262323634348,4.429455859142434,2.1398142021910123,1.9907512317525482,0.8582309204881299,0.03439785769366399,0.10737122181820623,0.14678916125942285,0.05228571593761444
206:10:106,55,6,26.58834457397461,train/branched_low_rough_6,1.2958147028462008,3.075044633594595,1.4832746373357297,0.10416461727023414,0.8734700222730183,0.12591444009307365,0.0006155376339081173,0.1735692663035315,0.03971428424119949
206:10:114,55,46,25.035728454589844,train/branched_low_rough_6,0.701297657716093,2.795661475418311,1.8409062548138513,1.27030356606569,0.42560487557204046,0.31081005655362615,0.26358506787433333,0.1519439539849225,0.028142858296632767
206:15:5,55,18,31.027915954589844,train/branched_low_rough_6,0.4440083303362368,1.227647950498671,1.0711793131780658,0.20056667430134745,0.5295276687613418,0.4483525112716922,0.022119819966966082,0.19086197352945264,0.021142857149243355
206:15:6,55,19,28.760311126708984,train/branched_low_rough_6,0.4484669132713682,1.281885361030059,0.8125306387927291,0.27275614384461044,0.6852630588138393,0.2802216374744865,0.034515303711674356,0.18011106683541195,0.054571427404880524
206:15:7,55,14,29.67363739013672,train/branched_low_rough_6,0.5105743181652985,1.5187574282419294,0.70944630300271,0.3702664456116862,0.7228744574198509,0.24269765245572517,0.03442789012442394,0.1833273215384581,0.030714284628629684
206:18:5,55,1232,9.293479919433594,train/branched_low_rough_6,1.4011316580066493,4.93127600622789,1.873733144169357,1.1220002917241665,0.8610531065154509,0.11649481562176658,0.022452077862782614,0.05663682353687498,0.11471428722143173
206:18:6,55,93,27.78105354309082,train/branched_low_rough_6,1.1679693497463841,5.5582760508930456,2.095228591368984,1.5673409775188876,0.7091525374144365,0.17697385811211952,0.11387360447344406,0.17802229083626445,0.06457142531871796
206:30:19,55,91,10.013968467712402,train/branched_low_rough_6,0.27230529122673786,0.8952864688726121,0.670658705536864,0.28563489327216446,0.4897805164003818,0.4143146812544435,0.09590480234517473,0.06135104001083416,0.47600001096725464
206:30:20,55,44,10.356348037719727,train/branched_low_rough_6,0.2326915603848311,0.6956735857429653,0.3648105083178509,0.2863193658597827,0.7328592596587802,0.17500017414296323,0.0921405661982566,0.06407538365392712,0.303428590297699
206:255:6,55,17,34.055755615234375,train/branched_low_rough_6,0.5425697015629285,1.3939810317739298,1.184892204052118,0.644339524819076,0.19450766115163198,0.5841123400072721,0.2213799988410959,0.21364845459007917,0.14314286410808563
206:10:64,56,114,17.944007873535156,train/branched_low_rough_6,1.0906329866912985,4.125200758634323,2.060654194274391,1.3173673181551027,0.6006806968542446,0.3188688481437157,0.08045045500203964,0.11516759103242855,0.04957142844796181
206:10:65,56,12,23.929357528686523,train/branched_low_rough_6,1.0682031501332767,3.9551517246996104,0.7469723559449728,0.4373707494646521,0.9555789434871359,0.029235640736826576,0.015185415776037582,0.14708911160060392,0.061571426689624786
206:10:78,56,569,12.7291259765625,train/branched_low_rough_6,1.2958062013709684,4.652219059122299,2.296335004273449,1.7541531436646713,0.7734721413115273,0.15142800116905603,0.07509985751941675,0.08040575747157697,0.18228571116924286
206:10:79,56,736,9.48843002319336,train/branched_low_rough_6,1.0196477213653976,3.5900982571897124,1.6240478683605446,1.3048856448899797,0.714566085636275,0.1816927963268483,0.10374111803687677,0.058400984384239664,0.1679999977350235
206:10:90,56,8,44.89678955078125,train/branched_low_rough_6,0.7783595954051432,1.8559234117044738,1.2537749531288123,0.596980541447421,0.6606958049958291,0.24922829739050445,0.09007589761366637,0.2816153174338839,0.046142857521772385
206:10:91,56,11,33.228702545166016,train/branched_low_rough_6,1.047953018851544,3.571759894560543,1.041593950180474,0.5641337119531422,0.9200575589813634,0.052274106875303344,0.027668334143333185,0.20313129876884242,0.01914285682141781
206:10:92,56,40,37.56382751464844,train/branched_low_rough_6,1.0927908382234517,3.5527896658813747,1.7100906936648141,0.9081157636761448,0.6915127342712347,0.2593610530753372,0.049126212653428064,0.2356957589507152,0.0738571435213089
206:10:93,56,355,11.48375129699707,train/branched_low_rough_6,0.9501317996716496,3.6499830227744363,1.7845133851864774,2.034476174366038,0.7046999736918699,0.12293117200573285,0.1723688543023972,0.07211642867114322,0.026000000536441803
206:10:95,56,27,32.751304626464844,train/branched_low_rough_6,1.3725480014963438,3.879279872230618,1.7248381396342736,1.0263417421697976,0.8733606192642586,0.08503995603714437,0.04159942469859696,0.21071082383137615,0.05542857199907303
206:10:96,56,13,37.17974853515625,train/branched_low_rough_6,0.8796411851006867,2.399242030729752,1.3563881515607845,0.7008953178838084,0.7476915622811883,0.18648659335236142,0.0658218443664503,0.2387119568909729,0.012000000104308128
206:10:99,56,15,30.026304244995117,train/branched_low_rough_6,0.6080230658547457,2.1854992047586905,1.089536958508912,0.45669086830411265,0.6385075260009089,0.29414347901247295,0.06734899498661807,0.19321637279552412,0.034285712987184525
206:10:100,56,35,31.69255256652832,train/branched_low_rough_6,0.634708882455942,1.7788085740204755,2.016171163642742,0.7181369843165831,0.40931405125353304,0.4194507906264857,0.17123515811998122,0.19589427770602727,0.02142857201397419
206:10:101,56,12,33.70167922973633,train/branched_low_rough_6,0.3805195190617132,1.005116070062092,0.4773609831649568,0.27043124021449294,0.7446737941369603,0.20551397683162514,0.049812229031414565,0.2118704114384125,0.010285714641213417
206:10:102,56,32,36.677494049072266,train/branched_low_rough_6,0.966927956559979,3.013195335355785,0.9739532847354375,0.5989127143758174,0.9189824543389042,0.04922495527073309,0.03179259039036269,0.22547516369357315,0.012142857536673546
206:10:103,56,22,38.3958740234375,train/branched_low_rough_6,0.5750144583825141,1.8265172861320427,0.9883351637405273,0.3755157756601496,0.6256662359660268,0.31537391751464827,0.058959846519325,0.23933626231540067,0.01657142862677574
206:10:105,56,265,23.8546142578125,train/branched_low_rough_6,1.3539030499790188,4.480553883516537,2.0762606124037264,1.9154491278812258,0.8547421821227249,0.047568352955188485,0.09768946492208658,0.14658075888721991,0.050285715609788895
206:10:106,56,9,26.574094772338867,train/branched_low_rough_6,1.037965292647664,2.757925693919944,1.2098065998107457,0.35454955229340823,0.904491000356225,0.08548805711244226,0.010020942531332766,0.17424550969075484,0.04771428555250168
206:10:114,56,32,25.02834701538086,train/branched_low_rough_6,0.7207615071844836,3.3199388029985495,1.2068413468930073,0.9876527327730891,0.6304836682223609,0.20688251766282337,0.1626338141148157,0.15631637248477503,0.027857143431901932
206:15:5,56,13,30.953752517700195,train/branched_low_rough_6,0.3842939266445847,1.0312803668677373,0.8609993897978545,0.1726326280524704,0.2906533738582116,0.6845689765621336,0.024777649579654903,0.19743103022844677,0.03400000184774399
206:15:6,56,23,28.8983097076416,train/branched_low_rough_6,0.5543975221608975,1.5444781516059376,0.9096850072419491,0.3391200730998001,0.7255347448917605,0.25027096461117454,0.024194290497065046,0.1790938071089785,0.03914285823702812
206:15:7,56,19,29.682308197021484,train/branched_low_rough_6,0.5803780599788073,1.5690643246321,0.9245284990035496,0.34731230034153393,0.748365510390195,0.2322306082709201,0.019403881338884935,0.18665964918596545,0.0231428574770689
206:18:5,56,1231,9.262887001037598,train/branched_low_rough_6,1.4038291832230905,4.963947511644006,1.8574080698369724,1.09487978668395,0.8658271708809109,0.11149933190166829,0.02267349721742084,0.05588696704229358,0.11142857372760773
206:18:6,56,90,27.853206634521484,train/branched_low_rough_6,1.174099497891167,5.5867446634277895,1.9567890056200952,1.331262955986757,0.710707730404645,0.18869438447815243,0.10059788511720257,0.17637085422705787,0.05700000002980232
206:30:19,56,94,10.016763687133789,train/branched_low_rough_6,0.2834395805375927,0.9739809181914176,0.6200667233764111,0.2567012725915484,0.5364009400798051,0.3951168791107101,0.06848218080948486,0.06074055754153605,0.399142861366272
206:30:20,56,40,10.372328758239746,train/branched_low_rough_6,0.2188128154351567,0.6342431095031926,0.31937222702420465,0.33308145560294383,0.7926953549034262,0.09604148223500938,0.11126316286156442,0.06363769575342478,0.2695714235305786
206:255:6,56,16,34.70972442626953,train/branched_low_rough_6,0.5756578174989949,1.6844405520256684,1.2615553189982656,0.6162465159180749,0.32408513076746664,0.5670111832711495,0.1089036859613838,0.21156576252441103,0.1647142767906189
206:10:64,57,114,18.01729965209961,train/branched_low_rough_6,1.059215391074527,4.116872381455856,1.6693131531916514,1.30964744716362,0.5783299750499725,0.3051142570211257,0.1165557679289018,0.11357363932279252,0.04657142981886864
206:10:65,57,11,23.86309814453125,train/branched_low_rough_6,1.1658955295630355,4.2385000196643645,0.6834573810215575,0.41198065037912923,0.9643804933144438,0.02549441364811123,0.010125093037444967,0.14607666698290703,0.07199999690055847
