序列,当前帧,范围编码,可见模式,整窗未见,历史异常点数,历史可见扫描数,历史异常占比,联合体素数,当前占据体素数,当前异常体素数,联合异常体素数,历史增加异常体素数,当前异常压缩比,联合异常压缩比,当前异常体素含正常数,当前异常体素含忽略数,历史新增正常体素数,历史新增正常影响当前异常点数,最早至当前平移（米）,最早至当前旋转（弧度）,当前异常体素含正常比例,当前异常体素含忽略比例,历史新增正常比例,当前异常体素均值位移P50（米）,抽样静态点数,静态匹配点数,静态匹配比例,槽0全距离异常点数,槽1全距离异常点数,槽2全距离异常点数,槽3全距离异常点数,槽4全距离异常点数,槽0源坐标范围内异常点数,槽1源坐标范围内异常点数,槽2源坐标范围内异常点数,槽3源坐标范围内异常点数,槽4源坐标范围内异常点数
140,194,complete_windows,10000,0,1,1,1.0,195012,69800,0,1,1,,1.0,0,0,0,0,2.761164934314652,0.004619586365363848,,,,,2048,2005,0.97900390625,1,0,0,0,0,0,0,0,0,0
140,195,complete_windows,00001,0,0,0,0.0,194672,68997,1,1,0,1.0,1.0,0,0,0,0,2.7783067302329454,0.009092426067585027,0.0,0.0,0.0,0.0,2048,2027,0.98974609375,0,0,0,0,1,0,0,0,0,0
140,196,complete_windows,00011,0,1,1,0.5,194160,68448,1,2,1,1.0,1.0,0,0,0,0,2.753354528475905,0.012639186607148092,0.0,0.0,0.0,0.0,2048,2014,0.9833984375,0,0,0,1,1,0,0,0,0,0
140,197,complete_windows,00110,0,2,2,1.0,190277,68115,0,2,2,,1.0,0,0,0,0,2.7724510040442247,0.008688385046771325,,,,,2048,2023,0.98779296875,0,0,1,1,0,0,0,0,0,0
140,198,complete_windows,01100,0,2,2,1.0,188946,68326,0,2,2,,1.0,0,0,0,0,2.808432189164888,0.011756461313153574,,,,,2048,2018,0.9853515625,0,1,1,0,0,0,0,0,0,0
140,199,complete_windows,11000,0,2,2,1.0,185924,67933,0,2,2,,1.0,0,0,0,0,2.799291659427395,0.009256132571022343,,,,,2048,2016,0.984375,1,1,0,0,0,0,0,0,0,0
140,200,complete_windows,10001,0,1,1,0.3333333333333333,186167,68359,2,3,1,1.0,1.0,0,0,0,0,2.831169286599985,0.012112891516248607,0.0,0.0,0.0,0.0,2048,2004,0.978515625,1,0,0,0,2,0,0,0,0,0
140,201,complete_windows,00011,0,2,1,0.6666666666666666,184745,68996,1,3,2,1.0,1.0,0,0,0,0,2.847506942715988,0.014844859697207159,0.0,0.0,0.0,0.0,2048,2015,0.98388671875,0,0,0,2,1,0,0,0,0,0
140,202,complete_windows,00110,0,3,2,1.0,188858,70227,0,3,3,,1.0,0,0,0,0,2.821833689992777,0.004719306057044634,,,,,2048,2010,0.9814453125,0,0,2,1,0,0,0,0,0,0
140,203,complete_windows,01100,0,3,2,1.0,191246,71881,0,3,3,,1.0,0,0,0,0,2.825474517773443,0.0014713451128046716,,,,,2048,1986,0.9697265625,0,2,1,0,0,0,0,0,0,0
140,204,complete_windows,11000,0,3,2,1.0,199487,73299,0,3,3,,1.0,0,0,0,0,2.841143277842694,0.004086359405340505,,,,,2048,1960,0.95703125,2,1,0,0,0,0,0,0,0,0
140,205,complete_windows,10000,0,1,1,1.0,206188,74422,0,1,1,,1.0,0,0,0,0,2.8440615127188087,0.0035984518360138123,,,,,2048,1980,0.966796875,1,0,0,0,0,0,0,0,0,0
140,206,complete_windows,00000,1,0,0,,215211,75773,0,0,0,,,0,0,0,0,2.8817221509371134,0.003768826061076039,,,,,2048,1981,0.96728515625,0,0,0,0,0,0,0,0,0,0
140,207,complete_windows,00001,0,0,0,0.0,222464,76488,2,2,0,1.0,1.0,0,0,0,0,2.8611139567199397,0.003374031171991878,0.0,0.0,0.0,0.0,2048,1987,0.97021484375,0,0,0,0,2,0,0,0,0,0
140,208,complete_windows,00010,0,2,1,1.0,227328,77017,0,2,2,,1.0,0,0,0,0,2.855876845976404,0.0047754433496482755,,,,,2048,1992,0.97265625,0,0,0,2,0,0,0,0,0,0
140,209,complete_windows,00101,0,2,1,0.6666666666666666,230923,77285,1,3,2,1.0,1.0,0,0,0,0,2.869161176236043,0.006249419194717774,0.0,0.0,0.0,0.0,2048,1951,0.95263671875,0,0,2,0,1,0,0,0,0,0
140,210,complete_windows,01011,0,3,2,0.75,232418,78082,1,4,3,1.0,1.0,0,0,0,0,2.844128961020402,0.008259788989237599,0.0,0.0,0.0,0.0,2048,1962,0.9580078125,0,2,0,1,1,0,0,0,0,0
140,211,complete_windows,10110,0,4,3,1.0,234977,78705,0,4,4,,1.0,0,0,0,0,2.890773787753519,0.008778779044991804,,,,,2048,1954,0.9541015625,2,0,1,1,0,0,0,0,0,0
140,212,complete_windows,01101,0,2,2,0.5,240413,78294,2,4,2,1.0,1.0,0,0,0,0,2.900768613773531,0.010205961230439,0.0,0.0,0.0,0.0,2048,1958,0.9560546875,0,1,1,0,2,0,0,0,0,0
140,213,complete_windows,11011,0,4,3,0.6666666666666666,241080,77851,2,4,2,1.0,1.5,0,0,0,0,2.8852964416260427,0.010498020454808752,0.0,0.0,0.0,0.005942956078797579,2048,1955,0.95458984375,1,1,0,2,2,0,0,0,0,0
140,214,complete_windows,10110,0,5,3,1.0,242079,77280,0,5,5,,1.0,0,0,0,0,2.912467098354293,0.00909921113097455,,,,,2048,1953,0.95361328125,1,0,2,2,0,0,0,0,0,0
140,215,complete_windows,01100,0,4,2,1.0,239795,76595,0,4,4,,1.0,0,0,0,0,2.901257666998214,0.00826118513079919,,,,,2048,1983,0.96826171875,0,2,2,0,0,0,0,0,0,0
140,216,complete_windows,11001,0,4,2,0.6666666666666666,236491,75272,2,5,3,1.0,1.2,0,0,0,0,2.875647123476012,0.007281587006375696,0.0,0.0,0.0,0.0,2048,1997,0.97509765625,2,2,0,0,2,0,0,0,0,0
140,217,complete_windows,10011,0,4,2,0.8,234562,73815,1,5,4,1.0,1.0,0,0,0,0,2.86899091418058,0.006178595136928691,0.0,0.0,0.0,0.0,2048,1993,0.97314453125,2,0,0,2,1,0,0,0,0,0
140,218,complete_windows,00111,0,3,2,0.6,230418,72926,2,5,3,1.0,1.0,0,0,0,0,2.8815081449307414,0.0041808579660904295,0.0,0.0,0.0,0.0,2048,1978,0.9658203125,0,0,2,1,2,0,0,0,0,1
140,219,complete_windows,01111,0,5,3,0.7142857142857143,227437,72424,2,5,3,1.0,1.4,0,0,0,0,2.8464929343772725,0.002614071592060774,0.0,0.0,0.0,0.005237768404185772,2048,1997,0.97509765625,0,2,1,2,2,0,0,0,1,2
140,220,complete_windows,11111,0,7,4,0.7777777777777778,223940,71975,2,8,6,1.0,1.125,0,0,0,0,2.865203665907581,0.00278588726565466,0.0,0.0,0.0,0.0,2048,1923,0.93896484375,2,1,2,2,2,0,0,1,2,2
140,221,complete_windows,11111,0,7,4,0.875,222255,71571,1,8,7,1.0,1.0,0,0,0,0,2.8455489826091744,0.0033375638177091226,0.0,0.0,0.0,0.0,2048,1946,0.9501953125,1,2,2,2,1,0,1,2,2,1
140,222,complete_windows,11111,0,7,4,0.875,219155,70860,1,6,5,1.0,1.3333333333333333,0,0,0,0,2.813634618181724,0.0023169159696334943,0.0,0.0,0.0,0.0,2048,1933,0.94384765625,2,2,2,1,1,1,2,2,1,1
140,223,complete_windows,11111,0,6,4,0.75,217246,70372,2,6,4,1.0,1.3333333333333333,0,0,0,0,2.8026644729275176,0.0020421032422600566,0.0,0.0,0.0,0.0,2048,1937,0.94580078125,2,2,1,1,2,2,2,1,1,2
140,224,complete_windows,11110,0,6,4,1.0,212963,69475,0,4,4,,1.5,0,0,0,0,2.7848455966167798,0.0011918966021281232,,,,,2048,1967,0.96044921875,2,1,1,2,0,2,1,1,2,0
140,225,complete_windows,11100,0,4,3,1.0,209546,68677,0,4,4,,1.0,0,0,0,0,2.78760649561072,0.002851737118112032,,,,,2048,2016,0.984375,1,1,2,0,0,1,1,2,0,0
140,226,complete_windows,11001,0,3,2,0.6,210936,68260,2,5,3,1.0,1.0,0,0,0,0,2.74235516660284,0.005814151547096586,0.0,0.0,0.0,0.0,2048,2015,0.98388671875,1,2,0,0,2,1,2,0,0,2
140,227,complete_windows,10010,0,4,2,1.0,210891,68503,0,4,4,,1.0,0,0,0,0,2.7399252176291347,0.008778238029071031,,,,,2048,2002,0.9775390625,2,0,0,2,0,2,0,0,2,0
140,228,complete_windows,00101,0,2,1,0.5,211238,69032,2,4,2,1.0,1.0,0,0,0,0,2.7172318457115057,0.010576210526006508,0.0,0.0,0.0,0.0,2048,1985,0.96923828125,0,0,2,0,2,0,0,2,0,2
140,229,complete_windows,01011,0,4,2,0.6666666666666666,212313,69716,2,6,4,1.0,1.0,0,0,0,0,2.700327812826946,0.010549033801153318,0.0,0.0,0.0,0.0,2048,1926,0.9404296875,0,2,0,2,2,0,2,0,2,2
140,230,complete_windows,10111,0,6,3,0.8571428571428571,217172,72720,1,7,6,1.0,1.0,0,0,0,0,2.6779464365737327,0.007525728026096131,0.0,0.0,0.0,0.0,2048,1944,0.94921875,2,0,2,2,1,2,0,2,2,1
140,231,complete_windows,01111,0,5,3,0.7142857142857143,222682,76250,2,6,4,1.0,1.1666666666666667,0,0,0,0,2.6914351246695123,0.003140495023163745,0.0,0.0,0.0,0.006575097795575857,2048,1893,0.92431640625,0,2,2,1,2,0,2,2,1,2
140,232,complete_windows,11111,0,7,4,0.7777777777777778,231743,79892,2,7,5,1.0,1.2857142857142858,0,0,0,0,2.679118504221752,0.0029168155995453193,0.0,0.0,0.0,0.021691445261240005,2048,1961,0.95751953125,2,2,1,2,2,2,2,1,2,2
140,233,complete_windows,11111,0,7,4,0.7777777777777778,242199,84350,2,9,7,1.0,1.0,0,0,0,0,2.6603841982115335,0.004538691006595158,0.0,0.0,0.0,0.0,2048,1933,0.94384765625,2,1,2,2,2,2,1,2,2,2
140,234,complete_windows,11111,0,7,4,0.7777777777777778,253337,87437,2,7,5,1.0,1.2857142857142858,0,0,0,0,2.6907455679048704,0.004692316905553319,0.0,0.0,0.0,0.0,2048,2009,0.98095703125,1,2,2,2,2,1,2,2,2,2
140,235,complete_windows,11110,0,8,4,1.0,262128,90097,0,6,6,,1.3333333333333333,0,0,0,0,2.6570970471128925,0.002839736286454975,,,,,2048,2003,0.97802734375,2,2,2,2,0,2,2,2,2,0
140,236,complete_windows,11101,0,6,3,0.75,267848,91380,2,6,4,1.0,1.3333333333333333,0,0,0,0,2.6401642269578507,0.004378409075121208,0.0,0.0,0.0,0.0,2048,1998,0.9755859375,2,2,2,0,2,2,2,2,0,2
140,237,complete_windows,11011,0,6,3,0.75,273043,91992,2,7,5,1.0,1.1428571428571428,0,0,0,0,2.6341539675844516,0.004948146858897572,0.0,0.0,0.0,0.014945728704333305,2048,2012,0.982421875,2,2,0,2,2,2,2,0,2,2
140,238,complete_windows,10111,0,6,3,0.75,280362,91762,2,8,6,1.0,1.0,0,0,0,0,2.6019933636861245,0.005838085616564242,0.0,0.0,0.0,0.0,2048,2010,0.9814453125,2,0,2,2,2,2,0,2,2,2
140,239,complete_windows,01111,0,6,3,0.75,283170,90751,2,7,5,1.0,1.1428571428571428,0,0,0,0,2.6047829030572704,0.006628942099385791,0.0,0.0,0.0,0.011814833618700504,2048,1999,0.97607421875,0,2,2,2,2,0,2,2,2,2
140,240,complete_windows,11111,0,8,4,0.8,281554,88989,2,9,7,1.0,1.1111111111111112,0,0,0,0,2.5999635101707432,0.006691208239281149,0.0,0.0,0.0,0.0,2048,1970,0.9619140625,2,2,2,2,2,2,2,2,2,2
140,241,complete_windows,11111,0,8,4,0.8,280531,85985,2,10,8,1.0,1.0,0,0,0,0,2.5928050363829223,0.007398443902462985,0.0,0.0,0.0,0.0,2048,1931,0.94287109375,2,2,2,2,2,2,2,2,2,2
140,242,complete_windows,11111,0,8,4,0.8888888888888888,274961,82475,1,9,8,1.0,1.0,0,0,0,0,2.600625228667193,0.010029483457180358,0.0,0.0,0.0,0.0,2048,1923,0.93896484375,2,2,2,2,1,2,2,2,2,1
140,243,complete_windows,11111,0,7,4,0.7777777777777778,265486,78887,2,9,7,1.0,1.0,0,0,0,0,2.5762471335922092,0.013841722405922921,0.0,0.0,0.0,0.0,2048,1952,0.953125,2,2,2,1,2,2,2,2,1,2
140,244,complete_windows,11111,0,7,4,0.7777777777777778,260023,76265,2,9,7,1.0,1.0,0,0,0,0,2.5774150072009694,0.01182055048989575,0.0,0.0,0.0,0.0,2048,1973,0.96337890625,2,2,1,2,2,2,2,1,2,2
140,245,complete_windows,11111,0,7,4,0.875,252433,74089,1,8,7,1.0,1.0,0,0,0,0,2.589244665454812,0.005998872440574315,0.0,0.0,0.0,0.0,2048,1969,0.96142578125,2,1,2,2,1,2,1,2,2,1
140,246,complete_windows,11111,0,6,4,0.75,244110,72908,2,8,6,1.0,1.0,0,0,0,0,2.5590401211870044,0.005492479660230997,0.0,0.0,0.0,0.0,2048,1958,0.9560546875,1,2,2,1,2,1,2,2,1,2
140,247,complete_windows,11111,0,7,4,0.7777777777777778,236618,73881,2,9,7,1.0,1.0,0,0,0,0,2.554881630445604,0.012531650000295899,0.0,0.0,0.0,0.0,2048,1983,0.96826171875,2,2,1,2,2,2,2,1,2,2
140,248,complete_windows,11111,0,7,4,0.7777777777777778,234880,74108,2,9,7,1.0,1.0,0,0,0,0,2.523045224927173,0.007349993712291286,0.0,0.0,0.0,0.0,2048,1976,0.96484375,2,1,2,2,2,2,1,2,2,2
140,249,complete_windows,11111,0,7,4,0.7777777777777778,234512,74161,2,8,6,1.0,1.125,0,0,0,0,2.4697440130869137,0.005628291545654441,0.0,0.0,0.0,0.0,2048,1980,0.966796875,1,2,2,2,2,1,2,2,2,2
140,250,complete_windows,11111,0,8,4,0.8,232820,74826,2,8,6,1.0,1.25,0,0,0,0,2.45023209134798,0.014745032049285267,0.0,0.0,0.0,0.0,2048,1976,0.96484375,2,2,2,2,2,2,2,2,2,2
140,251,complete_windows,11111,0,8,4,0.8,234842,76436,2,8,6,1.0,1.25,0,0,0,0,2.4116740905868577,0.018469906096637734,0.0,0.0,0.0,0.0,2048,1973,0.96337890625,2,2,2,2,2,2,2,2,2,2
140,252,complete_windows,11111,0,8,4,0.6666666666666666,239653,78372,4,10,6,1.0,1.2,0,0,0,0,2.3837709404862797,0.013500092706514323,0.0,0.0,0.0,0.0,2048,1975,0.96435546875,2,2,2,2,4,2,2,2,2,4
140,253,complete_windows,11111,0,10,4,0.7142857142857143,241935,80605,4,13,9,1.0,1.0769230769230769,0,0,0,0,2.376519717302085,0.011261832232105562,0.0,0.0,0.0,0.0,2048,1959,0.95654296875,2,2,2,4,4,2,2,2,4,4
140,254,complete_windows,11111,0,12,4,0.75,248208,81946,4,15,11,1.0,1.0666666666666667,0,0,0,0,2.3631961894229585,0.006641506316700131,0.0,0.0,0.0,0.0,2048,1979,0.96630859375,2,2,4,4,4,2,2,4,4,4
140,255,complete_windows,11111,0,14,4,0.8235294117647058,253633,83126,3,14,11,1.0,1.2142857142857142,0,0,0,0,2.3486950141742677,0.009173693833422642,0.0,0.0,0.0,0.0,2048,1956,0.955078125,2,4,4,4,3,2,4,4,4,3
140,256,complete_windows,11111,0,15,4,0.7894736842105263,254966,83983,4,15,11,1.0,1.2666666666666666,0,0,0,0,2.3274341542464083,0.024262804737592222,0.0,0.0,0.0,0.0,2048,1967,0.96044921875,4,4,4,3,4,4,4,4,3,4
140,257,complete_windows,11111,0,15,4,0.8333333333333334,255114,83680,3,14,11,1.0,1.2857142857142858,0,0,0,0,2.2907466774153056,0.021183588493204283,0.0,0.0,0.0,0.0,2048,1966,0.9599609375,4,4,3,4,3,4,4,3,4,3
140,258,complete_windows,11111,0,14,4,0.8235294117647058,254279,83221,3,15,12,1.0,1.1333333333333333,0,0,0,0,2.2591282891193836,0.011635287244688354,0.0,0.0,0.0,0.0,2048,1996,0.974609375,4,3,4,3,3,4,3,4,3,3
140,259,complete_windows,11111,0,13,4,0.8125,251681,83341,3,14,11,1.0,1.1428571428571428,0,0,0,0,2.234281220644192,0.004031634552312257,0.0,0.0,0.0,0.0,2048,2004,0.978515625,3,4,3,3,3,3,4,3,3,3
140,260,complete_windows,11111,0,13,4,0.7647058823529411,247739,83720,4,13,9,1.0,1.3076923076923077,0,0,0,0,2.2157619419404853,0.003577716484030476,0.0,0.0,0.0,0.0,2048,1985,0.96923828125,4,3,3,3,4,4,3,3,3,4
140,261,complete_windows,11111,0,13,4,0.7647058823529411,244961,84100,4,17,13,1.0,1.0,0,0,0,0,2.190533948977304,0.008577868377042344,0.0,0.0,0.0,0.0,2048,1984,0.96875,3,3,3,4,4,3,3,3,4,4
140,262,complete_windows,11111,0,14,4,0.8235294117647058,245917,84584,3,16,13,1.0,1.0625,0,0,0,0,2.1481678933690893,0.01194516439041635,0.0,0.0,0.0,0.0,2048,1995,0.97412109375,3,3,4,4,3,3,3,4,4,3
140,263,complete_windows,11111,0,14,4,0.7368421052631579,252796,84003,5,16,11,1.0,1.1875,0,0,0,0,2.138011015269144,0.012987965708325645,0.0,0.0,0.0,0.0,2048,1984,0.96875,3,4,4,3,5,3,4,4,3,5
140,264,complete_windows,11111,0,16,4,0.7619047619047619,255224,82700,5,16,11,1.0,1.3125,0,0,0,0,2.1255207039397837,0.008868115702431003,0.0,0.0,0.0,0.0,2048,1946,0.9501953125,4,4,3,5,5,4,4,3,5,5
140,265,complete_windows,11111,0,17,4,0.8095238095238095,258970,80763,4,17,13,1.0,1.2352941176470589,0,0,0,0,2.0851288567099955,0.010229124153581718,0.0,0.0,0.0,0.0,2048,1967,0.96044921875,4,3,5,5,4,4,3,5,5,4
140,266,complete_windows,11111,0,17,4,0.7391304347826086,258174,79258,6,18,12,1.0,1.2777777777777777,0,0,0,0,2.075047659586082,0.013876354766360137,0.0,0.0,0.0,0.0,2048,1957,0.95556640625,3,5,5,4,6,3,5,5,4,6
140,267,complete_windows,11111,0,20,4,0.8695652173913043,254675,76256,3,19,16,1.0,1.2105263157894737,0,0,0,0,2.0385975669265433,0.016694824957437446,0.0,0.0,0.0,0.0,2048,1994,0.9736328125,5,5,4,6,3,5,5,4,6,3
140,268,complete_windows,11111,0,18,4,0.75,251423,73456,6,24,18,1.0,1.0,0,0,0,0,2.002166673766987,0.010657393820041461,0.0,0.0,0.0,0.0,2048,1981,0.96728515625,5,4,6,3,6,5,4,6,3,6
140,269,complete_windows,11111,0,19,4,0.8260869565217391,237863,71472,4,23,19,1.0,1.0,0,0,0,0,1.9743841386241456,0.009842946421385496,0.0,0.0,0.0,0.0,2048,1990,0.9716796875,4,6,3,6,4,4,6,3,6,4
140,270,complete_windows,11111,0,19,4,0.7307692307692307,232219,70543,7,25,18,1.0,1.04,0,0,0,0,1.9419240537634406,0.008452391349487215,0.0,0.0,0.0,0.0,2048,1994,0.9736328125,6,3,6,4,7,6,3,6,4,7
140,271,complete_windows,11111,0,20,4,0.7692307692307693,229901,69780,6,24,18,1.0,1.0833333333333333,0,0,0,0,1.889499757242073,0.010172463098406246,0.0,0.0,0.0,0.0,2048,1999,0.97607421875,3,6,4,7,6,3,6,4,7,6
140,272,complete_windows,11111,0,23,4,0.7931034482758621,227262,69657,6,27,21,1.0,1.0740740740740742,0,0,0,0,1.8421998516553886,0.015557316674044537,0.0,0.0,0.0,0.0,2048,1997,0.97509765625,6,4,7,6,6,6,4,7,6,6
140,273,complete_windows,11111,0,23,4,0.7419354838709677,224824,68942,8,29,21,1.0,1.0689655172413792,0,0,0,0,1.8371217238928947,0.018887745464382003,0.0,0.0,0.0,0.0,2048,2012,0.982421875,4,7,6,6,8,4,7,6,6,8
140,274,complete_windows,11111,0,27,4,0.7941176470588235,223175,68446,7,30,23,1.0,1.1333333333333333,0,0,0,0,1.7915564397314463,0.022435031393385114,0.0,0.0,0.0,0.0,2048,2011,0.98193359375,7,6,6,8,7,7,6,6,8,7
140,275,complete_windows,11111,0,27,4,0.7714285714285715,218754,68501,8,29,21,1.0,1.206896551724138,0,0,0,0,1.7422527558182106,0.024468219287652075,0.0,0.0,0.0,0.0,2048,2024,0.98828125,6,6,8,7,8,6,6,8,7,8
140,276,complete_windows,11111,0,29,4,0.7837837837837838,214640,67968,8,33,25,1.0,1.121212121212121,0,0,0,0,1.7121906006935743,0.02756967372270211,0.0,0.0,0.0,0.0,2048,2015,0.98388671875,6,8,7,8,8,6,8,7,8,8
140,277,complete_windows,11111,0,31,4,0.7948717948717948,211649,67969,8,36,28,1.0,1.0833333333333333,0,0,0,0,1.6563203701255054,0.031514400689342,0.0,0.0,0.0,0.0,2048,2022,0.9873046875,8,7,8,8,8,8,7,8,8,8
140,278,complete_windows,11111,0,31,4,0.7560975609756098,209367,68023,10,33,23,1.0,1.2424242424242424,1,0,1,1,1.643762293984702,0.03391140311856433,0.1,0.0,0.1,0.0,2048,2023,0.98779296875,7,8,8,8,10,7,8,8,8,10
140,279,complete_windows,11111,0,34,4,0.8095238095238095,207391,68150,8,36,28,1.0,1.1666666666666667,0,0,0,0,1.6355177232010725,0.03703859607984148,0.0,0.0,0.0,0.0,2048,2026,0.9892578125,8,8,8,10,8,8,8,8,10,8
140,280,complete_windows,11111,0,34,4,0.7555555555555555,204089,68644,11,40,29,1.0,1.125,0,0,0,0,1.5944380794401156,0.03834961180454799,0.0,0.0,0.0,0.0,2048,1986,0.9697265625,8,8,10,8,11,8,8,10,8,11
140,281,complete_windows,11111,0,37,4,0.7872340425531915,199997,69108,10,39,29,1.0,1.205128205128205,0,0,0,0,1.5667918298410592,0.03522947097428117,0.0,0.0,0.0,0.0,2048,2026,0.9892578125,8,10,8,11,10,8,10,8,11,10
140,282,complete_windows,11111,0,39,4,0.7959183673469388,205230,69584,10,43,33,1.0,1.1395348837209303,0,0,0,0,1.5090023604718101,0.03168276993593024,0.0,0.0,0.0,0.0,2048,2023,0.98779296875,10,8,11,10,10,10,8,11,10,10
140,283,complete_windows,11111,0,39,4,0.8125,207087,69056,9,38,29,1.0,1.263157894736842,0,0,0,0,1.4798917493052872,0.026159325393941238,0.0,0.0,0.0,0.0,2048,2021,0.98681640625,8,11,10,10,9,8,11,10,10,9
140,284,complete_windows,11111,0,40,4,0.7547169811320755,206873,69197,13,40,27,1.0,1.325,0,0,0,0,1.477534278025248,0.022161092826816577,0.0,0.0,0.0,0.0,2048,2033,0.99267578125,11,10,10,9,13,11,10,10,9,13
140,285,complete_windows,11111,0,42,4,0.7777777777777778,207951,69359,12,40,28,1.0,1.35,0,0,0,0,1.4712009007876359,0.020143428755487747,0.0,0.0,0.0,0.011069669388234615,2048,2016,0.984375,10,10,9,13,12,10,10,9,13,12
140,286,complete_windows,11111,0,44,4,0.7857142857142857,204937,69996,12,38,26,1.0,1.4736842105263157,1,0,1,1,1.4944105985805818,0.01855137177519146,0.08333333333333333,0.0,0.08333333333333333,0.01173365954309702,2048,2036,0.994140625,10,9,13,12,12,10,9,13,12,12
140,287,complete_windows,11111,0,46,4,0.7931034482758621,203817,70506,12,43,31,1.0,1.3488372093023255,1,0,1,1,1.5084526728395389,0.016872918132372208,0.08333333333333333,0.0,0.08333333333333333,0.0013686127495020628,2048,2029,0.99072265625,9,13,12,12,12,9,13,12,12,12
140,288,complete_windows,11111,0,49,4,0.7424242424242424,204704,71134,17,40,23,1.0,1.65,0,0,0,0,1.4997618016754717,0.017624401219113905,0.0,0.0,0.0,0.008128084242343903,2048,2023,0.98779296875,13,12,12,12,17,13,12,12,12,17
140,289,complete_windows,11111,0,53,4,0.7910447761194029,204045,71678,14,39,25,1.0,1.7179487179487178,0,0,0,0,1.529476057013933,0.01781673121090106,0.0,0.0,0.0,0.00849316269159317,2048,2030,0.9912109375,12,12,12,17,14,12,12,12,17,14
140,290,complete_windows,11111,0,55,4,0.7534246575342466,202652,72231,18,42,24,1.0,1.7380952380952381,0,0,0,0,1.523580344111506,0.016473533545295013,0.0,0.0,0.0,0.006272594444453716,2048,2026,0.9892578125,12,12,17,14,18,12,12,17,14,18
140,291,complete_windows,11111,0,61,4,0.7625,205837,72970,19,54,35,1.0,1.4814814814814814,1,0,1,1,1.527281742505792,0.01406112537004493,0.05263157894736842,0.0,0.05263157894736842,0.0,2048,2025,0.98876953125,12,17,14,18,19,12,17,14,18,19
140,292,complete_windows,11111,0,68,4,0.7640449438202247,208592,73711,21,53,32,1.0,1.679245283018868,0,0,0,0,1.556746077075868,0.00966956577868905,0.0,0.0,0.0,0.008204291574656963,2048,2019,0.98583984375,17,14,18,19,21,17,14,18,19,21
140,293,complete_windows,11111,0,72,4,0.7741935483870968,210856,74448,21,54,33,1.0,1.7222222222222223,0,0,0,0,1.5474840353959574,0.0064882478139901625,0.0,0.0,0.0,0.009466802701354027,2048,2028,0.990234375,14,18,19,21,21,14,18,19,21,21
140,294,complete_windows,11111,0,79,4,0.7669902912621359,213002,75365,22,58,36,1.0909090909090908,1.7758620689655173,0,0,0,0,1.5534543673643886,0.006107516445417514,0.0,0.0,0.0,0.008403932675719261,2048,2015,0.98388671875,18,19,21,21,24,18,19,21,21,24
140,295,complete_windows,11111,0,85,4,0.7589285714285714,222451,76096,26,61,35,1.0384615384615385,1.8360655737704918,1,0,1,1,1.5604185461383746,0.006552482545468712,0.038461538461538464,0.0,0.038461538461538464,0.008972002193331718,2048,2030,0.9912109375,19,21,21,24,27,19,21,21,24,27
140,296,complete_windows,11111,0,93,4,0.7622950819672131,221805,76380,27,67,40,1.0740740740740742,1.8208955223880596,2,0,2,2,1.5626324692930147,0.0067904548084675945,0.07407407407407407,0.0,0.07407407407407407,0.01185464859008789,2048,2020,0.986328125,21,21,24,27,29,21,21,24,27,29
140,297,complete_windows,11111,0,101,4,0.7709923664122137,221681,76987,29,73,44,1.0344827586206897,1.7945205479452055,3,0,3,3,1.5588020877419406,0.009194186020124555,0.10344827586206896,0.0,0.10344827586206896,0.015940818935632706,2048,2022,0.9873046875,21,24,27,29,30,21,24,27,29,30
140,298,complete_windows,11111,0,110,4,0.7638888888888888,223703,77574,32,63,31,1.0625,2.2857142857142856,2,0,2,2,1.5780369252113626,0.010612980670534755,0.0625,0.0,0.0625,0.015252363868057728,2048,2024,0.98828125,24,27,29,30,34,24,27,29,30,34
140,299,complete_windows,11111,0,120,4,0.75,224564,78195,33,69,36,1.2121212121212122,2.318840579710145,0,0,0,0,1.573216094717421,0.01261789133153705,0.0,0.0,0.0,0.011549650691449642,2048,2015,0.98388671875,27,29,30,34,40,27,29,30,34,40
140,300,complete_windows,11111,0,133,4,0.7471910112359551,221733,78489,39,77,38,1.1538461538461537,2.311688311688312,3,0,2,2,1.5475418049537046,0.015137415560511553,0.07692307692307693,0.0,0.05128205128205128,0.008866471238434315,2048,2014,0.9833984375,29,30,34,40,45,29,30,34,40,45
140,301,complete_windows,11111,0,149,4,0.7563451776649747,223017,78710,39,73,34,1.2307692307692308,2.6986301369863015,1,0,0,0,1.5574162502943678,0.0167554663932139,0.02564102564102564,0.0,0.0,0.010985185392200947,2048,2020,0.986328125,30,34,40,45,48,30,34,40,45,48
140,302,complete_windows,11111,0,167,4,0.755656108597285,225650,78920,36,72,36,1.5,3.0694444444444446,0,0,0,0,1.5235872944414526,0.01636161177908325,0.0,0.0,0.0,0.009551430121064186,2048,2021,0.98681640625,34,40,45,48,54,34,40,45,48,54
140,303,complete_windows,11111,0,187,4,0.7450199203187251,226570,78656,42,78,36,1.5238095238095237,3.217948717948718,2,0,0,0,1.5247475867851497,0.011079895595627037,0.047619047619047616,0.0,0.0,0.010436355136334896,2048,2019,0.98583984375,40,45,48,54,64,40,45,48,54,64
140,304,complete_windows,11111,0,211,4,0.7535714285714286,225225,78200,42,84,42,1.6428571428571428,3.3333333333333335,1,0,1,1,1.5223407421730801,0.009758998223551611,0.023809523809523808,0.0,0.023809523809523808,0.00973255280405283,2048,2025,0.98876953125,45,48,54,64,69,45,48,54,64,69
