序列,统计量,分组,权重,五位模式,可见或命中位数,原始数量,分母,比例,有效窗口数,序列数
137,五位类别可见模式,全部,统计单位等权,11100,3,6,556,0.01079136690647482,556,1
137,五位类别可见模式,全部,统计单位等权,11101,4,7,556,0.012589928057553957,556,1
137,五位类别可见模式,全部,统计单位等权,11110,4,10,556,0.017985611510791366,556,1
137,五位类别可见模式,全部,统计单位等权,11111,5,89,556,0.16007194244604317,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计0个扫描,0,360,556,0.6474820143884892,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计1个扫描,1,19,556,0.0341726618705036,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计2个扫描,2,22,556,0.03956834532374101,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计3个扫描,3,22,556,0.03956834532374101,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计4个扫描,4,44,556,0.07913669064748201,556,1
137,五位类别可见模式：按位数汇总,全部,统计单位等权,合计5个扫描,5,89,556,0.16007194244604317,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00000,0,0,150609040,0.0,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00001,1,21721470,150609040,0.14210781070776474,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00010,1,19727925,150609040,0.12850817625945182,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00011,2,3809140,150609040,0.02570837033550635,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00100,1,19193120,150609040,0.12495679516010996,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00101,2,2455855,150609040,0.01632248797464186,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00110,2,2872992,150609040,0.019094156998413703,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,00111,3,1815668,150609040,0.012665281952724398,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01000,1,19585599,150609040,0.12756319272916916,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01001,2,1990868,150609040,0.013236977784378073,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01010,2,2158812,150609040,0.014265908514029087,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01011,3,1045719,150609040,0.007161298476797094,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01100,2,2876571,150609040,0.019105621414996013,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01101,3,950395,150609040,0.006468888805063921,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01110,3,1257793,150609040,0.008573466491715486,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,01111,4,1579970,150609040,0.011387533357131331,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10000,1,21553180,150609040,0.14100591211514243,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10001,2,1856875,150609040,0.012400357786358989,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10010,2,1961249,150609040,0.013019518050494089,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10011,3,879500,150609040,0.006056694362634183,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10100,2,2413434,150609040,0.016013796485359916,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10101,3,758858,150609040,0.005162961264164482,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10110,3,957303,150609040,0.0065070779285610215,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,10111,4,1024363,150609040,0.007315175049278497,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11000,2,3856599,150609040,0.025988427919752772,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11001,3,859420,150609040,0.005912830190639445,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11010,3,1011613,150609040,0.006900425879304172,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11011,4,939033,150609040,0.006686499102953077,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11100,3,1841692,150609040,0.01281113284100736,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11101,4,1003456,150609040,0.007147113550056753,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11110,4,1586807,150609040,0.01138721278672056,556,1
137,扫描命中五位编码,全部,有适用观测的帧等权,11111,5,5063761,150609040,0.0385588977256793,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,0,150609040,0,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,101781294,150609040,0.6641418869716381,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,26252395,150609040,0.17515562326393086,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,11377961,150609040,0.07822005819261156,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,6133629,150609040,0.043923533846140214,556,1
137,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,5063761,150609040,0.0385588977256793,556,1
137,扫描命中五位编码,全部,统计单位等权,00000,0,0,150609040,0.0,556,1
137,扫描命中五位编码,全部,统计单位等权,00001,1,21721470,150609040,0.14422421124256551,556,1
137,扫描命中五位编码,全部,统计单位等权,00010,1,19727925,150609040,0.13098765518988767,556,1
137,扫描命中五位编码,全部,统计单位等权,00011,2,3809140,150609040,0.02529157612318623,556,1
137,扫描命中五位编码,全部,统计单位等权,00100,1,19193120,150609040,0.12743670632254211,556,1
137,扫描命中五位编码,全部,统计单位等权,00101,2,2455855,150609040,0.016306159311552614,556,1
137,扫描命中五位编码,全部,统计单位等权,00110,2,2872992,150609040,0.019075827055268394,556,1
137,扫描命中五位编码,全部,统计单位等权,00111,3,1815668,150609040,0.012055504769169235,556,1
137,扫描命中五位编码,全部,统计单位等权,01000,1,19585599,150609040,0.13004265215421332,556,1
137,扫描命中五位编码,全部,统计单位等权,01001,2,1990868,150609040,0.013218781555210763,556,1
137,扫描命中五位编码,全部,统计单位等权,01010,2,2158812,150609040,0.014333880622305275,556,1
137,扫描命中五位编码,全部,统计单位等权,01011,3,1045719,150609040,0.006943268478439276,556,1
137,扫描命中五位编码,全部,统计单位等权,01100,2,2876571,150609040,0.019099590569065444,556,1
137,扫描命中五位编码,全部,统计单位等权,01101,3,950395,150609040,0.006310344983275904,556,1
137,扫描命中五位编码,全部,统计单位等权,01110,3,1257793,150609040,0.008351377845579521,556,1
137,扫描命中五位编码,全部,统计单位等权,01111,4,1579970,150609040,0.010490538947728502,556,1
137,扫描命中五位编码,全部,统计单位等权,10000,1,21553180,150609040,0.14310681483661272,556,1
137,扫描命中五位编码,全部,统计单位等权,10001,2,1856875,150609040,0.012329107203657895,556,1
137,扫描命中五位编码,全部,统计单位等权,10010,2,1961249,150609040,0.013022120053351379,556,1
137,扫描命中五位编码,全部,统计单位等权,10011,3,879500,150609040,0.005839622907097742,556,1
137,扫描命中五位编码,全部,统计单位等权,10100,2,2413434,150609040,0.01602449627193693,556,1
137,扫描命中五位编码,全部,统计单位等权,10101,3,758858,150609040,0.005038595292819076,556,1
137,扫描命中五位编码,全部,统计单位等权,10110,3,957303,150609040,0.006356212083949277,556,1
137,扫描命中五位编码,全部,统计单位等权,10111,4,1024363,150609040,0.006801470881163574,556,1
137,扫描命中五位编码,全部,统计单位等权,11000,2,3856599,150609040,0.02560669001010829,556,1
137,扫描命中五位编码,全部,统计单位等权,11001,3,859420,150609040,0.005706297576825402,556,1
137,扫描命中五位编码,全部,统计单位等权,11010,3,1011613,150609040,0.006716814608206785,556,1
137,扫描命中五位编码,全部,统计单位等权,11011,4,939033,150609040,0.00623490462458296,556,1
137,扫描命中五位编码,全部,统计单位等权,11100,3,1841692,150609040,0.012228296521908644,556,1
137,扫描命中五位编码,全部,统计单位等权,11101,4,1003456,150609040,0.0066626545126374885,556,1
137,扫描命中五位编码,全部,统计单位等权,11110,4,1586807,150609040,0.01053593462915639,556,1
137,扫描命中五位编码,全部,统计单位等权,11111,5,5063761,150609040,0.03362189281599564,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计0个扫描,0,0,150609040,0,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计1个扫描,1,101781294,150609040,0.6757980397458213,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计2个扫描,2,26252395,150609040,0.17430822877564323,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计3个扫描,3,11377961,150609040,0.07554633506727086,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计4个扫描,4,6133629,150609040,0.040725503595268914,556,1
137,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计5个扫描,5,5063761,150609040,0.03362189281599564,556,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00000,0,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00001,1,377,834,0.7152595062689137,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00010,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00011,2,60,834,0.03256379870033788,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00100,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00101,2,60,834,0.047658576264859906,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00110,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00111,3,49,834,0.01940074067632652,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01000,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01001,2,43,834,0.04353362856943418,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01010,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01011,3,19,834,0.010851001773854368,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01100,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01101,3,21,834,0.007511231576448964,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01110,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01111,4,26,834,0.007220613704353541,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10000,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10001,2,43,834,0.057309087739113924,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10010,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10011,3,21,834,0.007606628667869388,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10100,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10101,3,19,834,0.012499585495608825,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10110,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10111,4,16,834,0.006576056045864541,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11000,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11001,3,19,834,0.011020810204813072,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11010,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11011,4,18,834,0.007498886781495477,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11100,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11101,4,11,834,0.0037016736650882977,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11110,4,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11111,5,32,834,0.009788173865617564,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计0个扫描,0,0,834,0,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计1个扫描,1,377,834,0.7152595062689137,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计2个扫描,2,206,834,0.1810650912737459,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计3个扫描,3,148,834,0.06888999839492113,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计4个扫描,4,71,834,0.024997230196801855,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计5个扫描,5,32,834,0.009788173865617564,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00000,0,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00001,1,377,834,0.4520383693045564,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00010,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00011,2,60,834,0.07194244604316546,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00100,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00101,2,60,834,0.07194244604316546,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00110,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,00111,3,49,834,0.05875299760191847,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01000,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01001,2,43,834,0.05155875299760192,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01010,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01011,3,19,834,0.022781774580335732,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01100,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01101,3,21,834,0.025179856115107913,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01110,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,01111,4,26,834,0.03117505995203837,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10000,1,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10001,2,43,834,0.05155875299760192,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10010,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10011,3,21,834,0.025179856115107913,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10100,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10101,3,19,834,0.022781774580335732,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10110,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,10111,4,16,834,0.019184652278177457,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11000,2,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11001,3,19,834,0.022781774580335732,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11010,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11011,4,18,834,0.02158273381294964,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11100,3,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11101,4,11,834,0.013189448441247002,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11110,4,0,834,0.0,150,1
137,扫描命中五位编码,当前异常占据体素,统计单位等权,11111,5,32,834,0.03836930455635491,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计0个扫描,0,0,834,0,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计1个扫描,1,377,834,0.4520383693045564,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计2个扫描,2,206,834,0.24700239808153476,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计3个扫描,3,148,834,0.1774580335731415,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计4个扫描,4,71,834,0.08513189448441247,150,1
137,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计5个扫描,5,32,834,0.03836930455635491,150,1
138,五位类别可见模式,全部,有适用观测的帧等权,00000,0,327,512,0.638671875,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00001,1,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00010,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00011,2,2,512,0.00390625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00100,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00101,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00110,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,00111,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01000,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01001,2,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01010,2,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01011,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01100,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01101,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01110,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,01111,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10000,1,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10001,2,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10010,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10011,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10100,2,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10101,3,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10110,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,10111,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11000,2,2,512,0.00390625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11001,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11010,3,0,512,0.0,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11011,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11100,3,3,512,0.005859375,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11101,4,4,512,0.0078125,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11110,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,有适用观测的帧等权,11111,5,121,512,0.236328125,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,327,512,0.638671875,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,19,512,0.037109375,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,8,512,0.015625,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,13,512,0.025390625,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,24,512,0.046875,512,1
138,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,121,512,0.236328125,512,1
138,五位类别可见模式,全部,统计单位等权,00000,0,327,512,0.638671875,512,1
138,五位类别可见模式,全部,统计单位等权,00001,1,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,00010,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,统计单位等权,00011,2,2,512,0.00390625,512,1
138,五位类别可见模式,全部,统计单位等权,00100,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,统计单位等权,00101,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,00110,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,00111,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,统计单位等权,01000,1,3,512,0.005859375,512,1
138,五位类别可见模式,全部,统计单位等权,01001,2,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,01010,2,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,01011,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,01100,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,01101,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,01110,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,统计单位等权,01111,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,10000,1,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,10001,2,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,10010,2,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,10011,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,10100,2,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,10101,3,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,10110,3,1,512,0.001953125,512,1
138,五位类别可见模式,全部,统计单位等权,10111,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,11000,2,2,512,0.00390625,512,1
138,五位类别可见模式,全部,统计单位等权,11001,3,2,512,0.00390625,512,1
138,五位类别可见模式,全部,统计单位等权,11010,3,0,512,0.0,512,1
138,五位类别可见模式,全部,统计单位等权,11011,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,11100,3,3,512,0.005859375,512,1
138,五位类别可见模式,全部,统计单位等权,11101,4,4,512,0.0078125,512,1
138,五位类别可见模式,全部,统计单位等权,11110,4,5,512,0.009765625,512,1
138,五位类别可见模式,全部,统计单位等权,11111,5,121,512,0.236328125,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计0个扫描,0,327,512,0.638671875,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计1个扫描,1,19,512,0.037109375,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计2个扫描,2,8,512,0.015625,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计3个扫描,3,13,512,0.025390625,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计4个扫描,4,24,512,0.046875,512,1
138,五位类别可见模式：按位数汇总,全部,统计单位等权,合计5个扫描,5,121,512,0.236328125,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00000,0,0,133721016,0.0,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00001,1,19070339,133721016,0.1410857602045011,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00010,1,17163332,133721016,0.12650349553463033,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00011,2,3526543,133721016,0.026679367428752307,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00100,1,16634525,133721016,0.12254591763038006,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00101,2,2210546,133721016,0.016509447134458382,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00110,2,2592549,133721016,0.019321988924763393,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,00111,3,1737746,133721016,0.013484039375730904,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01000,1,17003915,133721016,0.12536737756509111,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01001,2,1760172,133721016,0.013109589498567302,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01010,2,1935873,133721016,0.014388691737073148,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01011,3,966293,133721016,0.00737890588351364,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01100,2,2594689,133721016,0.019326988133301252,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01101,3,860560,133721016,0.006524668126578931,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01110,3,1174877,133721016,0.008937427412051611,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,01111,4,1538896,133721016,0.012228121120535817,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10000,1,18883965,133721016,0.13977119715171263,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10001,2,1666309,133721016,0.012456214836456366,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10010,2,1726464,133721016,0.012845879862985472,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10011,3,808504,133721016,0.0061744872643777066,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10100,2,2166999,133721016,0.01615769651475713,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10101,3,695932,133721016,0.005288008955103333,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10110,3,863565,133721016,0.006531638079616474,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,10111,4,978699,133721016,0.007707328647696887,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11000,2,3585092,133721016,0.02708033178288007,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11001,3,779908,133721016,0.0059418159756383536,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11010,3,930479,133721016,0.0070815472819164265,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11011,4,877597,133721016,0.006877494765471985,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11100,3,1778375,133721016,0.013755858215589186,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11101,4,952793,133721016,0.007473428235848445,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11110,4,1551400,133721016,0.012279457003727864,512,1
138,扫描命中五位编码,全部,有适用观测的帧等权,11111,5,4704080,133721016,0.03918582971629232,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,0,133721016,0,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,88756076,133721016,0.6552737480863152,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,23765236,133721016,0.1778761958539948,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,10596239,133721016,0.08109839657011657,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,5899385,133721016,0.046565829773281,512,1
138,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,4704080,133721016,0.03918582971629232,512,1
138,扫描命中五位编码,全部,统计单位等权,00000,0,0,133721016,0.0,512,1
138,扫描命中五位编码,全部,统计单位等权,00001,1,19070339,133721016,0.14261287844238335,512,1
138,扫描命中五位编码,全部,统计单位等权,00010,1,17163332,133721016,0.12835179176323339,512,1
138,扫描命中五位编码,全部,统计单位等权,00011,2,3526543,133721016,0.026372391606716478,512,1
138,扫描命中五位编码,全部,统计单位等权,00100,1,16634525,133721016,0.12439723760399786,512,1
138,扫描命中五位编码,全部,统计单位等权,00101,2,2210546,133721016,0.01653102904931563,512,1
