sequence,factor,metric,scope,group,unit,weighting,n,denominator,frames,valid_frames,sequence_count,missing_fraction,empty_frame_fraction,minimum,maximum,mean,category,fraction,count
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,47,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,48,0.002896929028727882,2112426
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,49,9.162107126428416e-06,1764
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,50,0.06985055851498632,38170213
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,51,0.005357736500182058,4022793
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,52,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,53,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,54,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,55,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,56,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,57,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,58,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,59,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,60,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,61,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,62,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,63,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,64,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,65,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,66,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,67,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,68,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,69,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,70,0.02630159332919894,14425421
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,71,9.367641541888201e-05,36400
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,72,0.00010457594455934367,4537
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,73,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,74,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,75,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,76,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,77,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,78,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,79,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,80,0.00033128563837362123,33783
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,81,0.0014128762029426622,438112
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,82,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,83,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,84,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,85,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,86,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,87,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,88,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,89,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,90,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,91,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,92,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,93,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,94,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,95,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,96,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,97,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,98,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,99,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,100,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,101,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,102,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,103,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,104,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,105,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,106,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,107,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,108,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,109,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,110,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,111,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,112,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,113,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,114,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,115,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,116,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,117,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,118,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,119,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,120,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,121,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,122,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,123,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,124,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,125,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,126,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,127,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,128,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,129,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,130,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,131,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,132,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,133,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,134,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,135,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,136,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,137,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,138,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,139,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,140,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,141,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,142,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,143,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,144,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,145,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,146,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,147,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,148,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,149,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,150,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,151,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,152,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,153,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,154,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,155,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,156,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,157,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,158,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,159,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,160,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,161,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,162,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,163,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,164,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,165,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,166,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,167,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,168,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,169,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,170,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,171,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,172,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,173,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,174,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,175,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,176,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,177,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,178,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,179,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,180,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,181,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,182,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,183,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,184,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,185,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,186,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,187,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,188,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,189,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,190,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,191,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,192,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,193,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,194,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,195,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,196,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,197,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,198,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,199,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,200,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,201,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,202,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,203,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,204,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,205,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,206,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,207,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,208,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,209,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,210,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,211,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,212,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,213,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,214,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,215,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,216,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,217,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,218,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,219,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,220,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,221,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,222,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,223,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,224,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,225,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,226,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,227,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,228,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,229,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,230,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,231,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,232,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,233,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,234,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,235,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,236,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,237,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,238,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,239,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,240,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,241,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,242,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,243,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,244,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,245,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,246,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,247,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,248,0.0,0
all,D01,normal_semantic,all_frames,all,point,frame_equal,744037182,744037182,8659,8659,19,0.0,0.0,10.0,81.0,,249,0.0,0
