first,second,target_recall,change,sequence,frame,slot,semantic,instance,range_m,count_in_scan,first_score,second_score
replay,ap,0.95,new_fp,125,41,93654,40,0,8.939274787902832,38,-6.5625,-2.21875
replay,ap,0.95,fixed_fp,125,41,122541,40,0,5.586751461029053,226,-2.109375,-4.3125
replay,lr,0.95,new_fp,125,41,89660,40,0,12.89520263671875,27,-2.875,-1.2265625
replay,lr,0.95,fixed_fp,125,41,122528,40,0,5.488753318786621,279,-2.28125,-3.46875
replay,lr,0.95,new_fn,125,41,79365,2,1,18.725622177124023,2,-0.90625,-1.5
m500,m1547,0.5,new_fp,125,42,84699,40,0,18.752408981323242,1,8.875,21.375
m500,m1547,0.5,fixed_fn,125,42,76296,2,1,18.97932243347168,1,10.1875,13.5
m500,m1547,0.95,new_fp,125,42,84693,40,0,18.94940948486328,71,-2.671875,-1.34375
m500,m1547,0.95,fixed_fp,125,42,121494,40,0,5.559971332550049,173,-2.234375,-1.640625
m500,b1547,0.5,fixed_fn,125,42,76298,2,1,18.510324478149414,12,5.03125,7.5625
m500,b1547,0.95,new_fp,125,42,125345,40,0,4.98708963394165,150,-3.3125,-0.1982421875
m500,b1547,0.95,fixed_fp,125,42,122543,40,0,5.630749702453613,103,-2.046875,-0.2412109375
m500,replay,0.5,new_fp,125,42,84699,40,0,18.752408981323242,1,8.875,13.25
m500,replay,0.95,new_fp,125,42,122520,40,0,5.461754322052002,390,-3.421875,-2.140625
m500,replay,0.95,fixed_fp,125,42,123194,40,0,4.551548004150391,96,-1.5,-2.9375
m500,ap,0.5,new_fp,125,42,84700,40,0,19.07440948486328,2,2.609375,7.1875
m500,ap,0.95,new_fp,125,42,78326,40,0,19.516815185546875,36,-2.84375,0.349609375
m500,ap,0.95,fixed_fp,125,42,120882,40,0,6.1629557609558105,178,-0.828125,-2.421875
m500,lr,0.5,new_fp,125,42,84699,40,0,18.752408981323242,1,8.875,14.5625
m500,lr,0.5,fixed_fn,125,42,77328,2,1,18.946063995361328,2,9.5625,12.0
m500,lr,0.95,new_fp,125,42,79367,40,0,18.7086238861084,28,-2.640625,-0.51953125
m500,lr,0.95,fixed_fp,125,42,122543,40,0,5.630749702453613,195,-2.046875,-2.734375
replay,ap,0.5,new_fp,125,42,84700,40,0,19.07440948486328,1,4.65625,7.1875
replay,ap,0.95,new_fp,125,42,78310,40,0,18.550817489624023,8,-3.015625,-1.21875
replay,ap,0.95,fixed_fp,125,42,121508,40,0,5.689967155456543,444,-2.109375,-4.875
replay,lr,0.5,fixed_fn,125,42,77328,2,1,18.946063995361328,2,4.125,12.0
replay,lr,0.95,new_fp,125,42,84453,40,0,13.809427261352539,19,-6.53125,0.58203125
replay,lr,0.95,fixed_fp,125,42,122511,40,0,5.384756565093994,480,-1.96875,-3.203125
m500,m1547,0.95,new_fp,125,43,86562,40,0,14.151918411254883,51,-2.53125,0.92578125
m500,m1547,0.95,fixed_fp,125,43,117386,40,0,5.841882228851318,239,-1.921875,-2.53125
m500,m1547,0.95,fixed_fn,125,43,79359,2,1,18.734622955322266,1,-3.171875,-0.515625
m500,b1547,0.95,new_fp,125,43,124551,40,0,5.261305809020996,480,-3.09375,0.703125
m500,b1547,0.95,fixed_fp,125,43,82651,40,0,21.836851119995117,107,-2.234375,-0.37890625
m500,replay,0.95,new_fp,125,43,123518,40,0,5.353518962860107,441,-2.796875,-1.265625
m500,replay,0.95,fixed_fp,125,43,87423,40,0,10.559725761413574,134,-2.0625,-3.6875
m500,replay,0.95,fixed_fn,125,43,79363,2,1,18.819622039794922,3,-3.8125,-2.09375
m500,ap,0.95,new_fp,125,43,87594,40,0,13.913708686828613,66,-3.53125,-0.98828125
m500,ap,0.95,fixed_fp,125,43,116366,40,0,6.110115051269531,214,-1.453125,-2.8125
m500,ap,0.95,fixed_fn,125,43,79359,2,1,18.734622955322266,1,-3.171875,-1.7734375
m500,lr,0.95,new_fp,125,43,78315,40,0,20.144817352294922,16,-2.625,-1.3203125
m500,lr,0.95,fixed_fp,125,43,118433,40,0,5.85964822769165,307,-2.1875,-3.546875
m500,lr,0.95,fixed_fn,125,43,79359,2,1,18.734622955322266,1,-3.171875,-1.2890625
replay,ap,0.95,new_fp,125,43,124315,40,0,5.032313346862793,53,-2.65625,-1.59375
replay,ap,0.95,fixed_fp,125,43,123503,40,0,5.6745100021362305,508,-2.109375,-3.734375
replay,ap,0.95,new_fn,125,43,79364,2,1,18.795625686645508,2,-2.203125,-3.28125
replay,lr,0.95,new_fp,125,43,124313,40,0,5.042313098907471,14,-2.59375,-1.2421875
replay,lr,0.95,fixed_fp,125,43,123503,40,0,5.6745100021362305,612,-2.109375,-3.65625
replay,lr,0.95,new_fn,125,43,79364,2,1,18.795625686645508,2,-2.203125,-2.59375
m500,m1547,0.95,new_fp,125,44,123510,40,0,5.260522365570068,65,-2.296875,-1.453125
m500,m1547,0.95,fixed_fp,125,44,96009,40,0,9.856802940368652,91,-2.015625,-3.578125
m500,b1547,0.95,new_fp,125,44,124544,40,0,5.224307060241699,183,-2.59375,-0.04736328125
m500,b1547,0.95,fixed_fp,125,44,93982,40,0,10.693258285522461,82,-2.171875,-0.9765625
m500,replay,0.95,new_fp,125,44,123543,40,0,5.511515140533447,313,-2.65625,-2.21875
m500,replay,0.95,fixed_fp,125,44,92947,40,0,11.095514297485352,73,-1.4921875,-3.859375
m500,ap,0.95,new_fp,125,44,79366,40,0,19.10862159729004,27,-2.609375,-1.4765625
m500,ap,0.95,fixed_fp,125,44,118425,40,0,5.840648651123047,150,-1.109375,-3.109375
m500,lr,0.95,new_fp,125,44,75262,40,0,24.439559936523438,21,-3.140625,-1.078125
m500,lr,0.95,fixed_fp,125,44,119415,40,0,5.670415878295898,162,-1.5234375,-2.875
replay,ap,0.95,new_fp,125,44,88486,40,0,10.12448501586914,22,-4.5625,-1.3203125
replay,ap,0.95,fixed_fp,125,44,122550,40,0,5.666748523712158,385,-2.296875,-4.15625
replay,lr,0.95,new_fp,125,44,90691,40,0,12.672952651977539,32,-3.421875,-1.2421875
replay,lr,0.95,fixed_fp,125,44,123516,40,0,5.33351993560791,413,-1.4921875,-2.65625
m500,m1547,0.5,new_fp,125,45,83483,40,0,16.088668823242188,2,-0.458984375,13.3125
m500,m1547,0.95,new_fp,125,45,120109,40,0,4.708231449127197,219,-3.953125,-0.0220947265625
m500,m1547,0.95,fixed_fp,125,45,123548,40,0,5.526514053344727,436,1.9140625,-1.4765625
m500,m1547,0.95,fixed_fn,125,45,80393,2,1,18.23737144470215,5,-3.484375,0.6640625
m500,b1547,0.5,fixed_fn,125,45,77334,2,1,18.300065994262695,3,3.671875,7.0
m500,b1547,0.95,new_fp,125,45,84288,40,0,10.409444808959961,152,-4.03125,1.2890625
m500,b1547,0.95,fixed_fp,125,45,121520,40,0,5.745965480804443,166,-1.1953125,-0.83984375
m500,b1547,0.95,fixed_fn,125,45,80395,2,1,18.259370803833008,1,-2.546875,0.275390625
m500,replay,0.5,fixed_fn,125,45,77334,2,1,18.300065994262695,5,3.671875,10.8125
m500,replay,0.95,new_fp,125,45,121145,40,0,4.622002124786377,46,-2.328125,-1.953125
m500,replay,0.95,fixed_fp,125,45,122940,40,0,5.478516101837158,178,-1.6484375,-3.75
m500,replay,0.95,fixed_fn,125,45,80394,2,1,18.255369186401367,4,-3.171875,-0.84765625
m500,ap,0.5,fixed_fn,125,45,78332,2,1,17.97081756591797,4,4.71875,12.75
m500,ap,0.95,new_fp,125,45,121144,40,0,4.626002311706543,83,-2.828125,-1.96875
m500,ap,0.95,fixed_fp,125,45,122553,40,0,5.687747955322266,183,-1.2265625,-2.609375
m500,ap,0.95,fixed_fn,125,45,80393,2,1,18.23737144470215,5,-3.484375,-0.40625
m500,lr,0.5,fixed_fn,125,45,78332,2,1,17.97081756591797,4,4.71875,12.625
m500,lr,0.95,new_fp,125,45,82654,40,0,21.596853256225586,10,-2.578125,-0.9453125
m500,lr,0.95,fixed_fp,125,45,124541,40,0,5.5272979736328125,328,-0.67578125,-1.921875
m500,lr,0.95,fixed_fn,125,45,80394,2,1,18.255369186401367,4,-3.171875,-0.515625
replay,ap,0.5,new_fn,125,45,77328,2,1,18.55106544494629,1,6.65625,6.1875
replay,ap,0.95,new_fp,125,45,123179,40,0,4.517549514770508,63,-2.65625,-2.046875
replay,ap,0.95,fixed_fp,125,45,123538,40,0,5.47251558303833,31,-2.359375,-2.46875
replay,ap,0.95,fixed_fn,125,45,80391,2,1,18.170368194580078,1,-2.6875,-1.7109375
replay,lr,0.5,new_fn,125,45,77328,2,1,18.55106544494629,1,6.65625,8.25
replay,lr,0.95,new_fp,125,45,88577,40,0,12.607467651367188,15,-5.46875,-0.51953125
replay,lr,0.95,fixed_fp,125,45,123553,40,0,5.561513423919678,201,-2.4375,-2.3125
m500,m1547,0.95,new_fp,125,46,123175,40,0,4.546547889709473,131,-2.296875,0.99609375
m500,m1547,0.95,fixed_fp,125,46,122529,40,0,5.491753578186035,492,-0.318359375,-1.8125
m500,m1547,0.95,fixed_fn,125,46,80394,2,1,18.380369186401367,3,-2.609375,0.88671875
m500,b1547,0.95,new_fp,125,46,126261,40,0,4.37188720703125,132,-3.03125,-0.16015625
m500,b1547,0.95,fixed_fp,125,46,89619,40,0,12.611205101013184,100,0.08642578125,-0.5703125
m500,b1547,0.95,fixed_fn,125,46,80395,2,1,18.410369873046875,2,-3.03125,2.15625
m500,replay,0.5,fixed_fn,125,46,78332,2,1,17.742816925048828,3,6.0,11.4375
m500,replay,0.95,new_fp,125,46,123524,40,0,5.33851957321167,75,-2.328125,-2.171875
m500,replay,0.95,fixed_fp,125,46,94983,40,0,10.188009262084961,156,-2.171875,-5.71875
m500,replay,0.95,fixed_fn,125,46,80394,2,1,18.380369186401367,3,-2.609375,0.3125
m500,ap,0.5,new_fp,125,46,84703,40,0,18.6444091796875,1,8.5625,8.25
m500,ap,0.5,fixed_fn,125,46,78332,2,1,17.742816925048828,3,6.0,11.875
m500,ap,0.95,new_fp,125,46,125234,40,0,4.4011125564575195,86,-2.796875,-1.140625
m500,ap,0.95,fixed_fp,125,46,120474,40,0,5.7061991691589355,365,-0.7109375,-2.4375
m500,ap,0.95,fixed_fn,125,46,80394,2,1,18.380369186401367,3,-2.609375,0.0751953125
m500,lr,0.5,fixed_fn,125,46,76301,2,1,17.973325729370117,1,5.96875,11.5625
m500,lr,0.95,new_fp,125,46,87776,40,0,15.776700019836426,24,-3.03125,-0.25390625
m500,lr,0.95,fixed_fp,125,46,122539,40,0,5.5477519035339355,450,-0.9296875,-1.671875
m500,lr,0.95,fixed_fn,125,46,80395,2,1,18.410369873046875,2,-3.03125,-0.498046875
replay,ap,0.5,new_fp,125,46,84703,40,0,18.6444091796875,1,5.5,8.25
replay,ap,0.95,new_fp,125,46,123172,40,0,4.52454948425293,67,-2.953125,-2.09375
replay,ap,0.95,fixed_fp,125,46,123539,40,0,5.419517517089844,265,-1.9765625,-2.6875
replay,lr,0.5,new_fn,125,46,79364,2,1,17.990625381469727,2,9.4375,9.9375
replay,lr,0.95,new_fp,125,46,91723,40,0,12.239748001098633,21,-4.46875,-0.80859375
replay,lr,0.95,fixed_fp,125,46,124571,40,0,5.353302955627441,366,-1.6796875,-2.0
replay,lr,0.95,new_fn,125,46,80391,2,1,18.334369659423828,1,-1.4609375,-1.859375
m500,m1547,0.95,new_fp,125,47,120104,40,0,4.776228427886963,99,-3.40625,-0.95703125
m500,m1547,0.95,fixed_fp,125,47,95007,40,0,10.012009620666504,139,-1.140625,-5.0
m500,b1547,0.95,new_fp,125,47,125576,40,0,5.53807258605957,363,-3.25,2.40625
m500,b1547,0.95,fixed_fp,125,47,90630,40,0,12.422952651977539,134,-1.765625,-0.671875
m500,replay,0.5,new_fp,125,47,82656,40,0,21.35885238647461,9,4.4375,13.75
m500,replay,0.95,new_fp,125,47,125635,40,0,5.511072635650635,218,-3.078125,-2.03125
m500,replay,0.95,fixed_fp,125,47,92977,40,0,10.038520812988281,158,-0.5703125,-3.28125
m500,ap,0.5,new_fp,125,47,82658,40,0,21.050851821899414,12,2.90625,13.25
m500,ap,0.95,new_fp,125,47,126609,40,0,5.477847099304199,119,-3.25,-2.25
m500,ap,0.95,fixed_fp,125,47,95005,40,0,10.015010833740234,161,-1.25,-6.28125
m500,lr,0.95,new_fp,125,47,81426,40,0,17.740110397338867,11,-2.375,0.361328125
m500,lr,0.95,fixed_fp,125,47,97070,40,0,9.805562019348145,205,-1.4609375,-2.5
replay,ap,0.5,new_fp,125,47,82662,40,0,20.769851684570312,3,5.875,10.6875
replay,ap,0.95,new_fp,125,47,89662,40,0,13.140201568603516,40,-2.609375,-1.859375
replay,ap,0.95,fixed_fp,125,47,124595,40,0,5.501298427581787,142,-1.984375,-2.671875
replay,lr,0.5,fixed_fp,125,47,82656,40,0,21.35885238647461,9,13.75,7.09375
replay,lr,0.95,new_fp,125,47,89609,40,0,12.427204132080078,21,-3.546875,-0.5
replay,lr,0.95,fixed_fp,125,47,126607,40,0,5.4718475341796875,275,-1.640625,-3.03125
m500,m1547,0.5,new_fp,125,48,81429,40,0,18.06810760498047,1,6.84375,13.875
m500,m1547,0.5,fixed_fn,125,48,79364,2,1,17.631628036499023,5,9.9375,15.5625
m500,m1547,0.95,new_fp,125,48,125609,40,0,5.282080173492432,161,-2.65625,-0.78515625
m500,m1547,0.95,fixed_fp,125,48,80168,40,0,14.433381080627441,98,-1.53125,-2.6875
m500,m1547,0.95,fixed_fn,125,48,81423,2,1,17.985109329223633,1,-2.46875,3.359375
m500,b1547,0.5,fixed_fn,125,48,78333,2,1,17.937820434570312,5,4.78125,7.03125
m500,b1547,0.95,new_fp,125,48,126609,40,0,5.459847450256348,215,-3.125,1.6953125
m500,b1547,0.95,fixed_fp,125,48,80164,40,0,14.626378059387207,100,-1.8359375,-3.359375
m500,b1547,0.95,fixed_fn,125,48,81423,2,1,17.985109329223633,1,-2.46875,1.8671875
m500,replay,0.5,new_fp,125,48,81429,40,0,18.06810760498047,1,6.84375,8.0
m500,replay,0.5,fixed_fn,125,48,79364,2,1,17.631628036499023,6,9.9375,16.875
m500,replay,0.95,new_fp,125,48,125610,40,0,5.2840800285339355,148,-2.671875,-2.359375
m500,replay,0.95,fixed_fp,125,48,80574,40,0,19.951364517211914,121,-2.046875,-7.71875
m500,replay,0.95,fixed_fn,125,48,81423,2,1,17.985109329223633,1,-2.46875,0.59765625
m500,ap,0.5,new_fp,125,48,81429,40,0,18.06810760498047,1,6.84375,17.25
m500,ap,0.5,fixed_fn,125,48,79364,2,1,17.631628036499023,6,9.9375,22.0
m500,ap,0.95,new_fp,125,48,126626,40,0,5.1188578605651855,111,-2.453125,-1.8125
m500,ap,0.95,fixed_fp,125,48,80572,40,0,19.506366729736328,114,-2.078125,-8.25
m500,ap,0.95,fixed_fn,125,48,81423,2,1,17.985109329223633,1,-2.46875,0.7890625
m500,lr,0.5,new_fp,125,48,81429,40,0,18.06810760498047,1,6.84375,14.375
m500,lr,0.5,fixed_fn,125,48,79364,2,1,17.631628036499023,6,9.9375,18.875
m500,lr,0.95,new_fp,125,48,71160,40,0,34.27650833129883,6,-3.609375,-1.2578125
m500,lr,0.95,fixed_fp,125,48,122522,40,0,5.416755676269531,253,-1.296875,-1.453125
m500,lr,0.95,fixed_fn,125,48,81423,2,1,17.985109329223633,1,-2.46875,0.50390625
replay,ap,0.95,new_fp,125,48,119443,40,0,5.897409439086914,16,-2.515625,-2.3125
replay,ap,0.95,fixed_fp,125,48,119437,40,0,5.821411609649658,46,-2.109375,-2.78125
replay,lr,0.95,new_fp,125,48,90889,40,0,11.609957695007324,18,-2.84375,-1.0625
replay,lr,0.95,fixed_fp,125,48,125612,40,0,5.271080017089844,292,-2.28125,-2.640625
m500,m1547,0.95,new_fp,125,49,126650,40,0,5.259853363037109,290,-2.421875,-0.12060546875
m500,m1547,0.95,fixed_fp,125,49,90302,40,0,9.11397647857666,55,-2.109375,-3.015625
m500,m1547,0.95,fixed_fn,125,49,81427,2,1,18.302108764648438,2,-2.765625,1.2421875
m500,b1547,0.95,new_fp,125,49,126626,40,0,5.1238579750061035,294,-2.546875,1.3125
m500,b1547,0.95,fixed_fp,125,49,90587,40,0,11.4729585647583,64,-1.7421875,-5.3125
m500,replay,0.95,new_fp,125,49,126629,40,0,5.147857189178467,247,-2.65625,-1.7890625
m500,replay,0.95,fixed_fp,125,49,100803,40,0,7.739632606506348,63,-0.82421875,-7.0
m500,replay,0.95,fixed_fn,125,49,81427,2,1,18.302108764648438,2,-2.765625,-1.125
m500,ap,0.95,new_fp,125,49,126633,40,0,5.154857158660889,251,-3.0,-1.8046875
m500,ap,0.95,fixed_fp,125,49,114716,40,0,6.90830659866333,67,-2.125,-4.375
m500,ap,0.95,fixed_fn,125,49,81427,2,1,18.302108764648438,2,-2.765625,-0.75
m500,lr,0.95,new_fp,125,49,128652,40,0,4.92242431640625,15,-2.328125,-1.2734375
m500,lr,0.95,fixed_fp,125,49,121865,40,0,5.955741882324219,108,-2.09375,-2.90625
m500,lr,0.95,fixed_fn,125,49,81427,2,1,18.302108764648438,2,-2.765625,-0.96484375
replay,ap,0.95,new_fp,125,49,124870,40,0,6.012285232543945,82,-3.03125,-1.1875
replay,ap,0.95,fixed_fp,125,49,125595,40,0,5.19108247756958,82,-2.328125,-2.453125
replay,lr,0.95,new_fp,125,49,81530,40,0,16.05511474609375,17,-2.78125,-0.7265625
replay,lr,0.95,fixed_fp,125,49,125622,40,0,5.327078342437744,294,-1.9140625,-2.28125
m500,m1547,0.95,new_fp,125,50,120462,40,0,6.024190902709961,161,-2.765625,-0.474609375
m500,m1547,0.95,fixed_fp,125,50,88514,40,0,11.549473762512207,63,1.03125,-2.15625
m500,m1547,0.95,fixed_fn,125,50,82425,2,1,17.557859420776367,5,-2.53125,-0.396484375
m500,b1547,0.5,fixed_fn,125,50,76296,2,1,17.77832794189453,1,4.09375,6.78125
m500,b1547,0.95,new_fp,125,50,125313,40,0,5.026088237762451,408,-3.515625,0.79296875
m500,b1547,0.95,fixed_fp,125,50,83279,40,0,12.843681335449219,48,-1.671875,-2.828125
m500,b1547,0.95,fixed_fn,125,50,82425,2,1,17.557859420776367,5,-2.53125,1.0390625
m500,replay,0.95,new_fp,125,50,125584,40,0,5.574071407318115,208,-3.953125,-2.234375
m500,replay,0.95,fixed_fp,125,50,110621,40,0,7.041248321533203,102,-0.8515625,-3.15625
m500,replay,0.95,fixed_fn,125,50,82425,2,1,17.557859420776367,5,-2.53125,-1.3359375
m500,ap,0.95,new_fp,125,50,121495,40,0,5.95496129989624,167,-2.5,-1.1953125
m500,ap,0.95,fixed_fp,125,50,117133,40,0,5.599888801574707,98,-1.1328125,-3.9375
m500,ap,0.95,fixed_fn,125,50,82425,2,1,17.557859420776367,5,-2.53125,-1.265625
m500,lr,0.95,new_fp,125,50,123269,40,0,5.438516616821289,70,-2.484375,-1.1484375
m500,lr,0.95,fixed_fp,125,50,87826,40,0,14.133706092834473,59,-2.1875,-2.328125
m500,lr,0.95,fixed_fn,125,50,82425,2,1,17.557859420776367,5,-2.53125,-0.06396484375
replay,ap,0.95,new_fp,125,50,90654,40,0,13.539947509765625,66,-3.828125,-1.0078125
replay,ap,0.95,fixed_fp,125,50,125577,40,0,5.511072635650635,103,-2.234375,-3.515625
replay,lr,0.95,new_fp,125,50,123262,40,0,5.170525550842285,83,-2.703125,-0.7109375
replay,lr,0.95,fixed_fp,125,50,124600,40,0,5.540297508239746,178,-1.5234375,-1.53125
m500,m1547,0.5,new_fp,125,51,86547,40,0,15.38591480255127,2,7.78125,14.6875
m500,m1547,0.5,fixed_fn,125,51,81423,2,1,17.58111000061035,2,7.4375,12.5625
m500,m1547,0.95,new_fp,125,51,123064,40,0,4.75253963470459,314,-3.203125,0.51171875
m500,m1547,0.95,fixed_fp,125,51,84311,40,0,12.13443374633789,174,-1.3359375,-4.125
m500,b1547,0.5,new_fn,125,51,81422,2,1,17.725109100341797,2,10.4375,6.3125
m500,b1547,0.5,fixed_fn,125,51,79362,2,1,17.681625366210938,4,9.0,7.5625
m500,b1547,0.95,new_fp,125,51,123147,40,0,4.579546928405762,204,-2.265625,0.63671875
m500,b1547,0.95,fixed_fp,125,51,84311,40,0,12.13443374633789,173,-1.3359375,-3.40625
m500,replay,0.5,new_fp,125,51,86547,40,0,15.38591480255127,2,7.78125,7.4375
m500,replay,0.5,fixed_fn,125,51,79362,2,1,17.681625366210938,1,9.0,7.875
m500,replay,0.95,new_fp,125,51,122065,40,0,4.780776500701904,133,-2.546875,-2.15625
m500,replay,0.95,fixed_fp,125,51,92681,40,0,11.808509826660156,199,-1.953125,-3.640625
m500,ap,0.5,new_fp,125,51,86547,40,0,15.38591480255127,2,7.78125,11.125
m500,ap,0.5,fixed_fn,125,51,79362,2,1,17.681625366210938,1,9.0,8.0625
m500,ap,0.95,new_fp,125,51,86552,40,0,16.03691291809082,50,-3.765625,-0.40234375
m500,ap,0.95,fixed_fp,125,51,94410,40,0,8.739022254943848,210,-2.078125,-6.40625
m500,lr,0.5,fixed_fn,125,51,79362,2,1,17.681625366210938,1,9.0,12.3125
m500,lr,0.95,new_fp,125,51,120193,40,0,5.373208522796631,35,-2.296875,-0.9765625
m500,lr,0.95,fixed_fp,125,51,94408,40,0,8.739021301269531,205,-2.125,-3.265625
replay,ap,0.95,new_fp,125,51,92680,40,0,11.73451042175293,51,-4.5,-0.8125
replay,ap,0.95,fixed_fp,125,51,123148,40,0,4.617545127868652,145,-1.1640625,-2.53125
replay,lr,0.5,fixed_fp,125,51,86547,40,0,15.38591480255127,2,7.4375,9.9375
replay,lr,0.95,new_fp,125,51,124292,40,0,5.223307132720947,56,-3.1875,-0.7734375
replay,lr,0.95,fixed_fp,125,51,123636,40,0,5.8265061378479,160,-2.390625,-2.8125
m500,m1547,0.5,fixed_fn,125,52,80394,2,1,17.693370819091797,6,8.9375,18.25
m500,m1547,0.95,new_fp,125,52,126358,40,0,4.98286247253418,137,-2.296875,2.09375
m500,m1547,0.95,fixed_fp,125,52,84674,40,0,20.34440803527832,142,-0.80078125,-1.796875
m500,b1547,0.5,new_fp,125,52,130720,40,0,4.868973255157471,2,7.125,7.21875
m500,b1547,0.5,fixed_fn,125,52,78329,2,1,17.573820114135742,6,6.15625,7.09375
m500,b1547,0.95,new_fp,125,52,124294,40,0,5.121310234069824,267,-3.03125,0.84375
m500,b1547,0.95,fixed_fp,125,52,81610,40,0,20.17010498046875,102,1.390625,-1.8203125
m500,replay,0.5,fixed_fn,125,52,80391,2,1,17.825368881225586,8,9.8125,8.25
m500,replay,0.95,new_fp,125,52,124295,40,0,5.140309810638428,67,-2.5,-0.90234375
m500,replay,0.95,fixed_fp,125,52,87417,40,0,11.006722450256348,165,-0.8125,-7.53125
m500,ap,0.5,fixed_fn,125,52,80391,2,1,17.825368881225586,6,9.8125,9.1875
m500,ap,0.95,new_fp,125,52,127353,40,0,4.933626651763916,91,-3.59375,-2.046875
m500,ap,0.95,fixed_fp,125,52,87416,40,0,11.056722640991211,141,-1.65625,-5.0
m500,lr,0.5,fixed_fn,125,52,80394,2,1,17.693370819091797,2,8.9375,13.8125
m500,lr,0.95,new_fp,125,52,125326,40,0,5.063086986541748,64,-2.515625,-0.7109375
m500,lr,0.95,fixed_fp,125,52,86391,40,0,11.382932662963867,100,0.83203125,-2.8125
replay,ap,0.5,new_fn,125,52,81423,2,1,17.674110412597656,2,7.25,6.90625
replay,ap,0.95,new_fp,125,52,127356,40,0,4.959625720977783,59,-3.140625,-2.359375
replay,ap,0.95,fixed_fp,125,52,76293,40,0,25.285310745239258,11,-1.875,-3.640625
replay,lr,0.5,new_fn,125,52,78329,2,1,17.573820114135742,6,6.4375,9.5
replay,lr,0.95,new_fp,125,52,118164,40,0,5.5306572914123535,89,-3.640625,-1.3125
replay,lr,0.95,fixed_fp,125,52,86755,40,0,15.637913703918457,27,-1.765625,-2.0
m500,m1547,0.5,new_fp,125,53,128664,40,0,5.039419651031494,7,7.0625,13.875
m500,m1547,0.95,new_fp,125,53,126626,40,0,5.6098432540893555,129,-2.296875,-0.2734375
m500,m1547,0.95,fixed_fp,125,53,82330,40,0,15.330867767333984,141,-1.671875,-2.28125
m500,b1547,0.5,new_fp,125,53,128664,40,0,5.039419651031494,5,7.0625,6.78125
m500,b1547,0.5,fixed_fn,125,53,80393,2,1,17.389373779296875,18,2.203125,8.125
m500,b1547,0.95,new_fp,125,53,125315,40,0,5.041088104248047,346,-2.953125,0.87109375
m500,b1547,0.95,fixed_fp,125,53,81610,40,0,19.728103637695312,148,-2.15625,-7.5
m500,replay,0.95,new_fp,125,53,126663,40,0,5.355850696563721,72,-2.515625,-2.46875
m500,replay,0.95,fixed_fp,125,53,82658,40,0,21.708852767944336,179,-2.125,-2.71875
m500,ap,0.5,new_fp,125,53,128664,40,0,5.039419651031494,4,7.0625,7.15625
m500,ap,0.95,new_fp,125,53,127352,40,0,4.952625751495361,100,-2.359375,-2.359375
m500,ap,0.95,fixed_fp,125,53,82607,40,0,19.06285858154297,152,-1.5078125,-7.96875
m500,lr,0.95,new_fp,125,53,127657,40,0,5.242616653442383,65,-2.5625,-0.94921875
m500,lr,0.95,fixed_fp,125,53,82330,40,0,15.330867767333984,132,-1.671875,-4.21875
replay,ap,0.5,new_fp,125,53,128664,40,0,5.039419651031494,4,5.84375,7.15625
replay,ap,0.95,new_fp,125,53,124583,40,0,5.504298686981201,83,-2.6875,-1.640625
replay,ap,0.95,fixed_fp,125,53,93933,40,0,11.102256774902344,28,-2.34375,-3.703125
replay,lr,0.95,new_fp,125,53,124583,40,0,5.504298686981201,87,-2.6875,-0.7421875
replay,lr,0.95,fixed_fp,125,53,124287,40,0,5.102311134338379,47,-2.0,-1.4453125
m500,m1547,0.5,fixed_fp,125,54,87579,40,0,15.13070297241211,1,11.0,9.0625
m500,m1547,0.95,new_fp,125,54,122555,40,0,5.905742168426514,112,-2.90625,0.921875
m500,m1547,0.95,fixed_fp,125,54,80300,40,0,14.127381324768066,103,-2.15625,-3.1875
m500,b1547,0.5,fixed_fp,125,54,87579,40,0,15.13070297241211,1,11.0,2.765625
m500,b1547,0.5,fixed_fn,125,54,80391,2,1,17.331371307373047,3,3.328125,6.90625
m500,b1547,0.95,new_fp,125,54,121214,40,0,5.331977367401123,384,-3.296875,2.78125
m500,b1547,0.95,fixed_fp,125,54,80580,40,0,19.92136573791504,115,-1.984375,-2.671875
m500,replay,0.5,fixed_fp,125,54,87579,40,0,15.13070297241211,1,11.0,3.078125
m500,replay,0.95,new_fp,125,54,81408,40,0,18.831106185913086,33,-3.34375,-1.8203125
m500,replay,0.95,fixed_fp,125,54,95001,40,0,9.907011032104492,160,-1.3203125,-5.59375
m500,ap,0.95,new_fp,125,54,93761,40,0,12.313249588012695,112,-2.28125,-1.84375
m500,ap,0.95,fixed_fp,125,54,82243,40,0,13.480874061584473,114,-1.7734375,-7.46875
m500,lr,0.95,new_fp,125,54,82451,40,0,19.033857345581055,27,-2.375,0.70703125
m500,lr,0.95,fixed_fp,125,54,84597,40,0,15.522420883178711,108,-2.203125,-2.171875
replay,ap,0.5,new_fp,125,54,87579,40,0,15.13070297241211,1,3.078125,7.78125
replay,ap,0.95,new_fp,125,54,125630,40,0,5.437075138092041,137,-3.359375,-1.9609375
replay,ap,0.95,fixed_fp,125,54,74222,40,0,31.14775276184082,12,-2.234375,-2.484375
replay,lr,0.5,new_fp,125,54,87579,40,0,15.13070297241211,1,3.078125,13.0
replay,lr,0.95,new_fp,125,54,124582,40,0,5.502298831939697,62,-2.53125,-0.1181640625
replay,lr,0.95,fixed_fp,125,54,81408,40,0,18.831106185913086,16,-1.8203125,-2.40625
