序列,五位模式,窗口数,覆盖序列数,当前异常点合计,历史异常点合计,历史占比有效窗数,历史占比无定义比例,槽0异常点数P5,槽0异常点数P25,槽0异常点数P50,槽0异常点数P75,槽0异常点数P95,槽1异常点数P5,槽1异常点数P25,槽1异常点数P50,槽1异常点数P75,槽1异常点数P95,槽2异常点数P5,槽2异常点数P25,槽2异常点数P50,槽2异常点数P75,槽2异常点数P95,槽3异常点数P5,槽3异常点数P25,槽3异常点数P50,槽3异常点数P75,槽3异常点数P95,槽4异常点数P5,槽4异常点数P25,槽4异常点数P50,槽4异常点数P75,槽4异常点数P95,历史异常占比P5,历史异常占比P25,历史异常占比P50,历史异常占比P75,历史异常占比P95
140,00000,254,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
140,00001,6,1,14,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,8,0.0,0.0,0.0,0.0,0.0
140,00010,4,1,0,5,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,00011,4,1,67,14,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,8,1,1,1,2,63,0.11267605633802817,0.11267605633802817,0.5,0.6,0.6666666666666666
140,00100,3,1,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,00101,3,1,4,5,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,1,1,1,2,2,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666
140,00110,2,1,0,5,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,00111,3,1,64,79,3,0.0,0,0,0,0,0,0,0,0,0,0,2,2,3,8,8,1,1,2,63,63,2,2,2,60,60,0.5419847328244275,0.5419847328244275,0.6,0.7142857142857143,0.7142857142857143
140,01000,4,1,0,4,4,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,01001,1,1,1,1,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
140,01010,3,1,0,6,3,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,01011,2,1,3,7,2,0.0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.75
140,01100,3,1,0,9,3,0.0,0,0,0,0,0,1,1,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,01101,2,1,3,4,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666
140,01110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,01111,7,1,66,174,7,0.0,0,0,0,0,0,2,2,2,4,8,1,2,2,3,63,1,2,2,5,60,2,2,2,3,53,0.7119565217391305,0.7142857142857143,0.75,0.7777777777777778,0.8333333333333334
140,10000,6,1,0,28,6,0.0,1,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,10001,2,1,5,2,2,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333
140,10010,2,1,0,6,2,0.0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,10011,1,1,1,4,1,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8
140,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,10101,2,1,2,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
140,10110,3,1,0,12,3,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,10111,4,1,11,28,4,0.0,2,2,2,2,2,0,0,0,0,0,2,2,2,2,4,2,2,2,3,3,1,1,2,3,5,0.5833333333333334,0.5833333333333334,0.75,0.75,0.8571428571428571
140,11000,4,1,0,112,4,0.0,1,1,2,2,81,1,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,11001,2,1,4,7,2,0.0,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666
140,11010,1,1,0,3,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,11011,5,1,11,28,5,0.0,1,1,2,2,3,1,1,2,2,2,0,0,0,0,0,1,2,2,2,4,1,2,2,3,3,0.6666666666666666,0.7,0.7272727272727273,0.75,0.75
140,11100,3,1,0,182,3,0.0,1,1,2,69,69,1,1,2,81,81,1,1,2,23,23,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,11101,4,1,9,28,4,0.0,1,1,2,5,5,1,1,2,2,3,1,1,2,2,2,0,0,0,0,0,1,1,2,2,4,0.6923076923076923,0.6923076923076923,0.75,0.75,0.8333333333333334
140,11110,7,1,0,287,7,0.0,1,2,2,3,64,1,1,2,5,69,1,1,2,3,81,1,1,2,2,23,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
140,11111,128,1,1412,5657,128,0.0,2,2,5,12,44,1,2,5,12,45,1,2,5,12,45,1,2,5,12,45,1,2,5,12,44,0.7391304347826086,0.7638888888888888,0.8,0.8441558441558441,0.8823529411764706
141,00000,289,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
141,00001,4,1,7,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0.0,0.0,0.0,0.0,0.0
141,00010,1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,00011,4,1,40,7,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,2,36,0.1,0.1,0.3333333333333333,0.5,0.5
141,00100,2,1,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,00101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,00110,2,1,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,00111,2,1,100,43,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,2,2,2,36,36,2,2,2,98,98,0.2898550724637681,0.2898550724637681,0.2898550724637681,0.6,0.6
141,01000,3,1,0,3,3,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,01001,1,1,1,1,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
141,01010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,01011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,01100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,01101,2,1,2,4,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
141,01110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,01111,2,1,181,143,2,0.0,0,0,0,0,0,1,1,1,4,4,2,2,2,36,36,2,2,2,98,98,2,2,2,179,179,0.4353312302839117,0.4353312302839117,0.4353312302839117,0.7142857142857143,0.7142857142857143
141,10000,4,1,0,4,4,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,10001,1,1,1,1,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
141,10010,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,10011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,10101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,10111,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,11000,2,1,0,7,2,0.0,1,1,1,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,11001,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,11010,2,1,0,6,2,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,11011,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,11100,2,1,0,13,2,0.0,1,1,1,5,5,1,1,1,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,11101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,11110,2,1,0,25,2,0.0,1,1,1,11,11,1,1,1,5,5,1,1,1,4,4,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
141,11111,365,1,18222,73946,365,0.0,2,9,20,44,256,2,9,20,44,256,2,9,20,44,256,2,9,20,43,256,2,9,19,43,256,0.75,0.782608695652174,0.8,0.8214285714285714,0.875
142,00000,314,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
142,00001,6,1,11,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0.0,0.0,0.0,0.0,0.0
142,00010,5,1,0,8,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,00011,5,1,17,10,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,1,2,3,3,8,0.25,0.3333333333333333,0.38461538461538464,0.4,0.5
142,00100,10,1,0,16,10,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,00101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,00110,3,1,0,9,3,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,00111,4,1,8,24,4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,1,1,3,3,8,1,1,2,2,3,0.5,0.5,0.5714285714285714,0.7142857142857143,0.9285714285714286
142,01000,9,1,0,14,9,0.0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,01001,3,1,4,4,3,0.0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666
142,01010,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,01011,1,1,10,9,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,8,8,8,8,8,10,10,10,10,10,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576,0.47368421052631576
142,01100,2,1,0,7,2,0.0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,01101,2,1,2,4,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
142,01110,1,1,0,22,1,0.0,0,0,0,0,0,8,8,8,8,8,10,10,10,10,10,4,4,4,4,4,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,01111,8,1,29,67,8,0.0,0,0,0,0,0,1,1,2,4,6,1,2,3,3,8,1,1,2,2,3,1,1,2,3,11,0.35294117647058826,0.6,0.7,0.8,0.9333333333333333
142,10000,6,1,0,9,6,0.0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,10001,4,1,7,6,4,0.0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5
142,10010,5,1,0,18,5,0.0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,10011,2,1,3,6,2,0.0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,0.6,0.6,0.6,0.75,0.75
142,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,10101,1,1,8,3,1,0.0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,8,8,8,8,8,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
142,10110,1,1,0,4,1,0.0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,10111,5,1,11,59,5,0.0,1,1,1,4,6,0,0,0,0,0,1,2,4,6,8,2,2,3,8,10,1,1,2,3,4,0.7,0.8260869565217391,0.8823529411764706,0.9,0.9
142,11000,1,1,0,4,1,0.0,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,11001,4,1,7,16,4,0.0,1,1,1,2,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0.5714285714285714,0.5714285714285714,0.75,0.75,0.75
142,11010,3,1,0,11,3,0.0,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,11011,5,1,16,46,5,0.0,1,2,2,3,10,1,1,2,4,6,0,0,0,0,0,1,1,2,4,6,1,2,2,3,8,0.5294117647058824,0.75,0.8333333333333334,0.8333333333333334,0.8421052631578947
142,11100,3,1,0,20,3,0.0,2,2,2,3,3,1,1,3,3,3,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,11101,6,1,15,58,6,0.0,1,1,2,8,8,1,2,2,3,10,1,1,2,4,6,0,0,0,0,0,1,1,1,4,6,0.4,0.7142857142857143,0.8333333333333334,0.9166666666666666,0.9166666666666666
142,11110,8,1,0,80,8,0.0,1,1,1,4,8,1,1,2,2,8,1,1,2,3,3,1,1,2,2,6,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
142,11111,104,1,1589,6410,104,0.0,2,5,9,17,48,2,5,9,17,48,2,5,9,17,48,2,5,9,17,48,2,5,9,17,48,0.6626506024096386,0.75,0.8,0.8633720930232558,0.9375
143,00000,248,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
143,00001,6,1,15,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,0.0,0.0,0.0,0.0,0.0
143,00010,3,1,0,4,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,00011,4,1,67,12,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1,1,1,2,63,0.125,0.125,0.3333333333333333,0.5,0.5
143,00100,4,1,0,5,4,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,00101,2,1,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
143,00110,1,1,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,00111,5,1,111,82,5,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,1,1,1,2,63,1,1,1,3,105,0.4067796610169492,0.5,0.6666666666666666,0.6666666666666666,0.75
143,01000,4,1,0,4,4,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,01001,2,1,2,3,2,0.0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666
143,01010,3,1,0,6,3,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,01011,1,1,1,3,1,0.0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
143,01100,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,01101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,01110,1,1,0,3,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,01111,6,1,92,199,6,0.0,0,0,0,0,0,1,1,1,2,9,1,1,1,2,63,1,1,1,3,105,1,1,1,2,85,0.6,0.6755725190839694,0.75,0.8,0.8333333333333334
143,10000,6,1,0,18,6,0.0,1,1,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,10001,1,1,1,1,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
143,10010,3,1,0,6,3,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,10011,2,1,2,6,2,0.0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
143,10100,2,1,0,4,2,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,10101,2,1,2,6,2,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8,0.8
143,10110,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,10111,2,1,3,9,2,0.0,1,1,1,2,2,0,0,0,0,0,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334
143,11000,3,1,0,68,3,0.0,1,1,1,51,51,1,1,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,11001,3,1,4,6,3,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
143,11010,1,1,0,6,1,0.0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,11011,1,1,2,4,1,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
143,11100,5,1,0,176,5,0.0,1,1,2,2,98,1,1,1,1,51,1,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,11101,2,1,4,9,2,0.0,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,2,2,2,2,2,0.6,0.6,0.6,0.75,0.75
143,11110,6,1,0,324,6,0.0,1,2,2,2,133,1,1,2,2,98,1,1,1,2,51,1,1,1,2,13,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
143,11111,135,1,2948,12054,135,0.0,1,3,8,23,99,1,3,8,23,105,1,3,8,23,105,1,3,8,23,99,1,3,8,23,99,0.7272727272727273,0.7626811594202898,0.8055555555555556,0.8333333333333334,0.8888888888888888
144,00000,125,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
144,00001,7,1,7,0,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
144,00010,6,1,0,6,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,00011,2,1,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
144,00100,6,1,0,6,6,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,00101,1,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
144,00110,2,1,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,00111,1,1,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
144,01000,7,1,0,7,7,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,01001,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,01010,1,1,0,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,01011,1,1,1,2,1,0.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
144,01100,2,1,0,4,2,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,01101,3,1,4,6,3,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666
144,01110,1,1,0,3,1,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,01111,2,1,3,10,2,0.0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,0.75,0.75,0.75,0.8,0.8
144,10000,6,1,0,6,6,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,10001,1,1,1,1,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
144,10010,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,10011,1,1,1,2,1,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
144,10100,1,1,0,2,1,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,10101,1,1,1,2,1,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
144,10110,3,1,0,9,3,0.0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
144,10111,2,1,3,10,2,0.0,1,1,1,2,2,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,0.75,0.75,0.75,0.8,0.8
144,11000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,11001,2,1,2,4,2,0.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
