index,group,frame,scene,world,token,base,points,normal,anomaly,valid,range_median,intensity_median,anomaly_range_median,anomaly_intensity_median
12791,anomaly_nuscenes,491,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,8c6d3fa9381e4e12b93d0e2755486322,True,34783,24840,156,24996,9.349800109863281,0.0470588244497776,5.355673789978027,0.03333333507180214
12792,anomaly_nuscenes,483,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,df506644325441b3b822d1dfe13b0d75,True,34717,24823,168,24991,9.407670021057129,0.0470588244497776,5.334386825561523,0.03333333507180214
12793,anomaly_nuscenes,485,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,21be63c5b38f47c5907969ccd7825c74,True,34748,24885,185,25070,9.500471115112305,0.0470588244497776,5.228716850280762,0.03529411926865578
12794,anomaly_nuscenes,484,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,83f15bc8bef24b729727a13c00cb876f,True,34687,24856,227,25083,9.668462753295898,0.04313725605607033,5.2274065017700195,0.054901961237192154
12795,anomaly_nuscenes,496,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,37b7f12974544cd49eb555e608f0617a,True,34749,24887,250,25137,9.741083145141602,0.04313725605607033,5.301809310913086,0.09019608050584793
12796,anomaly_nuscenes,488,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,d5293eede5f74b89a3628b35c7b46fec,True,34750,24896,231,25127,9.745366096496582,0.04313725605607033,5.434251308441162,0.12156862765550613
12797,anomaly_nuscenes,493,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,728e410bed8f41e0a4dcb66d0027314b,True,34719,24845,256,25101,9.81885051727295,0.04313725605607033,5.6220479011535645,0.125490203499794
12798,anomaly_nuscenes,494,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,dce879bce41f4540bd770517079209ff,True,34652,24941,226,25167,9.849518775939941,0.04313725605607033,6.665862083435059,0.08627451211214066
12799,anomaly_nuscenes,501,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,139e30a105774c729eedaf115745a90a,True,34718,24953,214,25167,9.722025871276855,0.04313725605607033,7.28856086730957,0.09215686470270157
12800,anomaly_nuscenes,497,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,069452c185a04afbb900ad09096d6402,True,34750,25012,218,25230,9.759328842163086,0.04313725605607033,7.691713333129883,0.09019608050584793
12801,anomaly_nuscenes,495,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,4a716691b25342618582328df59440dd,True,34684,24946,188,25134,9.775814056396484,0.04313725605607033,7.693234443664551,0.0882352963089943
12802,anomaly_nuscenes,499,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,da54e89a6a9943598fd7a27d30646541,True,34714,24980,193,25173,9.814979553222656,0.04313725605607033,7.534087657928467,0.08235294371843338
12803,anomaly_nuscenes,500,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,35de8f2b192a4a8798d4be06abb42131,True,34747,25033,170,25203,9.880571365356445,0.03921568766236305,7.7064971923828125,0.05882352963089943
12804,anomaly_nuscenes,508,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,df098d3504d545c5ba4fa1382528417f,True,34719,24992,141,25133,10.192566871643066,0.04313725605607033,8.649123191833496,0.12156862765550613
12805,anomaly_nuscenes,506,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,7dd075a18fe94ddab0ce895e42681296,True,34751,25056,98,25154,10.245478630065918,0.04313725605607033,9.338547706604004,0.17450980842113495
12806,anomaly_nuscenes,509,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,90aad0879dc7477bb686b0c1dfedea5d,True,34752,25089,84,25173,10.298416137695312,0.04313725605607033,10.928642272949219,0.10980392247438431
12807,anomaly_nuscenes,512,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,70f6d441b4c042ada75a86fd7b1eb622,True,34718,25123,89,25212,10.325201034545898,0.04313725605607033,11.521617889404297,0.10196078568696976
12808,anomaly_nuscenes,510,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,b9c5d818a0cb4dda8a2ca0b07ee1a6cc,True,34718,25183,69,25252,10.327302932739258,0.03921568766236305,8.645506858825684,0.12156862765550613
12809,anomaly_nuscenes,511,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,19caf62bbe1c437f88d7ff187581db37,True,34717,25232,85,25317,10.376814842224121,0.03921568766236305,9.296236991882324,0.054901961237192154
12810,anomaly_nuscenes,513,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,6bf17f3734d64db0ae36da2fc782815f,True,34718,25293,62,25355,10.2527437210083,0.03921568766236305,10.076663970947266,0.13333334028720856
12811,anomaly_nuscenes,516,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,cec1c681e6724193ab88c7a0ede244d0,True,34720,25365,73,25438,10.250174522399902,0.03921568766236305,6.285256862640381,0.0784313753247261
12812,anomaly_nuscenes,514,scene-0021,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0021/world.json,51234d16f0fb4e7db59cb53404044b97,True,34688,25351,58,25409,10.15176773071289,0.03921568766236305,6.7351813316345215,0.08627451211214066
12813,normal_nuscenes,518,scene-0022,,e19034823bb7408497df7aab59c178af,True,34688,25750,0,25750,9.055512428283691,0.054901961237192154,,
12814,normal_nuscenes,517,scene-0022,,a41004235cb1418ebb608cd1fc7df394,True,34688,25494,0,25494,8.916803359985352,0.05882352963089943,,
12815,normal_nuscenes,519,scene-0022,,3ae192ade4b348569e7e7f2a701393ab,True,34784,25447,0,25447,8.587383270263672,0.062745101749897,,
12816,normal_nuscenes,524,scene-0022,,78b03683a8194164acbb59c4b2e6faa5,True,34720,25423,0,25423,8.061068534851074,0.062745101749897,,
12817,normal_nuscenes,522,scene-0022,,4733975c7f394fdc8d6360bdcecad78a,True,34752,25413,0,25413,8.000785827636719,0.062745101749897,,
12818,normal_nuscenes,521,scene-0022,,1871b0e6202f4b3c86212175c01b1a8a,True,34752,25621,0,25621,8.149545669555664,0.062745101749897,,
12819,normal_nuscenes,523,scene-0022,,6cf544a2eae24f0f89164739fa6f4963,True,34784,25958,0,25958,8.568463325500488,0.062745101749897,,
12820,normal_nuscenes,529,scene-0022,,cb6d4aafa89b47b98dcced22a82857bb,True,34720,26515,0,26515,8.967833518981934,0.062745101749897,,
12821,normal_nuscenes,525,scene-0022,,3cf70edd11614b6992f45ea0dc30b8dd,True,34688,26865,0,26865,8.974178314208984,0.062745101749897,,
12822,normal_nuscenes,527,scene-0022,,603f41a456ab4f9ea74b34db1123cb17,True,34688,27159,0,27159,9.117151260375977,0.062745101749897,,
12823,normal_nuscenes,528,scene-0022,,75e93b5f9d66427cb74d3835330622d2,True,34720,27263,0,27263,8.809022903442383,0.062745101749897,,
12824,normal_nuscenes,533,scene-0022,,634315bb2ebc47f6b5a36ad07ad64eb0,True,34720,27355,0,27355,8.567649841308594,0.062745101749897,,
12825,normal_nuscenes,531,scene-0022,,297ae4c3410a42b49a6924db2a0a2b79,True,34720,27482,0,27482,8.14300537109375,0.07058823853731155,,
12826,normal_nuscenes,530,scene-0022,,fbe8544b6de64c0f909c17e3e49ad178,True,34688,27147,0,27147,7.573465824127197,0.07450980693101883,,
12827,normal_nuscenes,532,scene-0022,,29fdb708fc4e48a3aee59d20b13425c1,True,34688,27099,0,27099,7.328829765319824,0.0784313753247261,,
12828,normal_nuscenes,537,scene-0022,,31a976360d604423aad9ddc3522bb55c,True,34752,26962,0,26962,7.433319091796875,0.0784313753247261,,
12829,normal_nuscenes,535,scene-0022,,6b4ddf06d911454aaa07968cf91a826d,True,34688,26913,0,26913,7.4956583976745605,0.08235294371843338,,
12830,normal_nuscenes,534,scene-0022,,62bf7a8a11da43939783e46a771299c4,True,34720,27009,0,27009,7.736673831939697,0.08627451211214066,,
12831,normal_nuscenes,536,scene-0022,,ba3fe7ca46a441db946bb5d3f14a161f,True,34720,26999,0,26999,7.412498950958252,0.08627451211214066,,
12832,normal_nuscenes,541,scene-0022,,920f13ea813a4ac7bb0d5b193cff5461,True,34720,26950,0,26950,7.355771064758301,0.08627451211214066,,
12833,normal_nuscenes,538,scene-0022,,c6d67d001d2f4763a5ad2b9feb80b13c,True,34752,26752,0,26752,7.232086181640625,0.09019608050584793,,
12834,normal_nuscenes,540,scene-0022,,eee1a64da8d74c7eafbebf761ecc7d9b,True,34688,26015,0,26015,7.210143566131592,0.0941176488995552,,
12835,normal_nuscenes,545,scene-0022,,f5fbd16a665d46b5987f8865ba2da39d,True,34752,26855,0,26855,6.954514980316162,0.10196078568696976,,
12836,normal_nuscenes,543,scene-0022,,3cd7973377944224b19d268fce08728e,True,34784,26888,0,26888,6.966741561889648,0.09803921729326248,,
12837,normal_nuscenes,542,scene-0022,,827dff221578471089bcd75bcb5f858f,True,34720,26867,0,26867,6.913640022277832,0.09803921729326248,,
12838,normal_nuscenes,547,scene-0022,,d64066ef44554779ab0bb514237b804c,True,34752,27062,0,27062,7.286228179931641,0.0784313753247261,,
12839,normal_nuscenes,554,scene-0022,,523fe8a5c3a84bb8aa712a560b28113a,True,34688,26800,0,26800,7.739480495452881,0.06666667014360428,,
12840,normal_nuscenes,544,scene-0022,,0a86400ffe1d4a66965bfbcaf65ffdd5,True,34656,26423,0,26423,8.770913124084473,0.05882352963089943,,
12841,normal_nuscenes,546,scene-0022,,e9373762f4a049ffaf86524d049e2f60,True,34752,26288,0,26288,9.081443786621094,0.05098039284348488,,
12842,normal_nuscenes,550,scene-0022,,f55d59da5a8547f5b13aefcd71da5020,True,34720,26136,0,26136,9.250641822814941,0.0470588244497776,,
12843,normal_nuscenes,551,scene-0022,,13df6f5b05244046be30db6fd3dc43c4,True,34688,26058,0,26058,8.912534713745117,0.05098039284348488,,
12844,normal_nuscenes,555,scene-0022,,40a4fe78e4024c219b8f07420c0143e9,True,34752,25959,0,25959,8.48875904083252,0.06666667014360428,,
12845,anomaly_nuscenes,518,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,e19034823bb7408497df7aab59c178af,True,34688,25750,9,25759,9.057479858398438,0.054901961237192154,25.623445510864258,0.04313725605607033
12846,anomaly_nuscenes,517,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,a41004235cb1418ebb608cd1fc7df394,True,34688,25485,9,25494,8.916803359985352,0.05882352963089943,22.029632568359375,0.0470588244497776
12847,anomaly_nuscenes,524,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,78b03683a8194164acbb59c4b2e6faa5,True,34720,25409,15,25424,8.061103820800781,0.062745101749897,14.086149215698242,0.027450980618596077
12848,anomaly_nuscenes,522,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,4733975c7f394fdc8d6360bdcecad78a,True,34752,25392,21,25413,8.000785827636719,0.062745101749897,9.838342666625977,0.11764705926179886
12849,anomaly_nuscenes,529,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,cb6d4aafa89b47b98dcced22a82857bb,True,34720,26515,88,26603,8.90770149230957,0.062745101749897,4.198617935180664,0.01568627543747425
12850,anomaly_nuscenes,525,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,3cf70edd11614b6992f45ea0dc30b8dd,True,34688,26865,8,26873,8.975210189819336,0.062745101749897,32.16480255126953,0.054901961237192154
12851,anomaly_nuscenes,526,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,8de891e74f3e4af4a5258bcf4c39c4d8,True,34655,27234,11,27245,9.138370513916016,0.062745101749897,23.124351501464844,0.054901961237192154
12852,anomaly_nuscenes,528,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,75e93b5f9d66427cb74d3835330622d2,True,34720,27263,15,27278,8.813074111938477,0.062745101749897,17.937410354614258,0.10196078568696976
12853,anomaly_nuscenes,533,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,634315bb2ebc47f6b5a36ad07ad64eb0,True,34720,27355,30,27385,8.583560943603516,0.062745101749897,12.753835678100586,0.10196078568696976
12854,anomaly_nuscenes,531,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,297ae4c3410a42b49a6924db2a0a2b79,True,34712,27423,86,27509,8.119338035583496,0.07058823853731155,7.645427227020264,0.062745101749897
12855,anomaly_nuscenes,530,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,fbe8544b6de64c0f909c17e3e49ad178,True,34676,26479,644,27123,7.356783866882324,0.0784313753247261,2.6354756355285645,0.0784313753247261
12856,anomaly_nuscenes,532,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,29fdb708fc4e48a3aee59d20b13425c1,True,34685,26818,300,27118,7.283970355987549,0.08235294371843338,2.665039539337158,0.07450980693101883
12857,anomaly_nuscenes,535,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,6b4ddf06d911454aaa07968cf91a826d,True,34688,26886,27,26913,7.4956583976745605,0.08235294371843338,12.6716890335083,0.14901961386203766
12858,anomaly_nuscenes,534,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,62bf7a8a11da43939783e46a771299c4,True,34720,27000,9,27009,7.736673831939697,0.08627451211214066,17.763566970825195,0.08627451211214066
12859,anomaly_nuscenes,536,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,ba3fe7ca46a441db946bb5d3f14a161f,True,34720,26996,5,27001,7.413210868835449,0.08627451211214066,22.639169692993164,0.05098039284348488
12860,anomaly_nuscenes,540,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,eee1a64da8d74c7eafbebf761ecc7d9b,True,34687,26007,7,26014,7.2101149559021,0.0941176488995552,18.505708694458008,0.07450980693101883
12861,anomaly_nuscenes,543,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,3cd7973377944224b19d268fce08728e,True,34783,26861,28,26889,6.96714448928833,0.09803921729326248,10.685079574584961,0.01568627543747425
12862,anomaly_nuscenes,542,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,827dff221578471089bcd75bcb5f858f,True,34720,26823,44,26867,6.913640022277832,0.09803921729326248,7.351897716522217,0.04313725605607033
12863,anomaly_nuscenes,546,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,e9373762f4a049ffaf86524d049e2f60,True,34752,26278,10,26288,9.081443786621094,0.05098039284348488,9.964422225952148,0.027450980618596077
12864,anomaly_nuscenes,552,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,3f9138cf37f04005b324fb4306a09b3b,True,34720,26167,12,26179,9.133149147033691,0.05098039284348488,7.931351184844971,0.052941177040338516
12865,anomaly_nuscenes,550,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,f55d59da5a8547f5b13aefcd71da5020,True,34720,26119,17,26136,9.250641822814941,0.0470588244497776,6.024806022644043,0.1411764770746231
12866,anomaly_nuscenes,549,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,4ad0dee2dbb2408686a81b1591ca628e,True,34720,25959,33,25992,9.042805671691895,0.0470588244497776,4.686058044433594,0.08627451211214066
12867,anomaly_nuscenes,551,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,13df6f5b05244046be30db6fd3dc43c4,True,34688,26004,54,26058,8.912534713745117,0.05098039284348488,4.011873245239258,0.0784313753247261
12868,anomaly_nuscenes,553,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,e47a538d75014cbbaf3d48dc6e0fb102,True,34719,25886,49,25935,8.65645694732666,0.05098039284348488,4.1433515548706055,0.0313725508749485
12869,anomaly_nuscenes,556,scene-0022,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0022/world.json,64da725385d142c085375abd7de151a2,True,34784,25992,28,26020,8.696752548217773,0.05882352963089943,5.12916374206543,0.10588235408067703
12870,normal_nuscenes,571,scene-0023,,4ec3bb228ae846b5a7da5e6720b18709,True,34656,25564,0,25564,8.291305541992188,0.07450980693101883,,
12871,normal_nuscenes,562,scene-0023,,08a6bbfc793c4150974a87e1c608d939,True,34720,25945,0,25945,8.109622955322266,0.07450980693101883,,
12872,normal_nuscenes,561,scene-0023,,5c60bba81c1e49d3953d7adf5973e047,True,34752,26214,0,26214,8.407011032104492,0.07450980693101883,,
12873,normal_nuscenes,560,scene-0023,,a90a513b0ea14fe3a1c3ff891a237d56,True,34752,26293,0,26293,8.207893371582031,0.07450980693101883,,
12874,normal_nuscenes,569,scene-0023,,c847eee1c9a54872a1ec60c09ad7140f,True,34720,26380,0,26380,8.119256973266602,0.07450980693101883,,
12875,normal_nuscenes,568,scene-0023,,9b1347d103f5407583de79b179555b43,True,34720,26260,0,26260,7.914494514465332,0.06666667014360428,,
12876,normal_nuscenes,564,scene-0023,,ab84a49027394f988a69eef170bf2eb0,True,34752,26380,0,26380,8.015266418457031,0.07450980693101883,,
12877,normal_nuscenes,574,scene-0023,,34a9a9c629c6453ab5a5d352c19175d5,True,34784,26763,0,26763,7.885258197784424,0.07450980693101883,,
12878,normal_nuscenes,572,scene-0023,,b66e19ee002c4a0aa843ad4c26cba9f5,True,34688,26500,0,26500,7.44547176361084,0.08235294371843338,,
12879,normal_nuscenes,565,scene-0023,,dd4046aa189c4b879975d4f580f656e0,True,34688,25771,0,25771,7.350949287414551,0.08235294371843338,,
12880,normal_nuscenes,585,scene-0023,,0e0d1048ae4d47dfb5f290d84bd213d3,True,34720,26686,0,26686,7.721376419067383,0.0941176488995552,,
12881,normal_nuscenes,567,scene-0023,,7fb4fde7c8614e5782ad440156e79eb9,True,34720,26501,0,26501,8.174446105957031,0.10196078568696976,,
12882,normal_nuscenes,576,scene-0023,,68e7abf542ec4d9b9c31909d30e89107,True,34784,26622,0,26622,8.617319107055664,0.09803921729326248,,
12883,normal_nuscenes,575,scene-0023,,25fdb5d5037c42869b271536a4e718a9,True,34720,26395,0,26395,8.684208869934082,0.0941176488995552,,
12884,normal_nuscenes,573,scene-0023,,67cf5dce8e68449d808db200674c2d40,True,34688,26523,0,26523,8.617453575134277,0.10196078568696976,,
12885,normal_nuscenes,581,scene-0023,,3f431a51d2684dd684978c856b90f192,True,34656,26419,0,26419,8.440057754516602,0.0941176488995552,,
12886,normal_nuscenes,578,scene-0023,,fb1f392652b94f848444a7da1c6285ba,True,34752,26381,0,26381,8.133938789367676,0.08627451211214066,,
12887,normal_nuscenes,577,scene-0023,,18a70d63efa846749a228923d87b4b4f,True,34688,26843,0,26843,8.268537521362305,0.08627451211214066,,
12888,normal_nuscenes,587,scene-0023,,bdb1e550cd3d4a21bb7903be77feeae1,True,34720,26599,0,26599,8.416801452636719,0.07450980693101883,,
12889,normal_nuscenes,586,scene-0023,,897f3560f218478583c0c28137a0944f,True,34752,26161,0,26161,8.292159080505371,0.06666667014360428,,
12890,normal_nuscenes,583,scene-0023,,ea8660391f154304ab6f4b56f30809fe,True,34720,26283,0,26283,8.520648002624512,0.062745101749897,,
12891,normal_nuscenes,595,scene-0023,,1fc62133da2c4467bf501d6655d45be6,True,34752,26409,0,26409,8.783662796020508,0.062745101749897,,
12892,normal_nuscenes,579,scene-0023,,fbf1c239f0f44fb7b3ad2a549220c55e,True,34720,26224,0,26224,8.913511276245117,0.062745101749897,,
12893,normal_nuscenes,589,scene-0023,,fab0d3b997f7477db472e54400755711,True,34688,26195,0,26195,8.519184112548828,0.062745101749897,,
12894,normal_nuscenes,582,scene-0023,,78c495b278714031b06618cfed2d0520,True,34720,26213,0,26213,7.865269184112549,0.07058823853731155,,
12895,normal_nuscenes,596,scene-0023,,c7fff062ff93412083b20199a7ee2951,True,34784,25837,0,25837,7.619373321533203,0.07450980693101883,,
12896,normal_nuscenes,591,scene-0023,,f03226137d2f4019859423ea7668b772,True,34752,25978,0,25978,7.990667343139648,0.0784313753247261,,
12897,normal_nuscenes,588,scene-0023,,2c95776f5f654251b428bc0268b5dc61,True,34752,25858,0,25858,7.468754768371582,0.07058823853731155,,
12898,normal_nuscenes,590,scene-0023,,6987d155bc35448d8ef756fa5c87eb26,True,34688,25658,0,25658,7.364428520202637,0.07450980693101883,,
12899,normal_nuscenes,594,scene-0023,,e3a482e735874f7195b847d29966f9ce,True,34720,25852,0,25852,7.294239044189453,0.08235294371843338,,
12900,normal_nuscenes,593,scene-0023,,758a94e8b98247a09c21afaa44596f9f,True,34688,25897,0,25897,7.897372245788574,0.0784313753247261,,
12901,normal_nuscenes,592,scene-0023,,4259c896e5f54e3fa7a9b46b33880cf1,True,34752,26038,0,26038,8.214763641357422,0.07058823853731155,,
12902,anomaly_nuscenes,557,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,2b771647fd254fcdab80e7bb2671e7bc,True,34720,25976,8,25984,8.621912956237793,0.07058823853731155,16.58826446533203,0.027450980618596077
12903,anomaly_nuscenes,571,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,4ec3bb228ae846b5a7da5e6720b18709,True,34656,25551,16,25567,8.292390823364258,0.07450980693101883,13.161239624023438,0.027450980618596077
12904,anomaly_nuscenes,558,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,e19ac690b345427a8b982e2195f00b13,True,34751,23826,26,23852,8.74576187133789,0.07058823853731155,9.820878982543945,0.0470588244497776
12905,anomaly_nuscenes,563,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,2ec7aef30a6c4ab0b3b56b89d164d351,True,34752,24628,61,24689,8.537141799926758,0.07450980693101883,7.736387729644775,0.04313725605607033
12906,anomaly_nuscenes,561,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,5c60bba81c1e49d3953d7adf5973e047,True,34752,26040,179,26219,8.405031204223633,0.07450980693101883,3.848649501800537,0.027450980618596077
12907,anomaly_nuscenes,560,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,a90a513b0ea14fe3a1c3ff891a237d56,True,34751,26075,218,26293,8.208291053771973,0.07450980693101883,3.8291587829589844,0.027450980618596077
12908,anomaly_nuscenes,569,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,c847eee1c9a54872a1ec60c09ad7140f,True,34720,26220,168,26388,8.118779182434082,0.07450980693101883,5.257137775421143,0.03921568766236305
12909,anomaly_nuscenes,568,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,9b1347d103f5407583de79b179555b43,True,34719,26196,64,26260,7.902397632598877,0.06666667014360428,7.700803279876709,0.04313725605607033
12910,anomaly_nuscenes,566,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,8fabb0d9fe3c4548847bb16446d0038a,True,34720,26437,21,26458,8.20898723602295,0.06666667014360428,10.522192001342773,0.03529411926865578
12911,anomaly_nuscenes,564,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,ab84a49027394f988a69eef170bf2eb0,True,34752,26362,18,26380,8.015266418457031,0.07450980693101883,15.06375503540039,0.045098040252923965
12912,anomaly_nuscenes,574,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,34a9a9c629c6453ab5a5d352c19175d5,True,34783,26741,23,26764,7.885368347167969,0.07450980693101883,17.590517044067383,0.07450980693101883
12913,anomaly_nuscenes,565,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,dd4046aa189c4b879975d4f580f656e0,True,34688,25751,21,25772,7.351025104522705,0.08235294371843338,9.904221534729004,0.1764705926179886
12914,anomaly_nuscenes,585,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,0e0d1048ae4d47dfb5f290d84bd213d3,True,34719,26632,55,26687,7.699258804321289,0.0941176488995552,6.616012096405029,0.16078431904315948
12915,anomaly_nuscenes,576,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,68e7abf542ec4d9b9c31909d30e89107,True,34784,26442,181,26623,8.617307662963867,0.10196078568696976,5.676545143127441,0.21960784494876862
12916,anomaly_nuscenes,575,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,25fdb5d5037c42869b271536a4e718a9,True,34719,26328,69,26397,8.684584617614746,0.0941176488995552,9.446403503417969,0.20000000298023224
12917,anomaly_nuscenes,573,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,67cf5dce8e68449d808db200674c2d40,True,34688,26503,20,26523,8.617453575134277,0.10196078568696976,13.553564071655273,0.32156863808631897
12918,anomaly_nuscenes,581,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,3f431a51d2684dd684978c856b90f192,True,34656,26406,13,26419,8.440057754516602,0.0941176488995552,17.9414119720459,0.21568627655506134
12919,anomaly_nuscenes,578,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,fb1f392652b94f848444a7da1c6285ba,True,34752,26373,9,26382,8.13446044921875,0.08627451211214066,27.15760040283203,0.0941176488995552
12920,anomaly_nuscenes,577,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,18a70d63efa846749a228923d87b4b4f,True,34688,26841,6,26847,8.269457817077637,0.08627451211214066,31.570701599121094,0.10000000149011612
12921,anomaly_nuscenes,587,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,bdb1e550cd3d4a21bb7903be77feeae1,True,34720,26594,11,26605,8.418481826782227,0.07450980693101883,19.084293365478516,0.06666667014360428
12922,anomaly_nuscenes,583,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,ea8660391f154304ab6f4b56f30809fe,True,34720,26272,12,26284,8.52141284942627,0.062745101749897,9.337263107299805,0.01568627543747425
12923,anomaly_nuscenes,589,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,fab0d3b997f7477db472e54400755711,True,34688,26195,7,26202,8.518306732177734,0.062745101749897,3.4239330291748047,0.01568627543747425
12924,anomaly_nuscenes,582,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,78c495b278714031b06618cfed2d0520,True,34720,26198,16,26214,7.861889362335205,0.07058823853731155,7.823372840881348,0.013725491240620613
12925,anomaly_nuscenes,596,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,c7fff062ff93412083b20199a7ee2951,True,34784,25831,6,25837,7.619373321533203,0.07450980693101883,11.535208702087402,0.054901961237192154
12926,anomaly_nuscenes,584,scene-0023,/home/jasongao/Study/AJAE-v4/results/data/grown/scene-0023/world.json,dafbfbc7129c45cc89094bb526787bef,True,34720,26298,9,26307,7.830712795257568,0.0784313753247261,16.190536499023438,0.0117647061124444
