anomaly,anomaly_distance_median,anomaly_fraction,anomaly_in_range,anomaly_in_range_distance_median,anomaly_intensity,first_in_visible_run,frame,ignore,ignore_fraction,ignore_intensity,instance_count,neighbor_road_fraction,normal,normal_fraction,normal_in_range,normal_intensity,segment,sequence,slots,source_frame,source_sequence,stage,state,unknown_instance_points,version,visible,visible_fraction,zero_slot_fraction,zero_slots
220,7.126864910125732,0.0017326108870967742,220,7.126864910125732,"{""n"": 220, ""mean"": 0.06615358184684407, ""minimum"": 0.0020000000949949026, ""maximum"": 0.1795399785041809, ""quantiles"": {""0.05"": 0.0022857142612338066, ""0.25"": 0.006285714451223612, ""0.5"": 0.06011390686035156, ""0.75"": 0.109461709856987, ""0.95"": 0.1576523631811142}}",0,21,1688,0.013293850806451613,"{""n"": 1688, ""mean"": 0.09521005406475877, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6108571290969849, ""quantiles"": {""0.05"": 0.004285714123398066, ""0.25"": 0.012571428902447224, ""0.5"": 0.023714285343885422, ""0.75"": 0.05400000140070915, ""0.95"": 0.4957142770290375}}",1,1.0,125068,0.9849735383064516,124797,"{""n"": 125068, ""mean"": 0.23924476285868365, ""minimum"": 0.0020000000949949026, ""maximum"": 1.632857084274292, ""quantiles"": {""0.05"": 0.029999999329447746, ""0.25"": 0.08885714411735535, ""0.5"": 0.17028571665287018, ""0.75"": 0.32114285230636597, ""0.95"": 0.6742857098579407}}",6,000_06,131072,189,206,visible,3,0,synthetic/train/000,126976,0.96875,0.03125,4096
229,7.021539688110352,0.0018047411890801336,229,7.021539688110352,"{""n"": 229, ""mean"": 0.058782949572933355, ""minimum"": 0.0020000000949949026, ""maximum"": 0.18922005593776703, ""quantiles"": {""0.05"": 0.0025714286603033543, ""0.25"": 0.004000000189989805, ""0.5"": 0.04611336067318916, ""0.75"": 0.10982038080692291, ""0.95"": 0.14943856000900269}}",0,22,1719,0.013547380366937771,"{""n"": 1719, ""mean"": 0.08910562629703651, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6260000467300415, ""quantiles"": {""0.05"": 0.004285714123398066, ""0.25"": 0.012285714037716389, ""0.5"": 0.023714285343885422, ""0.75"": 0.05285714194178581, ""0.95"": 0.47542858123779297}}",1,1.0,124940,0.984647878443982,124690,"{""n"": 124940, ""mean"": 0.23895490640512337, ""minimum"": 0.0014285714132711291, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.030857142060995102, ""0.25"": 0.08914285898208618, ""0.5"": 0.17028571665287018, ""0.75"": 0.3197142779827118, ""0.95"": 0.6742857098579407}}",6,000_06,131072,190,206,visible,3,0,synthetic/train/000,126888,0.96807861328125,0.03192138671875,4184
234,6.925007343292236,0.0018440006934703462,234,6.925007343292236,"{""n"": 234, ""mean"": 0.07406358357666172, ""minimum"": 0.0020000000949949026, ""maximum"": 0.20553801953792572, ""quantiles"": {""0.05"": 0.0025714286603033543, ""0.25"": 0.015154598280787468, ""0.5"": 0.06858289986848831, ""0.75"": 0.1205524131655693, ""0.95"": 0.16860027611255646}}",0,23,1705,0.013435987958833079,"{""n"": 1705, ""mean"": 0.09282630898899609, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6271429061889648, ""quantiles"": {""0.05"": 0.004571428522467613, ""0.25"": 0.012285714037716389, ""0.5"": 0.0231428574770689, ""0.75"": 0.052000001072883606, ""0.95"": 0.5037142634391785}}",1,1.0,124959,0.9847200113476966,124738,"{""n"": 124959, ""mean"": 0.23893955853411855, ""minimum"": 0.001714285695925355, ""maximum"": 1.632857084274292, ""quantiles"": {""0.05"": 0.031142856925725937, ""0.25"": 0.08942857384681702, ""0.5"": 0.170571431517601, ""0.75"": 0.32028570771217346, ""0.95"": 0.670285701751709}}",6,000_06,131072,191,206,visible,3,0,synthetic/train/000,126898,0.9681549072265625,0.0318450927734375,4174
243,6.848873615264893,0.0019161015612679387,243,6.848873615264893,"{""n"": 243, ""mean"": 0.07161169766099672, ""minimum"": 0.0020000000949949026, ""maximum"": 0.20282380282878876, ""quantiles"": {""0.05"": 0.0028571428265422583, ""0.25"": 0.01152314618229866, ""0.5"": 0.07010670751333237, ""0.75"": 0.11808307468891144, ""0.95"": 0.16279268264770508}}",0,24,1822,0.014366819113704464,"{""n"": 1822, ""mean"": 0.08977575667440671, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6208571195602417, ""quantiles"": {""0.05"": 0.004857142921537161, ""0.25"": 0.012571428902447224, ""0.5"": 0.023714285343885422, ""0.75"": 0.04571428522467613, ""0.95"": 0.46885713934898376}}",1,1.0,124755,0.9837170793250276,124530,"{""n"": 124755, ""mean"": 0.23859938052796442, ""minimum"": 0.001714285695925355, ""maximum"": 1.6317143440246582, ""quantiles"": {""0.05"": 0.03200000151991844, ""0.25"": 0.09028571099042892, ""0.5"": 0.17142857611179352, ""0.75"": 0.3199999928474426, ""0.95"": 0.6691428422927856}}",6,000_06,131072,192,206,visible,3,0,synthetic/train/000,126820,0.967559814453125,0.032440185546875,4252
242,6.782797336578369,0.0019092551538054928,242,6.782797336578369,"{""n"": 242, ""mean"": 0.06673229500470483, ""minimum"": 0.0020000000949949026, ""maximum"": 0.1835528165102005, ""quantiles"": {""0.05"": 0.0025714286603033543, ""0.25"": 0.00685714278370142, ""0.5"": 0.05511772260069847, ""0.75"": 0.11679039150476456, ""0.95"": 0.16104784607887268}}",0,25,1908,0.015053135675458181,"{""n"": 1908, ""mean"": 0.08680233599098723, ""minimum"": 0.001714285695925355, ""maximum"": 1.5902856588363647, ""quantiles"": {""0.05"": 0.004571428522467613, ""0.25"": 0.011714286170899868, ""0.5"": 0.023714285343885422, ""0.75"": 0.050285715609788895, ""0.95"": 0.4537142813205719}}",1,1.0,124601,0.9830376091707363,124369,"{""n"": 124601, ""mean"": 0.23847786591687464, ""minimum"": 0.001714285695925355, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.03228571265935898, ""0.25"": 0.0908571407198906, ""0.5"": 0.1720000058412552, ""0.75"": 0.32028570771217346, ""0.95"": 0.6642857193946838}}",6,000_06,131072,193,206,visible,3,0,synthetic/train/000,126751,0.9670333862304688,0.03296661376953125,4321
252,6.729946613311768,0.0019901440485216074,252,6.729946613311768,"{""n"": 252, ""mean"": 0.06795664492713673, ""minimum"": 0.0020000000949949026, ""maximum"": 0.1738758534193039, ""quantiles"": {""0.05"": 0.003142857225611806, ""0.25"": 0.012028060853481293, ""0.5"": 0.06958042085170746, ""0.75"": 0.11116065829992294, ""0.95"": 0.14836475253105164}}",0,26,2012,0.015889562800101086,"{""n"": 2012, ""mean"": 0.0882060494760855, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6011428833007812, ""quantiles"": {""0.05"": 0.004571428522467613, ""0.25"": 0.012000000104308128, ""0.5"": 0.024000000208616257, ""0.75"": 0.054571427404880524, ""0.95"": 0.4505714178085327}}",1,1.0,124360,0.9821202931513773,124141,"{""n"": 124360, ""mean"": 0.2392297890702792, ""minimum"": 0.0014285714132711291, ""maximum"": 1.6268571615219116, ""quantiles"": {""0.05"": 0.03257142752408981, ""0.25"": 0.09228571504354477, ""0.5"": 0.17399999499320984, ""0.75"": 0.32199999690055847, ""0.95"": 0.6608571410179138}}",6,000_06,131072,194,206,visible,3,0,synthetic/train/000,126624,0.966064453125,0.033935546875,4448
257,6.694895267486572,0.002030833906233949,257,6.694895267486572,"{""n"": 257, ""mean"": 0.061602017272386976, ""minimum"": 0.0020000000949949026, ""maximum"": 0.16545307636260986, ""quantiles"": {""0.05"": 0.0022857142612338066, ""0.25"": 0.005428571254014969, ""0.5"": 0.05749741569161415, ""0.75"": 0.10632151365280151, ""0.95"": 0.151169091463089}}",0,27,2068,0.01634149617934555,"{""n"": 2068, ""mean"": 0.08690204489555091, ""minimum"": 0.001714285695925355, ""maximum"": 1.6225714683532715, ""quantiles"": {""0.05"": 0.004857142921537161, ""0.25"": 0.013142856769263744, ""0.5"": 0.025142857804894447, ""0.75"": 0.057428572326898575, ""0.95"": 0.42485713958740234}}",1,1.0,124224,0.9816276699144205,124031,"{""n"": 124224, ""mean"": 0.24007607456973448, ""minimum"": 0.001714285695925355, ""maximum"": 1.6342856884002686, ""quantiles"": {""0.05"": 0.03314285725355148, ""0.25"": 0.09342857450246811, ""0.5"": 0.175428569316864, ""0.75"": 0.324571430683136, ""0.95"": 0.6568571329116821}}",6,000_06,131072,195,206,visible,3,0,synthetic/train/000,126549,0.9654922485351562,0.03450775146484375,4523
1863,4.8370771408081055,0.01473612605201544,1863,4.8370771408081055,"{""n"": 1863, ""mean"": 0.4739837970022738, ""minimum"": 0.10960052162408829, ""maximum"": 1.3254286050796509, ""quantiles"": {""0.05"": 0.1903410255908966, ""0.25"": 0.3400631844997406, ""0.5"": 0.4520430564880371, ""0.75"": 0.5805051326751709, ""0.95"": 0.8197898268699646}}",1,0,2038,0.016120356894260585,"{""n"": 2038, ""mean"": 0.08282784256369874, ""minimum"": 0.0022857142612338066, ""maximum"": 1.5928571224212646, ""quantiles"": {""0.05"": 0.004857142921537161, ""0.25"": 0.013142856769263744, ""0.5"": 0.024857142940163612, ""0.75"": 0.05400000140070915, ""0.95"": 0.4188571572303772}}",1,1.0,122523,0.9691435170537239,122320,"{""n"": 122523, ""mean"": 0.24181541429560294, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6339999437332153, ""quantiles"": {""0.05"": 0.03314285725355148, ""0.25"": 0.09399999678134918, ""0.5"": 0.1785714328289032, ""0.75"": 0.3311428427696228, ""0.95"": 0.652571439743042}}",7,000_07,131072,196,206,visible,3,0,synthetic/train/000,126424,0.96453857421875,0.03546142578125,4648
1897,4.770013332366943,0.015005418403588012,1897,4.770013332366943,"{""n"": 1897, ""mean"": 0.472565891895724, ""minimum"": 0.10942202061414719, ""maximum"": 1.4622857570648193, ""quantiles"": {""0.05"": 0.19870734214782715, ""0.25"": 0.3421748876571655, ""0.5"": 0.4551267921924591, ""0.75"": 0.5804413557052612, ""0.95"": 0.8050278425216675}}",0,1,2048,0.01619984021641974,"{""n"": 2048, ""mean"": 0.08076227684910009, ""minimum"": 0.001714285695925355, ""maximum"": 1.6194285154342651, ""quantiles"": {""0.05"": 0.004857142921537161, ""0.25"": 0.012857142835855484, ""0.5"": 0.02428571507334709, ""0.75"": 0.05400000140070915, ""0.95"": 0.4059999883174896}}",1,1.0,122476,0.9687947413799922,122277,"{""n"": 122476, ""mean"": 0.24308933761309018, ""minimum"": 0.001714285695925355, ""maximum"": 1.6271429061889648, ""quantiles"": {""0.05"": 0.03342857211828232, ""0.25"": 0.09485714137554169, ""0.5"": 0.18057142198085785, ""0.75"": 0.3351428508758545, ""0.95"": 0.6468571424484253}}",7,000_07,131072,197,206,visible,3,0,synthetic/train/000,126421,0.9645156860351562,0.03548431396484375,4651
1934,4.719244956970215,0.015265247488022228,1934,4.719244956970215,"{""n"": 1934, ""mean"": 0.47712645827259986, ""minimum"": 0.10937963426113129, ""maximum"": 1.497501015663147, ""quantiles"": {""0.05"": 0.18847230076789856, ""0.25"": 0.34459608793258667, ""0.5"": 0.45256567001342773, ""0.75"": 0.5896186828613281, ""0.95"": 0.8231556415557861}}",0,2,2072,0.016354494723465385,"{""n"": 2072, ""mean"": 0.0801282405426715, ""minimum"": 0.0020000000949949026, ""maximum"": 1.5957143306732178, ""quantiles"": {""0.05"": 0.004571428522467613, ""0.25"": 0.013142856769263744, ""0.5"": 0.024857142940163612, ""0.75"": 0.05171428620815277, ""0.95"": 0.38771429657936096}}",1,1.0,122687,0.9683802577885123,122467,"{""n"": 122687, ""mean"": 0.24401705621001882, ""minimum"": 0.001714285695925355, ""maximum"": 1.6305714845657349, ""quantiles"": {""0.05"": 0.034285712987184525, ""0.25"": 0.09571428596973419, ""0.5"": 0.18371428549289703, ""0.75"": 0.33885714411735535, ""0.95"": 0.6428571343421936}}",7,000_07,131072,198,206,visible,3,0,synthetic/train/000,126693,0.9665908813476562,0.03340911865234375,4379
1950,4.684155464172363,0.015384615384615385,1950,4.684155464172363,"{""n"": 1950, ""mean"": 0.4774478004299677, ""minimum"": 0.10381148010492325, ""maximum"": 1.5814285278320312, ""quantiles"": {""0.05"": 0.1834563910961151, ""0.25"": 0.34462493658065796, ""0.5"": 0.4607445299625397, ""0.75"": 0.5849640369415283, ""0.95"": 0.8131769299507141}}",0,3,2073,0.016355029585798816,"{""n"": 2073, ""mean"": 0.08015767353022128, ""minimum"": 0.001714285695925355, ""maximum"": 1.6119999885559082, ""quantiles"": {""0.05"": 0.004857142921537161, ""0.25"": 0.012857142835855484, ""0.5"": 0.024000000208616257, ""0.75"": 0.04885714128613472, ""0.95"": 0.39257141947746277}}",1,1.0,122727,0.9682603550295859,122498,"{""n"": 122727, ""mean"": 0.24576725810054792, ""minimum"": 0.0014285714132711291, ""maximum"": 1.6285713911056519, ""quantiles"": {""0.05"": 0.034857142716646194, ""0.25"": 0.0974285677075386, ""0.5"": 0.18771427869796753, ""0.75"": 0.3440000116825104, ""0.95"": 0.6334285736083984}}",7,000_07,131072,199,206,visible,3,0,synthetic/train/000,126750,0.9670257568359375,0.0329742431640625,4322
1977,4.661252498626709,0.015592589379372353,1977,4.661252498626709,"{""n"": 1977, ""mean"": 0.4703576079163216, ""minimum"": 0.10267845541238785, ""maximum"": 1.6160000562667847, ""quantiles"": {""0.05"": 0.179413840174675, ""0.25"": 0.33820706605911255, ""0.5"": 0.45323285460472107, ""0.75"": 0.5794787406921387, ""0.95"": 0.802778422832489}}",0,4,2130,0.016799299634832125,"{""n"": 2130, ""mean"": 0.0810944332806787, ""minimum"": 0.001714285695925355, ""maximum"": 1.6188571453094482, ""quantiles"": {""0.05"": 0.0051428573206067085, ""0.25"": 0.013142856769263744, ""0.5"": 0.024000000208616257, ""0.75"": 0.052000001072883606, ""0.95"": 0.39171427488327026}}",1,1.0,122684,0.9676081109857955,122480,"{""n"": 122684, ""mean"": 0.24763328319789038, ""minimum"": 0.001714285695925355, ""maximum"": 1.628857135772705, ""quantiles"": {""0.05"": 0.034857142716646194, ""0.25"": 0.09885714203119278, ""0.5"": 0.19200000166893005, ""0.75"": 0.3488571345806122, ""0.95"": 0.6268571615219116}}",7,000_07,131072,200,206,visible,3,0,synthetic/train/000,126791,0.9673385620117188,0.03266143798828125,4281
2011,4.624181747436523,0.015857870582112386,2011,4.624181747436523,"{""n"": 2011, ""mean"": 0.4528622373916331, ""minimum"": 0.09885235130786896, ""maximum"": 1.4622857570648193, ""quantiles"": {""0.05"": 0.16673582792282104, ""0.25"": 0.31879937648773193, ""0.5"": 0.435763955116272, ""0.75"": 0.5705499649047852, ""0.95"": 0.7769460678100586}}",0,5,2110,0.01663854148595581,"{""n"": 2110, ""mean"": 0.08092728506583914, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6319999694824219, ""quantiles"": {""0.05"": 0.0051428573206067085, ""0.25"": 0.01371428556740284, ""0.5"": 0.025142857804894447, ""0.75"": 0.05828571319580078, ""0.95"": 0.38514286279678345}}",1,1.0,122693,0.9675035879319318,122482,"{""n"": 122693, ""mean"": 0.24959470270190276, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6342856884002686, ""quantiles"": {""0.05"": 0.03514285758137703, ""0.25"": 0.10085714608430862, ""0.5"": 0.1948571354150772, ""0.75"": 0.3522857129573822, ""0.95"": 0.6248571276664734}}",7,000_07,131072,201,206,visible,3,0,synthetic/train/000,126814,0.9675140380859375,0.0324859619140625,4258
2015,4.604557514190674,0.015906220397852857,2015,4.604557514190674,"{""n"": 2015, ""mean"": 0.45260360610322387, ""minimum"": 0.09339354932308197, ""maximum"": 1.5613813400268555, ""quantiles"": {""0.05"": 0.1605527251958847, ""0.25"": 0.32049667835235596, ""0.5"": 0.4371747374534607, ""0.75"": 0.5644840002059937, ""0.95"": 0.7954326868057251}}",0,6,2114,0.016687717082412377,"{""n"": 2114, ""mean"": 0.08270333817822537, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6180000305175781, ""quantiles"": {""0.05"": 0.005428571254014969, ""0.25"": 0.01371428556740284, ""0.5"": 0.026000000536441803, ""0.75"": 0.057428572326898575, ""0.95"": 0.38285714387893677}}",1,1.0,122551,0.9674060625197347,122338,"{""n"": 122551, ""mean"": 0.2517768625774542, ""minimum"": 0.001714285695925355, ""maximum"": 1.6294286251068115, ""quantiles"": {""0.05"": 0.03628571331501007, ""0.25"": 0.1022857129573822, ""0.5"": 0.1997142881155014, ""0.75"": 0.3565714359283447, ""0.95"": 0.6214285492897034}}",7,000_07,131072,202,206,visible,3,0,synthetic/train/000,126680,0.96649169921875,0.03350830078125,4392
2029,4.566066265106201,0.016056407131608726,2029,4.566066265106201,"{""n"": 2029, ""mean"": 0.4566396301958348, ""minimum"": 0.09056957811117172, ""maximum"": 1.590000033378601, ""quantiles"": {""0.05"": 0.17425385117530823, ""0.25"": 0.32269248366355896, ""0.5"": 0.4437306523323059, ""0.75"": 0.5710635185241699, ""0.95"": 0.7814196944236755}}",0,7,2175,0.017211772060743705,"{""n"": 2175, ""mean"": 0.07889050912347505, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6088571548461914, ""quantiles"": {""0.05"": 0.0057142856530845165, ""0.25"": 0.01371428556740284, ""0.5"": 0.025714285671710968, ""0.75"": 0.05714285746216774, ""0.95"": 0.3662857115268707}}",1,1.0,122163,0.9667318208076475,121969,"{""n"": 122163, ""mean"": 0.25339515938135826, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6282857656478882, ""quantiles"": {""0.05"": 0.036571428179740906, ""0.25"": 0.10314285755157471, ""0.5"": 0.20314285159111023, ""0.75"": 0.35857143998146057, ""0.95"": 0.6188571453094482}}",7,000_07,131072,203,206,visible,3,0,synthetic/train/000,126367,0.9641036987304688,0.03589630126953125,4705
2049,4.5463361740112305,0.0161931481408306,2049,4.5463361740112305,"{""n"": 2049, ""mean"": 0.46576143391412195, ""minimum"": 0.10619077831506729, ""maximum"": 1.4637142419815063, ""quantiles"": {""0.05"": 0.17785973846912384, ""0.25"": 0.3273492753505707, ""0.5"": 0.4510548710823059, ""0.75"": 0.5780376195907593, ""0.95"": 0.8143155574798584}}",0,8,2221,0.01755245584225708,"{""n"": 2221, ""mean"": 0.0778511610961461, ""minimum"": 0.001714285695925355, ""maximum"": 1.6174285411834717, ""quantiles"": {""0.05"": 0.0057142856530845165, ""0.25"": 0.01342857163399458, ""0.5"": 0.024857142940163612, ""0.75"": 0.05371428653597832, ""0.95"": 0.34542858600616455}}",1,1.0,122265,0.9662543960169123,122077,"{""n"": 122265, ""mean"": 0.25474563799390204, ""minimum"": 0.001714285695925355, ""maximum"": 1.6317143440246582, ""quantiles"": {""0.05"": 0.037142857909202576, ""0.25"": 0.10400000214576721, ""0.5"": 0.20657142996788025, ""0.75"": 0.36142855882644653, ""0.95"": 0.6188571453094482}}",7,000_07,131072,204,206,visible,3,0,synthetic/train/000,126535,0.9653854370117188,0.03461456298828125,4537
2057,4.530234336853027,0.016273090463193703,2057,4.530234336853027,"{""n"": 2057, ""mean"": 0.4557114563625185, ""minimum"": 0.10073333233594894, ""maximum"": 1.608285665512085, ""quantiles"": {""0.05"": 0.16648149490356445, ""0.25"": 0.31865283846855164, ""0.5"": 0.4399329423904419, ""0.75"": 0.571445643901825, ""0.95"": 0.789911150932312}}",0,9,2217,0.01753886317788062,"{""n"": 2217, ""mean"": 0.07926580330441392, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6265714168548584, ""quantiles"": {""0.05"": 0.006285714451223612, ""0.25"": 0.014285714365541935, ""0.5"": 0.025428570806980133, ""0.75"": 0.05342857167124748, ""0.95"": 0.3479999899864197}}",1,1.0,122131,0.9661880463589256,121945,"{""n"": 122131, ""mean"": 0.2562328038896328, ""minimum"": 0.001714285695925355, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.037142857909202576, ""0.25"": 0.10485713928937912, ""0.5"": 0.2094285786151886, ""0.75"": 0.36314284801483154, ""0.95"": 0.6211428642272949}}",7,000_07,131072,205,206,visible,3,0,synthetic/train/000,126405,0.9643936157226562,0.03560638427734375,4667
2038,4.541651725769043,0.01610570654106639,2038,4.541651725769043,"{""n"": 2038, ""mean"": 0.4528501818872352, ""minimum"": 0.09213338792324066, ""maximum"": 1.5374367237091064, ""quantiles"": {""0.05"": 0.16593563556671143, ""0.25"": 0.3220750391483307, ""0.5"": 0.43702399730682373, ""0.75"": 0.5564359426498413, ""0.95"": 0.7900758981704712}}",0,10,2256,0.017828495562632864,"{""n"": 2256, ""mean"": 0.07828368798124519, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6094285249710083, ""quantiles"": {""0.05"": 0.006285714451223612, ""0.25"": 0.014571428298950195, ""0.5"": 0.024857142940163612, ""0.75"": 0.05657142773270607, ""0.95"": 0.3334285616874695}}",1,1.0,122245,0.9660657978963008,122047,"{""n"": 122245, ""mean"": 0.25766636788858166, ""minimum"": 0.001714285695925355, ""maximum"": 1.631428599357605, ""quantiles"": {""0.05"": 0.03771428391337395, ""0.25"": 0.10657142847776413, ""0.5"": 0.21171428263187408, ""0.75"": 0.3651428520679474, ""0.95"": 0.6211428642272949}}",7,000_07,131072,206,206,visible,3,0,synthetic/train/000,126539,0.9654159545898438,0.03458404541015625,4533
2027,4.55096960067749,0.016045786298940837,2027,4.55096960067749,"{""n"": 2027, ""mean"": 0.45158399661730003, ""minimum"": 0.09159287810325623, ""maximum"": 1.6074285507202148, ""quantiles"": {""0.05"": 0.16468635201454163, ""0.25"": 0.31253984570503235, ""0.5"": 0.43741825222969055, ""0.75"": 0.5626838207244873, ""0.95"": 0.7926361560821533}}",0,11,2276,0.018016876969111664,"{""n"": 2276, ""mean"": 0.07771252836031195, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6251428127288818, ""quantiles"": {""0.05"": 0.006571428384631872, ""0.25"": 0.01514285709708929, ""0.5"": 0.025714285671710968, ""0.75"": 0.05542857199907303, ""0.95"": 0.328000009059906}}",1,1.0,122023,0.9659373367319475,121829,"{""n"": 122023, ""mean"": 0.2588079343499095, ""minimum"": 0.001714285695925355, ""maximum"": 1.6291428804397583, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.10685714334249496, ""0.5"": 0.2125714272260666, ""0.75"": 0.3642857074737549, ""0.95"": 0.6285714507102966}}",7,000_07,131072,207,206,visible,3,0,synthetic/train/000,126326,0.9637908935546875,0.0362091064453125,4746
2023,4.555479526519775,0.016032397647842006,2023,4.555479526519775,"{""n"": 2023, ""mean"": 0.45340948455032004, ""minimum"": 0.09906232357025146, ""maximum"": 1.520285725593567, ""quantiles"": {""0.05"": 0.16311559081077576, ""0.25"": 0.31741681694984436, ""0.5"": 0.43902507424354553, ""0.75"": 0.5589370727539062, ""0.95"": 0.7947786450386047}}",0,12,2279,0.018061213168280736,"{""n"": 2279, ""mean"": 0.08029549288595714, ""minimum"": 0.0025714286603033543, ""maximum"": 1.6165714263916016, ""quantiles"": {""0.05"": 0.007428571581840515, ""0.25"": 0.015428571030497551, ""0.5"": 0.026000000536441803, ""0.75"": 0.05657142773270607, ""0.95"": 0.3451428711414337}}",1,1.0,121880,0.9659063891838773,121691,"{""n"": 121880, ""mean"": 0.2588870903426793, ""minimum"": 0.0022857142612338066, ""maximum"": 1.628857135772705, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.10742857307195663, ""0.5"": 0.21228571236133575, ""0.75"": 0.3625714182853699, ""0.95"": 0.6322857141494751}}",7,000_07,131072,208,206,visible,3,0,synthetic/train/000,126182,0.9626922607421875,0.0373077392578125,4890
2007,4.570071697235107,0.01591972713571825,2007,4.570071697235107,"{""n"": 2007, ""mean"": 0.45937200188711025, ""minimum"": 0.09062262624502182, ""maximum"": 1.48285710811615, ""quantiles"": {""0.05"": 0.17254099249839783, ""0.25"": 0.32597824931144714, ""0.5"": 0.4440632462501526, ""0.75"": 0.5702725648880005, ""0.95"": 0.7843437790870667}}",0,13,2270,0.018005869754898072,"{""n"": 2270, ""mean"": 0.07860062922923394, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6131428480148315, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.026000000536441803, ""0.75"": 0.05542857199907303, ""0.95"": 0.33228570222854614}}",1,1.0,121793,0.9660744031093836,121601,"{""n"": 121793, ""mean"": 0.25871373559462946, ""minimum"": 0.0020000000949949026, ""maximum"": 1.6305714845657349, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.1080000028014183, ""0.5"": 0.21057142317295074, ""0.75"": 0.36171427369117737, ""0.95"": 0.6334285736083984}}",7,000_07,131072,209,206,visible,3,0,synthetic/train/000,126070,0.9618377685546875,0.0381622314453125,5002
1993,4.593419075012207,0.015810308035253892,1993,4.593419075012207,"{""n"": 1993, ""mean"": 0.456484606512904, ""minimum"": 0.10218428075313568, ""maximum"": 1.3725714683532715, ""quantiles"": {""0.05"": 0.16854193806648254, ""0.25"": 0.3218662440776825, ""0.5"": 0.44754430651664734, ""0.75"": 0.5626291632652283, ""0.95"": 0.7854618430137634}}",0,14,2252,0.017864934117105755,"{""n"": 2252, ""mean"": 0.07705392028770838, ""minimum"": 0.0022857142612338066, ""maximum"": 1.6160000562667847, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.016285713762044907, ""0.5"": 0.025428570806980133, ""0.75"": 0.052000001072883606, ""0.95"": 0.3451428711414337}}",1,1.0,121812,0.9663247578476404,121617,"{""n"": 121812, ""mean"": 0.2590735020453107, ""minimum"": 0.0011428571306169033, ""maximum"": 1.6317143440246582, ""quantiles"": {""0.05"": 0.03828571364283562, ""0.25"": 0.10828571766614914, ""0.5"": 0.20885714888572693, ""0.75"": 0.36085712909698486, ""0.95"": 0.6391428709030151}}",7,000_07,131072,210,206,visible,3,0,synthetic/train/000,126057,0.9617385864257812,0.03826141357421875,5015
1959,4.635248184204102,0.015543054817236208,1959,4.635248184204102,"{""n"": 1959, ""mean"": 0.4507803207357481, ""minimum"": 0.09673968702554703, ""maximum"": 1.5923718214035034, ""quantiles"": {""0.05"": 0.17638327181339264, ""0.25"": 0.31451159715652466, ""0.5"": 0.435389906167984, ""0.75"": 0.557662844657898, ""0.95"": 0.7863179445266724}}",0,15,2217,0.0175900727564128,"{""n"": 2217, ""mean"": 0.07340086339252472, ""minimum"": 0.0022857142612338066, ""maximum"": 1.594857096672058, ""quantiles"": {""0.05"": 0.0077142855152487755, ""0.25"": 0.01657142862677574, ""0.5"": 0.026000000536441803, ""0.75"": 0.05057142674922943, ""0.95"": 0.34285715222358704}}",1,1.0,121861,0.9668668724263509,121674,"{""n"": 121861, ""mean"": 0.2591092052391311, ""minimum"": 0.001714285695925355, ""maximum"": 1.6299999952316284, ""quantiles"": {""0.05"": 0.03799999877810478, ""0.25"": 0.10857142508029938, ""0.5"": 0.20742857456207275, ""0.75"": 0.3588571548461914, ""0.95"": 0.6425714492797852}}",7,000_07,131072,211,206,visible,3,0,synthetic/train/000,126037,0.9615859985351562,0.03841400146484375,5035
