anomaly,anomaly_in_range,complete_windows,context_frames,cpu_seconds,first_frame,frames,ignore,instance_frame_count,labelled_instance_count,last_frame,max_rss_bytes,normal,segment,sequence,slots,source_sequence,startup_windows,states,timestamp_available,unknown_instance_points,version,visible,wall_seconds,whole_window_unseen,world
2502,2502,24,4,17.503222332000007,112,28,26039,28,1,139,880750592,3514657,4,006_04,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3543198,17.59423938501277,0,0d84bb67e08ed060a510e92816a8661f577d5a11ae586fa45fd2ecacc7767ca8
35493,35493,24,4,18.77044286200001,140,28,34787,28,1,167,865599488,3461347,5,006_05,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3531627,18.86775285299518,0,dbf2f3397718631540089a81aa01547d22477a72ce7261d9bcecb13f07e9f332
20429,20429,24,4,18.777660202999982,168,28,165098,28,1,195,960258048,3366084,6,006_06,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3551611,18.86059014001512,0,9ff871e98b5e2c712cc27ac665ad774d1d8dbdf697c5452f7c3da3dc8dd07dd1
20306,20306,24,4,18.426294367999986,196,28,81976,28,1,223,994398208,3446264,7,006_07,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3548546,18.503844691993436,0,054be06d3b3827af6a301cf2b7d341406abd19e75befe270edcc9efd79eae46f
2586,2586,24,4,17.337174771000008,224,28,322843,28,1,251,1022164992,3282672,8,006_08,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3608101,17.42763138600276,0,45f675202d246d5c8d1c2ea11439d7c08827559c8e3166ae34b85e840a7ba556
3933,3933,24,4,17.684039534999982,252,28,385410,28,1,279,798781440,3198335,9,006_09,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3587678,17.77679446298862,0,53bfeaa872c1d3ffa5170402f2b383b1666c2499cfb0f1c4eb2327cea6f2618c
2039,2039,24,4,18.018795916999977,280,28,105721,28,1,307,789233664,3444550,10,006_10,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3552310,18.109587473998545,0,e33791675959e82c8e0b882b513cca24d1fa8f2d68225b8d03e7b5e19a1e3260
4740,4740,24,4,18.225800434000007,308,28,42641,28,1,335,851423232,3515099,11,006_11,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3562480,18.312286285014125,0,7e721828386bc4a9a3826ce33030b573984b6096f230fdb896af43888834c5ea
1513,1513,24,4,18.420342118999997,336,28,30312,28,1,363,842039296,3510412,12,006_12,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3542237,18.503387639997527,0,98d63b5bac29f7a441d70e311126ac6c4423dbbccb89742ddd86129c700e49ba
1984,1984,24,4,18.369507403,364,28,20552,28,1,391,947056640,3498875,13,006_13,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3521411,18.447065775020747,0,7d77bb3bebad2c1ab27745a967fd9ab9c6b12b47807e5a2fd5b9b752352ed9b7
5722,5722,24,4,17.42740704800002,392,28,24155,28,1,419,837222400,3425959,14,006_14,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/006,3455836,17.513379573007114,0,60bbed786eed91265fcf0bf85ca713c3795daf0dbfc30b7894e69d8c6249abc8
8257,8257,25,4,17.553720174999995,420,29,30513,29,1,448,880750592,3541842,15,006_15,3801088,206,0,"[0, 0, 0, 29]",0,0,synthetic/train/006,3580612,17.666948181024054,0,309de72eaf06a26ed12f49e65143acf0b5b00f236ffb976e6d3924b2b5d8b2da
9891,9891,24,4,18.715556865999986,0,28,34554,28,1,27,865599488,3442906,0,007_00,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3487351,18.80702193302568,0,83be141e57292bc328320a47b6012e72b63e3a21b08726f31720d277f9035907
1764,1764,24,4,17.44613006,28,28,35796,28,1,55,994398208,3334766,1,007_01,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3372326,17.522589274012716,0,c9a4dbcfa520cac7bef48be054eece4c28f65c893bd39ae90d3ba702a17eabb7
6119,6119,24,4,17.326610695,56,28,40797,28,1,83,960258048,3277243,2,007_02,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3324159,17.409554323006887,0,39d86ed235a1c610e1ab39d835f927ab590fae43400f4ff284b315f9531b12a1
312,312,24,4,17.15284417800001,84,28,53540,28,1,111,1022164992,3376442,3,007_03,3670016,206,0,"[0, 0, 1, 27]",0,0,synthetic/train/007,3430294,17.25834181398386,0,059c56fa05085e89f3598c28115415300bacc3cb512fa04ecc97ea28269177bb
14375,14375,24,4,17.89678990599998,112,28,26037,28,1,139,798781440,3503399,4,007_04,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3543811,17.97702608499094,0,1c776a1347607a8a76c319bdfbbb90962193dbd2576a6c868855dcfa0a0b8723
4494,4494,24,4,17.857282064999993,140,28,34845,28,1,167,789233664,3492159,5,007_05,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3531498,17.957942271983484,0,18ca1af6ce024318a5dc92d9afee63027e2ac2187b0210137bfa6767cd4bd65f
1584,1584,24,4,18.266287481000006,168,28,165365,26,1,195,837222400,3384662,6,007_06,3670016,206,0,"[2, 0, 0, 26]",0,0,synthetic/train/007,3551611,18.350553904019762,0,4cc949784b4b722458511dae9678afda1c14767ce04fe8a5542241f731b168bf
9878,9878,24,4,18.283140935000006,196,28,81937,28,1,223,851423232,3456420,7,007_07,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3548235,18.354321310005616,0,50d89857c66e99ea5b09768622dcd34a432e376aa0d75c2ed05bcd0c196b30cb
35585,35585,24,4,18.792560216,224,28,321730,28,1,251,947056640,3252660,8,007_08,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3609975,18.871675431000767,0,bea8e965a452ed0bd54250a35bb20401c743f196fa5b0314f3bc62372489e729
510,510,24,4,17.57877848000001,252,28,385410,28,1,279,842039296,3201757,9,007_09,3670016,206,0,"[0, 0, 1, 27]",0,0,synthetic/train/007,3587677,17.655899473000318,0,dab8946393d497c039090afa39141fa620cc291a3c266f1cfe936c1ec3f08f9d
1116,1116,24,4,17.92554344200002,280,28,105567,28,1,307,880750592,3445628,10,007_10,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3552311,18.01093556600972,0,35fe097b212c30a76c7c5cd8e29acd6fb2f068e3f216b3f86fca1551b985ff3f
25403,25403,24,4,19.230111370999992,308,28,42641,28,1,335,865599488,3492845,11,007_11,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3560889,19.35591281700181,0,4df7547a88e274b7bc3e6609c9879d6059ae675150909d1274987090f60e4178
5085,5085,24,4,18.51757693900001,336,28,30312,28,1,363,2295959552,3506840,12,007_12,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3542237,18.60308646399062,0,f97350f08b90d7814ef8f6541d8eba4f6833439074b698b9879b090e161dcfeb
36688,36688,24,4,19.823104305000015,364,28,20479,28,1,391,994398208,3464275,13,007_13,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3521442,19.914963896007976,0,6528161e9778c3c766eafae8383b4418ea09fe6e5119753e6da13690de19d5a2
13644,13644,24,4,17.910359397000008,392,28,24155,28,1,419,960258048,3418024,14,007_14,3670016,206,0,"[0, 0, 0, 28]",0,0,synthetic/train/007,3455823,17.99388711800566,0,d9ae0591b257245be35cbc75273624e312d1aa90961567a73229d0bfa5817ce4
28991,28991,25,4,18.389079732,420,29,30419,29,1,448,1022164992,3521373,15,007_15,3801088,206,0,"[0, 0, 0, 29]",0,0,synthetic/train/007,3580783,18.485605793015566,0,ab82a7d93fe93e51a6ecc91cc1fd4bf4154c63c7baa04796b9d0e13406fe9d2e
