scene,log_token,object_id,geometry,anchor_index,views,views_1_to_4_points,points,view_angle_span_deg,return_range_min_m,return_range_max_m,frames,counts,return_ranges_m
scene-0244,08ba46dd716d42a69d108638fef5bbb9,4,9ddcd548e80a35a5680f6f049e082221c1cb5511594520e8432fbabf2e967e21,7,4,0,49,10.848625558167965,7.356534957885742,17.728044509887695,6078;6083;6097;6107,6;14;14;15,17.728044509887695;8.142576217651367;7.356534957885742;7.364181995391846
scene-0245,08ba46dd716d42a69d108638fef5bbb9,1,9f32734b95acb4ce737cac1bb94e5f2e0383c578d72a43506926b1a9e7a90d3b,1,1,0,405,0.0,4.588187217712402,4.588187217712402,6112,405,4.588187217712402
scene-0245,08ba46dd716d42a69d108638fef5bbb9,2,9fd3a3b57d37342ad74190185f5e044ca4cbe68b7e0e927af85dd768af6a652e,3,1,0,58,0.0,5.73824405670166,5.73824405670166,6123,58,5.73824405670166
scene-0245,08ba46dd716d42a69d108638fef5bbb9,3,9ffc4f4c210c79cd6747a1bea5c01471751bd00f827b289b8d99542e4a36f922,5,1,0,351,0.0,4.909344673156738,4.909344673156738,6135,351,4.909344673156738
scene-0245,08ba46dd716d42a69d108638fef5bbb9,4,a0143bbc2cfa5b0ad226b044b422866653991215c41dce5315751a5e84e0723e,7,1,0,23,0.0,5.4228196144104,5.4228196144104,6145,23,5.4228196144104
scene-0246,08ba46dd716d42a69d108638fef5bbb9,1,a0cc17b1158be6640b1531fa4b680a620883dc5d1f4af32188217a097ac5468f,1,1,0,21,0.0,6.134463310241699,6.134463310241699,6149,21,6.134463310241699
scene-0246,08ba46dd716d42a69d108638fef5bbb9,2,a0f85370e9bea43f51884676290f7294add9d69ee30b3ecf9eb4098aaad10cbe,3,1,0,85,0.0,6.01223611831665,6.01223611831665,6161,85,6.01223611831665
scene-0246,08ba46dd716d42a69d108638fef5bbb9,3,a1f64785148d303ed55c722e3143618b67f2dad1e07403b5aabae83ca3889f1b,5,4,2,218,174.55182925721746,4.674898147583008,47.30747985839844,6149;6161;6179;6184,2;8;205;3,47.30747985839844;23.35416030883789;4.674898147583008;26.77094841003418
scene-0246,08ba46dd716d42a69d108638fef5bbb9,4,a48fffb471f470855bb38821866c82532c61079b795472d229086514f0dc0f75,7,1,0,206,0.0,4.197360992431641,4.197360992431641,6184,206,4.197360992431641
scene-0247,08ba46dd716d42a69d108638fef5bbb9,1,a49036d1cc1dd24a9e79828c482a10933ce90f3eaf27d4f5268a7f3d81640ba2,1,1,0,181,0.0,4.983028411865234,4.983028411865234,6198,181,4.983028411865234
scene-0247,08ba46dd716d42a69d108638fef5bbb9,2,a4fa862a6694bd6d6bf34a17dcce899a4d11c5fbd1e37fd7127b4352ea460f4d,3,1,0,136,0.0,5.777510643005371,5.777510643005371,6202,136,5.777510643005371
scene-0247,08ba46dd716d42a69d108638fef5bbb9,3,a55d27fe788cc162cb22c11178df2e5e3cf52f892c79ded7f0d702b5128eda78,5,1,0,146,0.0,5.686890602111816,5.686890602111816,6208,146,5.686890602111816
scene-0247,08ba46dd716d42a69d108638fef5bbb9,4,a7986645359453c73ff792b4c48f3a47ddff445460aeb28b7f0f72d003360317,7,2,0,151,65.32722503146307,4.482105731964111,48.965309143066406,6208;6217,6;145,48.965309143066406;4.482105731964111
scene-0248,08ba46dd716d42a69d108638fef5bbb9,2,aa6ec8ab029d4619539bbcb1f9d92f2b2fd3896530703873c1fe0a3b64f1e4b8,3,4,0,1746,0.09570441065559891,5.678676605224609,5.689930438995361,6234;6245;6251;6265,438;435;434;439,5.678676605224609;5.685933589935303;5.689930438995361;5.688171863555908
scene-0248,08ba46dd716d42a69d108638fef5bbb9,3,ad8aaf472d16c5c4881dbad9f72d43a9b12aba41a0c657b2bc259e8a8f2fcc3b,5,4,0,98,0.09276834083302243,8.599480628967285,8.62274169921875,6234;6245;6251;6265,23;26;24;25,8.62274169921875;8.622493743896484;8.611053466796875;8.599480628967285
scene-0248,08ba46dd716d42a69d108638fef5bbb9,4,ae47f389037d4b73c6889d1e82ee923991e8572283439c46d88c4f390cc8a0a3,7,4,0,794,0.1597583879025277,4.912092685699463,4.9208598136901855,6234;6245;6251;6265,197;200;201;196,4.912092685699463;4.9179863929748535;4.9208598136901855;4.918630599975586
scene-0249,08ba46dd716d42a69d108638fef5bbb9,1,af7c8038e4f4af1d05db99c0457cfa1cd655d3faeb787f98de5f75b0017807ae,1,2,1,156,31.966418572959935,4.924060344696045,28.64421844482422,6274;6286,155;1,4.924060344696045;28.64421844482422
scene-0249,08ba46dd716d42a69d108638fef5bbb9,2,afc0979a9a1317bc66293922a54dde1fd7dd0873fba3c954fcb0b520c8e50e2e,3,2,0,114,53.74395605395197,5.658924102783203,27.165985107421875,6274;6286,6;108,27.165985107421875;5.658924102783203
scene-0249,08ba46dd716d42a69d108638fef5bbb9,3,b2667a7bdaace20b0247fabd351906c52f962f0c7625c8435bc16c939d029e57,5,1,0,31,0.0,6.1888861656188965,6.1888861656188965,6291,31,6.1888861656188965
scene-0249,08ba46dd716d42a69d108638fef5bbb9,4,b26bc6599c82d92fb3edf9c30fd103ff4e27e01dbe7d016d7d3ca23ffb286308,7,2,1,99,100.73411838502338,4.71799373626709,15.107638359069824,6291;6305,1;98,15.107638359069824;4.71799373626709
scene-0250,08ba46dd716d42a69d108638fef5bbb9,1,b2f3ed857e2dd6785f3223c8b17bdcf2f49e9a89e27a8ac2df5ec4155cf172cc,1,2,0,13,135.0778196337113,7.773763656616211,16.114917755126953,6315;6323,5;8,7.773763656616211;16.114917755126953
scene-0250,08ba46dd716d42a69d108638fef5bbb9,2,b3b9aa5ac38e1dca3c273ac0b4d96a426bbb787dc91d5ced5ef22857608a46b0,3,3,0,548,161.42834738041088,4.274186611175537,41.5496940612793,6315;6323;6329,21;522;5,20.621234893798828;4.274186611175537;41.5496940612793
scene-0250,08ba46dd716d42a69d108638fef5bbb9,3,b41020986809d30bcbe7d098d763a5a8a99f56a8a325952e9680a55a49aca935,5,1,0,39,0.0,4.979174613952637,4.979174613952637,6329,39,4.979174613952637
scene-0250,08ba46dd716d42a69d108638fef5bbb9,4,b411422ce83c26f4f37dcdf814a917172c04151bd86a3aa42134c8f35c30a496,7,1,0,35,0.0,7.759357929229736,7.759357929229736,6344,35,7.759357929229736
scene-0251,08ba46dd716d42a69d108638fef5bbb9,1,b5bfcb56b65cbf2c44f1a1e50173992e39803d22519dc5b05fd9ff5362359ef9,1,2,1,175,80.17139452033706,5.338263988494873,31.93248176574707,6354;6365,173;2,5.338263988494873;31.93248176574707
scene-0251,08ba46dd716d42a69d108638fef5bbb9,2,b77ade2ba2431de0374d251ed15be17e8d2d705dcdf5c3ab18ba453ea186b588,3,3,0,191,173.43046240550566,6.371833801269531,37.890193939208984,6354;6365;6375,5;180;6,37.890193939208984;6.371833801269531;19.174789428710938
scene-0251,08ba46dd716d42a69d108638fef5bbb9,3,b9a883f4a78929127febf6732aac7fafe899c17497f17ce46554a801a1af1297,5,1,0,93,0.0,6.4280805587768555,6.4280805587768555,6375,93,6.4280805587768555
scene-0251,08ba46dd716d42a69d108638fef5bbb9,4,bb7bf59d678bb3cff3a156ab4ae46b4b91db3ff3acd026c60119ee2c0f014e8b,7,1,0,63,0.0,4.263087272644043,4.263087272644043,6385,63,4.263087272644043
scene-0252,08ba46dd716d42a69d108638fef5bbb9,1,bcfddb89233d59f1ea1c88a9602b8b69fb890979a3ab4b2b8c1d1d6c2bc9645d,1,1,0,150,0.0,4.394908428192139,4.394908428192139,6393,150,4.394908428192139
scene-0252,08ba46dd716d42a69d108638fef5bbb9,2,be6e85807efddc0cf10289862dc0f11e23ac0bcd5999b52cfef855c3de909e9a,3,3,0,45,39.94537710607235,4.077779293060303,7.900628089904785,6404;6412;6419,33;6;6,4.077779293060303;7.896706581115723;7.900628089904785
scene-0252,08ba46dd716d42a69d108638fef5bbb9,3,bfb3858433e6170f7f1c3d66e80f936fb05506ee3d0a9978b481aabbf563a2fd,5,4,1,377,35.893905232976365,5.58907413482666,37.04103469848633,6393;6404;6412;6419,3;50;161;163,37.04103469848633;10.3978853225708;5.58907413482666;5.590607166290283
scene-0252,08ba46dd716d42a69d108638fef5bbb9,4,c1ba56faaa521c7556ba9cbf9a87b7a9a44d03200824e572cc4f6939e4c1cfee,7,4,1,248,81.31207564635216,4.385789394378662,32.666168212890625,6393;6404;6412;6419,4;32;106;106,32.666168212890625;7.108977317810059;4.385789394378662;4.391303539276123
scene-0253,08ba46dd716d42a69d108638fef5bbb9,1,c219fe85f4e5a8a02410735d790eb3b8194d53c872cd9b6e819e472f01df13a9,1,3,1,454,90.03684689362426,4.262906551361084,44.7614860534668,6436;6441;6451,439;14;1,4.262906551361084;28.191268920898438;44.7614860534668
scene-0253,08ba46dd716d42a69d108638fef5bbb9,2,c242d17c36d7c40ed563a50f37d6fc1e67d1051184d8f45b66b374ec2d17542d,3,3,1,158,161.41267346146276,4.057699203491211,27.937976837158203,6436;6441;6451,2;150;6,27.937976837158203;4.057699203491211;17.478591918945312
scene-0253,08ba46dd716d42a69d108638fef5bbb9,3,c269383f3a96fec455c6a7b8a6d2468713e78e7deadc9b4971e1219235fed77d,5,1,0,145,0.0,4.512324810028076,4.512324810028076,6451,145,4.512324810028076
scene-0253,08ba46dd716d42a69d108638fef5bbb9,4,c37e695605ce7b662b6cd50dc87ad4538d7a317b8ffcf595ca4f3b8c267337a9,7,1,0,94,0.0,4.89698600769043,4.89698600769043,6464,94,4.89698600769043
scene-0254,cb3e914a6f0b4deea0efc8521ca1e671,1,c6465aa0786d82a04512fb0e8cc348b5b7c3dde045b0accf5793b8f62c2d2826,1,1,0,81,0.0,6.320065498352051,6.320065498352051,6471,81,6.320065498352051
scene-0254,cb3e914a6f0b4deea0efc8521ca1e671,2,c6e03cd327c83bae3e796543db76e43cd8b9a566f1ce0848cf51bcebc8276870,3,2,1,92,128.01756214615452,5.207665920257568,40.79529571533203,6471;6481,3;89,40.79529571533203;5.207665920257568
scene-0254,cb3e914a6f0b4deea0efc8521ca1e671,3,c79451af524442e37df52d9704ba1392ab5799e71361d57de5b470f2de2eb541,5,1,0,55,0.0,6.312965393066406,6.312965393066406,6492,55,6.312965393066406
scene-0254,cb3e914a6f0b4deea0efc8521ca1e671,4,c849bae4ea6038eeaf624c18482ce8570047eda214ab94d113990aff8e1e3339,7,2,0,426,46.32834546915448,6.395543575286865,27.86777687072754,6492;6504,24;402,27.86777687072754;6.395543575286865
scene-0255,cb3e914a6f0b4deea0efc8521ca1e671,1,c9274e2a0760df0b48c2f68293490952b7297964d37e1dc5bfd1c7f02552695b,1,3,0,543,149.92167012698684,4.551560401916504,24.25762939453125,6515;6523;6534,364;160;19,4.551560401916504;6.5919084548950195;24.25762939453125
scene-0255,cb3e914a6f0b4deea0efc8521ca1e671,2,cc66bdcd9b27fe3643bc83ec85db7e05bfc44be9f004dabe816c1eb3aacd75c8,3,2,0,186,64.6336699468473,5.796730041503906,6.064346790313721,6515;6523,80;106,6.064346790313721;5.796730041503906
scene-0255,cb3e914a6f0b4deea0efc8521ca1e671,3,cce2ea2d951898a284c12422065a17822b4d9c6ed5d4253565397733207f1dfb,5,1,0,53,0.0,4.9946064949035645,4.9946064949035645,6534,53,4.9946064949035645
scene-0255,cb3e914a6f0b4deea0efc8521ca1e671,4,cf52d78a8f494179d8c6fbdff9742ab140ee4e7998463de0564c9011a2f63205,7,1,0,50,0.0,5.63005256652832,5.63005256652832,6544,50,5.63005256652832
scene-0256,cb3e914a6f0b4deea0efc8521ca1e671,1,d2e1e40b0b1f12f2dd547d9d7a1369c97c4b5608c54b83be67d54d9afc87651c,1,2,1,16,25.130427279284987,6.027021408081055,31.93528938293457,6548;6561,15;1,6.027021408081055;31.93528938293457
scene-0256,cb3e914a6f0b4deea0efc8521ca1e671,2,d44e9b3736f47273c118c6d7f74cff9c863ea7b8d835b2a8faf868841044b0f2,3,2,0,84,8.366341849980348,8.555879592895508,35.10506820678711,6548;6561,5;79,35.10506820678711;8.555879592895508
scene-0256,cb3e914a6f0b4deea0efc8521ca1e671,3,d4d4b0014803ed84257af1ced065edaf4eeb4c26205ec6c9e32d9cb7ab1472da,5,3,0,195,13.83443714032089,6.120543003082275,14.45270824432373,6561;6569;6584,17;86;92,14.45270824432373;6.120543003082275;6.161403179168701
scene-0256,cb3e914a6f0b4deea0efc8521ca1e671,4,d63db273ecd80aaaf9ab89345b49ab55736c40aa4153500eb6d0d5f6969c72b3,7,3,0,45,52.11023365662899,4.53715181350708,10.647932052612305,6561;6569;6584,7;7;31,10.647932052612305;4.537309646606445;4.53715181350708
scene-0257,cb3e914a6f0b4deea0efc8521ca1e671,1,d735420a644c162fab968edc43a59021baaca9530c041d9345f33e71807e680a,1,4,0,96,0.04487254576198115,5.346426963806152,5.36760139465332,6591;6602;6613;6623,24;23;25;24,5.36760139465332;5.363792419433594;5.3591485023498535;5.346426963806152
scene-0257,cb3e914a6f0b4deea0efc8521ca1e671,2,d756bbd8fb9da5e166e195b3f2903f21dc8b93e74601dea11397c9f784260d51,3,4,0,486,0.04095938470079527,4.497518539428711,4.520282745361328,6591;6602;6613;6623,119;119;122;126,4.497518539428711;4.509681224822998;4.520282745361328;4.503676414489746
scene-0257,cb3e914a6f0b4deea0efc8521ca1e671,3,d79b68ff9ed4cb0ff2dd45b6d4abc0e6c3576dbcd52c0a46790fc78d210d70ff,5,4,0,290,0.04118075864220163,4.977517127990723,4.989603042602539,6591;6602;6613;6623,70;75;72;73,4.987773895263672;4.989603042602539;4.982387065887451;4.977517127990723
scene-0257,cb3e914a6f0b4deea0efc8521ca1e671,4,d7eaeeaed85f8aca3590979cceb6707f80ddc185ab69c86f93229a6f64fd6cfa,7,4,0,403,0.04698660196875921,4.501592636108398,4.506913185119629,6591;6602;6613;6623,95;100;102;106,4.504361152648926;4.506913185119629;4.5049333572387695;4.501592636108398
scene-0258,cb3e914a6f0b4deea0efc8521ca1e671,1,d84d808812a7924ca9902df6eec8ac81f87508e3349291893ae204506178cd96,1,1,0,180,0.0,4.075389862060547,4.075389862060547,6629,180,4.075389862060547
scene-0258,cb3e914a6f0b4deea0efc8521ca1e671,2,d9d7f521db0d59bfcf08a59571553988cb5566c509399de984da96828b464c21,3,1,0,16,0.0,5.2359490394592285,5.2359490394592285,6637,16,5.2359490394592285
scene-0258,cb3e914a6f0b4deea0efc8521ca1e671,3,dbc1a0e3221f609f61731e082d5acf6e9efbd9200ab091c7bcba8a5761c11b11,5,1,0,24,0.0,7.827935695648193,7.827935695648193,6656,24,7.827935695648193
scene-0258,cb3e914a6f0b4deea0efc8521ca1e671,4,dc77f673c660b9cea862c22d2bff14a7a3655448fbbe57c0fad1f9dafe426260,7,1,0,209,0.0,5.229829788208008,5.229829788208008,6660,209,5.229829788208008
scene-0259,cb3e914a6f0b4deea0efc8521ca1e671,1,ddaa42a321466ff09afe913f1fb0ce835a470d2b1ab84c764d60255caaab5c5d,1,2,0,56,63.108331018775715,5.260143280029297,18.18426513671875,6672;6685,50;6,5.260143280029297;18.18426513671875
scene-0259,cb3e914a6f0b4deea0efc8521ca1e671,2,ddbfb54ee27700e4a93d553572f6c81fbd560edf7650ef1350670bdf65bf994d,3,4,1,357,146.56277996968046,4.383118629455566,42.75615692138672,6672;6685;6691;6704,58;288;8;3,11.931028366088867;4.383118629455566;26.29226303100586;42.75615692138672
scene-0259,cb3e914a6f0b4deea0efc8521ca1e671,3,de646090b34d74c09a10e46fdcdefc70c8cb3192393da2f0a8b3ee7f208ea781,5,4,2,377,149.62074273121672,4.236876010894775,40.532737731933594,6672;6685;6691;6704,3;1;361;12,40.532737731933594;28.340782165527344;4.236876010894775;14.731950759887695
scene-0259,cb3e914a6f0b4deea0efc8521ca1e671,4,dee67d5b8faa618c5524b7c33de5c58ce9e156bf75b7ac16c79e576598712e44,7,2,0,81,26.805898974067734,4.951772689819336,20.95319366455078,6691;6704,6;75,20.95319366455078;4.951772689819336
scene-0260,cb3e914a6f0b4deea0efc8521ca1e671,1,e0975cc54a4a79b9d0d33e0c6dad238fd032245532ca1e1f9a48c8f2a09b5986,1,4,0,92,0.01337533825021754,5.300496578216553,5.322271347045898,6709;6728;6734;6744,24;22;23;23,5.322271347045898;5.321410179138184;5.314422130584717;5.300496578216553
scene-0260,cb3e914a6f0b4deea0efc8521ca1e671,2,e108e945ee7eb1dd2b4c44dbee15c7c0ad907dbcb688e1c1dab632c85342a8fe,3,4,0,124,0.007047115121571111,8.99172592163086,9.003079414367676,6709;6728;6734;6744,31;31;31;31,8.992289543151855;8.99172592163086;8.998372077941895;9.003079414367676
scene-0260,cb3e914a6f0b4deea0efc8521ca1e671,3,e16d6c32b00616c9a194b18877a8b17268872295f291209382255e7816e4db3d,5,4,0,336,0.007542914146668206,6.637930870056152,6.638793468475342,6709;6728;6734;6744,82;86;84;84,6.638793468475342;6.637930870056152;6.6380615234375;6.638111591339111
scene-0260,cb3e914a6f0b4deea0efc8521ca1e671,4,e254db769de85df29b7fc2a636674854a22e177eda5ac1f54a67f66d464ec814,7,4,0,213,0.012163459758905017,5.89186429977417,5.902466773986816,6709;6728;6734;6744,54;53;54;52,5.897356986999512;5.89717960357666;5.902466773986816;5.89186429977417
scene-0261,cb3e914a6f0b4deea0efc8521ca1e671,1,e438f057dcad9c3c17b075e09c252c8b5f4d2b961e79e43eb9a7ceee505a336f,1,1,0,30,0.0,7.3778228759765625,7.3778228759765625,6750,30,7.3778228759765625
scene-0261,cb3e914a6f0b4deea0efc8521ca1e671,2,e51a199b46ce10629bf348454c432b069eb89fd33b1cc0744d6e2b1eebd22d4d,3,1,0,52,0.0,5.065066337585449,5.065066337585449,6759,52,5.065066337585449
scene-0261,cb3e914a6f0b4deea0efc8521ca1e671,3,e59e7cf685a01d357fe7c238001b08066edc6416d51600baa087e7b32f963701,5,1,0,8,0.0,8.399303436279297,8.399303436279297,6771,8,8.399303436279297
scene-0261,cb3e914a6f0b4deea0efc8521ca1e671,4,e61ca90f1ae794eedb19f31d31fc0b4ba46ea03510f584419bbbf037a857c102,7,1,0,328,0.0,4.3509979248046875,4.3509979248046875,6782,328,4.3509979248046875
scene-0262,cb3e914a6f0b4deea0efc8521ca1e671,1,e68324f2cad7ea1857633700ebf5cb04a5c8068dbd8fd58c0ac0f87691ecd071,1,2,0,234,31.506620382740405,4.687532424926758,7.335714340209961,6788;6803,185;49,4.687532424926758;7.335714340209961
scene-0262,cb3e914a6f0b4deea0efc8521ca1e671,2,e8a846e8455a848f4153573e8ae2225f7773f96d7bbea2f3a9343f93368b2b93,3,3,0,135,155.60699201414232,6.182045936584473,13.081786155700684,6788;6803;6816,17;34;84,13.081786155700684;9.477836608886719;6.182045936584473
scene-0262,cb3e914a6f0b4deea0efc8521ca1e671,3,e9e9fae20081db599a3e3fbd3b7dcd5c49366684ecd0c6954d7663bd55085cd1,5,3,0,104,56.38759875026576,5.395803451538086,22.278833389282227,6788;6803;6816,7;9;88,22.278833389282227;18.21492576599121;5.395803451538086
scene-0262,cb3e914a6f0b4deea0efc8521ca1e671,4,ea32eaa84e1ddec22b3e35669565255f1f756ad36def9e2de3c1ff86db23d182,7,2,1,22,94.86718546751005,5.388244152069092,42.296363830566406,6816;6822,4;18,42.296363830566406;5.388244152069092
scene-0263,cb3e914a6f0b4deea0efc8521ca1e671,1,ebb1f026e13826974ddb827eead97f614a40621fbeb683c11355fc9b77b0cd02,1,1,0,6,0.0,5.4915313720703125,5.4915313720703125,6831,6,5.4915313720703125
scene-0263,cb3e914a6f0b4deea0efc8521ca1e671,2,edcff280b884f84519a77878893f67c932b47b50ffea24e62920591c259810b5,3,2,0,309,58.964238457948234,4.367053508758545,26.89908790588379,6831;6850,5;304,26.89908790588379;4.367053508758545
scene-0263,cb3e914a6f0b4deea0efc8521ca1e671,3,f23ca3e6df95cacd892c5fa7ffaf29ef85fea41f3ecb0ddf3855012219318bf6,5,2,1,179,120.56174158510389,5.004509449005127,44.02201843261719,6850;6852,4;175,44.02201843261719;5.004509449005127
scene-0263,cb3e914a6f0b4deea0efc8521ca1e671,4,f493b198b7229563c47b6b788135d425b23b50f033b3cc9aa694a0eaf178dabc,7,1,0,77,0.0,5.986210346221924,5.986210346221924,6860,77,5.986210346221924
scene-0264,cb3e914a6f0b4deea0efc8521ca1e671,1,f4a749fbd0417c7e240bf94323b8cfde5fa46d0131a07ecefadfd08bb9a9b3a2,1,1,0,713,0.0,4.020480155944824,4.020480155944824,6873,713,4.020480155944824
scene-0264,cb3e914a6f0b4deea0efc8521ca1e671,2,f9c13be90b0f696f1b2cb37a139a7dc498e84d0448cf902b251cdf6e827ef254,3,1,0,18,0.0,4.753716468811035,4.753716468811035,6880,18,4.753716468811035
scene-0264,cb3e914a6f0b4deea0efc8521ca1e671,3,f9dbad3cf0a9ba4bcfe12467a862b7c503a519202b01d801680676ac2d612f7d,5,1,0,359,0.0,4.325229167938232,4.325229167938232,6896,359,4.325229167938232
scene-0264,cb3e914a6f0b4deea0efc8521ca1e671,4,f9f9a554a4dcd4063234622c0eeab73866c5e2c87eee1d595d70272769a6052d,7,1,0,144,0.0,5.409397125244141,5.409397125244141,6902,144,5.409397125244141
scene-0283,6434493562e64d9aa36774bf8d98870e,1,fc432a9fe84b49994ee1950aabbed660704b2cb3ee6194d080f6e0c2efb6e777,1,1,0,133,0.0,4.676046371459961,4.676046371459961,6908,133,4.676046371459961
scene-0283,6434493562e64d9aa36774bf8d98870e,2,fc4c9c801e0ced090b4339dd57ae58fa45fe95bfe9f465323155e70ff0f9dd55,3,1,0,181,0.0,4.992619514465332,4.992619514465332,6926,181,4.992619514465332
scene-0283,6434493562e64d9aa36774bf8d98870e,3,fc531cf98af477bf3bad9b778cbd18c3ab06af70a32474b9a984f825acf54028,5,2,0,95,103.8496838800446,4.830742359161377,29.416515350341797,6926;6933,6;89,29.416515350341797;4.830742359161377
scene-0283,6434493562e64d9aa36774bf8d98870e,4,fd3c82305ad2604e20171acc551fee37785702a2457434c4c8afe259ef06cad0,7,3,2,59,61.38810805937939,4.7710161209106445,44.39924240112305,6926;6933;6944,3;4;52,44.39924240112305;13.034370422363281;4.7710161209106445
scene-0284,6434493562e64d9aa36774bf8d98870e,1,fe4f2f192f8a49affab16769c0d0e9f0448bc9613c9d960800624364199621b5,1,2,1,273,113.34018215228086,3.8053812980651855,26.307064056396484,6951;6964,270;3,3.8053812980651855;26.307064056396484
scene-0284,6434493562e64d9aa36774bf8d98870e,2,fecbddf5678248fb3d177bf442bf694423cd97123574403bdafdabda18107eb4,3,1,0,58,0.0,7.608370304107666,7.608370304107666,6964,58,7.608370304107666
scene-0284,6434493562e64d9aa36774bf8d98870e,3,059abc6a5bbcb61503ac3592d7bc6b94ac6e8d27e6ff97a29a8256207b95f27d,5,1,0,18,0.0,6.89743185043335,6.89743185043335,6971,18,6.89743185043335
scene-0284,6434493562e64d9aa36774bf8d98870e,4,05e1c89ceee0017db02bb4ed947b13867c85e21ffb8fbee6a7d9baecd09b88b0,7,1,0,255,0.0,4.60841178894043,4.60841178894043,6983,255,4.60841178894043
scene-0285,6434493562e64d9aa36774bf8d98870e,1,064258317b89599a59db0a63bab4908d1d5905dc93e759501fd543025e66cb36,1,1,0,71,0.0,6.46772575378418,6.46772575378418,6987,71,6.46772575378418
scene-0285,6434493562e64d9aa36774bf8d98870e,2,080cd02595f2b7c8454d340fb7a10c252545bf3f08731083ed13d6c33d0763c8,3,2,0,72,14.317155701528472,6.141246318817139,40.670066833496094,6987;6999,5;67,40.670066833496094;6.141246318817139
scene-0285,6434493562e64d9aa36774bf8d98870e,3,081ff043a2035fb5ded0f6e9765a6a3363a21545b57732e0581d622cc62a10d0,5,1,0,26,0.0,5.079500198364258,5.079500198364258,7015,26,5.079500198364258
scene-0285,6434493562e64d9aa36774bf8d98870e,4,090b91c126b18fc99f1fe66f76972a074c588af6d782c17e64b3f85aa35c06a8,7,1,0,145,0.0,4.354794502258301,4.354794502258301,7016,145,4.354794502258301
scene-0286,6434493562e64d9aa36774bf8d98870e,1,090e0764c981dae7b85b16f05747982ab14aacc570e39ff3f4d1d18f4d7a902a,1,1,0,89,0.0,4.396597385406494,4.396597385406494,7036,89,4.396597385406494
scene-0286,6434493562e64d9aa36774bf8d98870e,2,092dc2b259cc69794ef9729e7fa7a78ddc83526a763f20727c5ce929ca774db5,3,2,0,244,62.80980206814516,4.908384323120117,32.69963073730469,7036;7047,6;238,32.69963073730469;4.908384323120117
scene-0286,6434493562e64d9aa36774bf8d98870e,3,0bc52d085baa0c169dac0ea888dd01d2259c18061e9b3e110f1d52961b6f4be1,5,1,0,164,0.0,4.515261650085449,4.515261650085449,7058,164,4.515261650085449
scene-0286,6434493562e64d9aa36774bf8d98870e,4,0bd3549c2b4db2003f7e81ec631de29de81512770413584bbbf6414199030eb8,7,1,0,118,0.0,3.979264259338379,3.979264259338379,7059,118,3.979264259338379
scene-0287,6434493562e64d9aa36774bf8d98870e,1,0c0a05bdc65d080330e4de6df9371d2060bd466cca6a77c02a472a000bfb3448,1,1,0,89,0.0,6.14309549331665,6.14309549331665,7074,89,6.14309549331665
scene-0287,6434493562e64d9aa36774bf8d98870e,2,0c2fec8217e3ce4fea73607e1d9c64229b14851501d4f613cd6f8b749b83a883,3,1,0,32,0.0,5.981285095214844,5.981285095214844,7079,32,5.981285095214844
scene-0287,6434493562e64d9aa36774bf8d98870e,3,0c613a577e862597283902a5d2aa60e79b2fc10b62af25c630950074b417c3f4,5,1,0,17,0.0,5.018449306488037,5.018449306488037,7091,17,5.018449306488037
scene-0287,6434493562e64d9aa36774bf8d98870e,4,0e7150e1d79fabec0e14323535ff9568761cb2a2fac589bac7ce06b7c22061e8,7,1,0,26,0.0,6.0814208984375,6.0814208984375,7099,26,6.0814208984375
scene-0288,6434493562e64d9aa36774bf8d98870e,1,0eaeae9bdb7d34f9963db38db22fef60a2d7afe1f181be8db568fdf8cdda34c9,1,4,0,492,5.140960246851447,4.937584400177002,5.959373474121094,7117;7121;7140;7138,92;136;129;135,5.959373474121094;4.943795204162598;4.980289459228516;4.937584400177002
scene-0288,6434493562e64d9aa36774bf8d98870e,2,0f10474bf871c578ae4efb05b61f032a6835b32f2b52ae27ab6370256d1838cc,3,4,0,325,10.5704193208112,4.08579158782959,4.562027931213379,7117;7121;7140;7138,90;78;78;79,4.08579158782959;4.562027931213379;4.547916412353516;4.548685550689697
scene-0288,6434493562e64d9aa36774bf8d98870e,3,1015cc7872daba0324f196746ec6cddb01aff115fff8a79e03b385724119f645,5,4,0,806,12.165312106831864,4.347660064697266,4.4039435386657715,7117;7121;7140;7138,190;204;207;205,4.4039435386657715;4.356830596923828;4.350510120391846;4.347660064697266
scene-0288,6434493562e64d9aa36774bf8d98870e,4,103063979f8cc1c65ddef4b7fa5a5889c701185b34813c772717a1ee4a2b3f25,7,4,0,326,5.405775618280226,5.552182197570801,6.332163333892822,7117;7121;7140;7138,96;77;76;77,5.552182197570801;6.32974910736084;6.325201034545898;6.332163333892822
scene-0289,6434493562e64d9aa36774bf8d98870e,1,1185112fe096a33bd4c2391db01c5b9942a174112d2ff06beb83a9342912df01,1,1,0,64,0.0,4.29130744934082,4.29130744934082,7153,64,4.29130744934082
scene-0289,6434493562e64d9aa36774bf8d98870e,2,132b7dadcec52bc7185e4a790bb2a9ef0b40d9bb2e5ac9181fede7c946b36f06,3,1,0,142,0.0,4.58795166015625,4.58795166015625,7159,142,4.58795166015625
scene-0289,6434493562e64d9aa36774bf8d98870e,3,146fd2b45eac564d8b6baaf8962004e9f197f6d0d3b089b0df219315da9ed8bf,5,2,0,36,105.97411033748523,4.613095283508301,29.602811813354492,7166;7180,28;8,4.613095283508301;29.602811813354492
